# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,36,40,40,37,16,
(21,33),(33,37),-0.59677 # DEPENDENCYPART_GRANDPAR
(21,33),(33,40),-0.816897 # DEPENDENCYPART_GRANDPAR
(21,37),(37,36),-0.58825 # DEPENDENCYPART_GRANDPAR
(21,37),(37,38),-1.53057 # DEPENDENCYPART_GRANDPAR
(21,37),(37,39),-0.604523 # DEPENDENCYPART_GRANDPAR
(21,37),(37,40),-0.820249 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.20712 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.879831 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.115153 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0995143 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0297391 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.076239 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.0515913 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.929744 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-1.25961 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),0.168042 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.397561 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.823291 # DEPENDENCYPART_GRANDPAR
(22,23),(23,37),-1.01283 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.850417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),1.18702 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0735492 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0652596 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.249829 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.916639 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.0692411 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.0117673 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.2198 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.862351 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-1.25467 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),0.24316 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.410292 # DEPENDENCYPART_GRANDPAR
(22,25),(25,36),-0.638837 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),1.40762 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.15419 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.247697 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.197164 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.946627 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-1.27586 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),0.221972 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.431482 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),-0.78658 # DEPENDENCYPART_GRANDPAR
(22,27),(27,36),-0.659655 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-1.30667 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-1.51903 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.263942 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.655837 # DEPENDENCYPART_GRANDPAR
(22,28),(28,33),-0.605997 # DEPENDENCYPART_GRANDPAR
(22,28),(28,36),-1.08636 # DEPENDENCYPART_GRANDPAR
(22,28),(28,40),-1.22352 # DEPENDENCYPART_GRANDPAR
(22,31),(31,1),-1.05878 # DEPENDENCYPART_GRANDPAR
(22,31),(31,4),-1.2789 # DEPENDENCYPART_GRANDPAR
(22,31),(31,7),-1.19482 # DEPENDENCYPART_GRANDPAR
(22,31),(31,11),-1.05819 # DEPENDENCYPART_GRANDPAR
(22,31),(31,12),-1.26096 # DEPENDENCYPART_GRANDPAR
(22,31),(31,14),-1.08282 # DEPENDENCYPART_GRANDPAR
(22,31),(31,15),-0.752224 # DEPENDENCYPART_GRANDPAR
(22,31),(31,16),-0.723755 # DEPENDENCYPART_GRANDPAR
(22,31),(31,18),-0.972251 # DEPENDENCYPART_GRANDPAR
(22,31),(31,20),-1.04721 # DEPENDENCYPART_GRANDPAR
(22,31),(31,22),-0.862815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,31),(31,23),0.81921 # DEPENDENCYPART_GRANDPAR
(22,31),(31,24),-0.173927 # DEPENDENCYPART_GRANDPAR
(22,31),(31,25),-0.421405 # DEPENDENCYPART_GRANDPAR
(22,31),(31,26),-0.242105 # DEPENDENCYPART_GRANDPAR
(22,31),(31,27),-0.380468 # DEPENDENCYPART_GRANDPAR
(22,31),(31,29),-1.23821 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),-1.08529 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),-0.405127 # DEPENDENCYPART_GRANDPAR
(22,31),(31,33),-0.858768 # DEPENDENCYPART_GRANDPAR
(22,31),(31,35),-0.885575 # DEPENDENCYPART_GRANDPAR
(22,31),(31,36),-0.631417 # DEPENDENCYPART_GRANDPAR
(22,31),(31,37),-0.983049 # DEPENDENCYPART_GRANDPAR
(22,31),(31,40),-0.742167 # DEPENDENCYPART_GRANDPAR
(22,31),(31,41),-1.70511 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.482048 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.347415 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.414876 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.2901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.719758 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.553993 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.879314 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.632032 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.68662 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.459183 # DEPENDENCYPART_GRANDPAR
(23,20),(20,32),-0.629713 # DEPENDENCYPART_GRANDPAR
(23,20),(20,37),-0.94328 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-1.51123 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.991035 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-1.35022 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-1.22584 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.705754 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-1.14533 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.793213 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.750511 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.863101 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.635081 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.692264 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.651443 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.529928 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.2971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.789258 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.547815 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.81221 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.625871 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.662173 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.851059 # DEPENDENCYPART_GRANDPAR
(23,21),(21,33),-0.776655 # DEPENDENCYPART_GRANDPAR
(23,21),(21,37),-1.12169 # DEPENDENCYPART_GRANDPAR
(23,21),(21,41),-1.31559 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.980289 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.7652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.261418 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.144486 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.102629 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.10023 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.050122 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0200476 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.0849942 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.206659 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),0.0865172 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),0.0803266 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.114136 # DEPENDENCYPART_GRANDPAR
(23,25),(25,36),-0.292692 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.761727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,25),0.171348 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.117055 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.0757953 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.2496 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.077182 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),0.0709914 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.123472 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),0.0225453 # DEPENDENCYPART_GRANDPAR
(23,27),(27,36),-0.301751 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.33709 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.0140738 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.153319 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.255313 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.238679 # DEPENDENCYPART_GRANDPAR
(23,28),(28,36),-0.0133924 # DEPENDENCYPART_GRANDPAR
(23,28),(28,40),0.0115632 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),0.0792287 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),0.0730391 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.121424 # DEPENDENCYPART_GRANDPAR
(23,29),(29,33),0.0244182 # DEPENDENCYPART_GRANDPAR
(23,29),(29,36),-0.299702 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),-0.0614537 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.286491 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.133965 # DEPENDENCYPART_GRANDPAR
(23,31),(31,1),-2.33454 # DEPENDENCYPART_GRANDPAR
(23,31),(31,4),-1.31313 # DEPENDENCYPART_GRANDPAR
(23,31),(31,7),-1.23358 # DEPENDENCYPART_GRANDPAR
(23,31),(31,11),-1.14287 # DEPENDENCYPART_GRANDPAR
(23,31),(31,12),-1.54599 # DEPENDENCYPART_GRANDPAR
(23,31),(31,14),-1.21792 # DEPENDENCYPART_GRANDPAR
(23,31),(31,15),-1.19167 # DEPENDENCYPART_GRANDPAR
(23,31),(31,16),-1.2072 # DEPENDENCYPART_GRANDPAR
(23,31),(31,18),-0.963524 # DEPENDENCYPART_GRANDPAR
(23,31),(31,20),-1.07644 # DEPENDENCYPART_GRANDPAR
(23,31),(31,22),-1.04732 # DEPENDENCYPART_GRANDPAR
(23,31),(31,23),-0.737855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,31),(31,24),-0.0826475 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),0.0817643 # DEPENDENCYPART_GRANDPAR
(23,31),(31,26),-0.219245 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),0.0033432 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.223242 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),0.996947 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),0.0269753 # DEPENDENCYPART_GRANDPAR
(23,31),(31,33),0.0172656 # DEPENDENCYPART_GRANDPAR
(23,31),(31,35),-0.522004 # DEPENDENCYPART_GRANDPAR
(23,31),(31,36),-0.343061 # DEPENDENCYPART_GRANDPAR
(23,31),(31,37),-0.313608 # DEPENDENCYPART_GRANDPAR
(23,31),(31,40),-0.291098 # DEPENDENCYPART_GRANDPAR
(23,31),(31,41),-0.982516 # DEPENDENCYPART_GRANDPAR
(23,32),(32,1),-2.38585 # DEPENDENCYPART_GRANDPAR
(23,32),(32,5),-2.22484 # DEPENDENCYPART_GRANDPAR
(23,32),(32,24),-0.177091 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.384372 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),0.331313 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.00303667 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),-0.845918 # DEPENDENCYPART_GRANDPAR
(23,32),(32,35),-0.571146 # DEPENDENCYPART_GRANDPAR
(23,32),(32,36),-0.383602 # DEPENDENCYPART_GRANDPAR
(23,32),(32,37),-0.348634 # DEPENDENCYPART_GRANDPAR
(23,32),(32,40),-0.338939 # DEPENDENCYPART_GRANDPAR
(23,32),(32,41),-0.907776 # DEPENDENCYPART_GRANDPAR
(23,33),(33,30),0.325806 # DEPENDENCYPART_GRANDPAR
(23,33),(33,34),-0.659657 # DEPENDENCYPART_GRANDPAR
(23,33),(33,35),-0.405611 # DEPENDENCYPART_GRANDPAR
(23,33),(33,36),-0.222073 # DEPENDENCYPART_GRANDPAR
(23,33),(33,37),-0.352569 # DEPENDENCYPART_GRANDPAR
(23,33),(33,40),-0.138277 # DEPENDENCYPART_GRANDPAR
(23,37),(37,36),-0.249531 # DEPENDENCYPART_GRANDPAR
(23,37),(37,38),-0.721894 # DEPENDENCYPART_GRANDPAR
(23,37),(37,39),-0.513938 # DEPENDENCYPART_GRANDPAR
(23,37),(37,40),-0.152215 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.545176 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.52565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),0.0272145 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.374433 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.622858 # DEPENDENCYPART_GRANDPAR
(24,22),(22,31),-0.577508 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.48776 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.275413 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.65797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.0764018 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.677415 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.478008 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.706089 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-1.58623 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-1.59141 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-0.641326 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-1.10298 # DEPENDENCYPART_GRANDPAR
(24,23),(23,33),-1.27344 # DEPENDENCYPART_GRANDPAR
(24,23),(23,37),-1.30858 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.200618 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.401475 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.00979931 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.702997 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-1.1166 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.0376695 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.517832 # DEPENDENCYPART_GRANDPAR
(24,25),(25,36),-0.457145 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-1.12886 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.918781 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.26375 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.0292184 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.781666 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-1.13398 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.0550461 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.535211 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.690906 # DEPENDENCYPART_GRANDPAR
(24,27),(27,36),-0.474155 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.948734 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-1.20022 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.363459 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.550744 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.275381 # DEPENDENCYPART_GRANDPAR
(24,28),(28,36),-0.67867 # DEPENDENCYPART_GRANDPAR
(24,28),(28,40),-0.951168 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-1.12549 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.0465593 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.526724 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.683934 # DEPENDENCYPART_GRANDPAR
(24,29),(29,36),-0.465662 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-1.32594 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.685058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.365758 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.539604 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.0511248 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.17278 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.0978997 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.274758 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),-0.388396 # DEPENDENCYPART_GRANDPAR
(25,27),(27,36),-0.587409 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.325034 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.1842 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.32059 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.322954 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),-0.510899 # DEPENDENCYPART_GRANDPAR
(25,28),(28,36),-0.414857 # DEPENDENCYPART_GRANDPAR
(25,28),(28,40),-0.596541 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.171738 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.0968572 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.273716 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),-0.387497 # DEPENDENCYPART_GRANDPAR
(25,29),(29,36),-0.586366 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.103479 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.243729 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.252947 # DEPENDENCYPART_GRANDPAR
(25,31),(31,1),-1.40665 # DEPENDENCYPART_GRANDPAR
(25,31),(31,4),-1.41896 # DEPENDENCYPART_GRANDPAR
(25,31),(31,7),-1.4165 # DEPENDENCYPART_GRANDPAR
(25,31),(31,11),-1.29669 # DEPENDENCYPART_GRANDPAR
(25,31),(31,12),-1.27442 # DEPENDENCYPART_GRANDPAR
(25,31),(31,14),-1.40566 # DEPENDENCYPART_GRANDPAR
(25,31),(31,15),-1.0795 # DEPENDENCYPART_GRANDPAR
(25,31),(31,16),-1.13786 # DEPENDENCYPART_GRANDPAR
(25,31),(31,18),-1.26922 # DEPENDENCYPART_GRANDPAR
(25,31),(31,20),-1.12255 # DEPENDENCYPART_GRANDPAR
(25,31),(31,22),-1.07776 # DEPENDENCYPART_GRANDPAR
(25,31),(31,23),-1.20954 # DEPENDENCYPART_GRANDPAR
(25,31),(31,24),-1.12273 # DEPENDENCYPART_GRANDPAR
(25,31),(31,25),-0.915448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,31),(31,26),-0.404276 # DEPENDENCYPART_GRANDPAR
(25,31),(31,27),0.107444 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),-0.241491 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),0.578345 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.00291731 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.189408 # DEPENDENCYPART_GRANDPAR
(25,31),(31,35),-0.0807267 # DEPENDENCYPART_GRANDPAR
(25,31),(31,36),-0.330447 # DEPENDENCYPART_GRANDPAR
(25,31),(31,37),-0.388733 # DEPENDENCYPART_GRANDPAR
(25,31),(31,40),-0.485101 # DEPENDENCYPART_GRANDPAR
(25,31),(31,41),-0.852107 # DEPENDENCYPART_GRANDPAR
(25,32),(32,1),-1.36546 # DEPENDENCYPART_GRANDPAR
(25,32),(32,5),-1.32728 # DEPENDENCYPART_GRANDPAR
(25,32),(32,24),-1.08153 # DEPENDENCYPART_GRANDPAR
(25,32),(32,29),-0.259759 # DEPENDENCYPART_GRANDPAR
(25,32),(32,30),0.163787 # DEPENDENCYPART_GRANDPAR
(25,32),(32,33),-0.281136 # DEPENDENCYPART_GRANDPAR
(25,32),(32,34),-0.968714 # DEPENDENCYPART_GRANDPAR
(25,32),(32,35),-0.247145 # DEPENDENCYPART_GRANDPAR
(25,32),(32,36),-0.487627 # DEPENDENCYPART_GRANDPAR
(25,32),(32,37),-0.528264 # DEPENDENCYPART_GRANDPAR
(25,32),(32,40),-0.648368 # DEPENDENCYPART_GRANDPAR
(25,32),(32,41),-0.790914 # DEPENDENCYPART_GRANDPAR
(25,36),(36,30),-0.0224177 # DEPENDENCYPART_GRANDPAR
(25,36),(36,33),-0.205056 # DEPENDENCYPART_GRANDPAR
(25,36),(36,34),-0.590362 # DEPENDENCYPART_GRANDPAR
(25,36),(36,35),0.0784649 # DEPENDENCYPART_GRANDPAR
(25,36),(36,37),-0.455299 # DEPENDENCYPART_GRANDPAR
(25,36),(36,39),-0.658304 # DEPENDENCYPART_GRANDPAR
(25,36),(36,40),-0.59064 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),-0.387801 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.299488 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.24095 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.378944 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.264885 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.53007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,28),-0.704815 # DEPENDENCYPART_GRANDPAR
(27,23),(23,29),-0.649422 # DEPENDENCYPART_GRANDPAR
(27,23),(23,30),-0.525306 # DEPENDENCYPART_GRANDPAR
(27,23),(23,31),-0.904607 # DEPENDENCYPART_GRANDPAR
(27,23),(23,32),-0.934747 # DEPENDENCYPART_GRANDPAR
(27,23),(23,33),-0.909353 # DEPENDENCYPART_GRANDPAR
(27,23),(23,37),-1.07248 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.345846 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.64169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.802213 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),-0.761038 # DEPENDENCYPART_GRANDPAR
(27,25),(25,30),-0.599244 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.971601 # DEPENDENCYPART_GRANDPAR
(27,25),(25,32),-0.986337 # DEPENDENCYPART_GRANDPAR
(27,25),(25,36),-1.21332 # DEPENDENCYPART_GRANDPAR
(27,28),(28,29),0.395379 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.253004 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.684174 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),-0.531308 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.756882 # DEPENDENCYPART_GRANDPAR
(27,28),(28,36),-0.51774 # DEPENDENCYPART_GRANDPAR
(27,28),(28,40),-0.434659 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.243931 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.46383 # DEPENDENCYPART_GRANDPAR
(27,29),(29,32),-0.485459 # DEPENDENCYPART_GRANDPAR
(27,29),(29,33),-0.636867 # DEPENDENCYPART_GRANDPAR
(27,29),(29,36),-0.695835 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-1.05751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,29),-0.183119 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),-0.462786 # DEPENDENCYPART_GRANDPAR
(27,31),(31,1),-1.11125 # DEPENDENCYPART_GRANDPAR
(27,31),(31,4),-1.0844 # DEPENDENCYPART_GRANDPAR
(27,31),(31,7),-1.09794 # DEPENDENCYPART_GRANDPAR
(27,31),(31,11),-1.00993 # DEPENDENCYPART_GRANDPAR
(27,31),(31,12),-0.99571 # DEPENDENCYPART_GRANDPAR
(27,31),(31,14),-1.01058 # DEPENDENCYPART_GRANDPAR
(27,31),(31,15),-0.866917 # DEPENDENCYPART_GRANDPAR
(27,31),(31,16),-0.855867 # DEPENDENCYPART_GRANDPAR
(27,31),(31,18),-1.01135 # DEPENDENCYPART_GRANDPAR
(27,31),(31,20),-0.915932 # DEPENDENCYPART_GRANDPAR
(27,31),(31,22),-0.886826 # DEPENDENCYPART_GRANDPAR
(27,31),(31,23),-0.817835 # DEPENDENCYPART_GRANDPAR
(27,31),(31,24),-0.84005 # DEPENDENCYPART_GRANDPAR
(27,31),(31,25),-0.826178 # DEPENDENCYPART_GRANDPAR
(27,31),(31,26),-0.727237 # DEPENDENCYPART_GRANDPAR
(27,31),(31,27),-1.05354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,31),(31,29),-0.180879 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),0.508057 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.212757 # DEPENDENCYPART_GRANDPAR
(27,31),(31,33),-0.436878 # DEPENDENCYPART_GRANDPAR
(27,31),(31,35),-0.236353 # DEPENDENCYPART_GRANDPAR
(27,31),(31,36),-0.438013 # DEPENDENCYPART_GRANDPAR
(27,31),(31,37),-0.580927 # DEPENDENCYPART_GRANDPAR
(27,31),(31,40),-0.327904 # DEPENDENCYPART_GRANDPAR
(27,31),(31,41),-0.946563 # DEPENDENCYPART_GRANDPAR
(27,32),(32,1),-1.07006 # DEPENDENCYPART_GRANDPAR
