# _root_ `` Because Tokyo did n't collapse , let 's pick up a little stock , '' Mr. Smith said .
#goldHeads=19,8,4,2,4,4,8,19,8,8,10,14,14,10,19,19,18,19,0,19,
#predictedHeads=19,19,4,2,4,4,6,6,8,8,10,14,14,10,19,19,18,19,0,19,
(0,19),(19,9),-0.315594 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.128977 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.461129 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.198435 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.858853 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),1.11902 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.41933 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.73206 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),1.32808 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.29026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.368456 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.306972 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.637971 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.725478 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.368261 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.750254 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.901973 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.808399 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.688301 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.417595 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.481313 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.39928 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.625066 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.33481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.24157 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.477802 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.370583 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-1.04919 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.35871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.262689 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.37071 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.438163 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.605708 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.51354 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.618125 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.946335 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.680542 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.552036 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.463406 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.626592 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.583535 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.894419 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.804979 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.94438 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.26681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.164577 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.231762 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.865423 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.763612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.145825 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.37852 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.642825 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.847232 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.65324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.932152 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.657053 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.762785 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.337521 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.279165 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.298585 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0300665 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.158118 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.231111 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.405824 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.222363 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.546218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.336361 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-1.23267 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.939559 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.771033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.669261 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.379312 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.39865 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.578555 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.889708 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.792677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.761934 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.305844 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.178 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.366717 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0176046 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.467702 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.235665 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.0417065 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.133285 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.43502 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.353616 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.753062 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.476068 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.235044 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0389803 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.889704 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.789384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.738434 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.296363 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.163595 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.325777 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.1793 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.3879 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.101188 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.0114066 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.712706 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0901459 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.424565 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.330903 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.699763 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.449871 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-1.17765 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.234079 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.182006 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.239345 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.882282 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.803862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.746184 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.300462 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.189765 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.319212 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.2519 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.176895 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.222794 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0471623 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.279199 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.741126 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.126253 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.450461 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.369301 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-1.34122 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.790722 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.481825 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-1.2297 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.243509 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.397814 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.293047 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.153919 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.487675 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.824257 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.987616 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.899362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.741189 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.387531 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.0360626 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.212114 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.157167 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.274046 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.0544038 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.509322 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.262701 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.471403 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.57406 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.336808 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.178577 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-1.17717 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.637324 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.291854 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.101899 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.803016 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.863231 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.686234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),0.900531 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),0.404633 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.127072 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.383863 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.216004 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.0880113 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.166879 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.337244 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.014033 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),0.124912 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.284307 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.374885 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-1.20703 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.51483 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-1.05283 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.489662 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.03635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-1.32459 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.584233 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.06376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-1.377 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.36231 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.34004 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.42402 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.42535 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.71244 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.47337 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.35777 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.70718 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.80588 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.48898 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.76479 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.06241 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.920669 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.60789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.655693 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.720756 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.989342 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.790981 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-1.22298 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.847712 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.744384 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-1.01641 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-1.3712 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.992764 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-1.15621 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.3007 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-1.59194 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.838562 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-1.02584 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.98915 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.946468 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-1.05832 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0625596 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0324737 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.40973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.0927904 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.347971 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.49453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.536485 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.477043 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.737955 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.585141 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.24812 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.501098 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.636915 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.33748 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.07765 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.626386 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.846548 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.302821 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.145867 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.49547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-0.999991 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.31297 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.484337 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.0513004 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.438447 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.093954 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.1643 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.905432 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.403955 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.171906 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.322112 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.968441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.30228 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0160126 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0690741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.645155 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.183026 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0975613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.602841 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.355707 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.118354 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0881419 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.14442 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0587433 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0755149 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.404457 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),0.166949 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.322702 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.938686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.27815 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0325829 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.162196 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.533514 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.338896 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.149755 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.370497 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.508132 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.329362 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0704802 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.00834081 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.0918085 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.71354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.185835 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.130409 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0264011 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.397207 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.171188 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.322787 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.965985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.285166 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0767347 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.278671 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.208198 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.901108 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0943504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.437802 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.414042 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.580779 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.367534 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.123749 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.310818 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.101134 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.137831 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.778294 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.876074 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0398119 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.658713 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.759204 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.556102 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.322685 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.552899 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),0.142253 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.536335 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.684142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.270873 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.00207445 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.0409241 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.119745 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.580745 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0228315 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.291325 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.318426 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.36595 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.400775 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.224179 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.341727 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.145691 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.29355 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.836441 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.379396 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.573901 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.0115159 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.562651 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.849082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),-0.0735273 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.204664 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.0996734 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.48254 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.470571 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.739779 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.497123 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.238207 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.600766 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.481571 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.00849801 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.44773 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-1.04775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),-0.435033 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.115142 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.510229 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.225047 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.974596 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.142154 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.339519 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.884744 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.849923 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.367606 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.75135 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.338228 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.938179 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0676765 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.506047 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.239986 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.402627 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.573804 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.231334 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.70916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.767892 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.07989 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.961535 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.701931 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.05606 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.751131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.12438 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.86874 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.07567 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.117 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.398957 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0853757 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.210613 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.19789 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.690613 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.90661 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.459484 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.972243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.68633 # DEPENDENCYPART_GRANDPAR
