# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(13,8),(8,25),-1.1051 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.609324 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.395598 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.03677 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.0727 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.475025 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.31912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,2),-0.629307 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.711569 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.439982 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.688907 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.61384 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.623163 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.692969 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.773771 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.469603 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.488963 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.33179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.486483 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.622958 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.806373 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.745021 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.699328 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.892803 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.749861 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.811942 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-1.04419 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-0.635808 # DEPENDENCYPART_GRANDPAR
(13,11),(11,27),-0.51637 # DEPENDENCYPART_GRANDPAR
(13,11),(11,36),-1.11192 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.447688 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.269606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.34138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.454305 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.683188 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.713319 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.838946 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-1.10078 # DEPENDENCYPART_GRANDPAR
(13,12),(12,28),-0.508905 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.05599 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.942328 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.45521 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.479797 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.35255 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.849297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0152101 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),1.44083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.442907 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.408947 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.427858 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.445222 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.539263 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.569027 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.170688 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.256582 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.317648 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.361208 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.369162 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.233732 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.501313 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.133469 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),0.107105 # DEPENDENCYPART_GRANDPAR
(13,19),(19,30),-0.457445 # DEPENDENCYPART_GRANDPAR
(13,19),(19,32),-0.251375 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.785738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,16),-0.0480343 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.285858 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.279846 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0409207 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0120933 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.203878 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.158125 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.287209 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.345235 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.0754902 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.0898056 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),0.0430646 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-0.240957 # DEPENDENCYPART_GRANDPAR
(13,20),(20,31),-0.161781 # DEPENDENCYPART_GRANDPAR
(13,20),(20,32),-0.154548 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.284797 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.169536 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.537141 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.463373 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.450712 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.716161 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.347843 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.527479 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.20947 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-0.449961 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-0.544663 # DEPENDENCYPART_GRANDPAR
(13,21),(21,32),-0.578744 # DEPENDENCYPART_GRANDPAR
(13,21),(21,33),-0.424022 # DEPENDENCYPART_GRANDPAR
(13,21),(21,36),-0.816345 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.341502 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.452782 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.131304 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.296662 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.0869064 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.0899491 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),0.0297625 # DEPENDENCYPART_GRANDPAR
(13,23),(23,31),-0.160742 # DEPENDENCYPART_GRANDPAR
(13,23),(23,32),-0.184776 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.231327 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.20975 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.633138 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.344685 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-0.78313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,16),-0.113478 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.246321 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.148272 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.34945 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.21502 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.282617 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.444898 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.137244 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.159344 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),0.0375101 # DEPENDENCYPART_GRANDPAR
(13,25),(25,30),-0.29058 # DEPENDENCYPART_GRANDPAR
(13,25),(25,31),-0.331401 # DEPENDENCYPART_GRANDPAR
(13,25),(25,32),-0.311118 # DEPENDENCYPART_GRANDPAR
(13,25),(25,33),-0.177042 # DEPENDENCYPART_GRANDPAR
(13,25),(25,36),-0.546017 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.309023 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.47866 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),-0.587455 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),-0.243531 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),-0.0104905 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.454438 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.111599 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.143994 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),-0.483939 # DEPENDENCYPART_GRANDPAR
(13,27),(27,30),-0.261772 # DEPENDENCYPART_GRANDPAR
(13,27),(27,31),-0.349172 # DEPENDENCYPART_GRANDPAR
(13,27),(27,32),-0.444271 # DEPENDENCYPART_GRANDPAR
(13,27),(27,33),-0.358546 # DEPENDENCYPART_GRANDPAR
(13,27),(27,36),-0.465904 # DEPENDENCYPART_GRANDPAR
(13,28),(28,22),-0.336429 # DEPENDENCYPART_GRANDPAR
(13,28),(28,23),-0.207857 # DEPENDENCYPART_GRANDPAR
(13,28),(28,24),-0.39299 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.210199 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.155112 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.399475 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-0.133059 # DEPENDENCYPART_GRANDPAR
(13,28),(28,31),-0.151073 # DEPENDENCYPART_GRANDPAR
(13,28),(28,32),-0.118772 # DEPENDENCYPART_GRANDPAR
(13,28),(28,33),-0.0276665 # DEPENDENCYPART_GRANDPAR
(13,28),(28,34),-0.730121 # DEPENDENCYPART_GRANDPAR
(13,28),(28,36),-0.508192 # DEPENDENCYPART_GRANDPAR
(13,29),(29,30),-0.0953988 # DEPENDENCYPART_GRANDPAR
(13,29),(29,32),-0.843342 # DEPENDENCYPART_GRANDPAR
(13,29),(29,33),-0.555613 # DEPENDENCYPART_GRANDPAR
(13,30),(30,22),-0.17949 # DEPENDENCYPART_GRANDPAR
(13,30),(30,24),-0.504256 # DEPENDENCYPART_GRANDPAR
(13,30),(30,29),-0.701646 # DEPENDENCYPART_GRANDPAR
(13,30),(30,31),-0.68677 # DEPENDENCYPART_GRANDPAR
(13,30),(30,32),-1.14217 # DEPENDENCYPART_GRANDPAR
(13,30),(30,33),-0.726357 # DEPENDENCYPART_GRANDPAR
(13,30),(30,36),-1.13073 # DEPENDENCYPART_GRANDPAR
(13,32),(32,33),0.428761 # DEPENDENCYPART_GRANDPAR
(13,32),(32,34),-0.748548 # DEPENDENCYPART_GRANDPAR
(13,32),(32,36),-0.309439 # DEPENDENCYPART_GRANDPAR
(13,33),(33,30),-0.453208 # DEPENDENCYPART_GRANDPAR
(13,33),(33,34),-0.730121 # DEPENDENCYPART_GRANDPAR
(13,33),(33,35),-0.502256 # DEPENDENCYPART_GRANDPAR
(13,33),(33,36),-0.508192 # DEPENDENCYPART_GRANDPAR
(13,34),(34,30),-0.736685 # DEPENDENCYPART_GRANDPAR
(13,34),(34,33),-0.249325 # DEPENDENCYPART_GRANDPAR
(13,34),(34,36),-0.944176 # DEPENDENCYPART_GRANDPAR
(13,36),(36,22),0.0587463 # DEPENDENCYPART_GRANDPAR
(13,36),(36,33),-0.23137 # DEPENDENCYPART_GRANDPAR
(13,36),(36,34),-0.939106 # DEPENDENCYPART_GRANDPAR
(13,36),(36,35),0.284448 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.284774 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.348881 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.248088 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.263539 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.271864 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.102116 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.188347 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.48478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.764363 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.851863 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.843809 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-1.05432 # DEPENDENCYPART_GRANDPAR
(14,12),(12,28),-0.841849 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.07999 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.753073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.05054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.630643 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.253801 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.515224 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.372746 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.336587 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.442113 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.426776 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.605123 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.124504 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.634488 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.707108 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.376236 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.186842 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0167184 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0590104 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0127087 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.55027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-1.03477 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.874111 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.994849 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.966961 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.920034 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.971415 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.984025 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-1.0372 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.913834 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.899501 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-1.36045 # DEPENDENCYPART_GRANDPAR
(16,13),(13,28),-0.971488 # DEPENDENCYPART_GRANDPAR
(16,13),(13,29),-1.19238 # DEPENDENCYPART_GRANDPAR
(16,13),(13,30),-0.902404 # DEPENDENCYPART_GRANDPAR
(16,13),(13,31),-1.01083 # DEPENDENCYPART_GRANDPAR
(16,13),(13,32),-1.14472 # DEPENDENCYPART_GRANDPAR
(16,13),(13,33),-1.02252 # DEPENDENCYPART_GRANDPAR
(16,13),(13,34),-1.27245 # DEPENDENCYPART_GRANDPAR
(16,13),(13,36),-1.37871 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.318297 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0774261 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.53859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.948232 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.05507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.256874 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.388433 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.225745 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.580363 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.399636 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.640047 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.509302 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.340737 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),-0.511974 # DEPENDENCYPART_GRANDPAR
(16,19),(19,32),-0.500448 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.543756 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.887104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.424924 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.397407 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.258458 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.144397 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.457436 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.277464 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.379374 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.243456 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.280893 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.421669 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.338839 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-0.254974 # DEPENDENCYPART_GRANDPAR
(16,20),(20,31),-0.268981 # DEPENDENCYPART_GRANDPAR
(16,20),(20,32),-0.428318 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.509082 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.462446 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.540247 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.308413 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.388791 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.166374 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.311898 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.633527 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.274465 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),-0.313238 # DEPENDENCYPART_GRANDPAR
(16,21),(21,31),-0.283705 # DEPENDENCYPART_GRANDPAR
(16,21),(21,32),-0.544054 # DEPENDENCYPART_GRANDPAR
(16,21),(21,33),-0.325498 # DEPENDENCYPART_GRANDPAR
(16,21),(21,36),-0.794627 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.547624 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.923357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,18),-0.351506 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.376449 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.334697 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.396987 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.365711 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.408855 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.299256 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.411911 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.270356 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),-0.236786 # DEPENDENCYPART_GRANDPAR
(16,25),(25,31),-0.184596 # DEPENDENCYPART_GRANDPAR
(16,25),(25,32),-0.381954 # DEPENDENCYPART_GRANDPAR
(16,25),(25,33),-0.321389 # DEPENDENCYPART_GRANDPAR
(16,25),(25,36),-0.707046 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.485925 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.126104 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.261139 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.345898 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.00615036 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.44606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.507716 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.643058 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.57969 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.829333 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.509433 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.904328 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.920401 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.7881 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.80531 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.29925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.613867 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.602551 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.555819 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.593026 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.2842 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.567374 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.693573 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.482532 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-1.06101 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.511822 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.389343 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.805827 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.36054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-0.542561 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.485312 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.339995 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.161405 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.455926 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.747063 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.200166 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.860162 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),-0.514151 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.400778 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-0.361329 # DEPENDENCYPART_GRANDPAR
(19,21),(21,36),-0.612395 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.64412 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.659911 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.305914 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.588561 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.564872 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.678818 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.488193 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.496865 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.405653 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.443684 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.550632 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.740293 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.527662 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.317289 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.641694 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.180259 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.585351 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.712606 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.442231 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.346576 # DEPENDENCYPART_GRANDPAR
(19,27),(27,33),-0.341422 # DEPENDENCYPART_GRANDPAR
(19,27),(27,36),-0.380275 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),-0.493014 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),-0.423745 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.340421 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.418663 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.424857 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.84093 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.940349 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.630484 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),-0.47304 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),-0.723726 # DEPENDENCYPART_GRANDPAR
(19,28),(28,34),-0.942149 # DEPENDENCYPART_GRANDPAR
(19,28),(28,36),-0.687908 # DEPENDENCYPART_GRANDPAR
(19,30),(30,22),-0.427721 # DEPENDENCYPART_GRANDPAR
(19,30),(30,24),-0.683823 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-1.05751 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.539745 # DEPENDENCYPART_GRANDPAR
(19,30),(30,32),-0.510972 # DEPENDENCYPART_GRANDPAR
(19,30),(30,33),-0.689511 # DEPENDENCYPART_GRANDPAR
(19,30),(30,36),-0.841854 # DEPENDENCYPART_GRANDPAR
(19,32),(32,33),-0.381011 # DEPENDENCYPART_GRANDPAR
(19,32),(32,34),-0.818677 # DEPENDENCYPART_GRANDPAR
(19,32),(32,36),-0.522934 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.430475 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.566295 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.0670755 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.333945 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.23342 # DEPENDENCYPART_GRANDPAR
