# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(4,9),(9,22),-0.711555 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-1.33278 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.947447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),1.00554 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.60227 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.296331 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0393514 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0232975 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.300704 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.54172 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.162812 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.705468 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-1.07622 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.156543 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.558718 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.611975 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.882102 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.85022 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.04358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.502327 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.311086 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0308969 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.269821 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.365638 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.252374 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-1.04493 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.146215 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.38481 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-1.19238 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.40642 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.0839064 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.455533 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.406858 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.623561 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-1.64286 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.763972 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.08478 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.736946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.036466 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.312497 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.458835 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.683403 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.61392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,10),-1.05014 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.10038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.05921 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.807996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.158611 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.252339 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.48096 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.619796 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.737805 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-1.00893 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.934799 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.20617 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.02003 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.831889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.246926 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.171931 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.190655 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.351807 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.110542 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.573529 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.612524 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.394098 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.709311 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.793978 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.439349 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.337678 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.29029 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.344711 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.308814 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.55888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-1.2902 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.797182 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.14622 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.936105 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.15243 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.987653 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.880888 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.981931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.14811 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.615048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.390638 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0959522 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.233434 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.254098 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.277009 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.554434 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.51772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.32711 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.527331 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.821852 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.753566 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.85249 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.98756 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.943219 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.10912 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.851021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0160297 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.456361 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.465658 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0375164 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0946368 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.42137 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.29581 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.430081 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.686084 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.610517 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.384575 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.686588 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.54726 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.423472 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.767295 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.739103 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.841038 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.234987 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.172032 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.244333 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0494319 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.428826 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.18274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.766042 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-1.042 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.403079 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.264415 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.514893 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.351377 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.224771 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.301431 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.26346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.880915 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.361135 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.392874 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-1.00662 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.883506 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-1.08488 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.558535 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.461428 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.178274 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.00356345 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.385076 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.39533 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.18375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.766127 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.347518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.399134 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.05398 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.386443 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.279364 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.978393 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.288627 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.030091 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.139792 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.978306 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.398054 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.354702 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0269033 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.288193 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.30365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.978357 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.398199 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.499151 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.10406 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.11767 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.315267 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.735589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.906495 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.683836 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.05731 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.03511 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.506748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.116377 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.512154 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.244046 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.00529648 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0903143 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.215413 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.416856 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.167914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.910213 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.913415 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.792531 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.720171 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.575153 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.948712 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.926538 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.718757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.4302 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.169524 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.340672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.138548 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.115292 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.127966 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.232198 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.397502 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.271189 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.207026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.664767 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.44957 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0280158 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0940691 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.172782 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.397876 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.475922 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.243157 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.630954 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.851039 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.760936 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.292774 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.000642749 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.112627 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-1.13091 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.183503 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.248876 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.354483 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.385567 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.247016 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.468213 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.220938 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0285645 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.467093 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.522663 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.405161 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.531093 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.21565 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.232452 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.548416 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.136203 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.562008 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.858717 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.668183 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.318651 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.0483175 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.130821 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.0392109 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-1.05742 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.21918 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.40313 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.410326 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.193327 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.407524 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.308148 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.729006 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.355819 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.681349 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.00485055 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0210611 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.101835 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.133474 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.0486247 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.29725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.586774 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-1.18824 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.702298 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.103789 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0318516 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.64557 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.177928 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0776271 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0735357 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.27616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,5),-0.711459 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.268783 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.313265 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.240206 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.00695425 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.27694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,18),-1.06738 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-1.04017 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.19002 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.46283 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.595859 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.352873 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.618874 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.64018 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.250819 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.292434 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.269076 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0459689 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.216298 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.27612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.562196 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.996458 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.637767 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.06656 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.03955 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.841372 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.994247 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-1.1895 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0975041 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.28366 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.906658 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.28891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.13462 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.455201 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.507645 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.530326 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.387894 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.577344 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.485743 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.499857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0729023 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.104554 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0688798 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.384739 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.175537 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.183206 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.43057 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.939421 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.615343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.3023 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0538043 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.54858 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.313719 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.478616 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.42472 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.960173 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.29945 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.32769 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.507711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.326797 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0209713 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.259845 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.432925 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.20767 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.364976 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.116901 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.434048 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.798579 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.160439 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.169792 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.326902 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.183601 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.492114 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.490176 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.440453 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.350131 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.301249 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.263212 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.818574 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-1.26604 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-1.19661 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.544871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,14),-0.198091 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.0106857 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.00563999 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.168057 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.337508 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.356665 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.384562 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.095295 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.769996 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.539493 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.325663 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.440229 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.167328 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.202464 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.397688 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.561957 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-1.09252 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.37331 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.46588 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.193205 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0849977 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.263805 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.159269 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.012677 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.25245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,19),-0.496771 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.48195 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-1.15027 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.285941 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.349021 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.51211 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0491788 # DEPENDENCYPART_GRANDPAR
