# _root_ Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says Ms. MacDonald .
#goldHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,22,25,27,25,23,30,30,0,32,30,30,
#predictedHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,21,25,27,25,23,30,30,0,32,30,30,
(18,15),(15,9),-0.741772 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.258316 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.613568 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.631368 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.264562 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.31286 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.58846 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.037594 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.4138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.617506 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.663502 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.636209 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.352155 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.92626 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.867128 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-1.27423 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.781438 # DEPENDENCYPART_GRANDPAR
(18,15),(15,28),-1.04363 # DEPENDENCYPART_GRANDPAR
(18,15),(15,29),-0.784225 # DEPENDENCYPART_GRANDPAR
(18,15),(15,30),-0.841301 # DEPENDENCYPART_GRANDPAR
(18,15),(15,32),-0.972079 # DEPENDENCYPART_GRANDPAR
(18,15),(15,33),-1.19333 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.800012 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.594494 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.792653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0672588 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0933481 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.605395 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.574309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.00753749 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0345163 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.276619 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0343152 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.181548 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.59792 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.946986 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-1.06767 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.63173 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-1.29571 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-1.13091 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-1.03793 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.49856 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-1.04911 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.719731 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.955953 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.802038 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.863836 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.779436 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.07898 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.611591 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.6703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.056225 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.00328165 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.340948 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.0352731 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.500176 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.199217 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.756745 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),0.0733153 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.271856 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.262626 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.387427 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),-0.287917 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.168088 # DEPENDENCYPART_GRANDPAR
(18,21),(21,33),-0.856664 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),-0.0563214 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.0509901 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0793891 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.308365 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.792094 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.083776 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.138075 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.30059 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.0465332 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.628889 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.179079 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.230431 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.021695 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.276676 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.145575 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.076163 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.0976316 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.373587 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.980149 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0214444 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.174604 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.193706 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.317657 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.264863 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.464225 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.329986 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),0.0372148 # DEPENDENCYPART_GRANDPAR
(18,27),(27,10),-0.821267 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.847706 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.604884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),-0.0613327 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),0.062219 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),0.164145 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.0278776 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.318655 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.243346 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.362463 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.182589 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.225061 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.256646 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.471303 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.362465 # DEPENDENCYPART_GRANDPAR
(18,30),(30,2),-0.992401 # DEPENDENCYPART_GRANDPAR
(18,30),(30,3),-1.0576 # DEPENDENCYPART_GRANDPAR
(18,30),(30,4),-1.68122 # DEPENDENCYPART_GRANDPAR
(18,30),(30,6),-1.13395 # DEPENDENCYPART_GRANDPAR
(18,30),(30,7),-1.06045 # DEPENDENCYPART_GRANDPAR
(18,30),(30,8),-1.55623 # DEPENDENCYPART_GRANDPAR
(18,30),(30,10),-0.730128 # DEPENDENCYPART_GRANDPAR
(18,30),(30,15),-0.767419 # DEPENDENCYPART_GRANDPAR
(18,30),(30,16),-1.05821 # DEPENDENCYPART_GRANDPAR
(18,30),(30,18),-0.679043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,30),(30,19),0.0285729 # DEPENDENCYPART_GRANDPAR
(18,30),(30,20),-0.00386228 # DEPENDENCYPART_GRANDPAR
(18,30),(30,21),0.0856449 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),0.2208 # DEPENDENCYPART_GRANDPAR
(18,30),(30,23),-0.145648 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),-0.342689 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.421191 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),-0.0405933 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.277238 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.260783 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.371589 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.256229 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.635606 # DEPENDENCYPART_GRANDPAR
(18,32),(32,24),-0.187045 # DEPENDENCYPART_GRANDPAR
(18,32),(32,25),-0.248793 # DEPENDENCYPART_GRANDPAR
(18,32),(32,27),-0.104825 # DEPENDENCYPART_GRANDPAR
(18,32),(32,28),-0.265315 # DEPENDENCYPART_GRANDPAR
(18,32),(32,29),-0.181864 # DEPENDENCYPART_GRANDPAR
(18,32),(32,30),-0.170373 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),-0.267941 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.613789 # DEPENDENCYPART_GRANDPAR
(18,33),(33,32),-0.409275 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.470867 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.400668 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.392939 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.440768 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.618216 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.40354 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.349582 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.019192 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.642288 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.346305 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.395642 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.408554 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.328769 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.314063 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.247325 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.221748 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.030021 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.45841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.499814 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.66239 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.590329 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.675369 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.828109 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-1.02019 # DEPENDENCYPART_GRANDPAR
(19,15),(15,27),-0.692264 # DEPENDENCYPART_GRANDPAR
(19,15),(15,28),-0.712483 # DEPENDENCYPART_GRANDPAR
(19,15),(15,29),-0.625945 # DEPENDENCYPART_GRANDPAR
(19,15),(15,30),-0.68841 # DEPENDENCYPART_GRANDPAR
(19,15),(15,32),-1.03399 # DEPENDENCYPART_GRANDPAR
(19,15),(15,33),-0.825865 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.633283 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.354305 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.305 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.306759 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.452931 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.45841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.499808 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.662389 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.590329 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.677054 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.828112 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-1.02019 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.691972 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.711465 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.625945 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-0.69596 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-1.03396 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-0.825865 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.840856 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.649526 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.999736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.184677 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.125627 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.170915 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.358854 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.926922 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.808733 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.738866 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.792056 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.00409 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.808009 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.755972 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.401019 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.02816 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.797115 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.828017 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.723126 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.717799 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.706406 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.770376 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.847812 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.593134 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.02963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0379689 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.0804199 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.265926 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.408841 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.31579 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.568885 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.0585358 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.124441 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.181917 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.325062 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),-0.48901 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.480549 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-0.499783 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-1.44121 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.507036 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.558735 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.432421 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.923736 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.310204 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.47845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.465512 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.538847 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.6178 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.566146 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.545011 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.796273 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.843054 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.814035 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-0.915158 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-1.16542 # DEPENDENCYPART_GRANDPAR
(20,18),(18,33),-1.08929 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.531328 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.912553 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.405831 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.441968 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.911251 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.957428 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.799141 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.996201 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-1.85782 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.18581 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.941462 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.701263 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.76507 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.97187 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.833493 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.957327 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.94754 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.924376 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.858105 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.2476 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.799248 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.780791 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.998104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0569671 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.167393 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.285757 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0538803 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.0235587 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.131239 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.167534 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.352018 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.484444 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.541749 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.565871 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.705089 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.818659 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.994863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,23),-0.0779148 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.133423 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.0191081 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.297377 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0924578 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.240689 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.0334859 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.091003 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.034406 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.209886 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.178495 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.418674 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.455006 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.00482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,22),-0.0740631 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0632305 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.227342 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.281585 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.269683 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.318595 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.488525 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.668431 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.226664 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),0.385907 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.140508 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.157435 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),0.586603 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),0.0949384 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.34545 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),0.459922 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),0.263478 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.0229629 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.163195 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.511929 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),0.766492 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),0.0273438 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.235515 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),0.412993 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),0.232351 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.0809142 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.598684 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.274482 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.147683 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.444173 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),0.0814631 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.186529 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),0.71938 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),0.365328 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),0.0444215 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.561648 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.389192 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.454542 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),0.0319991 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),0.399473 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),0.191932 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),0.143607 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),0.213002 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.296113 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.0157827 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),1.56115 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),0.128459 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.167669 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),0.0711971 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.375343 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.106945 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),0.00574658 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.0169278 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),-0.0608553 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),-0.259702 # DEPENDENCYPART_GRANDPAR
(21,7),(7,18),0.0186266 # DEPENDENCYPART_GRANDPAR
(21,7),(7,19),-0.24234 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),0.11013 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-1.17019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,22),-0.0702422 # DEPENDENCYPART_GRANDPAR
(21,7),(7,26),-1.24373 # DEPENDENCYPART_GRANDPAR
(21,7),(7,28),-0.528893 # DEPENDENCYPART_GRANDPAR
(21,7),(7,29),-0.270431 # DEPENDENCYPART_GRANDPAR
(21,7),(7,30),-0.301141 # DEPENDENCYPART_GRANDPAR
(21,7),(7,33),-0.827071 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.042303 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),0.62173 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.0299542 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.231272 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.199904 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.231307 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),0.107381 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),0.091395 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),0.0304419 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),-0.23898 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-1.2893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,33),-0.991618 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.0486986 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.595027 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.366895 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),0.598706 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.0042322 # DEPENDENCYPART_GRANDPAR
