# _root_ That should stop a lot of account-churning , and produce a stock market driven only by professional concern , careful thought and good sense .
#goldHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,14,14,18,16,18,21,18,21,24,22,2,
#predictedHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,16,14,18,16,18,21,18,21,24,22,2,
(18,16),(18,21),-0.0480509 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00729715 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0342405 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0697176 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0646865 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.154433 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0170509 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0231649 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0477763 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0288932 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.00160248 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.041061 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.36652 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.671722 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.4893 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.38647 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.650525 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0455958 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0298894 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0218125 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.103441 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0403066 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0463395 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0416449 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.030455 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.118651 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0216033 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00545306 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0777842 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0588913 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0345365 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0569923 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.00184169 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.145406 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0274475 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0349371 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0264361 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00252802 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0469529 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.260036 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.115243 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0184925 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0702007 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.212638 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.373026 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0831584 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0675661 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.142274 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0653311 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0459598 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0687565 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0652074 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0233918 # DEPENDENCYPART_SIBL
(21,12),(21,18),2.98928e-05 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.19602 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0298198 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.028778 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0483346 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0938741 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.136164 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.260233 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.215321 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.138707 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.166975 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.217297 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.082731 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.175276 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.125516 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.112467 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0331208 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0847365 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.200232 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0261461 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.043932 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0166854 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0622816 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.037251 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.129073 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.293327 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0501963 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0397499 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.00927639 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0410825 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0524396 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.174571 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.036391 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0296958 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0525921 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0481683 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.113131 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.123111 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0108086 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0353808 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0055514 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0447464 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0107174 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0309361 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0593236 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0720763 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.082764 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.007245 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0197857 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0250315 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0660351 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0655273 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.599591 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.237214 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.153071 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.0964724 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0500116 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.209163 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.343862 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.0629693 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.219541 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.122884 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.21215 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.14013 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.128791 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.214126 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.14122 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.157681 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.135135 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.270571 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.058556 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.141039 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0669759 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.142722 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.050434 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0262717 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0782744 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.103785 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0958255 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.114124 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.134064 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0675506 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0788332 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.831444 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.224785 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.507523 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.12725 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.269617 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.4842 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0894679 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.613869 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.546781 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.138715 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0477285 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.29461 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.376668 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.685122 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.707291 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),2.09153 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.207996 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.297412 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.559024 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.19344 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.66078 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.625927 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.155318 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.16584 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.54967 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.503433 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.335924 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.443582 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.534886 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.87484 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.668518 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.459368 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.58918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),2.03141 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.17913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.332297 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.131874 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.824369 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.56288 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.459601 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.246293 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0256104 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.336376 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.726372 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.276607 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-1.37646 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.31861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.024044 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.404912 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0399849 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.898087 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.446373 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.410313 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.158785 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.349097 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.524163 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.238036 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-1.01541 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.714887 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.6304 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.677084 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.400571 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.1891 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-1.32565 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.457378 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.532475 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.422655 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.810935 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.710175 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.367927 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.606205 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.794797 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.32576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.233623 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.883877 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.333792 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.138559 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.826135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.168737 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.200186 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.207782 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.00974753 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.13889 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.262285 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0265501 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.149841 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.596623 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.0214293 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),0.2619 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.0596461 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.407043 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.0644759 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),0.191067 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.811179 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.430818 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0067977 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.402653 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.222878 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.374661 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0410863 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.229706 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.504484 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.340069 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.793474 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.139457 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.225938 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.292267 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.642814 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.268311 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.0301321 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.248084 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.914271 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.233318 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.264597 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.444628 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0216165 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.325267 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.351596 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.091697 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0325901 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.204065 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.376181 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.052025 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.239154 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.353802 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.799386 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.282044 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.144846 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.647941 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.124682 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.777088 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.542837 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.660877 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.0108102 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.434586 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),0.144869 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.279088 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.492934 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.593429 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.496966 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.345037 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.142238 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.626909 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.0156907 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),0.212971 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.166089 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.0507375 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.483478 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.0764071 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.0523407 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),0.168743 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.263512 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.0276984 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.822081 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.236607 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.663737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,5),0.0115507 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.361787 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.235883 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.419913 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.385309 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.287013 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.691822 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.548279 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.348012 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.228824 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),0.00758389 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.376247 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.396037 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.690492 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.290474 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.394373 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.000891069 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.46648 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.362894 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-1.04308 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.333182 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.414076 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.957884 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.499748 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.30655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,8),-0.785462 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.425788 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.461365 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.31467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),0.0798173 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.128074 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.473403 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.71985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.351 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.239885 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.542572 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.909359 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.69995 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.43407 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.717931 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.519054 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.00505044 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.84979 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.395758 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.222562 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0224067 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.32461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.18837 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.242774 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.411741 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.413896 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.187891 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.347474 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.17659 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.41067 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.514119 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.423527 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.53732 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.489831 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-1.14546 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.492936 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0364137 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.410476 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.148669 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.176507 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.324843 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.584593 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.563698 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.366269 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.265222 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.104888 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.287834 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.370209 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.139295 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.37984 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0895336 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.518854 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),1.03524 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.422861 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.354721 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.0444807 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.112016 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.287868 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.560155 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.37927 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.157428 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.554652 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.184897 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.326799 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.310511 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.128753 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.310298 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.0432131 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.34985 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.265245 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.434152 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.341869 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.302661 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.224951 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.788881 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.363336 # DEPENDENCYPART_GRANDPAR
