# _root_ West German Economics Minister Helmut Haussmann said , `` In my view , the stock market will stabilize relatively quickly .
#goldHeads=6,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
#predictedHeads=2,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
(3,1),(1,17),-1.10984 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.219012 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.6693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.542997 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.85154 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.03391 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.05429 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.07277 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.25365 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.10965 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.861939 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.965585 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.965644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.223362 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.214928 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.430092 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.649832 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.861938 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.965584 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.994872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.132137 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.226721 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.663269 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.405921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.538728 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.644961 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.701899 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.625661 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-1.04633 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.683729 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.861938 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.965584 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.988015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.138995 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.162034 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.663269 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.405921 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.538728 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.644961 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.701899 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.625661 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-1.04633 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.683729 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.47224 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.513787 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.48952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,8),-0.943403 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.997837 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.03402 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.246912 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.538166 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.48932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.288244 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.942424 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.925483 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.997675 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.19953 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.03382 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.337287 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.6355 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.62179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.420708 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.804855 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.798065 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.06773 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.1145 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.752721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0592642 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.526642 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.329742 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.41529 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.575299 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.64355 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.586848 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.948574 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.613558 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.798065 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.06773 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.1145 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.745864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.46273 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.526642 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.329742 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.41529 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.575298 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.64355 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.586848 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.948574 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.613558 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.444944 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.399683 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.610483 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.566541 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.934684 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.95719 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.07844 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.280322 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.634861 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.59092 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.57147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.933704 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.949828 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.957028 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.2121 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.07824 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.30939 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.546728 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.329646 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.70393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.723368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.30655 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.543888 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.423689 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.70393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.723369 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.1523 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.4307 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.785561 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.996533 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.19296 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.15243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.878912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.804847 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.3028 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.43188 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.522485 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.722314 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.581197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.99213 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.649931 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.702849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.913822 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.04841 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.00787 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.10358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.110391 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.333158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.25659 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.301306 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.542746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.611555 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.815706 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.343737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.715038 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.588187 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.767119 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-1.13525 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.469289 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.156105 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.763235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.487825 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.499234 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.0534156 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.739461 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.431058 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.510915 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.976373 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.715708 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.694704 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.847974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.880794 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.89929 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-1.00484 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.814321 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-1.01557 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-1.31978 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.758675 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.969499 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.1519 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.01487 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.616252 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.397555 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.476076 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.699149 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.765417 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.685256 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.821255 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.550578 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.710255 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.89657 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-1.03557 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.758682 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.969506 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.600304 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.47701 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.389353 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.697764 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.254913 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.661298 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.418768 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.452314 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.562773 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.712841 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.899157 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.67847 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.889443 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-1.03817 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.997647 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-1.13987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.159205 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.820992 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.624356 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.603587 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.47673 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.853489 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.588038 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.902753 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.769812 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.737626 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.815856 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.713126 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.731971 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.94505 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-1.20809 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.306587 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.419364 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.543413 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-1.17429 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.711146 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.723268 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.484322 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.443742 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.567792 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.503758 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.17331 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.675504 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.710984 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.942772 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.723073 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.116304 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.451451 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.306518 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.232444 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.54907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.113464 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.448611 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.23257 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.215352 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.54907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-1.3919 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.16137 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.109067 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.444214 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.246974 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.383915 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.54907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.844057 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.39178 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.758557 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.792488 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.03967 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.16124 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.12722 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.798042 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.514126 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.820727 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.857294 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.98474 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.918179 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.936091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.572762 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0177343 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0552617 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.346549 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.342226 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.470393 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.0114318 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.468885 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.37071 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.530656 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.771139 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.194965 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.981805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.285048 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.727429 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.25319 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.879116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.261275 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.670661 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.236591 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.689509 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.519511 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.425375 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.621933 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.535481 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.544121 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.758688 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.596845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.779105 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.955671 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.569952 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.876403 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.960781 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.81083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.138065 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.637158 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.201752 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.412285 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.496088 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.459215 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.475942 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.195409 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.492779 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.660108 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.671461 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.56996 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.876411 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),-0.122117 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.202686 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.143309 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.4109 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0587162 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.391969 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.314894 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.226272 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.207605 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.495365 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.662694 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.489747 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.796348 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.847051 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.974519 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.907954 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.984905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.342806 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.863959 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.329263 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.230686 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.566625 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.391841 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.633424 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.665938 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.511585 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.470543 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.466973 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.514495 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.708587 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.843974 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0235657 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.00992877 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0234563 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.689036 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.238871 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.0901615 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.258544 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.00520681 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.00832075 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.134504 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.687236 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),0.187063 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.237497 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.35543 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.0887538 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.00792452 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.132338 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.217201 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.345578 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.141284 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0191546 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.121108 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0496737 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.341427 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.137133 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-1.01302 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.681209 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0192838 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.120979 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0147167 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0043575 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.111167 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.4921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-1.01287 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.0751949 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.314323 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.715214 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.681069 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.08498 # DEPENDENCYPART_GRANDPAR
