# _root_ At Shearson Lehman , executives created potential new commercials Friday night and throughout the weekend , then had to regroup yesterday afternoon .
#goldHeads=6,3,1,6,6,0,9,9,6,11,6,11,12,15,13,6,18,6,18,19,22,20,6,
#predictedHeads=6,3,1,6,6,0,9,9,6,11,6,6,12,15,13,18,18,12,18,19,22,20,6,
(18,6),(18,17),-0.0632155 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0867591 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.074771 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0806671 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0740006 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.0153305 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0859554 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.164064 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0507005 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0444554 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.157206 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00814495 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.331869 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0595927 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.1113 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0532481 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0521504 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0669388 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.00401207 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0154018 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.00211373 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.185831 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.00986257 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0474709 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.158007 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0160613 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.333334 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0626082 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.204556 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0574433 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0718916 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0554952 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0558341 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.03296 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0215794 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.508382 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.530965 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.289863 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0346259 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.293305 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.563672 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0833134 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0433646 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.114148 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0551454 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0896776 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0453901 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.00870941 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0448274 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.123745 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.161091 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.2064 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.070511 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.243216 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.115527 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00610805 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0339153 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0303892 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0351765 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.103947 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.275739 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00407827 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.442386 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.581814 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0384495 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0335331 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.00190718 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.00979046 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0108434 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0299983 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0478833 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.126565 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.214216 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0303535 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.32026 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.149995 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.114075 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.055793 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.116693 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0831868 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0864038 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0444126 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.024243 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.386509 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0455555 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0340447 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0541449 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.136897 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0783906 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0654566 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.194559 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.1399 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0679721 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.241726 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.180014 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.160505 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.204046 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.185768 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.126121 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.066719 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0130431 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0564705 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0581785 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0773335 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0239037 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0928017 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0706193 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0850456 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.204057 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.1327 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0634279 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.10461 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0274958 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0112374 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0279282 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.121539 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.247992 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0568748 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.146673 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.00185594 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.322482 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.349545 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0179277 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.150587 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.00373093 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0843476 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0253875 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0279214 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.017915 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.728581 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.701301 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.747221 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.136967 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.0442228 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.00930704 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.221537 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0230235 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.136967 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0205818 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.00754263 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0622246 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0184439 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.073219 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0713992 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0291852 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0292577 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0498528 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0078866 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.108306 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0263026 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.106939 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0715367 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.203631 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.122829 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0146334 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.130289 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0496251 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.151158 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0378187 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.117964 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0942302 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.109261 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0303997 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.132008 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.144755 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.129435 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.00621349 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0238083 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.017674 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00441333 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0342922 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.245511 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0119868 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0251697 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.121161 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0845391 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.069014 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.12066 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.131723 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0210001 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.024307 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0181726 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0109173 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.108306 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0263026 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.106939 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0715367 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.203631 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0240103 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0479711 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0310171 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.193655 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0175059 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.020688 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0365779 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.274174 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0617699 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0692435 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.606208 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.10615 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.130365 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.105164 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0633373 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0391737 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.00335984 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.127541 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0473816 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.149302 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0543293 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0241352 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.136862 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0198752 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0955298 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0504964 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.257201 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0226117 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.262635 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0646684 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0349507 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.035018 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.1279 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.252939 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0607493 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.127183 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0178176 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0202774 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.22259 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.426764 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.510146 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.727243 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.371589 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.365419 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.111588 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.347498 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.656509 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.785818 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.66458 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0645096 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.91545 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.977832 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.569844 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.236942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.54666 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.146731 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.373307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.550725 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.393856 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0656834 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.257821 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.122549 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),0.825226 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.743175 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.202931 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.391322 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),1.40791 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.472984 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.230896 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.511708 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0222653 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.193279 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.595985 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.390333 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0787807 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.01275 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.00415421 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),1.04952 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.978686 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0740915 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.505439 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.977392 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.879342 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0791142 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.352267 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.176261 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.353307 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.821282 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0392408 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.38073 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.12968 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.175152 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.429443 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.176557 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.104191 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.139983 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.0884489 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),1.29809 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.12304 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0157617 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.584821 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.987686 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.962704 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.306624 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.351342 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.592225 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.00386427 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.23199 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.481204 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.716215 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.0056722 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-1.51246 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.196173 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.330057 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.269539 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.00811384 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.138912 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0263022 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.0498396 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),1.31665 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.544677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),1.06336 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0795081 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0839605 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.284512 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.542806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.788839 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0144946 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0271502 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.341666 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.329819 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.681247 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.100908 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.235203 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.17193 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.0712676 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.190732 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.243775 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.362 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-1.66188 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.653287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.619106 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.971421 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0237072 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.260043 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.357276 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.671606 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0599345 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.366739 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.167735 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.393939 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.0508422 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.334273 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),0.279905 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-1.81131 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.799941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.30355 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.645708 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.534767 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.32269 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.449853 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.745256 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.159339 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.436658 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.182525 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.426473 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.0687017 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.232039 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.650726 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.547324 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),0.0472615 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-1.41853 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-1.14721 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.701577 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-2.12949 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.89075 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.116555 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.393303 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.725852 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.184682 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.453185 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0987255 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.377254 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.0721001 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.61916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.672208 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),1.02452 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.00235883 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0899197 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.481535 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.244114 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.37986 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.405095 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.159336 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.405187 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.0449062 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.222211 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.344212 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.453897 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),0.261362 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-1.32774 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-1.81867 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.766409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.540795 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.882072 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.106343 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.0934184 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.347061 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.335794 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.579199 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.160548 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.333077 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.567355 # DEPENDENCYPART_GRANDPAR
