# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(12,9),(9,4),-0.87093 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.818956 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.649716 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.672322 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.644004 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.146617 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.63465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.942078 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.420059 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.611101 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.854815 # DEPENDENCYPART_GRANDPAR
(12,9),(9,30),-1.61136 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.425179 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.763547 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.737972 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.62945 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.408119 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.410068 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.482951 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.357481 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0904459 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.4986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.794088 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.361271 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.391773 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.678821 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.724769 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.834977 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.539196 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.10379 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.857199 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.24082 # DEPENDENCYPART_GRANDPAR
(12,10),(10,28),-0.884267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,30),-1.4589 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.73433 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.38001 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.55626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.819996 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.352553 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.384367 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.646292 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.785433 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.00528218 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.88888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.255607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0041171 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.298743 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.32146 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.41002 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.878901 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.01871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.222498 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.302107 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.173185 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.219462 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0319486 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.509776 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0250863 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.331331 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.300871 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.15681 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.19232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),0.0605894 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.155184 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.430458 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0972612 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0113368 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.235722 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.0386758 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.361025 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.244457 # DEPENDENCYPART_GRANDPAR
(12,16),(16,29),-1.10225 # DEPENDENCYPART_GRANDPAR
(12,16),(16,30),-1.17776 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.293398 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.33982 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0533137 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.369377 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.164096 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.69493 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.0493039 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.195237 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.251466 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.0735958 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.751043 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.163368 # DEPENDENCYPART_GRANDPAR
(12,18),(18,30),-1.08591 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.112537 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0223809 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.412219 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.215565 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.148516 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.0958334 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-0.450183 # DEPENDENCYPART_GRANDPAR
(12,19),(19,29),-0.849289 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.765866 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.0983679 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.357651 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.564407 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.16186 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.177147 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.281246 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.08366 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.0698662 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),0.0200921 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.657624 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),0.021426 # DEPENDENCYPART_GRANDPAR
(12,21),(21,29),-1.21554 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.399167 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.782306 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.128137 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.300023 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.285818 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.33281 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.542939 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.614733 # DEPENDENCYPART_GRANDPAR
(12,22),(22,28),-0.364021 # DEPENDENCYPART_GRANDPAR
(12,22),(22,29),-1.19299 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),0.0698245 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.415285 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.118844 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.379734 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.19791 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.089361 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.775511 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.959264 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.165008 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),-1.61067 # DEPENDENCYPART_GRANDPAR
(12,24),(24,30),-1.11177 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-1.49137 # DEPENDENCYPART_GRANDPAR
(12,30),(30,29),-1.40129 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.392845 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.28966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.390337 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.497568 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.289222 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.383683 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.257572 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.240404 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.26583 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.34986 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.211533 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.263931 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.197298 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.282235 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.9515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.458103 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.781616 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.21789 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.01753 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-1.35612 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.971139 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-1.58493 # DEPENDENCYPART_GRANDPAR
(14,12),(12,28),-1.3224 # DEPENDENCYPART_GRANDPAR
(14,12),(12,30),-1.92723 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.78069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,12),-0.909625 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.43299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.00766094 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.678067 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.670342 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.541426 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.619116 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.778186 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.60627 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-1.00797 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.848364 # DEPENDENCYPART_GRANDPAR
(14,16),(16,30),-1.56014 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.26931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.110862 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.426461 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.578311 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.417222 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.668829 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.727379 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.463258 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.935209 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.820474 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-1.00575 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.672899 # DEPENDENCYPART_GRANDPAR
(14,18),(18,30),-1.34363 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.574247 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.488631 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.474047 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.376171 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.531687 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.503222 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.553742 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.519483 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.356876 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.403163 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.482194 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.358456 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.992215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.139023 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.363939 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.395972 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.597411 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.350581 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-0.625906 # DEPENDENCYPART_GRANDPAR
(15,4),(4,25),-0.401565 # DEPENDENCYPART_GRANDPAR
(15,4),(4,30),-0.766267 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.460187 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.638929 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.598698 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.531514 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.535968 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.385026 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.508327 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.596991 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.985392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,30),-0.753167 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.695007 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.575194 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.610093 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.616468 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.473239 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.539313 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.521029 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.588816 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.338936 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.527861 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.485446 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.996695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.0953739 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.321242 # DEPENDENCYPART_GRANDPAR
(15,9),(9,30),-0.747707 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.445896 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.487564 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.355001 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.432788 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.437448 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.56707 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.426585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.443882 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.38674 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.476684 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.57757 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.992216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.129784 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.372745 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.387685 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.612471 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.341522 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.634463 # DEPENDENCYPART_GRANDPAR
(15,12),(12,28),-0.737417 # DEPENDENCYPART_GRANDPAR
(15,12),(12,30),-0.766253 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.474232 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.50855 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.494337 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.18527 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.280297 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.01781 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.876829 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.528863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.193636 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.38364 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.181034 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0435863 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.181745 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.102679 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.0337267 # DEPENDENCYPART_GRANDPAR
(15,16),(16,29),-0.237955 # DEPENDENCYPART_GRANDPAR
(15,16),(16,30),-0.283107 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.06191 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.453261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.238898 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.188169 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.168915 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.113699 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.024437 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.122174 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.0263011 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),0.0239195 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.285183 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.161965 # DEPENDENCYPART_GRANDPAR
(15,18),(18,30),-0.191318 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.878072 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0460534 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.187242 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0805737 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.173745 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.0544625 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.258425 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.20961 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.136323 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.164924 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0982235 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.152304 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.365215 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-1.03069 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-1.06292 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.457678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),-0.0147446 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.1738 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.250026 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0862802 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.120241 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0615353 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.0216113 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.326471 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.13375 # DEPENDENCYPART_GRANDPAR
(15,21),(21,29),-0.299745 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0761098 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.232893 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0192527 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.033749 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.101326 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.102194 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.246645 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.327237 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.239951 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.296082 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.109613 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.149315 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.0531181 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.0461921 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.00465093 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),0.0299017 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.293004 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.395945 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.145623 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.447079 # DEPENDENCYPART_GRANDPAR
(15,24),(24,30),-0.200821 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.0669187 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.241311 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.371336 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.244455 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-0.339506 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.373296 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.451395 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.120487 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.398734 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.416909 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.498902 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.525501 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.323916 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.363581 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.788816 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-1.14063 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0557871 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.31519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),0.199636 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.755969 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.690745 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.500375 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-1.04734 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-0.809204 # DEPENDENCYPART_GRANDPAR
(16,12),(12,30),-1.54823 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.669815 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.983638 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.27129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),0.412661 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.58867 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.248622 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.648568 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.507516 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.96475 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.560061 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.26444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),0.422864 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.667245 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.815604 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.439938 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.452714 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.824652 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.366356 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.38612 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.51841 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.769089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.424449 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.121763 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.246926 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0847104 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.184469 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.160916 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),0.333978 # DEPENDENCYPART_GRANDPAR
