# _root_ Even food products and automobiles , which have long depended on color , are making the switch .
#goldHeads=3,3,14,3,4,3,8,3,10,8,10,11,3,0,14,17,15,14,
#predictedHeads=3,3,14,3,4,3,8,3,8,8,10,11,3,0,14,17,15,14,
(3,9),(9,14),-0.537098 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.359334 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.902275 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.601239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.29562 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.274168 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.11931 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.135482 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.343452 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0284954 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.25567 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.390427 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.361263 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.609887 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.409107 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.575182 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.736668 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.835332 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.46448 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0584903 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.298086 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.339668 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.662975 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.369984 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.482557 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.784573 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.156965 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.0836528 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0925631 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.272717 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.179113 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.532387 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.36353 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.469756 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.597341 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.798873 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.819531 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.480219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0648407 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.386175 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.0860058 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.618822 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.282517 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.00158451 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.0892061 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.263997 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.308267 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.310912 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.206491 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.312026 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.421797 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.738629 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.907368 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.627737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,7),-0.172931 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.397336 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0215518 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.158759 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.498464 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.320984 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.329643 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.557448 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.346534 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.421576 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.747559 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.00826191 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.31433 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.30347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.407318 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.548268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.579283 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.82097 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.959721 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.775314 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.02199 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.224723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-1.07264 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.29818 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0868047 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.442991 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.579908 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.636516 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.171756 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.00741442 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.746194 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-1.49519 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.86955 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0545136 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.133048 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0697495 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.828077 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.873792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.15411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.95987 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.229399 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.868325 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0164003 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0735884 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.253194 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.350384 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0692058 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.128569 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.56617 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.607245 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-1.43058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.26005 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-1.08881 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.215931 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.142982 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.597762 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0444526 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.295372 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.496524 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.884007 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.896658 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.758458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),1.12433 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0398111 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.91682 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.000957029 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0758963 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.446783 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.461044 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.042485 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.155258 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.507257 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.717884 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-1.3654 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.8362 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.643323 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.866834 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.09851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.952394 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.163176 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.781267 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.21572 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.190866 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.38911 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.430779 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.645812 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.110209 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.309118 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.243429 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.660553 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-1.40209 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.857271 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.898055 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.972902 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.0847237 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.110358 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.269226 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.392415 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.3717 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.0534445 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.297696 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.391477 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.788236 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-1.43025 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.867329 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-1.10497 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.704557 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.36488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.826209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.755026 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.08605 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.886966 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-1.13057 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.753903 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.42789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.01268 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.846904 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.715598 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.937775 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.727293 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.877273 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.730136 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.41265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.968337 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.930959 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.808602 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.686461 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.675903 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.915364 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.879682 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.893431 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.968009 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.826881 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.12468 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.57289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.338512 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.29072 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.222665 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.35246 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.57967 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.32035 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.841968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.400036 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.343582 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.197416 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0386385 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.232296 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.218041 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.375904 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.561129 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.410757 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.641235 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.757425 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.264077 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.206177 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.195152 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.323194 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.302036 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.260296 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.485626 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.351386 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.45599 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.65516 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.39382 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.949028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.44972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.338617 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.319864 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.175845 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.259176 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.380533 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.320789 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.574385 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.417184 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.803706 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.731592 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.389 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.240885 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.116508 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.249113 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.275098 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.584005 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.343552 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.672001 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.744987 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.379568 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0845234 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0185043 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.306748 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.110026 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.47456 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.349429 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.674794 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.570086 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.35256 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.47924 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.56086 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.29618 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.844829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.418823 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.426863 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.262307 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.152813 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.186316 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.292468 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.367 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.343918 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.21174 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.388187 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.646194 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.73073 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.45923 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.69086 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.379554 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.375079 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.171255 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.253864 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.518133 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.377768 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.361543 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.532997 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.441053 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.643456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.757997 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.164339 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.271583 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.208681 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.279661 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.201105 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.66515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.453742 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.650134 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.65051 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.424204 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.84028 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.864298 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.673701 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.592871 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.889002 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.641518 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.68288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.586143 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.724372 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.624626 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.991224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.176194 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0120056 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0477133 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.233941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.403496 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.289926 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.171012 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.457786 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.478703 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.672479 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.24126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.202327 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0595795 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.36197 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.294174 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.186131 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.146956 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.511114 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.594476 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.265878 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.429242 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.278566 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.22336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,18),-0.998864 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.280432 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.528331 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.351232 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.316731 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0821912 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.27383 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.17761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.102589 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.502725 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.216 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.499387 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.770298 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.383461 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.197535 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.903744 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.316786 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.83954 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.736068 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.517454 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.26538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.274359 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.618382 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.506993 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.454524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.334149 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.593591 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.556331 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0782532 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.295858 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.17685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.101826 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.501957 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),0.217779 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.497713 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.765773 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.382697 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.196768 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.90298 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.581816 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.522194 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.20771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.236979 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.917517 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.477065 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.223804 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0162357 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.169073 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.348275 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.131332 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0690511 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.585385 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.932474 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.670247 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.76908 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.78543 # DEPENDENCYPART_GRANDPAR
