# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,7,7,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(24,3),(24,4),0.110483 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.499056 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.078204 # DEPENDENCYPART_SIBL
(24,3),(24,7),0.183246 # DEPENDENCYPART_SIBL
(24,3),(24,8),-0.0244653 # DEPENDENCYPART_SIBL
(24,3),(24,9),0.282107 # DEPENDENCYPART_SIBL
(24,3),(24,10),0.053851 # DEPENDENCYPART_SIBL
(24,3),(24,12),0.14803 # DEPENDENCYPART_SIBL
(24,3),(24,14),0.053505 # DEPENDENCYPART_SIBL
(24,3),(24,15),0.568542 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.023138 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.499056 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.0103416 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.0983707 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.324472 # DEPENDENCYPART_SIBL
(24,3),(24,22),0.165488 # DEPENDENCYPART_SIBL
(24,3),(24,23),0.117768 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.01006 # DEPENDENCYPART_SIBL
(24,4),(24,5),-0.62528 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.267767 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.400275 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.174746 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.0402275 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.317135 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.216629 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.285308 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.239149 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.361387 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.62528 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.221412 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.310776 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.105823 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.716078 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.565623 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.030135 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.175752 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.218729 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.221846 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.158229 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.107004 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.0972936 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.145974 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.17763 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.203824 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.605664 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.131175 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.0811617 # DEPENDENCYPART_SIBL
(24,5),(24,21),0.226 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0992625 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0511309 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0590407 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.0227047 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0477043 # DEPENDENCYPART_SIBL
(24,6),(24,9),0.00584131 # DEPENDENCYPART_SIBL
(24,6),(24,10),0.000612151 # DEPENDENCYPART_SIBL
(24,6),(24,12),0.0220565 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0336113 # DEPENDENCYPART_SIBL
(24,6),(24,15),0.0821286 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0782132 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.385288 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.00399683 # DEPENDENCYPART_SIBL
(24,6),(24,20),0.0264769 # DEPENDENCYPART_SIBL
(24,6),(24,21),0.0958427 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0171481 # DEPENDENCYPART_SIBL
(24,6),(24,23),0.0299565 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0439727 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.187713 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.0974111 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.694397 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.376894 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.480149 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.432535 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.442978 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.731468 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.360665 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.68128 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.35811 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.754584 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.690448 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0392174 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.0741523 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.0413739 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0280776 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.0386084 # DEPENDENCYPART_SIBL
(24,8),(24,15),0.312413 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.0529582 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.247603 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.0640269 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0234798 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0743268 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.129817 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0722885 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.415924 # DEPENDENCYPART_SIBL
(24,9),(24,10),0.0125028 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.0861871 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.166123 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.203587 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.220239 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.50287 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.0773127 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.0639036 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.166243 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0291853 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.0585593 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.139989 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.27941 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.35257 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.343365 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.391034 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.629853 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.263509 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.578156 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.236392 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.694076 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.500567 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0466873 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.115487 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.100798 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.154256 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.421894 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0615304 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0883988 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0767553 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.109131 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.06349 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0781848 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.207651 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.0897289 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.466514 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.126553 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.185887 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.196134 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.178076 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.127191 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0416853 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0984026 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.326375 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.0415 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.117498 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.404604 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.0611549 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.000162976 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.163678 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.386591 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0265615 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0359323 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0395403 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.00653297 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.032801 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.116008 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.131175 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0811617 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.226 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0992625 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0511309 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0590407 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0247734 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0551409 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0819118 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0348469 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0570533 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.145636 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.695024 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.501515 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.102431 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.165488 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.117768 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.01006 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.691835 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.16624 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0333462 # DEPENDENCYPART_SIBL
(0,5),(5,1),0.954342 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0305258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),1.05053 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.650909 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.676228 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.071123 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.289181 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.336972 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.578371 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.718808 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.020116 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.513535 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.310475 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0261486 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.410054 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.642718 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),0.770773 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),1.33833 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),1.0943 # DEPENDENCYPART_GRANDPAR
(0,24),(24,2),0.122244 # DEPENDENCYPART_GRANDPAR
(0,24),(24,3),1.37812 # DEPENDENCYPART_GRANDPAR
(0,24),(24,4),0.825736 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),0.662409 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),0.208733 # DEPENDENCYPART_GRANDPAR
(0,24),(24,7),-0.114795 # DEPENDENCYPART_GRANDPAR
(0,24),(24,8),-0.765921 # DEPENDENCYPART_GRANDPAR
(0,24),(24,9),-0.472751 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),-0.533763 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),-0.298662 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.106841 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),0.485204 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),-0.0056964 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.123656 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),0.0117283 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.449885 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),1.28837 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),0.952501 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),0.613304 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),1.45963 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.864625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.16119 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.311533 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.289665 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.683402 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.311968 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.02095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.471114 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0791719 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.289955 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.412806 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.717297 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.28159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0603453 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.656449 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.62487 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.349024 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.756757 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.106586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.438076 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.650932 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.542405 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.952069 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.753907 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),0.157637 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.272453 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.887741 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.592798 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.722797 # DEPENDENCYPART_GRANDPAR
(1,5),(5,25),-1.79495 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.15001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.294425 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.348184 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.418381 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.67902 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.146615 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.406092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.5447 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.66457 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.892435 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.728071 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),0.0552609 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.298076 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.978511 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-1.04586 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.634221 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-1.10073 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.495412 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0778417 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.126649 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.126353 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.316977 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.125797 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.491169 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.525013 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.411549 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.773469 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.536201 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.0634791 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.0523554 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-1.04622 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.442861 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.96343 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.527069 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.19915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),-0.308839 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.445961 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.325242 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.494643 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.57075 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.285086 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.454059 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0817888 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.482161 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.308498 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.755322 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.619832 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),0.378902 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.191092 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.935143 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.852141 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.812736 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.892347 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.636896 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),0.0830445 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.389775 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-1.11924 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-1.17971 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-1.07551 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.36359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.613405 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.359677 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.752069 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.795619 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.672746 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.857523 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.689081 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.59941 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.0551963 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.71036 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.894768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.107566 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.256517 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.338303 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0457993 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.73953 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.925326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.304786 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.204915 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.12157 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.046429 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.384067 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.32153 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.163414 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.223161 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.48014 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.379369 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.0743005 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.562719 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.114513 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.457834 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.624228 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.730653 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.962651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.223661 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.162084 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.245537 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.339531 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.479059 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.378643 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.134059 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.147784 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.371419 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.293079 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0557843 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.497285 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.147796 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.398768 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.259716 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-0.551145 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.352503 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.436497 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.14266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.204985 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.211335 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.299306 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.321304 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.179092 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.44636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.942958 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.13557 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.672997 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.776112 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.836526 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.988785 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.380804 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.198837 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.42165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.910343 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.585029 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.41759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.667902 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.881502 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.60932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.00316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.506777 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.15804 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.287154 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.489734 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.640836 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.582595 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.614237 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.516869 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.576034 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.854479 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.527104 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.631043 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-1.11802 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-1.10899 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.65042 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.888615 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.644105 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.00185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
