# _root_ DPC Acquisition Partners , a hostile suitor for Dataproducts Corp. , said it intends to launch a tender offer for the computer printer maker 's common stock .
#goldHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
#predictedHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
(0,14),(14,4),0.22437 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0779572 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.195061 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-1.06162 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.21421 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.170508 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.548189 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.281445 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.133739 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.301243 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.560328 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0123111 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.0376026 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-1.07641 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),-1.7777 # DEPENDENCYPART_GRANDPAR
(0,14),(14,27),0.689649 # DEPENDENCYPART_GRANDPAR
(0,14),(14,28),1.68807 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.899091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.287166 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.227416 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.50991 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.101788 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.345231 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.430976 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.561589 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.363399 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-1.02994 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.863908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.29767 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.180108 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0382028 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.370674 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.511307 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.133321 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.349079 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.434587 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.51428 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.76875 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.777013 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.360678 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-1.03119 # DEPENDENCYPART_GRANDPAR
(1,3),(3,27),-1.21641 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.970692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.195024 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.258546 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.266316 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.749902 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0423501 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.00191002 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.447907 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.774868 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.64267 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.591844 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.689794 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.213998 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.927095 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.74058 # DEPENDENCYPART_GRANDPAR
(1,7),(7,27),-0.986444 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.4831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.728059 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.35363 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.05824 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.31628 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.12886 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.66811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.537983 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.118998 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.284545 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.584797 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0279575 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.33261 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.136822 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.500635 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.469032 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.672578 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.264119 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-1.26393 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-1.70534 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.08792 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.757275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0110346 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.593235 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.869336 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0568325 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.170675 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.411156 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.456819 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.611474 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.279058 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.573712 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.105718 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.872544 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.524274 # DEPENDENCYPART_GRANDPAR
(2,7),(7,27),-1.46562 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.603853 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.257785 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0889278 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.230078 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.576635 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.668388 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.60551 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.342847 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.891095 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.401256 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.231625 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.103677 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.515831 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.461617 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.667047 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.253809 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.970392 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-1.26043 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.661222 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-1.46616 # DEPENDENCYPART_GRANDPAR
(2,9),(9,27),-1.70184 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.209028 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.149743 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.450997 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.180984 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.653945 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.774875 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.362469 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.972633 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.904355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.118045 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.692996 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.369781 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.17106 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.499398 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.654826 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.655649 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.397013 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.434614 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.738586 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.660524 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-1.04449 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-1.03624 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.470499 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-1.15118 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-1.29159 # DEPENDENCYPART_GRANDPAR
(2,14),(14,27),-1.43673 # DEPENDENCYPART_GRANDPAR
(2,14),(14,28),-1.7883 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.383149 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-1.1279 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.810498 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.490945 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-1.24855 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-1.15535 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-1.20449 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-1.48051 # DEPENDENCYPART_GRANDPAR
(2,19),(19,27),-1.46412 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.323684 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.2226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.872698 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.427692 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.944471 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.467186 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.22262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.873426 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.427707 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.171524 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.956372 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.709857 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.945198 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.480718 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.923682 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.621782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.210595 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.500541 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.241425 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.657396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.221183 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.657336 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.530323 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0169641 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.18734 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.10232 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.465093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.118777 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),1.21218 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.43769 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.507913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.32 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.101686 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.242774 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.00683631 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.288993 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.206603 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.272569 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.200283 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.517802 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),-0.133833 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.374332 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0289608 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0938657 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.20302 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.388848 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.31956 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.0290612 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.288545 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.256101 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.618146 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.283355 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.111428 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.151463 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.359448 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.0816531 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.347108 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.393966 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.320212 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-1.07479 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-0.734399 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.546627 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.244019 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.202331 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.563475 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.477244 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.383175 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.0397094 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-1.08358 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.997899 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.617709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.319385 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.230915 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.494294 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.339792 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.31782 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.391157 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.1924 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.430176 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.150942 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.141369 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.163533 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-1.16821 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.110138 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.397898 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-1.07128 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.986263 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.586864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.208458 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.287974 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.535326 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.331379 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.223933 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.280231 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.087674 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.130999 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.136526 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.281518 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.35905 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.187292 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.152852 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-0.133932 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-0.921621 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.486797 # DEPENDENCYPART_GRANDPAR
(3,14),(14,28),-1.27344 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.22432 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.903117 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.149174 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.168978 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.462215 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.391548 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.190368 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-1.11303 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.517318 # DEPENDENCYPART_GRANDPAR
(3,27),(27,17),-0.907915 # DEPENDENCYPART_GRANDPAR
(3,27),(27,18),-0.0999095 # DEPENDENCYPART_GRANDPAR
(3,27),(27,19),0.0707511 # DEPENDENCYPART_GRANDPAR
(3,27),(27,21),-1.55213 # DEPENDENCYPART_GRANDPAR
(3,27),(27,22),-0.167407 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),-0.0961501 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),0.12006 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.420729 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.59601 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.355386 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.33868 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.111118 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.60254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.534659 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.410131 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.721184 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.776216 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.731185 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.781554 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.970434 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.11548 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.836261 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.31158 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.6706 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.745215 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.125715 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.129895 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.187179 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.184556 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.698875 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.550302 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.477369 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.539611 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.864896 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.832389 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.841812 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.714234 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.127693 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.328041 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.184045 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.181805 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.373115 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.568771 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.53506 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.422655 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.985723 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.910676 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.760172 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.515112 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-1.02529 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-1.08097 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-1.0985 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-1.71937 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.558089 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.514078 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.468941 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.30326 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.68922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.418449 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.556415 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.759494 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.735585 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.05688 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.915952 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.791947 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.966409 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.12857 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-1.06757 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.467561 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.381503 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.572505 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.978927 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.952314 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.0935747 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.145007 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.224745 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.371733 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.607667 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.24961 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.561252 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.237832 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.132326 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.00299875 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.040955 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.359094 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.481345 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.381855 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.529077 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.57916 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.620495 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.339563 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-1.17879 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.541815 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.206494 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0566741 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.345734 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.28403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,11),-1.05298 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.454665 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0529973 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.313181 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.28403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.680378 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.825256 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.714481 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.05369 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.591903 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.11843 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.460169 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.221412 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.32958 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.059769 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.115092 # DEPENDENCYPART_GRANDPAR
