# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(15,16),(15,23),0.475397 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0116417 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.329944 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.647417 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.647532 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.153234 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.030176 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0418195 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.00564161 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.000559754 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0756879 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0144728 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.149903 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.05493 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.06348 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.063946 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00497601 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0182021 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0133068 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0631323 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0151043 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0841356 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0886083 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.09797 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.055351 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0129624 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0178556 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0820167 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0172777 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0196565 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.299061 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.3155 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0656781 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0608157 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0207137 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.470697 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0576354 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.203472 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.181755 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0627933 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.159585 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.12918 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0471664 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.0615471 # DEPENDENCYPART_SIBL
(15,21),(15,27),-0.0753912 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.159461 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.129055 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0470419 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.0614227 # DEPENDENCYPART_SIBL
(15,22),(15,27),-0.0752668 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0731308 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.0110104 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.0214863 # DEPENDENCYPART_SIBL
(15,23),(15,27),-0.0314913 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.129841 # DEPENDENCYPART_SIBL
(15,24),(15,26),-0.229923 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.23858 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.0846124 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.0939741 # DEPENDENCYPART_SIBL
(15,26),(15,27),-0.310054 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.433354 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.221414 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0337363 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.136209 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.139421 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0646554 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0162231 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.149623 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0389728 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0748656 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0742606 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.0374047 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0849617 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.0485207 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.0596123 # DEPENDENCYPART_SIBL
(19,1),(19,27),0.0671867 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0558188 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.170196 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.173226 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.404577 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0543156 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.111299 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.153906 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0600727 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0609363 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0244325 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0469354 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0455202 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.00395243 # DEPENDENCYPART_SIBL
(19,4),(19,27),0.00344229 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.124098 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.120945 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.626921 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.20823 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.0456438 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0273219 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0320376 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.0331346 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.000917915 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0217385 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0172861 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.00165478 # DEPENDENCYPART_SIBL
(19,5),(19,27),0.0155679 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.010373 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0689155 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.474335 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0121578 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.246669 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00884598 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00849855 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0459518 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.105757 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0660239 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0035036 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0116508 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0911655 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.465217 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0218251 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.228035 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00982849 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00948107 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0470585 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.114843 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0629638 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0156096 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0237568 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0846129 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0761132 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.145772 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0507173 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0499553 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.118755 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.245123 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0332011 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0210185 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0141088 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.239315 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.300797 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0843756 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0852387 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0268084 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.485014 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0643064 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0301066 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0208727 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0524626 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0257428 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0307817 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0148619 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.143623 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0141692 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0173753 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.00831587 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0304415 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.030762 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.00617703 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0122981 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0200236 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0303405 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0113911 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.109432 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.1424 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.112695 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.00934696 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0566702 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0627289 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.142317 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.112612 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.00926397 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0565872 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0626459 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.136192 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0317957 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.102149 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.106288 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0452404 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.145994 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.14765 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0253894 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0277933 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.112883 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.841888 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.864616 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.956009 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.965672 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.869387 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.96078 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.970443 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.998469 # DEPENDENCYPART_SIBL
(20,23),(20,27),-1.00621 # DEPENDENCYPART_SIBL
(20,26),(20,27),-1.16183 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.159521 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.129095 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0731719 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.425001 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.14228 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0835944 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.502663 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0203532 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0103724 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0160547 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.195856 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.190065 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.129413 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0694996 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0403585 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0579741 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.408175 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0989084 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0289191 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0853367 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0431212 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0666183 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0175157 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0151751 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0251802 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.129303 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.230652 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.23931 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0848112 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0941729 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.310297 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.437487 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.280788 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.171588 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.167296 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.92938 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0345667 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.013513 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.32346 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.184728 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.18039 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.540163 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0771938 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0436796 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.182053 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.179361 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.326087 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.00431254 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.00453385 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.148609 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.89796 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0553176 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0898477 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.887879 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0431553 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0801592 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.113937 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.259609 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0983992 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0359626 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.156996 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.157251 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.112468 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0666269 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.053098 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0622574 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0531833 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0513478 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0600404 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0455034 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0906396 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0350271 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.00376337 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0212741 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0266679 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0370579 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0207989 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0491764 # DEPENDENCYPART_SIBL
(27,1),(27,4),0.22685 # DEPENDENCYPART_SIBL
(27,1),(27,5),0.0714887 # DEPENDENCYPART_SIBL
(27,1),(27,17),-0.0277015 # DEPENDENCYPART_SIBL
(27,1),(27,18),0.23074 # DEPENDENCYPART_SIBL
(27,1),(27,21),0.0943468 # DEPENDENCYPART_SIBL
(27,1),(27,22),0.0942711 # DEPENDENCYPART_SIBL
(27,1),(27,23),0.0820802 # DEPENDENCYPART_SIBL
(27,1),(27,24),0.133707 # DEPENDENCYPART_SIBL
(27,1),(27,25),0.196728 # DEPENDENCYPART_SIBL
(27,1),(27,26),0.158136 # DEPENDENCYPART_SIBL
(27,4),(27,5),0.0888607 # DEPENDENCYPART_SIBL
(27,4),(27,17),-0.0704643 # DEPENDENCYPART_SIBL
(27,4),(27,18),0.186155 # DEPENDENCYPART_SIBL
(27,4),(27,21),0.123208 # DEPENDENCYPART_SIBL
(27,4),(27,22),0.123144 # DEPENDENCYPART_SIBL
(27,4),(27,23),0.115737 # DEPENDENCYPART_SIBL
(27,4),(27,24),0.0757863 # DEPENDENCYPART_SIBL
(27,4),(27,25),0.139618 # DEPENDENCYPART_SIBL
(27,4),(27,26),0.153517 # DEPENDENCYPART_SIBL
(27,5),(27,17),-0.227881 # DEPENDENCYPART_SIBL
(27,5),(27,18),0.114432 # DEPENDENCYPART_SIBL
(27,5),(27,21),0.0691982 # DEPENDENCYPART_SIBL
(27,5),(27,22),0.0691194 # DEPENDENCYPART_SIBL
(27,5),(27,23),0.060673 # DEPENDENCYPART_SIBL
(27,5),(27,24),0.0409481 # DEPENDENCYPART_SIBL
(27,5),(27,25),0.067197 # DEPENDENCYPART_SIBL
(27,5),(27,26),0.0777116 # DEPENDENCYPART_SIBL
(27,17),(27,18),0.473882 # DEPENDENCYPART_SIBL
(27,17),(27,21),0.239846 # DEPENDENCYPART_SIBL
(27,17),(27,22),0.239808 # DEPENDENCYPART_SIBL
(27,17),(27,23),0.195126 # DEPENDENCYPART_SIBL
(27,17),(27,24),0.105528 # DEPENDENCYPART_SIBL
(27,17),(27,25),0.347389 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.393065 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.0695755 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.0695149 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.0536205 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.030611 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.00846917 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.19775 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0517034 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.0936196 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.0357936 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0466229 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.123256 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.114455 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0405807 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.0382278 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.123178 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0395775 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0621753 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.189704 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.19711 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.132736 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.17367 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.71802 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.570892 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.113394 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0929251 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.346666 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.107448 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.30347 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.161847 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.335118 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.48513 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.082043 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.298427 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.872822 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.24096 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.0957433 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),1.88301 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.460452 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.20836 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.422496 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.609689 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.870412 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.649131 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.628219 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.91415 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.623844 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.743011 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.553741 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0505516 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.805818 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0722819 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.763027 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.054035 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.305712 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.43737 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.291141 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-1.50026 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-1.67884 # DEPENDENCYPART_GRANDPAR
(0,13),(13,27),0.466023 # DEPENDENCYPART_GRANDPAR
(0,13),(13,28),2.01542 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.24757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.242927 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.505006 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.497534 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.709668 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.632917 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.457184 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.156447 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.474272 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.25966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.455958 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0442456 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.34897 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.55528 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.577595 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.323532 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0247685 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.414525 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.416161 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.48118 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.661197 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.758076 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.488447 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.436773 # DEPENDENCYPART_GRANDPAR
(1,4),(4,28),-0.944441 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.336729 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.817368 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.689939 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.45689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.102943 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.145748 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.550836 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.334746 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.704788 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.100444 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.807812 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.72367 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.826118 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.758745 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.704755 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.809904 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.992312 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-1.91555 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.878361 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.37412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.207083 # DEPENDENCYPART_GRANDPAR
