# _root_ Some traders said that the closely watched Major Market Index , whose 20 stocks mimic the Dow industrials , did n't lead yesterday 's big rally .
#goldHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,10,18,18,15,10,4,20,20,26,23,26,22,3,
#predictedHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,4,18,18,15,10,4,20,20,26,23,26,22,3,
(14,10),(10,20),-0.686295 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.583742 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-1.02357 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-1.46197 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.950142 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.374268 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.263268 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.243447 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.178606 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.07085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.566125 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.501227 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.665284 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.189153 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0867034 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.08425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,5),-1.32158 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.00183 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.934935 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.839325 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.598703 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.444295 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.643297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0402713 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0427482 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0191744 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.22284 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.188959 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0519133 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.34289 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.501874 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-1.25191 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.420885 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.868502 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.00289 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.10094 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.72146 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.584561 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.928544 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.860874 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.766804 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.747035 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.560119 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.350849 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.74327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.0798251 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.153222 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0413269 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.150138 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.464279 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.275641 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.157812 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.265784 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-1.06978 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.591959 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.334581 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.767353 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.100158 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.416868 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.625906 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.3687 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.0422283 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.126976 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.169973 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.35068 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.11962 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.120403 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.0652293 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.247462 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.00615689 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.07798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,19),-0.552739 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.280563 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.289335 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.0992776 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.378117 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.268974 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0134092 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.102797 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.154816 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.409927 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.310009 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.914628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,20),-0.169011 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.362709 # DEPENDENCYPART_GRANDPAR
(15,3),(3,27),-0.547499 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.442119 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.0110758 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.383046 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.255096 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.00515893 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.219725 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.346674 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.379093 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.43313 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.17073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,19),-0.441847 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.344603 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.488982 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.0217963 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.104032 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.139323 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.115418 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.189125 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.108491 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.171582 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.357885 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.105562 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.0281068 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.048022 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.107166 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.136038 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.243289 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.100471 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.128986 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.196106 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.280399 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.335644 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.320481 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.257958 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.178487 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.00467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,18),-0.33661 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.365639 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.172814 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.334144 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.395839 # DEPENDENCYPART_GRANDPAR
(15,7),(7,23),-0.481413 # DEPENDENCYPART_GRANDPAR
(15,7),(7,26),-0.326563 # DEPENDENCYPART_GRANDPAR
(15,7),(7,27),-0.673902 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.253532 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.023448 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0912031 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0469823 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.109272 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.274612 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.000155265 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0614748 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0180781 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0451033 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.406889 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0782751 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.0369917 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.07142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,18),-0.386983 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.551083 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),0.25106 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.146481 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.038378 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.274265 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.201688 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.244499 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0167992 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0114056 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0588996 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.00846629 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.437727 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0485375 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.0139039 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.07142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.345686 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.386871 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.555202 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.260994 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.369589 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.599001 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.94519 # DEPENDENCYPART_GRANDPAR
(15,10),(10,26),-0.447004 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.157519 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.247387 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.238599 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.132773 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.177363 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.06009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.360204 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.242672 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.242266 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.439521 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.153025 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.248361 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.331829 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.110076 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.151054 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.25858 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.585125 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.214966 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.380459 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.25254 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.922883 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.112043 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.603025 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.590701 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0903363 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0425481 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.203039 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.603558 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),0.0448235 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.89243 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.551162 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.613231 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.697913 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.0450534 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.661879 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.593368 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.339189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.44884 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.300661 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.00991851 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.137784 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0897689 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.000473239 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.180403 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.69542 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),0.0245914 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.495495 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.437217 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),0.0371915 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.443559 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.331274 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.453376 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.513862 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.601033 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.550972 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),0.0120865 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.551297 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.479446 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.563511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.206612 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.261529 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0209072 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0644162 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.318554 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.187301 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.105393 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.493109 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.111288 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),0.196545 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.645716 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.033087 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.227739 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.0335245 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.496951 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),0.200662 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.561388 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.481247 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0335906 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0857058 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.1751 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0442081 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.450661 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.147284 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),0.117339 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.404432 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0390093 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.0283404 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.685223 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.262931 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),0.0298815 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.00147863 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.0281523 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.0723368 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.112318 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.17279 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.0298778 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.519117 # DEPENDENCYPART_GRANDPAR
(15,26),(26,12),-0.0956719 # DEPENDENCYPART_GRANDPAR
(15,26),(26,16),0.462482 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),0.23851 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),0.0517708 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.0797811 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.0272287 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.0359235 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.198543 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.0708469 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.961852 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.880899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0599734 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.106897 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.41063 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.834191 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.512198 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.430992 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.209941 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.46093 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.436173 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.322598 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.235114 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.44743 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.503966 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.961938 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-1.28113 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.4759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,5),-1.08903 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.09589 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.08977 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.988869 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.49471 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.05358 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.960854 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.92224 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.0841 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.02089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.627878 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.458583 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.381026 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.355927 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.57838 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.935877 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.629535 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.10451 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.891279 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.989467 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.663417 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.92144 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.06002 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.05312 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.953763 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.748115 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.494144 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.00247 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.904652 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.877115 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.952248 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.03659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0103247 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.876208 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.126927 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.22507 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.327731 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.792164 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.444145 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.484733 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.753749 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.316186 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.363574 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.589334 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.740602 # DEPENDENCYPART_GRANDPAR
(17,26),(26,12),-0.51908 # DEPENDENCYPART_GRANDPAR
(17,26),(26,16),-1.13632 # DEPENDENCYPART_GRANDPAR
(17,26),(26,17),-0.874053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,26),(26,18),0.117094 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.281992 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.32078 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.199938 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.311525 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.28542 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.405505 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.522455 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.198007 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.175711 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.841604 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.236938 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.364468 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.372439 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.702166 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.275252 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.254636 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.487796 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.281837 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.353696 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.25603 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.28388 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.341413 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.179701 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.26186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.82684 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.627307 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.198081 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.4832 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.70402 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.748996 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.216505 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.202936 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.377368 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.379696 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.345315 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.253504 # DEPENDENCYPART_GRANDPAR
