# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(21,19),(21,23),-0.0285431 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0125544 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0608097 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00296078 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0031932 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.357449 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.667506 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.465443 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0383482 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0447196 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0694639 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0177948 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.00732691 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.14185 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0701919 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0364171 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0216965 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0510299 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0334762 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.000636487 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.279339 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0885353 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0391647 # DEPENDENCYPART_SIBL
(24,2),(24,3),-0.0168206 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.0234435 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.0180798 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.388951 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.0469848 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.0345533 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.0742404 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.181301 # DEPENDENCYPART_SIBL
(24,2),(24,19),0.039749 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.050692 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0152005 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.021658 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.157663 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.0233327 # DEPENDENCYPART_SIBL
(24,3),(24,8),-0.0178564 # DEPENDENCYPART_SIBL
(24,3),(24,13),-0.388732 # DEPENDENCYPART_SIBL
(24,3),(24,14),0.0472294 # DEPENDENCYPART_SIBL
(24,3),(24,16),0.0347716 # DEPENDENCYPART_SIBL
(24,3),(24,17),0.0744587 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.181083 # DEPENDENCYPART_SIBL
(24,3),(24,19),0.0399936 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.0509366 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0149822 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.0214397 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.157445 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0178617 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.388736 # DEPENDENCYPART_SIBL
(24,6),(24,14),0.0465843 # DEPENDENCYPART_SIBL
(24,6),(24,16),0.0347556 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.0744482 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.181087 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.0393485 # DEPENDENCYPART_SIBL
(24,6),(24,20),0.0502915 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0149863 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0214438 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.15745 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.548143 # DEPENDENCYPART_SIBL
(24,8),(24,14),0.0660608 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.0903293 # DEPENDENCYPART_SIBL
(24,8),(24,17),0.0210264 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.234712 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.0253456 # DEPENDENCYPART_SIBL
(24,8),(24,20),0.0561981 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.125097 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.0602086 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.286624 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.128969 # DEPENDENCYPART_SIBL
(24,13),(24,16),0.0258339 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.339533 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.162654 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0987392 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.120684 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0875862 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.0203722 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.119207 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.0448612 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.0388489 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0531145 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0775457 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.059224 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.00409908 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.0113164 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.204756 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.00723758 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.00625762 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0983233 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.126723 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.18644 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0372572 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0888492 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0873539 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0659432 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0820101 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0125524 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0178528 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.16142 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0423555 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0659562 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0345836 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0152911 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0573297 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0650171 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.00527059 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0124918 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.208592 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.00328138 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0105028 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.204391 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.00252413 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.102184 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.160885 # DEPENDENCYPART_SIBL
(0,12),(12,1),0.708838 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.747649 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.570815 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.375669 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.0366238 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.44837 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.335229 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.572018 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.280068 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.113543 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.955722 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.617403 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.635018 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.29747 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.222267 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.339709 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.3532 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.564139 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),1.76521 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.45476 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.485575 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.304937 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.107049 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.707591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.333079 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.694158 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.403774 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.155077 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.355273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-1.3451 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.547841 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0741872 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.137268 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-1.51436 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.734246 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.00414235 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.139091 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.598276 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.795348 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.0905122 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),1.79917 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.864706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.226275 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0126288 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0076444 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.134061 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.06695 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.376599 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.582748 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.446602 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.497049 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.945708 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.532951 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.853055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.301062 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0118536 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.000495618 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.126912 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.06677 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.376424 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.582348 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.446043 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.496274 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.945311 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.532775 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.639332 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.654264 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.933791 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.921991 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.86578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.288338 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.174462 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.22816 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0444941 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-1.06734 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.377053 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.587276 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.450971 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.497075 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.950239 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.529175 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.931971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.224944 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.209063 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.11344 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0473365 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.121468 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.407455 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.00819951 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0455935 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.545823 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.564648 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.731991 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.394652 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.537695 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.579314 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.70892 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.899936 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.4667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.693741 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.980709 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.710541 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.796176 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.1343 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.13363 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.609108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.133696 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.274011 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0661662 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.898215 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.253472 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.459455 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.248383 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.28729 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.81591 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.327261 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.481038 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.517976 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.781258 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.750156 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.13363 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.61286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.125003 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.345275 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0579447 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.900734 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.298382 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.330737 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.13363 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.621832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.116031 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.349274 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.314548 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.898782 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.254102 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.464383 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.253312 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.288091 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.820838 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.323661 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.332401 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.154214 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),-0.108428 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.298192 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.125484 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.611362 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.293401 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.162627 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.09396 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.743472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,5),0.259048 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.00891962 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0493723 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.122204 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.453713 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.22084 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.09639 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.687253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.0794028 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.236387 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.315363 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.0651301 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.24055 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.128363 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.166148 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.336498 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.251436 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.602535 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.189081 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.379337 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.442963 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.556332 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.687587 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.164971 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.231659 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.94103 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.201935 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.395428 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.438251 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.653828 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.949211 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.860721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.0944665 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.302302 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.114296 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.119417 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.198892 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.0594842 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.455896 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.410793 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-1.21122 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.616018 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.256934 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.377482 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.90591 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.5718 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.56183 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.62953 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.60683 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.799428 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.680577 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-1.48345 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.324677 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.33549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.915387 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.274795 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.526448 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.905138 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.518852 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.33543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.915326 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.391383 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.274733 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.04384 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.400552 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.718253 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.526386 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.905076 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.12866 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.699764 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.27399 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.18385 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.516224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.279808 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.495633 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.642038 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0667956 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.138122 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.27399 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.18384 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.525196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.283807 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.417441 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.640086 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0512371 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.225802 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0184924 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0565043 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.60925 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.131046 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.267079 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.149264 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.749942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.232866 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.310497 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.354523 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0567382 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0668181 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.23432 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.14404 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.362026 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.445272 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.353136 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.148458 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.223592 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0294015 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.23676 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.14647 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.561563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.170602 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.418518 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.501659 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.0167477 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.432302 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.404018 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.106196 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.0593147 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.391943 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.00253736 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.228347 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.208157 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.275462 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.399736 # DEPENDENCYPART_GRANDPAR
