# _root_ Copper inventories in New York 's Commodity Exchange warehouses rose yesterday by 516 tons , to 10,004 tons .
#goldHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
#predictedHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
(5,4),(4,6),-1.25153 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.08061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.05661 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.17634 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.13886 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.20199 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.7054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.362154 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0836053 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.17642 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.1423 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.20215 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.635657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.309364 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.164585 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.199213 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.692486 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.519271 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.745785 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.653161 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.280729 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.387279 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0417048 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.90709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.38938 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.893694 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.840007 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.01362 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.820405 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.09721 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.12317 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.09609 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.18872 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.20595 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.136395 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.106054 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.115595 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.89048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.36412 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.612454 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.932323 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.85551 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.05626 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.13584 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.1875 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.481527 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.17211 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.471571 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.694047 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.73066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.738052 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.92363 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.03321 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.595716 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.05102 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.18795 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.84849 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.22976 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.25298 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.454929 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0805444 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.421109 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.384531 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.72132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.537376 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.791697 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.953529 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.08628 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-1.10467 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.24902 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.344093 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.29696 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.574028 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.60319 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.351366 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.275763 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0879653 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.672083 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.84236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.658282 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.32464 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.535448 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.374681 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.930419 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.839918 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.588635 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.08426 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.31169 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.918136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.256959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.6495 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.421058 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.509256 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.296557 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.10061 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.207039 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),1.2292 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.252084 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.454201 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-1.15211 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.949984 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.695473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.903668 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-1.28484 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.770078 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.999258 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.237 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.196443 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.189593 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.153681 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.921254 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.202242 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.62041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.507766 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.18193 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-1.00299 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.957241 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-1.23297 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0911317 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.00421895 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),1.17367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.404521 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.148253 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0196539 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.208934 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),1.27922 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0719509 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.74138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,19),-1.30866 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.338765 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.124466 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.205252 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0814171 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.188923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0371261 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.580021 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.7413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-0.874862 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.713016 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.464222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.372675 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.712842 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.247884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.748977 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.12111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.636155 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.430877 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.255999 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.307837 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.565403 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.366344 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.403427 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.780372 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.115053 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.331872 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.571586 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.352739 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.777511 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.392076 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.448329 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.542324 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.49018 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.533118 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.462477 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.496 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.36942 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.790356 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.741071 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.861348 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-1.05948 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.522907 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.506768 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.414105 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.74156 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.364666 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.34988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.690674 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.537518 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.763692 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.856889 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.893847 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.874123 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.0725 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.994309 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.359786 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.23353 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.499136 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.2215 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.460566 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.44501 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.38458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.702938 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.575799 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.891599 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.972298 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.338951 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.322682 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.620071 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.572768 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.343812 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.332954 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.32574 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.63658 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.233823 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.252188 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.962042 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.36844 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.339607 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.345414 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.337156 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.231825 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.364876 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.22988 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.249613 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.329404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.273121 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.22419 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.360988 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.238148 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.351792 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.30461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.521518 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.900264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.963 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.02006 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.91716 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.16945 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.686249 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.937418 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.452951 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.905709 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.890862 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.896832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.187493 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0623342 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.194072 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.204761 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.277588 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.100572 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.220923 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.420371 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.733762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.10983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.840318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.0900846 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.257856 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.136881 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.118755 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.279311 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.352491 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.393226 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.107495 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.255894 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.157552 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.340785 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.375801 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.282745 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.373162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.00794 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.17324 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.01213 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.977372 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.840494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),0.0593812 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.202681 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.113641 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0438257 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.31731 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.166268 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.272121 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.472573 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.346196 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.333312 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.541662 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.353113 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.22324 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.43085 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.633585 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.202681 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.113641 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.348229 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.24529 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.417527 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.140492 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.472573 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.10971 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.552849 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.161898 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.608401 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.16737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,12),-0.132769 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-1.28073 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.238803 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.525727 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0968308 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.559517 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0097764 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0870841 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.13087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.228708 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.0617695 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.4693 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.861666 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.240791 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.725926 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-1.21709 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.170951 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.229688 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.091081 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.94514 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0175328 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.135424 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.158842 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.21173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.36611 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.56604 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-1.20183 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.215994 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.104887 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.627397 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.13284 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0097179 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.221158 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.399656 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.609377 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.02806 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.157148 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-1.29438 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0173626 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.250761 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0207409 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.229156 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.293323 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0603801 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.09276 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.169155 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0160328 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.260731 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.325432 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0244066 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-1.12491 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0932066 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.109307 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.389318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.04703 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.29589 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.252429 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.137729 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.13354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.221917 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0435663 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-1.12587 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0969921 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0621745 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.13086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.228698 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.0617178 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.469291 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.861657 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.240775 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.725916 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.658103 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.708123 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.314308 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.423134 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.167339 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.384486 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.15677 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.423964 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-1.07547 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.34419 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0453348 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.146926 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.182706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0654865 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.43181 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.109699 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.134022 # DEPENDENCYPART_GRANDPAR
