# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,17,17,30,27,25,27,30,24,30,31,2,
(17,25),(25,30),0.074018 # DEPENDENCYPART_GRANDPAR
(17,25),(25,31),0.110861 # DEPENDENCYPART_GRANDPAR
(17,25),(25,32),-0.0383055 # DEPENDENCYPART_GRANDPAR
(17,25),(25,33),-1.31767 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),0.377155 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.000527682 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.45902 # DEPENDENCYPART_GRANDPAR
(17,27),(27,2),-0.32265 # DEPENDENCYPART_GRANDPAR
(17,27),(27,6),-0.787078 # DEPENDENCYPART_GRANDPAR
(17,27),(27,11),-0.493424 # DEPENDENCYPART_GRANDPAR
(17,27),(27,12),-0.685983 # DEPENDENCYPART_GRANDPAR
(17,27),(27,16),-0.350403 # DEPENDENCYPART_GRANDPAR
(17,27),(27,18),0.208688 # DEPENDENCYPART_GRANDPAR
(17,27),(27,19),-0.0241209 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),0.444917 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.128687 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.193772 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.013515 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.308239 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.0329795 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.486108 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.413772 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.228211 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.0338936 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),0.217762 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.0143776 # DEPENDENCYPART_GRANDPAR
(17,27),(27,33),-1.40685 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.863914 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.23602 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),0.0260867 # DEPENDENCYPART_GRANDPAR
(17,28),(28,31),0.181415 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-0.834973 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.377634 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.0545899 # DEPENDENCYPART_GRANDPAR
(17,29),(29,31),0.230877 # DEPENDENCYPART_GRANDPAR
(17,29),(29,32),-0.0937483 # DEPENDENCYPART_GRANDPAR
(17,30),(30,1),-0.946762 # DEPENDENCYPART_GRANDPAR
(17,30),(30,2),-0.310785 # DEPENDENCYPART_GRANDPAR
(17,30),(30,3),-0.71327 # DEPENDENCYPART_GRANDPAR
(17,30),(30,4),-0.359331 # DEPENDENCYPART_GRANDPAR
(17,30),(30,5),0.30041 # DEPENDENCYPART_GRANDPAR
(17,30),(30,6),-0.803879 # DEPENDENCYPART_GRANDPAR
(17,30),(30,7),-0.425039 # DEPENDENCYPART_GRANDPAR
(17,30),(30,11),-0.501369 # DEPENDENCYPART_GRANDPAR
(17,30),(30,12),-0.703292 # DEPENDENCYPART_GRANDPAR
(17,30),(30,14),-0.429078 # DEPENDENCYPART_GRANDPAR
(17,30),(30,15),-0.244913 # DEPENDENCYPART_GRANDPAR
(17,30),(30,16),-0.358347 # DEPENDENCYPART_GRANDPAR
(17,30),(30,17),-0.522013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,30),(30,18),0.235789 # DEPENDENCYPART_GRANDPAR
(17,30),(30,19),-0.0156937 # DEPENDENCYPART_GRANDPAR
(17,30),(30,20),0.464018 # DEPENDENCYPART_GRANDPAR
(17,30),(30,21),0.143605 # DEPENDENCYPART_GRANDPAR
(17,30),(30,22),0.217473 # DEPENDENCYPART_GRANDPAR
(17,30),(30,23),0.0231539 # DEPENDENCYPART_GRANDPAR
(17,30),(30,24),0.344114 # DEPENDENCYPART_GRANDPAR
(17,30),(30,25),-0.0406076 # DEPENDENCYPART_GRANDPAR
(17,30),(30,26),-0.449553 # DEPENDENCYPART_GRANDPAR
(17,30),(30,27),0.135199 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),-0.42989 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.144452 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),0.215702 # DEPENDENCYPART_GRANDPAR
(17,30),(30,32),-0.0231824 # DEPENDENCYPART_GRANDPAR
(17,30),(30,33),-1.46688 # DEPENDENCYPART_GRANDPAR
(17,31),(31,29),-0.17199 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.0915363 # DEPENDENCYPART_GRANDPAR
(17,32),(32,26),-0.8278 # DEPENDENCYPART_GRANDPAR
(17,32),(32,28),-0.371231 # DEPENDENCYPART_GRANDPAR
(17,32),(32,29),-0.100199 # DEPENDENCYPART_GRANDPAR
(17,32),(32,31),0.436953 # DEPENDENCYPART_GRANDPAR
(17,33),(33,32),-0.164916 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.950925 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.609859 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.822355 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.761938 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.607925 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-1.25589 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.899553 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.84243 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.16397 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.50267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.591086 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.990201 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.97367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.234059 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.2318 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.02055 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.68239 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.34286 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.30841 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.08401 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.94837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.747219 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.481026 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.252394 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.441359 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.755101 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.506017 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.784138 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.535503 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.370088 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-0.732613 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.552553 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),-0.92953 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.818903 # DEPENDENCYPART_GRANDPAR
(18,20),(20,33),-0.859026 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.0521855 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.396147 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.06672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.500831 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.0730403 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.194299 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.354853 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.507306 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.373744 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.365663 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.295034 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.440303 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.221317 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.43783 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.120303 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0090331 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.356943 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.0878652 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.529825 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.145399 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.0962686 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.370256 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.627062 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.322987 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.271053 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.536682 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.32921 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.726482 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.611788 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),-0.772367 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.440261 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.328841 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.181281 # DEPENDENCYPART_GRANDPAR
(18,27),(27,2),-1.12461 # DEPENDENCYPART_GRANDPAR
(18,27),(27,6),-0.763141 # DEPENDENCYPART_GRANDPAR
(18,27),(27,11),-1.11349 # DEPENDENCYPART_GRANDPAR
(18,27),(27,12),-0.959843 # DEPENDENCYPART_GRANDPAR
(18,27),(27,16),-0.954445 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-1.03427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.425647 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),0.048273 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.144265 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.125817 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.342106 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.385668 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.28799 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.142577 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.0533009 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.445576 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.33119 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.578162 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.527435 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.826455 # DEPENDENCYPART_GRANDPAR
(18,30),(30,1),-1.03241 # DEPENDENCYPART_GRANDPAR
(18,30),(30,2),-1.11732 # DEPENDENCYPART_GRANDPAR
(18,30),(30,3),-0.969562 # DEPENDENCYPART_GRANDPAR
(18,30),(30,4),-0.798548 # DEPENDENCYPART_GRANDPAR
(18,30),(30,5),-1.01013 # DEPENDENCYPART_GRANDPAR
(18,30),(30,6),-0.772962 # DEPENDENCYPART_GRANDPAR
(18,30),(30,7),-1.3325 # DEPENDENCYPART_GRANDPAR
(18,30),(30,11),-1.11587 # DEPENDENCYPART_GRANDPAR
(18,30),(30,12),-0.970598 # DEPENDENCYPART_GRANDPAR
(18,30),(30,14),-1.24999 # DEPENDENCYPART_GRANDPAR
(18,30),(30,15),-1.21476 # DEPENDENCYPART_GRANDPAR
(18,30),(30,16),-0.956825 # DEPENDENCYPART_GRANDPAR
(18,30),(30,17),-0.854579 # DEPENDENCYPART_GRANDPAR
(18,30),(30,18),-1.02641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,30),(30,19),0.428461 # DEPENDENCYPART_GRANDPAR
(18,30),(30,20),0.064727 # DEPENDENCYPART_GRANDPAR
(18,30),(30,21),-0.134954 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),-0.104514 # DEPENDENCYPART_GRANDPAR
(18,30),(30,23),-0.332057 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),-0.348269 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),-0.298317 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.124031 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),-0.287427 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.149306 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.601998 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.55226 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.512785 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.846169 # DEPENDENCYPART_GRANDPAR
(18,32),(32,26),-0.56033 # DEPENDENCYPART_GRANDPAR
(18,32),(32,28),-0.13901 # DEPENDENCYPART_GRANDPAR
(18,32),(32,29),-0.638292 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),-0.743367 # DEPENDENCYPART_GRANDPAR
(18,33),(33,32),-0.810576 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.387154 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.532451 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.548545 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.521603 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.477662 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.431904 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.417253 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.424781 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.269234 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.441257 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.711791 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.469042 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.82882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.635664 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.926969 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.126 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.11065 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.08163 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.11503 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.988554 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-1.10337 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-1.05359 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-1.18786 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-1.33551 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.20651 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.13925 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.05217 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.06372 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.09557 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.823673 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.38553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.486829 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.577066 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.620158 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.755944 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.596101 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.605945 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.714436 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.737896 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.702693 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.661927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.747505 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.752084 # DEPENDENCYPART_GRANDPAR
(19,20),(20,33),-0.876516 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.831727 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.38991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.146376 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0404475 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.589883 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.606616 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.525712 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.598426 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-1.57081 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.849735 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.865648 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.702804 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-1.23971 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.425385 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-1.25489 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.847075 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.550316 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.391938 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.678588 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.68884 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.369541 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.393671 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.338104 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.663749 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.945542 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.790385 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.716341 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-1.01186 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.537261 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.592607 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.47399 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0841068 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.268997 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.64886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,16),-0.285039 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.185261 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.4989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.707613 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.612907 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.875455 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.97788 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.814372 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.53234 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.659657 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-0.829879 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-1.04646 # DEPENDENCYPART_GRANDPAR
(20,18),(18,33),-1.2983 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.571419 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.191847 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.46504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.579495 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.791956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,25),-0.2614 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.858594 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.510239 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.79902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.285745 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.249458 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.278926 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.266456 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.155594 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.099076 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.289337 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.326772 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.296127 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.244442 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.0655238 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.352389 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.387209 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.469842 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),-0.255499 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.0200088 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.273292 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.226952 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.15688 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.106465 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.344076 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.340188 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.475363 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.590918 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.939302 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.369269 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.369554 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.00993639 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-1.23705 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-1.5207 # DEPENDENCYPART_GRANDPAR
(20,27),(27,11),-1.28058 # DEPENDENCYPART_GRANDPAR
(20,27),(27,12),-1.81552 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-1.02866 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-0.719373 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.408424 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.929174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),-0.209887 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),-0.0643013 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.388073 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.184434 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.323479 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),0.625219 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),0.125309 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.183089 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.384912 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.263158 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.436759 # DEPENDENCYPART_GRANDPAR
(20,27),(27,33),-1.04181 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),0.16991 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.252846 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.389486 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.340629 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),0.317343 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),0.156625 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.320148 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.0821096 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),-0.301901 # DEPENDENCYPART_GRANDPAR
(20,30),(30,1),-0.896183 # DEPENDENCYPART_GRANDPAR
(20,30),(30,2),-1.23531 # DEPENDENCYPART_GRANDPAR
(20,30),(30,3),-1.01037 # DEPENDENCYPART_GRANDPAR
(20,30),(30,4),-2.00858 # DEPENDENCYPART_GRANDPAR
(20,30),(30,5),-1.22441 # DEPENDENCYPART_GRANDPAR
(20,30),(30,6),-1.53607 # DEPENDENCYPART_GRANDPAR
(20,30),(30,7),-1.18901 # DEPENDENCYPART_GRANDPAR
(20,30),(30,11),-1.28852 # DEPENDENCYPART_GRANDPAR
(20,30),(30,12),-1.83743 # DEPENDENCYPART_GRANDPAR
(20,30),(30,14),-1.1083 # DEPENDENCYPART_GRANDPAR
(20,30),(30,15),-0.980789 # DEPENDENCYPART_GRANDPAR
(20,30),(30,16),-1.0366 # DEPENDENCYPART_GRANDPAR
(20,30),(30,17),-0.667802 # DEPENDENCYPART_GRANDPAR
(20,30),(30,18),-0.725751 # DEPENDENCYPART_GRANDPAR
(20,30),(30,19),-0.413978 # DEPENDENCYPART_GRANDPAR
(20,30),(30,20),-0.98457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,30),(30,21),-0.25246 # DEPENDENCYPART_GRANDPAR
(20,30),(30,22),-0.118099 # DEPENDENCYPART_GRANDPAR
(20,30),(30,23),-0.443061 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),-0.232539 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.393203 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),0.572472 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),-0.198499 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.129257 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.289674 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.273469 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.452078 # DEPENDENCYPART_GRANDPAR
(20,30),(30,33),-1.08541 # DEPENDENCYPART_GRANDPAR
