# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
(2,1),(1,8),-0.476561 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.397774 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.60435 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-1.02117 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.707684 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.801871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.719014 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.701326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0977187 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.190199 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.705337 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.774635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0399798 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.228963 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.21688 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.732721 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.724333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.1695 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.00931485 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0748518 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.101577 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0553449 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0157161 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.00334053 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.167945 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.137644 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.0948574 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.187348 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0650735 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.261335 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.0412979 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.673015 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.716649 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.797134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.117216 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0121642 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0264518 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.15814 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0241329 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0496355 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0794635 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0816273 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.085945 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.165131 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.168333 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),0.0178214 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.332778 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.110847 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.507132 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.565982 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.686736 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.931819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.149975 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0459103 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0200883 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.092635 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.015643 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.158022 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.193781 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0336305 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.161776 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.0715754 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.195666 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.0930284 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.612991 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.013556 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.00321661 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0250017 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.0869465 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.104618 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.0680086 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.279178 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.0195667 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.094027 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.105519 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.588199 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.670529 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0736626 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0340132 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.261881 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0634504 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.11779 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.107115 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.23225 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.0101193 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.274587 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.0251856 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.44918 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.720227 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.054018 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.0269759 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0414864 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.213802 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.051598 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.134488 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.0408192 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.221637 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.0409556 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.147336 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.393599 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.611634 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0516594 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.75563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.556747 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.655301 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.69311 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.790439 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.823005 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.818871 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.82825 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.02645 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0882936 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.7527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.572089 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.637506 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.649382 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.782709 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.856023 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.860209 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.977616 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.825329 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.913631 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.380889 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.331919 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.54529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.150688 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.867296 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.816361 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.595673 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.580928 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.810945 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.62035 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.20335 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.253594 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.5567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.128873 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.819638 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.804388 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.624461 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.618026 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.11327 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.804095 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.835714 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.140285 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.34518 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.640901 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.758739 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.716652 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.22165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.362254 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.338422 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.109224 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0652024 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.682724 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.347093 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.351011 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.756157 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.430143 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.510642 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.948745 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.361858 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.927571 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-1.21588 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.363511 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.112289 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.37284 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.36236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.79508 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.908307 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.729284 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.768765 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.01463 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.15937 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.483562 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.224313 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.345762 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.33855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.747191 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.896498 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.758961 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.806763 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.992729 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.00738 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.82714 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.275628 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.576589 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.23532 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.56982 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.152263 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.897155 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.691069 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.900885 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.712194 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.900761 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.911584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.266315 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.237261 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.255301 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.536286 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.50287 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.380132 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.400191 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.517469 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.57089 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.619735 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.749667 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.591396 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.618019 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.108038 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0537857 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.771826 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.102404 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.15511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.22689 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.169457 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.0715752 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.286221 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.986496 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.268031 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.294182 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.857862 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.112795 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.05422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.185078 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.149988 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.0699073 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.486606 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.254159 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.274157 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.279428 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0552002 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.290394 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.103194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.060018 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.181619 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.149172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.00927471 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.22657 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.651539 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.274272 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),0.251248 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.378925 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.471265 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),0.281199 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.375905 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.746046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.381998 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.304656 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.351545 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.555051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.477604 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0939525 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.352503 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0681314 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.0403044 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.183639 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.121911 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.505064 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),0.0900596 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.563813 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.628333 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.118724 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.564927 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.00619649 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0910239 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.248296 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.13919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.179226 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.00252105 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.208146 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.307872 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.316569 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.772398 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.143166 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.664322 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0161046 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.279326 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.14636 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.129292 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.117005 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.201497 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.257938 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.368471 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.78939 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),0.179365 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0344635 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.295133 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.369914 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.337993 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.192745 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.223931 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.000171741 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.199925 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.358014 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.348978 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.43986 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),0.101049 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.487143 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.02928 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0496068 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.270607 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.129475 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0738254 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.187339 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.266124 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.296221 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.769656 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.345338 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.783478 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.560213 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.524702 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.22033 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.597034 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.130498 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.52013 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.294221 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.008758 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.325068 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.359 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.370151 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.44123 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.736521 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.112724 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.316711 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.259586 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.206723 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.190679 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.207237 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.296635 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.309905 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.661384 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.363738 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.806057 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0649188 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.217181 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.0278974 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.296355 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.303528 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.803062 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.375569 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.219678 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.294376 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.17245 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0653714 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.132693 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.373053 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.910039 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.442001 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.741188 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-1.19705 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.648482 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.679601 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.265811 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.379215 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0618934 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.248888 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0182125 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.837582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.380893 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.0677132 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.403746 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.55374 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.147957 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.203523 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.106857 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.161453 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0284678 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.909109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.224728 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.232661 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.43073 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.480462 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.268832 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.105991 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.178301 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.10226 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.236493 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.202953 # DEPENDENCYPART_GRANDPAR
