# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(1,3),(3,11),-0.421271 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.215721 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.216732 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.614342 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.44959 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.184353 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.458948 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.874206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.0146348 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.324295 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.22898 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.338706 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.15936 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.434079 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.398249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.384795 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.176781 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.587119 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.543053 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.883905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0967685 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.169523 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0842024 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.193712 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.120367 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.00573535 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.378264 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.253255 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.359326 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.195446 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.210677 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.238969 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.531304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.265829 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.398059 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.849549 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.245513 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.185366 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.108918 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.0782206 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.428417 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.343655 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.323867 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.170297 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.289656 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.230442 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.231345 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.114127 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.386984 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.178136 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.506161 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.323867 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.170297 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.289656 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.230442 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.581458 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.231345 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.488459 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.086602 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.69791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.801655 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.959849 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.781953 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.689019 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.773832 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.691227 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.967868 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.19138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.517047 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.305017 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.114092 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.52596 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.452732 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.306051 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.1163 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.59891 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.752663 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.537602 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.314526 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.252838 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.560346 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-1.32414 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.95486 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.20927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.368464 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.467142 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.286898 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.67587 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.319887 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.289106 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.599369 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.575875 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.328362 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.425643 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.94788 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.30071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.217816 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.439885 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.296753 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.65393 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.619962 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.396383 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.298961 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.659815 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.888602 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.649467 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-1.07304 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.404858 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-1.07093 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.435498 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.549264 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-1.2509 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.539653 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.467464 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.53049 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.243904 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.142715 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.423095 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.687326 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.445804 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.889497 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.861434 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.610438 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.466396 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.423095 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.687326 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.445804 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.889497 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.252378 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.861434 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.279253 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.62161 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.126303 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.75366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.163856 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.295915 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.0882833 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.314504 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.141216 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.212628 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.867848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0915818 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.132304 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.116811 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.169743 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-0.637162 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.570167 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.234767 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.408676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.558291 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.214594 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.125458 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.161657 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.161661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0213899 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.259704 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.0664886 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.0754501 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.547654 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.262199 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.213295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.593993 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.185315 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0237434 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.172709 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.172636 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.132382 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0580964 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.148568 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.00356206 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.234137 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.05551 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.112087 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.104729 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.521178 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.402372 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.216382 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.22953 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.080694 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.137013 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.165594 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0584094 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.393023 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0805221 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.490334 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.342311 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.587584 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.178925 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.180386 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.107239 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0526741 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.578057 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.247831 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.595456 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.63268 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.268785 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0069717 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.192306 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.101095 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0828416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.275426 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0565531 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.342537 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0358397 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.224549 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.136016 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.665954 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.476638 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0764657 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0998913 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.202802 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.271919 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0584094 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.393023 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0805221 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.490334 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.091133 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.342311 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.0715175 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),0.0227502 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.663724 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.287169 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.141476 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.175233 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.220351 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0817084 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0997881 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.123328 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.0374573 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.223285 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.540117 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.598396 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.735652 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.104141 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.249901 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.31291 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.298588 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.0453896 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.0211153 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.202317 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.0108464 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0717782 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.0979844 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0410775 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.503511 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),0.141733 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.371158 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.00261399 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.148529 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0368918 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.0747592 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.0597002 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.0767611 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.109149 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),0.292367 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.16056 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.387178 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.399309 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.907653 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),0.0227502 # DEPENDENCYPART_GRANDPAR
(3,22),(22,4),0.579646 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),0.608862 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.196845 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.258107 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.158595 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.0577198 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.0148275 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.406096 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.640539 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.483357 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.127721 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.253012 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.28539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.293439 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.654454 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.823611 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.549451 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.369589 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.200118 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.28874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.350684 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.628185 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.523182 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.07331 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.299542 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0897987 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.264617 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.552213 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.649265 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.863904 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.793389 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.44721 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.843336 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.74294 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.985582 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.986227 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.470109 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.57029 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.0961 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.770932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.619031 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.688055 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.870417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.124011 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.210915 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.357069 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.400791 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.019008 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.384574 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.300261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.491205 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.465388 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.593629 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.516804 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.0419073 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.913526 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.548191 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.90684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.270156 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.374881 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.376873 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0202979 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.27999 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.345803 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.527552 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.55301 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.780904 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.588197 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.85368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.132288 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.258298 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.253069 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.368594 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0672828 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.411985 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.35621 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.504122 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.506878 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.561432 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.562371 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.0901821 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.03851 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.628004 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.412895 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0936971 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.50946 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.502576 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.27999 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.345803 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.408 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.527552 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.56971 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.55301 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.0431972 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-1.07506 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.207066 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.304199 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.20364 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.314855 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.366367 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.540821 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.419252 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.0342669 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.83801 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.981901 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.656303 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.503295 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.362294 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.321362 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.545885 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.397763 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.0135153 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.704394 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.850003 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.92954 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.770905 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.27213 # DEPENDENCYPART_GRANDPAR
