# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(12,14),(14,17),-0.398044 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0175941 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.393565 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.39053 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.322665 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.865504 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.780041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0907955 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0328075 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0661013 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.489695 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0279858 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.564162 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.125111 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.400773 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.280155 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-0.0994568 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0551861 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0691483 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.458718 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0333486 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.57539 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.498923 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.417806 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.276704 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.172961 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.157769 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.491399 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.133073 # DEPENDENCYPART_GRANDPAR
(12,16),(16,29),-0.976041 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.225262 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.33573 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.778858 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.18052 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.12904 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.67837 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.09616 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.17552 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.24358 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.996802 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.816042 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.93788 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.712627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.200923 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0157177 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0618338 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.112668 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0942903 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.337326 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.178008 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.351317 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.0789461 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.307096 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.154402 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.342684 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.538275 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.944186 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.282572 # DEPENDENCYPART_GRANDPAR
(12,18),(18,29),-1.15516 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.385421 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.255877 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.173793 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.228128 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.387399 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.0979082 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.277043 # DEPENDENCYPART_GRANDPAR
(12,19),(19,28),-0.157702 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.114287 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.386601 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.518024 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.235689 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.239586 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.50645 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.16227 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.142391 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.47049 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.117467 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.295649 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-0.299105 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-1.11494 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.153352 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.210865 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0413506 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.226888 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0921064 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0741396 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.114727 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.196211 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.34199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.386781 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.665822 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.608524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0213159 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0457487 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.119542 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0832512 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.210573 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0661792 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.35718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.382266 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.652736 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.642971 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.571093 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.634486 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-1.01406 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.998146 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-0.893209 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.501828 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.660044 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.488335 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.910493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0745989 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.178052 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.03044 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0747 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.175421 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.442862 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.432506 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.186986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.900584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0405947 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.236019 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.148872 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.145832 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.344283 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.53283 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.115965 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.414053 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.4649 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.476006 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.346578 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.661595 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0138679 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.5799 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.574702 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.668969 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.38982 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.530267 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.676841 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.390883 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.387766 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.499207 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.439406 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.23748 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.522221 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.442998 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.839113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.152948 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0650207 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.00422793 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.203301 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.026578 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.32204 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.305267 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.392235 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.12263 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.277773 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.360327 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.121647 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.237654 # DEPENDENCYPART_GRANDPAR
(14,18),(18,29),-0.650983 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.273879 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.440382 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.467312 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.132076 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.805699 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.463932 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.548962 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.4376 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.250038 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.149192 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.661153 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0766661 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.379072 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.40056 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.314051 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.325209 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.297928 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.341845 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.331438 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.479972 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.207183 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.784951 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.692867 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.284342 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.775615 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.596606 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.411537 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.50689 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.00759061 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.127222 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.400881 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.316246 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.152351 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0563725 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.623248 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.14733 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.25115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.259951 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.633294 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.798242 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.03182 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.09857 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-1.21303 # DEPENDENCYPART_GRANDPAR
(15,12),(12,26),-1.22007 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.253038 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.598696 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.907956 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.2751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.201411 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.648754 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.776853 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.02203 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.955244 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-1.23205 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.722905 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.780615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0680133 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.139543 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.194559 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0843726 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0908422 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.27055 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.557811 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.564017 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.544552 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.500335 # DEPENDENCYPART_GRANDPAR
(15,16),(16,29),-1.45495 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.668729 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.04303 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.922731 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.878147 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.911967 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.22717 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.33068 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.05057 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.16487 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.07678 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.759464 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.926318 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.19444 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.30862 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.57441 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.551723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.815659 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.147398 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.00689643 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0860113 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.130604 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.0161737 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.307688 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.352513 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.514204 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.504318 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.522681 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.531329 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-1.56178 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.111515 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.288503 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.141653 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.315635 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.690019 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.796056 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.695861 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.683158 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0930715 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.187645 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.274441 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.287019 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.632274 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.111341 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.482811 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.136825 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.243072 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.440538 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.583525 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.627769 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.559577 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.521147 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.708047 # DEPENDENCYPART_GRANDPAR
(15,28),(28,1),-1.06049 # DEPENDENCYPART_GRANDPAR
(15,28),(28,2),-0.927887 # DEPENDENCYPART_GRANDPAR
(15,28),(28,3),-0.889969 # DEPENDENCYPART_GRANDPAR
(15,28),(28,4),-0.922411 # DEPENDENCYPART_GRANDPAR
(15,28),(28,5),-1.23242 # DEPENDENCYPART_GRANDPAR
(15,28),(28,11),-0.938284 # DEPENDENCYPART_GRANDPAR
(15,28),(28,13),-1.32437 # DEPENDENCYPART_GRANDPAR
(15,28),(28,14),-0.584244 # DEPENDENCYPART_GRANDPAR
(15,28),(28,15),-0.560202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,28),(28,17),0.146685 # DEPENDENCYPART_GRANDPAR
(15,28),(28,18),-0.0679126 # DEPENDENCYPART_GRANDPAR
(15,28),(28,19),-0.36163 # DEPENDENCYPART_GRANDPAR
(15,28),(28,20),-0.133677 # DEPENDENCYPART_GRANDPAR
(15,28),(28,21),-0.0365999 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),-0.54768 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),-0.455131 # DEPENDENCYPART_GRANDPAR
(15,28),(28,24),-0.502756 # DEPENDENCYPART_GRANDPAR
(15,28),(28,25),-0.422457 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),-0.655954 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.667614 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),-1.43337 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.634324 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.538505 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.508612 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.412491 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.38942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0903547 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.682811 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.702116 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.705273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.931153 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.882997 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.612087 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.58541 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.543092 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.45464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.0921209 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.740597 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.694094 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.692306 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.969218 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.949854 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.640135 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.878996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,1),-1.56859 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.994398 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.39482 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.46479 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-2.17693 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.35082 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.59072 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.82983 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.31042 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.31569 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.33572 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.2217 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.16757 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.06011 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.13988 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.766402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.709486 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.018218 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.07081 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.22857 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.0166629 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.170659 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.0891935 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.407236 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.440981 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.510082 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.204377 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.882996 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.418356 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.148678 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0510469 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.132519 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.250962 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.0326996 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.341595 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.0795065 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.563448 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0023469 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.355285 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0740948 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.768022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.417175 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.198916 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.12849 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.143977 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.370013 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0970617 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.206943 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.373197 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.0392715 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.185735 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.119901 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.00804622 # DEPENDENCYPART_GRANDPAR
