# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(2,11),(11,25),-1.89923 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.495063 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.45776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.715165 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.940956 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.906401 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.0599 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.14822 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.708943 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.336434 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.723179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.110705 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.141034 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.313133 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0872221 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.329606 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.187154 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.390312 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.241629 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.33093 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.466102 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.433006 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-1.56729 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.402539 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.718551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0619865 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.142845 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.281856 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.087271 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.275871 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.245558 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.297579 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.120378 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.243633 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.209 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.277194 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.358516 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.687639 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.414197 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.514262 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-1.51241 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.944883 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.549119 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.633014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.230269 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.016136 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.202725 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.203348 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.325597 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.43976 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.383454 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.283849 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.25393 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.204672 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.639467 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.67416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.509269 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.551912 # DEPENDENCYPART_GRANDPAR
(3,8),(8,25),-1.48701 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.409806 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.631213 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0660857 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.08778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.386419 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.649391 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.733001 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.201996 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.803691 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.329352 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.09515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.393112 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.656738 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.739454 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.0788939 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.334238 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.699383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.225387 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0102453 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.271434 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.18296 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.482765 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0134296 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.361258 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.0885665 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.27689 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.17086 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.525608 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.379218 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.212724 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),0.104397 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-1.03447 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.638381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.372625 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.249256 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.15056 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0741157 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.156058 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.16266 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.600702 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.121771 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.250738 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.177118 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0469574 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.233973 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.135879 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.259576 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.659434 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.115902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.180567 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0948877 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.167905 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0722178 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.343254 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.57442 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.272256 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.098228 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.180005 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.0384152 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.440525 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.652931 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.254693 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-1.18439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0808082 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0946931 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.178746 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.140618 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.00648356 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.271077 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.587698 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.563476 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.366047 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.181018 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.196678 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.141105 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.389659 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.551681 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.351623 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.560916 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-1.20444 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.135114 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.013621 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0738245 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.588303 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.402788 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.134391 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.000490569 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.0936321 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.289254 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.226193 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.152355 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-1.28426 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.16351 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.149057 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.060682 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.236513 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.000575373 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0177502 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.56451 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.498207 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0923304 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.169926 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.0938643 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.384941 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.663476 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.280925 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.556198 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-1.17101 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.0332498 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0577375 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.0749539 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.129011 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.987555 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.725371 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.188705 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.300268 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.537304 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.391163 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-1.19996 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.0572714 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.161237 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.542424 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-1.37433 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.361138 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.723697 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.567043 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.42084 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0316358 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.14914 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.129987 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.18015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.58553 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.771594 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.291889 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.239275 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0322353 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.105251 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.18056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,8),-0.586582 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.771758 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.229056 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.203437 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.27441 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.15653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0573703 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.161022 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.433057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.603013 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.57241 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.40974 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.681736 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.632144 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.161441 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.419763 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-1.08227 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.67771 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.388103 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.00717163 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0542881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.00369122 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.120552 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0834184 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.675083 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.47627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0359771 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.169381 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.037098 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0247841 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.821646 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.755001 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.793127 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.641975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.723454 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.430305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.207784 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.00871135 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.125267 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.304329 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.256333 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.191683 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.236915 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.113346 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.470929 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),0.013786 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.466959 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.488347 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0947678 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.610717 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.419221 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0166569 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.158238 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.143201 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.514278 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.295096 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.240403 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.16536 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.200679 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.139665 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.386874 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.0918544 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.457759 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.506561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.569755 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0111188 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.343473 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0977923 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.520748 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.124238 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0433633 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0168212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0798633 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.382942 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.182799 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.301923 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.585508 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.355365 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.328556 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.207591 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.176332 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0946002 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.436906 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.35157 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.202006 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.190134 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.395001 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.477282 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.786347 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.461493 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0231053 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.149333 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0821093 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.147564 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.422004 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.332904 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.286158 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.194227 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.192915 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.386351 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.032797 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.462551 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.506039 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.443705 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),0.163141 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.303767 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.327008 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.0481048 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.890562 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),0.0281055 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.33027 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.167793 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.461861 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),0.0813466 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.463192 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.81678 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-1.04869 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.0343462 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.534084 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.14953 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.0221619 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.204854 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.497936 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-1.06622 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.398489 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.551354 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.434169 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),0.00977522 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.128095 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.432266 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.199375 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),0.357433 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.287418 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.795307 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),0.199722 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.483209 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.597961 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.103041 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.484419 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.282075 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.281645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.228711 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.196829 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.278841 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.66014 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.914466 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.06434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.327741 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.00417699 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0469987 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.00985574 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.10863 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.0079 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.981272 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.730304 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.941088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.125794 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0289754 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0329796 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.150997 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.195161 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.220685 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.219312 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.077199 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.683011 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.55124 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.389821 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.356572 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-1.20328 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.070254 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.01632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.136975 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.309546 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0919987 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.136281 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.312093 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.176132 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.252165 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.240417 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0764265 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.618784 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.454036 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.342464 # DEPENDENCYPART_GRANDPAR
