# _root_ Paris , which has been the center of speculation fever in recent weeks , also was hard hit .
#goldHeads=16,1,4,1,4,7,5,7,10,8,5,13,11,1,16,0,18,16,16,
#predictedHeads=16,1,4,1,4,7,5,7,10,8,7,13,11,1,16,0,18,16,16,
(0,16),(16,8),-0.68566 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.837675 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.424822 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.379478 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.784649 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.89789 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0549433 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.802275 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.315714 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0931237 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.91974 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.951743 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0792373 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.971677 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.147068 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.0252283 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.134447 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.744787 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.660845 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.243069 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.591226 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.87268 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.414871 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.108159 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.790859 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.382349 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.482493 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),1.59297 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.793452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.0678465 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.785542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.384967 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.017375 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0218376 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.662794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.384283 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.31331 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.167927 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.123726 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.364107 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.137955 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.176704 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.171964 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0508817 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.0652966 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.183633 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.215936 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.075203 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.560802 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.770091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.4317 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.534913 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0439013 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.531135 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0011447 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.322011 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.206665 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.0168249 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.0958799 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.545483 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.326048 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.113067 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.0700759 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.269555 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.173786 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.0291635 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.484811 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.589982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.425671 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.185577 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.136513 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0579897 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.00788815 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.103099 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.134 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.126315 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.584372 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.192907 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.121315 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.103287 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.0810917 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.203255 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.0628714 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.340638 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.849846 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.239564 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.00459053 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.342578 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.431898 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.58771 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.103441 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.168168 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.620748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.403582 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.111567 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.103775 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.371984 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.260315 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.139281 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.213986 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.60313 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.222992 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.156503 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.142198 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.109174 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.242167 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.0853863 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.3735 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.386315 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.26685 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.665191 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.324554 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.103837 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.230748 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.496545 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.34618 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.654491 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.776625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,3),0.411948 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.112645 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.110564 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.119318 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.549942 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.000417923 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.112021 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.175858 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.21655 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.140181 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.403741 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.109562 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.188104 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.202716 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.258959 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.229002 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.791204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),-0.468338 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),0.890974 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.0452011 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),0.0478722 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),0.138667 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.316087 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.0802513 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),0.143139 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.0954318 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.647265 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.465018 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.264336 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.11819 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.114915 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),0.0526873 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.542255 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.0727274 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.194018 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.788715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),-0.451142 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),0.510755 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.0169894 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.0526167 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.146535 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.321942 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.0656203 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),0.160894 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.1641 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.690886 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.16963 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.24714 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.0831778 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.225551 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.206993 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.549984 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.240806 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.88392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.594008 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.528137 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.72507 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.904532 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.927154 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.971472 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.947358 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.949027 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.07007 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.01169 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.904472 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.836309 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.945336 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.02614 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.998197 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.646031 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.43476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.207556 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.114857 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.368994 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.609074 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.410259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.501318 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.483342 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.445458 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.382921 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.361925 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.45324 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.451661 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.600973 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0620637 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.73933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.520122 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.659195 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.928376 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.639147 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.07106 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.09671 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.718585 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.93895 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-1.15885 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.98962 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.866602 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.00507 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.02595 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-1.07167 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.347171 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.51118 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.720354 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.558134 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.9254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.027813 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.362163 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.242364 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.52894 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.21328 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.325693 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.569182 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.452142 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.374563 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.496967 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.429637 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.657516 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.732458 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.63027 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.26258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.00856491 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.425782 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.47382 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.251202 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.606379 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.639115 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.22243 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.39176 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.497438 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.607848 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.545921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.460921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.537518 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.447373 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.633776 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.154908 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.297054 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.3682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.677696 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.525428 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.558627 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.868212 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.721938 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.324029 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.799387 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.993494 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.795815 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.528175 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.9498 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.764875 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-1.22555 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.344715 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.28407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.315153 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.535541 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.27577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.584397 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.637144 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.837244 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.229735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.877526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0688168 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.419324 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.133749 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0983454 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.223705 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.315846 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.106286 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.12843 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.16136 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.10175 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.306654 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.272505 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.377153 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.696063 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.830536 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.391296 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.496036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.113832 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.00853436 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0132425 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.237754 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0839855 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.115052 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.534222 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.337374 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.229482 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.444551 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.0255411 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.620114 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.191247 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.921766 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.445099 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.344633 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.196059 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.182161 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.439327 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.13594 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.865589 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.426354 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),-0.120525 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0199512 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.324284 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0573368 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0441272 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.154838 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.503788 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.32355 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.236534 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.439527 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0112148 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.61509 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.169853 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.910718 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.11253 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.136944 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.496377 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.262611 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.142677 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.265366 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.153886 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.450062 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-1.02962 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.876606 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.514186 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.142344 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.215673 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0688735 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.38143 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.23722 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.317855 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.108219 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.49022 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.127659 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.916976 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.092282 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.337334 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.212667 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.103088 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.633188 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.6397 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.823442 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.268142 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.859745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.262568 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.0795707 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.282319 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.274307 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.134006 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.181914 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.662446 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.674011 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.294727 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.477771 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.40699 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.0366842 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.985376 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.278028 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.358695 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.581947 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.781344 # DEPENDENCYPART_GRANDPAR
