# _root_ I si a això hi sumem l' esgotament a què està arribant CiU , al costat dels conflictes interns que viu la formació , jo crec que de tot això n' ha de treure un benefici electoral ERC .
#goldHeads=26,6,6,3,6,26,8,6,12,9,12,8,12,15,6,15,16,17,18,21,18,23,21,6,26,0,34,34,30,28,34,34,34,26,36,34,36,34,26,
#predictedHeads=6,6,6,3,6,26,8,6,12,9,12,8,12,15,12,15,16,17,18,21,16,23,21,34,26,0,34,34,30,28,34,34,34,26,36,34,36,36,26,
(16,23),(23,17),0.168105 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.295589 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.60583 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.072769 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.78717 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.150116 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-1.32848 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.159652 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-1.05621 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),-1.11181 # DEPENDENCYPART_GRANDPAR
(16,23),(23,31),-0.617414 # DEPENDENCYPART_GRANDPAR
(16,23),(23,32),-0.221356 # DEPENDENCYPART_GRANDPAR
(16,23),(23,33),-0.150566 # DEPENDENCYPART_GRANDPAR
(16,23),(23,34),-0.0762519 # DEPENDENCYPART_GRANDPAR
(16,23),(23,38),-0.275003 # DEPENDENCYPART_GRANDPAR
(16,23),(23,39),-1.16805 # DEPENDENCYPART_GRANDPAR
(16,26),(26,1),-1.36591 # DEPENDENCYPART_GRANDPAR
(16,26),(26,2),-1.34244 # DEPENDENCYPART_GRANDPAR
(16,26),(26,3),-2.28036 # DEPENDENCYPART_GRANDPAR
(16,26),(26,4),-1.20363 # DEPENDENCYPART_GRANDPAR
(16,26),(26,6),-1.79467 # DEPENDENCYPART_GRANDPAR
(16,26),(26,8),-1.36327 # DEPENDENCYPART_GRANDPAR
(16,26),(26,9),-2.00987 # DEPENDENCYPART_GRANDPAR
(16,26),(26,10),-0.864612 # DEPENDENCYPART_GRANDPAR
(16,26),(26,11),-1.75568 # DEPENDENCYPART_GRANDPAR
(16,26),(26,12),-1.40893 # DEPENDENCYPART_GRANDPAR
(16,26),(26,13),-1.47704 # DEPENDENCYPART_GRANDPAR
(16,26),(26,14),-1.21981 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-1.06629 # DEPENDENCYPART_GRANDPAR
(16,26),(26,16),-0.562828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,26),(26,17),0.22761 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.104826 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),-0.0324069 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),1.40723 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.198178 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.817168 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.0966488 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.163396 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.545503 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-1.04578 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.116804 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.878702 # DEPENDENCYPART_GRANDPAR
(16,26),(26,31),-0.388545 # DEPENDENCYPART_GRANDPAR
(16,26),(26,32),-0.0473295 # DEPENDENCYPART_GRANDPAR
(16,26),(26,33),-0.107718 # DEPENDENCYPART_GRANDPAR
(16,26),(26,34),0.135972 # DEPENDENCYPART_GRANDPAR
(16,26),(26,36),0.0934874 # DEPENDENCYPART_GRANDPAR
(16,26),(26,38),-0.138822 # DEPENDENCYPART_GRANDPAR
(16,26),(26,39),-1.16363 # DEPENDENCYPART_GRANDPAR
(16,32),(32,14),-1.22134 # DEPENDENCYPART_GRANDPAR
(16,32),(32,20),1.31347 # DEPENDENCYPART_GRANDPAR
(16,32),(32,24),0.262952 # DEPENDENCYPART_GRANDPAR
(16,32),(32,27),-0.0623387 # DEPENDENCYPART_GRANDPAR
(16,32),(32,28),-0.0852198 # DEPENDENCYPART_GRANDPAR
(16,32),(32,31),-0.400028 # DEPENDENCYPART_GRANDPAR
(16,32),(32,33),-0.156285 # DEPENDENCYPART_GRANDPAR
(16,32),(32,36),0.115976 # DEPENDENCYPART_GRANDPAR
(16,32),(32,39),-1.22818 # DEPENDENCYPART_GRANDPAR
(16,34),(34,1),-1.36591 # DEPENDENCYPART_GRANDPAR
(16,34),(34,2),-1.34244 # DEPENDENCYPART_GRANDPAR
(16,34),(34,3),-2.28036 # DEPENDENCYPART_GRANDPAR
(16,34),(34,4),-1.20363 # DEPENDENCYPART_GRANDPAR
(16,34),(34,6),-1.79433 # DEPENDENCYPART_GRANDPAR
(16,34),(34,8),-1.36327 # DEPENDENCYPART_GRANDPAR
(16,34),(34,9),-2.00987 # DEPENDENCYPART_GRANDPAR
(16,34),(34,11),-1.75534 # DEPENDENCYPART_GRANDPAR
(16,34),(34,12),-1.4086 # DEPENDENCYPART_GRANDPAR
(16,34),(34,14),-1.21981 # DEPENDENCYPART_GRANDPAR
(16,34),(34,15),-1.06629 # DEPENDENCYPART_GRANDPAR
(16,34),(34,19),-0.0271129 # DEPENDENCYPART_GRANDPAR
(16,34),(34,20),1.40424 # DEPENDENCYPART_GRANDPAR
(16,34),(34,22),-0.812482 # DEPENDENCYPART_GRANDPAR
(16,34),(34,23),-0.0817616 # DEPENDENCYPART_GRANDPAR
(16,34),(34,24),0.193897 # DEPENDENCYPART_GRANDPAR
(16,34),(34,25),-0.558613 # DEPENDENCYPART_GRANDPAR
(16,34),(34,26),0.0758835 # DEPENDENCYPART_GRANDPAR
(16,34),(34,27),0.0212726 # DEPENDENCYPART_GRANDPAR
(16,34),(34,28),-0.090806 # DEPENDENCYPART_GRANDPAR
(16,34),(34,30),-0.945367 # DEPENDENCYPART_GRANDPAR
(16,34),(34,31),-0.409121 # DEPENDENCYPART_GRANDPAR
(16,34),(34,32),0.282708 # DEPENDENCYPART_GRANDPAR
(16,34),(34,33),-0.0817198 # DEPENDENCYPART_GRANDPAR
(16,34),(34,36),0.119676 # DEPENDENCYPART_GRANDPAR
(16,34),(34,37),-0.272962 # DEPENDENCYPART_GRANDPAR
(16,34),(34,38),-0.112632 # DEPENDENCYPART_GRANDPAR
(16,34),(34,39),-1.19991 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.566118 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.157455 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.21947 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-1.03865 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.208681 # DEPENDENCYPART_GRANDPAR
(17,18),(18,30),-1.15058 # DEPENDENCYPART_GRANDPAR
(17,18),(18,32),-0.264791 # DEPENDENCYPART_GRANDPAR
(17,18),(18,34),-0.36241 # DEPENDENCYPART_GRANDPAR
(17,18),(18,38),-0.50212 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.00907312 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.299812 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-1.01284 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-1.24391 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.627491 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-1.03022 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-1.19319 # DEPENDENCYPART_GRANDPAR
(17,28),(28,32),-0.321043 # DEPENDENCYPART_GRANDPAR
(17,28),(28,33),-1.4113 # DEPENDENCYPART_GRANDPAR
(17,28),(28,34),-0.454388 # DEPENDENCYPART_GRANDPAR
(17,28),(28,36),-0.152 # DEPENDENCYPART_GRANDPAR
(17,28),(28,38),-0.300584 # DEPENDENCYPART_GRANDPAR
(17,33),(33,29),-0.748025 # DEPENDENCYPART_GRANDPAR
(17,33),(33,34),-0.454388 # DEPENDENCYPART_GRANDPAR
(17,33),(33,36),-0.152 # DEPENDENCYPART_GRANDPAR
(17,33),(33,38),-0.300584 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.194679 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0386196 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.419489 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.04588 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.984873 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-1.57127 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-1.49231 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.640998 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-1.35749 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.663384 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-1.3574 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.11898 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.16768 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.451596 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.0749596 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.550456 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.839655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.208596 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),1.5362 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.152979 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.160369 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.326519 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.138366 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-1.00134 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.857803 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.438309 # DEPENDENCYPART_GRANDPAR
(18,21),(21,33),-0.15516 # DEPENDENCYPART_GRANDPAR
(18,21),(21,34),-0.0779673 # DEPENDENCYPART_GRANDPAR
(18,21),(21,36),0.0352071 # DEPENDENCYPART_GRANDPAR
(18,21),(21,38),-0.306911 # DEPENDENCYPART_GRANDPAR
(18,21),(21,39),-1.14464 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-0.957186 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.297466 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.461358 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.442082 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.160111 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.536308 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.313952 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-1.29399 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.0542866 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.834944 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-1.08009 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),-0.450347 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.580439 # DEPENDENCYPART_GRANDPAR
(18,23),(23,33),-0.167662 # DEPENDENCYPART_GRANDPAR
(18,23),(23,34),-0.259812 # DEPENDENCYPART_GRANDPAR
(18,23),(23,38),-0.460946 # DEPENDENCYPART_GRANDPAR
(18,23),(23,39),-1.10009 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.233669 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.0859643 # DEPENDENCYPART_GRANDPAR
(18,25),(25,34),-0.258539 # DEPENDENCYPART_GRANDPAR
(18,26),(26,1),-1.04588 # DEPENDENCYPART_GRANDPAR
(18,26),(26,2),-0.984873 # DEPENDENCYPART_GRANDPAR
(18,26),(26,3),-1.57127 # DEPENDENCYPART_GRANDPAR
(18,26),(26,4),-0.789965 # DEPENDENCYPART_GRANDPAR
(18,26),(26,6),-1.49265 # DEPENDENCYPART_GRANDPAR
(18,26),(26,8),-0.640998 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-1.35749 # DEPENDENCYPART_GRANDPAR
(18,26),(26,10),-0.663384 # DEPENDENCYPART_GRANDPAR
(18,26),(26,11),-1.35775 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-1.0798 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-1.11898 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-1.16768 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.451596 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.0749596 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.550456 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.848226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),0.196281 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),1.5253 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.00132322 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.699777 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.00197997 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),0.218704 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.349048 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-1.03244 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.0486486 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.868407 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.242912 # DEPENDENCYPART_GRANDPAR
(18,26),(26,32),-0.43055 # DEPENDENCYPART_GRANDPAR
(18,26),(26,33),-0.162024 # DEPENDENCYPART_GRANDPAR
(18,26),(26,34),-0.0717259 # DEPENDENCYPART_GRANDPAR
(18,26),(26,36),-0.00364953 # DEPENDENCYPART_GRANDPAR
(18,26),(26,38),-0.345768 # DEPENDENCYPART_GRANDPAR
(18,26),(26,39),-1.12052 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.064324 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.524187 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.53512 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.189955 # DEPENDENCYPART_GRANDPAR
(18,30),(30,34),-0.26946 # DEPENDENCYPART_GRANDPAR
(18,30),(30,36),-0.127669 # DEPENDENCYPART_GRANDPAR
(18,32),(32,14),-1.16921 # DEPENDENCYPART_GRANDPAR
(18,32),(32,20),1.43153 # DEPENDENCYPART_GRANDPAR
(18,32),(32,24),0.318258 # DEPENDENCYPART_GRANDPAR
(18,32),(32,27),-0.0597112 # DEPENDENCYPART_GRANDPAR
(18,32),(32,28),-0.0186797 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),-0.287372 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.210591 # DEPENDENCYPART_GRANDPAR
(18,32),(32,36),0.0188388 # DEPENDENCYPART_GRANDPAR
(18,32),(32,39),-1.18507 # DEPENDENCYPART_GRANDPAR
(18,34),(34,1),-1.04588 # DEPENDENCYPART_GRANDPAR
(18,34),(34,2),-0.984873 # DEPENDENCYPART_GRANDPAR
(18,34),(34,3),-1.57127 # DEPENDENCYPART_GRANDPAR
(18,34),(34,4),-0.789965 # DEPENDENCYPART_GRANDPAR
(18,34),(34,6),-1.49231 # DEPENDENCYPART_GRANDPAR
(18,34),(34,8),-0.640998 # DEPENDENCYPART_GRANDPAR
(18,34),(34,9),-1.35749 # DEPENDENCYPART_GRANDPAR
(18,34),(34,11),-1.35741 # DEPENDENCYPART_GRANDPAR
(18,34),(34,12),-1.07946 # DEPENDENCYPART_GRANDPAR
(18,34),(34,14),-1.16768 # DEPENDENCYPART_GRANDPAR
(18,34),(34,15),-0.451596 # DEPENDENCYPART_GRANDPAR
(18,34),(34,19),0.201575 # DEPENDENCYPART_GRANDPAR
(18,34),(34,20),1.52231 # DEPENDENCYPART_GRANDPAR
(18,34),(34,22),-0.69509 # DEPENDENCYPART_GRANDPAR
(18,34),(34,23),0.0168672 # DEPENDENCYPART_GRANDPAR
(18,34),(34,24),0.249205 # DEPENDENCYPART_GRANDPAR
(18,34),(34,25),-0.362158 # DEPENDENCYPART_GRANDPAR
(18,34),(34,26),-0.12506 # DEPENDENCYPART_GRANDPAR
(18,34),(34,27),0.0239017 # DEPENDENCYPART_GRANDPAR
(18,34),(34,28),-0.0242642 # DEPENDENCYPART_GRANDPAR
(18,34),(34,30),-0.965676 # DEPENDENCYPART_GRANDPAR
(18,34),(34,31),-0.296461 # DEPENDENCYPART_GRANDPAR
(18,34),(34,32),-0.119793 # DEPENDENCYPART_GRANDPAR
(18,34),(34,33),-0.13764 # DEPENDENCYPART_GRANDPAR
(18,34),(34,36),0.0225395 # DEPENDENCYPART_GRANDPAR
(18,34),(34,37),-0.272023 # DEPENDENCYPART_GRANDPAR
(18,34),(34,38),-0.319579 # DEPENDENCYPART_GRANDPAR
(18,34),(34,39),-1.1568 # DEPENDENCYPART_GRANDPAR
(18,38),(38,36),-0.128947 # DEPENDENCYPART_GRANDPAR
(18,38),(38,37),-0.398367 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.999365 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.977458 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.07527 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.51021 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.996525 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.09908 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.197151 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.31745 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.29114 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.961122 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.958964 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.707971 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.19292 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.868226 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.02115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.03507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.132627 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.549469 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.684746 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.405497 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.345658 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.632012 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.846552 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-0.77809 # DEPENDENCYPART_GRANDPAR
(19,21),(21,34),-0.532623 # DEPENDENCYPART_GRANDPAR
(19,21),(21,36),-0.676687 # DEPENDENCYPART_GRANDPAR
(19,21),(21,38),-0.59466 # DEPENDENCYPART_GRANDPAR
(19,21),(21,39),-1.20794 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.997324 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.06274 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.426984 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.36095 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.620742 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.82326 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.422614 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.559893 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.522954 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.612882 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.786602 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-1.05812 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.837444 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),-0.767891 # DEPENDENCYPART_GRANDPAR
(19,23),(23,34),-0.551796 # DEPENDENCYPART_GRANDPAR
(19,23),(23,38),-0.699514 # DEPENDENCYPART_GRANDPAR
(19,23),(23,39),-1.23869 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.523524 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.488048 # DEPENDENCYPART_GRANDPAR
(19,25),(25,34),-0.553466 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.461216 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.668689 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.801091 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.942045 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.802149 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.686728 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),0.169578 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.317303 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.179057 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.637257 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.797563 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.438338 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.717145 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),0.680095 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.641839 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.901873 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.698332 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.814213 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.663952 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.769503 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.490628 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.875367 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.546475 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.737828 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),-0.823264 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.660838 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),-0.659076 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),-0.613815 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-2.00306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,23),-0.795933 # DEPENDENCYPART_GRANDPAR
(21,6),(6,24),-1.68513 # DEPENDENCYPART_GRANDPAR
(21,6),(6,26),-1.13528 # DEPENDENCYPART_GRANDPAR
(21,6),(6,30),-1.16937 # DEPENDENCYPART_GRANDPAR
(21,6),(6,32),-1.45989 # DEPENDENCYPART_GRANDPAR
(21,6),(6,34),-1.17132 # DEPENDENCYPART_GRANDPAR
(21,6),(6,36),-1.29821 # DEPENDENCYPART_GRANDPAR
(21,6),(6,38),-1.32554 # DEPENDENCYPART_GRANDPAR
(21,6),(6,39),-2.07152 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.644942 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),0.0939193 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.776954 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.792859 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.699795 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.125155 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.4744 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.569303 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.231898 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.662852 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.539266 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.362833 # DEPENDENCYPART_GRANDPAR
(21,8),(8,19),-0.442083 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-1.61624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,26),-0.7471 # DEPENDENCYPART_GRANDPAR
(21,8),(8,39),-1.84348 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.371868 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.556164 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),0.643603 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.782978 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.438338 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.919744 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.748109 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.658082 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.627834 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.30063 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.606024 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.723979 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),0.658745 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.749315 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.985104 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.786391 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.92598 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.913132 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.712065 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.458262 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.532818 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.856269 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.57742 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.749039 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.803964 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.671247 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-2.00363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,23),-0.796209 # DEPENDENCYPART_GRANDPAR
(21,11),(11,24),-1.68555 # DEPENDENCYPART_GRANDPAR
(21,11),(11,30),-1.16964 # DEPENDENCYPART_GRANDPAR
(21,11),(11,39),-2.07197 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.903398 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.902731 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.533679 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.554313 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.357246 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.380719 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.454569 # DEPENDENCYPART_GRANDPAR
