# _root_ El conseller , contràriament , va defensar que l' ànim del govern català sempre ha estat " el d' ajudar el Barça " .
#goldHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
#predictedHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
(20,7),(20,15),-0.271275 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0179365 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.00321328 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0626942 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.177291 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0381886 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0143418 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.0100566 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.186113 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0437749 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.226735 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0417486 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.181598 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.379228 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.303264 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0753436 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.102845 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.123241 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0770346 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0166425 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.503964 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.149561 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.733823 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.18907 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0201958 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.134715 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.050232 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0174074 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.174187 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.013582 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0184117 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0018857 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0373196 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.105312 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.121687 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0808402 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0202086 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.153769 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0131371 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.17521 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.08932 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.138578 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0263388 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.041844 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.194166 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0393661 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.12523 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.040733 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0226156 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.17879 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0157342 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0213685 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0213038 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0363956 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0383881 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0841319 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.00800044 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0304323 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.195133 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0277338 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0371579 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.00490526 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0145432 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.195734 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0476579 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.00755058 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0189014 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.059707 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.00960124 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0137718 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.00597787 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.147503 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00392866 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0551008 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.423647 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.077499 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0964489 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.27892 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0085915 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.06978 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.132921 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0712224 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.00748183 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0229178 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.11279 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0875746 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0095922 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.750313 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0421211 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0983585 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00203227 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.108957 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.100258 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00512402 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0445737 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0342151 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0373839 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.000965396 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.00648268 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.238904 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0128336 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.871224 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0100709 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0477365 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0902897 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.014988 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0131934 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0100709 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0477365 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0366195 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.403539 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0741087 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.524297 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.195822 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),1.08819 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.26703 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.729664 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.204552 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.351826 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.512504 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.057679 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.0761148 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),2.43268 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),1.06864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.414109 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.206398 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.68404 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.212788 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.173294 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.30656 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.361232 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.21973 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.114798 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),1.07418 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.479607 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.216674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.749538 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),1.88652 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.395359 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0479354 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.362831 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.416721 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.374326 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.00734208 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.214192 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0219261 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.292244 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.0288661 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.262807 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.231022 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.216698 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),2.42397 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),1.06521 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.36496 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.833504 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.182624 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.589273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.200787 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0834411 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.00829702 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.321148 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.189322 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),2.41785 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),1.13276 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.347039 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.290223 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.61697 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),1.8893 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.331533 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.725738 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.548708 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.113804 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.696163 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.436797 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.614476 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.252616 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.534412 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.263 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0688277 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.338239 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.257379 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.187454 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),2.46936 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),1.10218 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.457907 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.245887 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),1.92216 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.358525 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.808366 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.145764 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.7469 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.46945 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.653116 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.307457 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.584101 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.138938 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.622392 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.558017 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.193221 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.225662 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.178959 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),2.45271 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.28965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.541206 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.465348 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.565381 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.531632 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.375493 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.840455 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.40779 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.643191 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.945346 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.639744 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-1.15814 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.724634 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.55148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,2),-0.8002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,2),-0.80053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.439077 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.222004 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.427202 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.186433 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.895259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.363951 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.296821 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.417324 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.812309 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.526824 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.65643 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.435439 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.766764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.513237 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0908316 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.523943 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0623903 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.198422 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.313755 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.664004 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-1.78067 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.962318 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.733856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.434852 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0568376 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.445558 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0181987 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.755674 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.213122 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.494094 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.171634 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.100633 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.234344 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.72849 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.257293 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.71021 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.58593 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.458073 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.383223 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.691608 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-1.77551 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.413312 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.493815 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.225291 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.706232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.745068 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.125388 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.755774 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0144413 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.482225 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.209085 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.484536 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.305636 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.153319 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.31742 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.901397 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.455246 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.55534 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.55615 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.677118 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.490805 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.536739 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-1.68614 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0190688 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.402039 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.406504 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.235327 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.0159788 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.174425 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.200553 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.813709 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.351446 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.57048 # DEPENDENCYPART_GRANDPAR
(2,13),(13,3),0.525145 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.535851 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.246865 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.269274 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.439812 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.246354 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.837644 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.42212 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.636603 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.597911 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.658983 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.0522759 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.459028 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.488663 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.540528 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-1.68987 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.822164 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.07634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.720023 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.20316 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.938491 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.0617 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.3071 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.27632 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.927623 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.28864 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.22544 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.28335 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-1.19421 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.361235 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.115981 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.39809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.712329 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.664174 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.679432 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.764082 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.0394 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.993398 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.07467 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.00979 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.34315 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.31974 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.297976 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.952593 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.01452 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.01691 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.726373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.189476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.00569693 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.264145 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.323672 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.328632 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.624508 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.15718 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.01403 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.01691 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.726344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.118531 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.14245 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.064503 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.255445 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.39862 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.362029 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.325998 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0743546 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.359105 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.241352 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.327568 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.14566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.281546 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.55988 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.327587 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.591785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.439964 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.391438 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.43138 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.11138 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.268638 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.194513 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.138059 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0872907 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.196371 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.112863 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.101921 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.0399552 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.0259347 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.358225 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.38909 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.315922 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.312701 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.101505 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-1.01498 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-1.01998 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.733322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.171374 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),0.0963906 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.0509728 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.742427 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.310517 # DEPENDENCYPART_GRANDPAR
