# _root_ Mentrestant , a l' interior del que ha de ser el pou d' extracció més modern amb què compta Iberpotash , tot està a punt per a rebre la maquinària de tecnologia alemanya .
#goldHeads=23,3,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,3,23,0,23,24,23,26,27,30,28,30,31,32,23,
#predictedHeads=23,1,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,0,19,23,23,0,23,24,23,26,27,30,28,30,31,32,23,
(16,6),(6,9),-0.304779 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.200266 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.17138 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.57763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,34),-1.70629 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.252322 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.188829 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.115574 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.148563 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.105325 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.347547 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.531092 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.351794 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0525967 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.317403 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0902074 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.352427 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.487013 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.58544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.441754 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.747583 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-1.05572 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-1.04271 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-1.14394 # DEPENDENCYPART_GRANDPAR
(16,12),(12,26),-1.03032 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-1.07923 # DEPENDENCYPART_GRANDPAR
(16,12),(12,33),-1.25793 # DEPENDENCYPART_GRANDPAR
(16,12),(12,34),-1.73443 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.465445 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.397253 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.244364 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.57789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,11),-0.318774 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.238072 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.486966 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.58545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.441754 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.747581 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.05572 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-1.04271 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.14393 # DEPENDENCYPART_GRANDPAR
(16,14),(14,33),-1.25794 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.293236 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.183619 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.498135 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.742737 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.33756 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.933072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.179913 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.047456 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.142526 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.460979 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.43621 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.251889 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.248065 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.763862 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.733584 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.00306 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.29871 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.928837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.134076 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.20562 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.08369 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.773898 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.04134 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.0955 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.942382 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.54792 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.34686 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.931766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.254952 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.16971 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.279954 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.42826 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.389407 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.441203 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.190466 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.378952 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.186642 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.386203 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),-0.875569 # DEPENDENCYPART_GRANDPAR
(16,19),(19,33),-0.454245 # DEPENDENCYPART_GRANDPAR
(16,19),(19,34),-0.965574 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.100597 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.501737 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.562579 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.524382 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.312469 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.484431 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.435403 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-0.956781 # DEPENDENCYPART_GRANDPAR
(16,20),(20,33),-0.527467 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.763863 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.733659 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-1.00306 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-1.29869 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.134078 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.2054 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-1.08369 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.773675 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-1.09548 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.942383 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.547905 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.346861 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.962747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.235468 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.128978 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.0244608 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.305018 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.248138 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.258877 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.258365 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.564782 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.425367 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.254541 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.432024 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),-0.896734 # DEPENDENCYPART_GRANDPAR
(16,23),(23,31),-0.651437 # DEPENDENCYPART_GRANDPAR
(16,23),(23,32),-0.876206 # DEPENDENCYPART_GRANDPAR
(16,23),(23,33),-0.423181 # DEPENDENCYPART_GRANDPAR
(16,23),(23,34),-0.980663 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.58261 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.454583 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.229534 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.224452 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.109851 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.257974 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.473687 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.656196 # DEPENDENCYPART_GRANDPAR
(16,26),(26,31),-0.624182 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.28077 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.416912 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.47989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.486638 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.201525 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.175604 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.42233 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.201717 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.387093 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.240969 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.49146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.476759 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.73061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.10323 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.985613 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.862218 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.775082 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.698364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.234576 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.807193 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.24587 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.21451 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.27914 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.0388 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.23594 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.34866 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.06494 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.3012 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.24733 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.27362 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.03134 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.23564 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.979418 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.912331 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.749708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.549235 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0048971 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.330434 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.108234 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.237617 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.17592 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.105851 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.389438 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.23934 # DEPENDENCYPART_GRANDPAR
(17,19),(19,30),-0.21196 # DEPENDENCYPART_GRANDPAR
(17,19),(19,33),-0.364337 # DEPENDENCYPART_GRANDPAR
(17,19),(19,34),-0.940903 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.570091 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.222877 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.108937 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0515817 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.00824101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),0.0262034 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.00490459 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.221578 # DEPENDENCYPART_GRANDPAR
(17,20),(20,33),-0.240028 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.807304 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-1.24606 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-1.21462 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-1.27921 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-1.23605 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-1.34859 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-1.06505 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-1.30112 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-1.2737 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-1.03145 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-1.23572 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.979529 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.912566 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.737647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.567021 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.233568 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.0957801 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.08249 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.0295611 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.204521 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.170061 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.114482 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.418039 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.264492 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.200709 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),-1.16496 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.169514 # DEPENDENCYPART_GRANDPAR
(17,23),(23,33),-0.310399 # DEPENDENCYPART_GRANDPAR
(17,23),(23,34),-0.934517 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.19707 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.172136 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.418405 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.0932967 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.0932967 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.124084 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-1.13244 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.267908 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.169004 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.49979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.888206 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.840116 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.59401 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.29371 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.999737 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-1.0473 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.06989 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.76263 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.990888 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.17683 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-1.13237 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.905448 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.25902 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.09356 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.09299 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.307 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.23559 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.0731 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.00171 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.938601 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.933568 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.981963 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.675717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0937067 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0696658 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.352961 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.579955 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.209288 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.331321 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.256853 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.217989 # DEPENDENCYPART_GRANDPAR
(18,19),(19,30),-0.616397 # DEPENDENCYPART_GRANDPAR
(18,19),(19,33),-0.426376 # DEPENDENCYPART_GRANDPAR
(18,19),(19,34),-0.649823 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.418629 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.087224 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.570333 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),0.0521763 # DEPENDENCYPART_GRANDPAR
(19,1),(1,21),-1.27473 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.628535 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.806031 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.45546 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.529827 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.0978432 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.354364 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.277788 # DEPENDENCYPART_GRANDPAR
(19,3),(3,21),-1.44048 # DEPENDENCYPART_GRANDPAR
(19,3),(3,27),-0.71512 # DEPENDENCYPART_GRANDPAR
(19,3),(3,34),-1.83512 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.77093 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.969632 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.379589 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.10401 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.117272 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.26045 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.0558544 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.189335 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.265103 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.173388 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.20555 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.68501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,22),-0.606277 # DEPENDENCYPART_GRANDPAR
(19,5),(5,34),-1.73241 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.797616 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.406497 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.300256 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.343854 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.250334 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.267326 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.510727 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.432615 # DEPENDENCYPART_GRANDPAR
(19,6),(6,34),-1.81184 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.103144 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.651088 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.711161 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.209768 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.539542 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.15418 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.924752 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.187625 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.32188 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.469898 # DEPENDENCYPART_GRANDPAR
(19,8),(8,34),-1.96906 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-1.02252 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.339276 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.614409 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.457459 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.655656 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.645981 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.244565 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.359802 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.57786 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.184252 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.842469 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.745648 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.403103 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.422153 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.394485 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.340322 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.574448 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.257203 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.252549 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.936727 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-2.07861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.751735 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-1.56217 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-1.02848 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-1.21132 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.878151 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.756154 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.872531 # DEPENDENCYPART_GRANDPAR
(19,10),(10,28),-1.26656 # DEPENDENCYPART_GRANDPAR
(19,10),(10,30),-1.33068 # DEPENDENCYPART_GRANDPAR
(19,10),(10,34),-1.96261 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.26512 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.263133 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.770018 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.376592 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.653041 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.25033 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.493613 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.208264 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.163419 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.173304 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.47253 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.194203 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.019033 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.68501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.444772 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.606278 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.816801 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.345066 # DEPENDENCYPART_GRANDPAR
(19,12),(12,28),-0.872948 # DEPENDENCYPART_GRANDPAR
(19,12),(12,33),-1.38177 # DEPENDENCYPART_GRANDPAR
(19,12),(12,34),-1.73241 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.550948 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.464513 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.837781 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.45292 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.2062 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.32483 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.474276 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.197283 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0216698 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.68501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.44477 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.606276 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.816797 # DEPENDENCYPART_GRANDPAR
(19,14),(14,33),-1.38177 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.357596 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.308516 # DEPENDENCYPART_GRANDPAR
