# _root_ En aquests moments hi ha una discriminació de la balança fiscal envers Catalunya i l' Estat , per moltes voltes que hi vulgui donar , no ens deixarà a tots contents .
#goldHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,5,20,18,23,23,20,23,5,28,28,5,28,29,28,5,
#predictedHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,28,20,18,23,23,20,23,18,28,28,7,28,29,30,5,
(24,5),(24,26),-0.0262088 # DEPENDENCYPART_SIBL
(24,5),(24,27),0.0398073 # DEPENDENCYPART_SIBL
(24,5),(24,28),0.0326935 # DEPENDENCYPART_SIBL
(24,5),(24,29),-0.0357119 # DEPENDENCYPART_SIBL
(24,5),(24,30),0.0644936 # DEPENDENCYPART_SIBL
(24,5),(24,31),-0.0454824 # DEPENDENCYPART_SIBL
(24,5),(24,32),0.27382 # DEPENDENCYPART_SIBL
(24,7),(24,11),-0.186169 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.0710973 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.702529 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.469918 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.073709 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.743228 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.681897 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.0468622 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0191391 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0161748 # DEPENDENCYPART_SIBL
(24,7),(24,26),-0.0215532 # DEPENDENCYPART_SIBL
(24,7),(24,27),-0.0256012 # DEPENDENCYPART_SIBL
(24,7),(24,28),0.00668277 # DEPENDENCYPART_SIBL
(24,7),(24,29),-0.0214999 # DEPENDENCYPART_SIBL
(24,7),(24,30),-0.0142631 # DEPENDENCYPART_SIBL
(24,7),(24,31),-0.0132195 # DEPENDENCYPART_SIBL
(24,7),(24,32),0.0270079 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.0566765 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.0319601 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.17606 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.0846724 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.0428425 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.237773 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.182839 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.0115103 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.00302921 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0748333 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.044366 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.0325702 # DEPENDENCYPART_SIBL
(24,11),(24,29),-0.061918 # DEPENDENCYPART_SIBL
(24,11),(24,30),-0.0294913 # DEPENDENCYPART_SIBL
(24,11),(24,31),-0.0698522 # DEPENDENCYPART_SIBL
(24,11),(24,32),-0.00604122 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.0267571 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.225716 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0323192 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.0499031 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.332765 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.362538 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.0675272 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0437893 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0633621 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.00322738 # DEPENDENCYPART_SIBL
(24,12),(24,28),0.00747514 # DEPENDENCYPART_SIBL
(24,12),(24,29),-0.0326899 # DEPENDENCYPART_SIBL
(24,12),(24,30),0.0100205 # DEPENDENCYPART_SIBL
(24,12),(24,31),-0.0330026 # DEPENDENCYPART_SIBL
(24,12),(24,32),0.00860548 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.482057 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.119048 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.7426 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.698965 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.0307965 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0202827 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0490247 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.0071623 # DEPENDENCYPART_SIBL
(24,16),(24,27),3.61972e-05 # DEPENDENCYPART_SIBL
(24,16),(24,28),0.0116462 # DEPENDENCYPART_SIBL
(24,16),(24,29),0.130718 # DEPENDENCYPART_SIBL
(24,16),(24,30),0.0113743 # DEPENDENCYPART_SIBL
(24,16),(24,31),0.0422498 # DEPENDENCYPART_SIBL
(24,16),(24,32),0.0220938 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.206806 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0437727 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.186501 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0479487 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.141406 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.242154 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0530516 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.00580502 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.0464851 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.086896 # DEPENDENCYPART_SIBL
(24,17),(24,30),0.0466867 # DEPENDENCYPART_SIBL
(24,17),(24,31),-0.0453946 # DEPENDENCYPART_SIBL
(24,17),(24,32),-0.447505 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0416802 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.420482 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.310229 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0891662 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0482912 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.103891 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0321122 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0263919 # DEPENDENCYPART_SIBL
(24,18),(24,29),-0.0550364 # DEPENDENCYPART_SIBL
(24,18),(24,30),-0.0188853 # DEPENDENCYPART_SIBL
(24,18),(24,31),-0.025456 # DEPENDENCYPART_SIBL
(24,18),(24,32),-0.0140032 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.682534 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0462261 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0179614 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0189829 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0247535 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0279986 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.00374756 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0263961 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.0166605 # DEPENDENCYPART_SIBL
(24,20),(24,31),-0.0161572 # DEPENDENCYPART_SIBL
(24,20),(24,32),0.0238315 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.257772 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.316138 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0567538 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.110449 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0176179 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0334075 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0158222 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.00791154 # DEPENDENCYPART_SIBL
(24,21),(24,31),-0.0428469 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.495696 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.112254 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0853461 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0112203 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0477869 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0500145 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0713235 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.0615807 # DEPENDENCYPART_SIBL
(24,22),(24,31),-0.0807308 # DEPENDENCYPART_SIBL
(24,22),(24,32),0.104488 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.071607 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.125369 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0467111 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0697768 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0950478 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0224054 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.0569685 # DEPENDENCYPART_SIBL
(24,23),(24,32),-0.0147788 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0191131 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.00611206 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0881354 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.161686 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.0118845 # DEPENDENCYPART_SIBL
(24,25),(24,31),-0.00554568 # DEPENDENCYPART_SIBL
(24,25),(24,32),-0.0376793 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0250646 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0301959 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.0220662 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.0239671 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.0642429 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.0583472 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.00236344 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.0513643 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0311541 # DEPENDENCYPART_SIBL
(24,27),(24,31),0.052703 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.0284486 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.00793094 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.00871419 # DEPENDENCYPART_SIBL
(24,28),(24,31),-0.0260147 # DEPENDENCYPART_SIBL
(24,28),(24,32),-0.0117179 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.00283805 # DEPENDENCYPART_SIBL
(24,29),(24,31),0.0452111 # DEPENDENCYPART_SIBL
(24,29),(24,32),-0.0328374 # DEPENDENCYPART_SIBL
(24,30),(24,31),0.0719573 # DEPENDENCYPART_SIBL
(24,30),(24,32),0.0114676 # DEPENDENCYPART_SIBL
(24,31),(24,32),0.0103166 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.00336757 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.225731 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0534161 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.0953052 # DEPENDENCYPART_SIBL
(27,25),(27,31),0.0829701 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.00236429 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.132113 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.0754509 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.0634501 # DEPENDENCYPART_SIBL
(27,29),(27,31),0.0776721 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.102371 # DEPENDENCYPART_SIBL
(28,1),(28,5),0.0989231 # DEPENDENCYPART_SIBL
(28,1),(28,7),0.0195409 # DEPENDENCYPART_SIBL
(28,1),(28,10),0.0195528 # DEPENDENCYPART_SIBL
(28,1),(28,11),-0.0521535 # DEPENDENCYPART_SIBL
(28,1),(28,12),-0.0790409 # DEPENDENCYPART_SIBL
(28,1),(28,15),-0.0796459 # DEPENDENCYPART_SIBL
(28,1),(28,16),-0.00559061 # DEPENDENCYPART_SIBL
(28,1),(28,17),-0.346569 # DEPENDENCYPART_SIBL
(28,1),(28,18),-0.0910595 # DEPENDENCYPART_SIBL
(28,1),(28,20),0.0192096 # DEPENDENCYPART_SIBL
(28,1),(28,21),-0.509456 # DEPENDENCYPART_SIBL
(28,1),(28,22),0.32155 # DEPENDENCYPART_SIBL
(28,1),(28,23),0.0222014 # DEPENDENCYPART_SIBL
(28,1),(28,24),0.0196667 # DEPENDENCYPART_SIBL
(28,1),(28,25),-0.346569 # DEPENDENCYPART_SIBL
(28,1),(28,26),0.0406689 # DEPENDENCYPART_SIBL
(28,1),(28,27),0.0806893 # DEPENDENCYPART_SIBL
(28,1),(28,29),0.000165378 # DEPENDENCYPART_SIBL
(28,1),(28,30),-0.00579265 # DEPENDENCYPART_SIBL
(28,1),(28,31),-0.0147239 # DEPENDENCYPART_SIBL
(28,1),(28,32),0.022467 # DEPENDENCYPART_SIBL
(28,5),(28,7),-0.0149156 # DEPENDENCYPART_SIBL
(28,5),(28,10),-0.0149074 # DEPENDENCYPART_SIBL
(28,5),(28,11),-0.0458017 # DEPENDENCYPART_SIBL
(28,5),(28,12),0.0714306 # DEPENDENCYPART_SIBL
(28,5),(28,15),-0.0497147 # DEPENDENCYPART_SIBL
(28,5),(28,16),0.121869 # DEPENDENCYPART_SIBL
(28,5),(28,17),-0.145826 # DEPENDENCYPART_SIBL
(28,5),(28,18),-0.0149027 # DEPENDENCYPART_SIBL
(28,5),(28,20),-0.0155919 # DEPENDENCYPART_SIBL
(28,5),(28,21),-0.301208 # DEPENDENCYPART_SIBL
(28,5),(28,22),0.0442886 # DEPENDENCYPART_SIBL
(28,5),(28,23),-0.0188789 # DEPENDENCYPART_SIBL
(28,5),(28,24),-0.0230488 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.145826 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.0338699 # DEPENDENCYPART_SIBL
(28,5),(28,27),0.00878335 # DEPENDENCYPART_SIBL
(28,5),(28,29),0.0387906 # DEPENDENCYPART_SIBL
(28,5),(28,30),0.0640994 # DEPENDENCYPART_SIBL
(28,5),(28,31),-0.0371906 # DEPENDENCYPART_SIBL
(28,5),(28,32),0.295296 # DEPENDENCYPART_SIBL
(28,7),(28,10),-0.716647 # DEPENDENCYPART_SIBL
(28,7),(28,11),-0.180564 # DEPENDENCYPART_SIBL
(28,7),(28,12),-0.0680857 # DEPENDENCYPART_SIBL
(28,7),(28,15),-0.139077 # DEPENDENCYPART_SIBL
(28,7),(28,16),-0.676198 # DEPENDENCYPART_SIBL
(28,7),(28,17),-0.488363 # DEPENDENCYPART_SIBL
(28,7),(28,18),-0.0687188 # DEPENDENCYPART_SIBL
(28,7),(28,20),-0.716896 # DEPENDENCYPART_SIBL
(28,7),(28,21),-0.683718 # DEPENDENCYPART_SIBL
(28,7),(28,22),0.0369556 # DEPENDENCYPART_SIBL
(28,7),(28,23),0.0138529 # DEPENDENCYPART_SIBL
(28,7),(28,24),0.00652733 # DEPENDENCYPART_SIBL
(28,7),(28,25),-0.488363 # DEPENDENCYPART_SIBL
(28,7),(28,26),0.101376 # DEPENDENCYPART_SIBL
(28,7),(28,27),0.0170625 # DEPENDENCYPART_SIBL
(28,7),(28,29),0.0248413 # DEPENDENCYPART_SIBL
(28,7),(28,30),-0.00340975 # DEPENDENCYPART_SIBL
(28,7),(28,31),-0.00871211 # DEPENDENCYPART_SIBL
(28,7),(28,32),0.0382128 # DEPENDENCYPART_SIBL
(28,10),(28,11),-0.18056 # DEPENDENCYPART_SIBL
(28,10),(28,12),-0.0680825 # DEPENDENCYPART_SIBL
(28,10),(28,15),-0.139073 # DEPENDENCYPART_SIBL
(28,10),(28,16),-0.676195 # DEPENDENCYPART_SIBL
(28,10),(28,17),-0.48836 # DEPENDENCYPART_SIBL
(28,10),(28,18),-0.0687156 # DEPENDENCYPART_SIBL
(28,10),(28,20),-0.716893 # DEPENDENCYPART_SIBL
(28,10),(28,21),-0.683712 # DEPENDENCYPART_SIBL
(28,10),(28,22),0.0369619 # DEPENDENCYPART_SIBL
(28,10),(28,23),0.0138561 # DEPENDENCYPART_SIBL
(28,10),(28,24),0.0065305 # DEPENDENCYPART_SIBL
(28,10),(28,25),-0.48836 # DEPENDENCYPART_SIBL
(28,10),(28,26),0.101379 # DEPENDENCYPART_SIBL
(28,10),(28,27),0.0170689 # DEPENDENCYPART_SIBL
(28,10),(28,29),0.0248494 # DEPENDENCYPART_SIBL
(28,10),(28,30),-0.00340552 # DEPENDENCYPART_SIBL
(28,10),(28,31),-0.00870788 # DEPENDENCYPART_SIBL
(28,10),(28,32),0.0382209 # DEPENDENCYPART_SIBL
(28,11),(28,12),-0.0522439 # DEPENDENCYPART_SIBL
(28,11),(28,15),-0.166272 # DEPENDENCYPART_SIBL
(28,11),(28,16),-0.00945951 # DEPENDENCYPART_SIBL
(28,11),(28,17),-0.195747 # DEPENDENCYPART_SIBL
(28,11),(28,18),-0.0790046 # DEPENDENCYPART_SIBL
(28,11),(28,20),-0.0203419 # DEPENDENCYPART_SIBL
(28,11),(28,21),-0.24536 # DEPENDENCYPART_SIBL
(28,11),(28,22),0.167793 # DEPENDENCYPART_SIBL
(28,11),(28,23),-0.0174752 # DEPENDENCYPART_SIBL
(28,11),(28,24),-0.0217874 # DEPENDENCYPART_SIBL
(28,11),(28,25),-0.195747 # DEPENDENCYPART_SIBL
(28,11),(28,26),0.111502 # DEPENDENCYPART_SIBL
(28,11),(28,27),0.0682074 # DEPENDENCYPART_SIBL
(28,11),(28,29),-0.00547731 # DEPENDENCYPART_SIBL
(28,11),(28,30),-0.0182352 # DEPENDENCYPART_SIBL
(28,11),(28,31),-0.0591999 # DEPENDENCYPART_SIBL
(28,11),(28,32),0.011183 # DEPENDENCYPART_SIBL
(28,12),(28,15),-0.0558235 # DEPENDENCYPART_SIBL
(28,12),(28,16),0.0104935 # DEPENDENCYPART_SIBL
(28,12),(28,17),-0.285221 # DEPENDENCYPART_SIBL
(28,12),(28,18),-0.0645759 # DEPENDENCYPART_SIBL
(28,12),(28,20),0.0336395 # DEPENDENCYPART_SIBL
(28,12),(28,21),-0.386082 # DEPENDENCYPART_SIBL
(28,12),(28,22),0.301325 # DEPENDENCYPART_SIBL
(28,12),(28,23),0.00961266 # DEPENDENCYPART_SIBL
(28,12),(28,24),0.00737889 # DEPENDENCYPART_SIBL
(28,12),(28,25),-0.285221 # DEPENDENCYPART_SIBL
(28,12),(28,26),0.0321371 # DEPENDENCYPART_SIBL
(28,12),(28,27),0.0856194 # DEPENDENCYPART_SIBL
(28,12),(28,29),-0.0076034 # DEPENDENCYPART_SIBL
(28,12),(28,30),0.0231134 # DEPENDENCYPART_SIBL
(28,12),(28,31),-0.0300257 # DEPENDENCYPART_SIBL
(28,12),(28,32),0.0184501 # DEPENDENCYPART_SIBL
(28,15),(28,16),-0.046951 # DEPENDENCYPART_SIBL
(28,15),(28,17),-0.181763 # DEPENDENCYPART_SIBL
(28,15),(28,18),-0.0279955 # DEPENDENCYPART_SIBL
(28,15),(28,20),-0.0539226 # DEPENDENCYPART_SIBL
(28,15),(28,21),0.261837 # DEPENDENCYPART_SIBL
(28,15),(28,22),0.288669 # DEPENDENCYPART_SIBL
(28,15),(28,23),-0.0235884 # DEPENDENCYPART_SIBL
(28,15),(28,24),-0.0272799 # DEPENDENCYPART_SIBL
(28,15),(28,25),-0.181763 # DEPENDENCYPART_SIBL
(28,15),(28,26),0.0603332 # DEPENDENCYPART_SIBL
(28,15),(28,27),0.185504 # DEPENDENCYPART_SIBL
(28,15),(28,29),0.0634864 # DEPENDENCYPART_SIBL
(28,15),(28,30),0.0186175 # DEPENDENCYPART_SIBL
(28,15),(28,31),-0.0747728 # DEPENDENCYPART_SIBL
(28,15),(28,32),-0.0643132 # DEPENDENCYPART_SIBL
(28,16),(28,17),-0.500502 # DEPENDENCYPART_SIBL
(28,16),(28,18),-0.114058 # DEPENDENCYPART_SIBL
(28,16),(28,20),-0.716269 # DEPENDENCYPART_SIBL
(28,16),(28,21),-0.700786 # DEPENDENCYPART_SIBL
(28,16),(28,22),0.0208898 # DEPENDENCYPART_SIBL
(28,16),(28,23),-0.0255689 # DEPENDENCYPART_SIBL
(28,16),(28,24),-0.0328945 # DEPENDENCYPART_SIBL
(28,16),(28,25),-0.500502 # DEPENDENCYPART_SIBL
(28,16),(28,26),0.116723 # DEPENDENCYPART_SIBL
(28,16),(28,27),0.00226499 # DEPENDENCYPART_SIBL
(28,16),(28,29),0.177059 # DEPENDENCYPART_SIBL
(28,16),(28,30),0.0222276 # DEPENDENCYPART_SIBL
(28,16),(28,31),0.0467573 # DEPENDENCYPART_SIBL
(28,16),(28,32),0.0332987 # DEPENDENCYPART_SIBL
(28,17),(28,18),0.224457 # DEPENDENCYPART_SIBL
(28,17),(28,20),0.109216 # DEPENDENCYPART_SIBL
(28,17),(28,21),0.22669 # DEPENDENCYPART_SIBL
(28,17),(28,22),-0.0226591 # DEPENDENCYPART_SIBL
(28,17),(28,23),0.166098 # DEPENDENCYPART_SIBL
(28,17),(28,24),0.161251 # DEPENDENCYPART_SIBL
(28,17),(28,25),-0.320989 # DEPENDENCYPART_SIBL
(28,17),(28,26),0.0550833 # DEPENDENCYPART_SIBL
(28,17),(28,27),0.0447435 # DEPENDENCYPART_SIBL
(28,17),(28,29),0.0400069 # DEPENDENCYPART_SIBL
(28,17),(28,30),0.0934958 # DEPENDENCYPART_SIBL
(28,17),(28,31),-0.00156161 # DEPENDENCYPART_SIBL
(28,17),(28,32),-0.423913 # DEPENDENCYPART_SIBL
(28,18),(28,20),0.0243474 # DEPENDENCYPART_SIBL
(28,18),(28,21),-0.476072 # DEPENDENCYPART_SIBL
(28,18),(28,22),0.246744 # DEPENDENCYPART_SIBL
(28,18),(28,23),0.0280804 # DEPENDENCYPART_SIBL
(28,18),(28,24),0.0287303 # DEPENDENCYPART_SIBL
(28,18),(28,25),-0.269318 # DEPENDENCYPART_SIBL
(28,18),(28,26),0.074443 # DEPENDENCYPART_SIBL
(28,18),(28,27),0.0248134 # DEPENDENCYPART_SIBL
(28,18),(28,29),-0.0180428 # DEPENDENCYPART_SIBL
(28,18),(28,30),0.00650306 # DEPENDENCYPART_SIBL
(28,18),(28,31),-0.0101852 # DEPENDENCYPART_SIBL
(28,18),(28,32),0.0103679 # DEPENDENCYPART_SIBL
(28,20),(28,21),-0.684355 # DEPENDENCYPART_SIBL
(28,20),(28,22),0.0363194 # DEPENDENCYPART_SIBL
(28,20),(28,23),0.0126752 # DEPENDENCYPART_SIBL
(28,20),(28,24),0.00534963 # DEPENDENCYPART_SIBL
(28,20),(28,25),-0.489002 # DEPENDENCYPART_SIBL
(28,20),(28,26),0.100736 # DEPENDENCYPART_SIBL
(28,20),(28,27),0.0164264 # DEPENDENCYPART_SIBL
(28,20),(28,29),0.0199451 # DEPENDENCYPART_SIBL
(28,20),(28,30),-0.00580712 # DEPENDENCYPART_SIBL
(28,20),(28,31),-0.0116498 # DEPENDENCYPART_SIBL
(28,20),(28,32),0.0350364 # DEPENDENCYPART_SIBL
(28,21),(28,22),0.207471 # DEPENDENCYPART_SIBL
(28,21),(28,23),0.278979 # DEPENDENCYPART_SIBL
(28,21),(28,24),0.245941 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.484342 # DEPENDENCYPART_SIBL
(28,21),(28,26),0.344688 # DEPENDENCYPART_SIBL
(28,21),(28,27),0.10633 # DEPENDENCYPART_SIBL
(28,21),(28,29),0.12723 # DEPENDENCYPART_SIBL
(28,21),(28,30),0.0380945 # DEPENDENCYPART_SIBL
(28,21),(28,31),0.0151097 # DEPENDENCYPART_SIBL
(28,21),(28,32),-0.422117 # DEPENDENCYPART_SIBL
(28,22),(28,23),0.0733587 # DEPENDENCYPART_SIBL
(28,22),(28,24),0.0553947 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.348645 # DEPENDENCYPART_SIBL
(28,22),(28,26),0.132301 # DEPENDENCYPART_SIBL
(28,22),(28,27),0.0077357 # DEPENDENCYPART_SIBL
(28,22),(28,29),0.0526971 # DEPENDENCYPART_SIBL
(28,22),(28,30),0.0850785 # DEPENDENCYPART_SIBL
(28,22),(28,31),-0.0422322 # DEPENDENCYPART_SIBL
(28,22),(28,32),0.153309 # DEPENDENCYPART_SIBL
(28,23),(28,24),-0.0788309 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.152237 # DEPENDENCYPART_SIBL
(28,23),(28,26),0.000153541 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.0687227 # DEPENDENCYPART_SIBL
(28,23),(28,29),0.00230621 # DEPENDENCYPART_SIBL
(28,23),(28,30),-0.00768999 # DEPENDENCYPART_SIBL
(28,23),(28,31),-0.0337767 # DEPENDENCYPART_SIBL
(28,23),(28,32),0.0212356 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.154299 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.00445349 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.0673739 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.0155407 # DEPENDENCYPART_SIBL
(28,24),(28,30),-0.000901714 # DEPENDENCYPART_SIBL
(28,24),(28,31),-0.0328833 # DEPENDENCYPART_SIBL
(28,24),(28,32),0.00893748 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.0550833 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0447435 # DEPENDENCYPART_SIBL
(28,25),(28,29),0.0400069 # DEPENDENCYPART_SIBL
(28,25),(28,30),0.0934958 # DEPENDENCYPART_SIBL
(28,25),(28,31),-0.00156161 # DEPENDENCYPART_SIBL
(28,25),(28,32),-0.423913 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.300477 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.0273355 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.0879908 # DEPENDENCYPART_SIBL
(28,26),(28,31),0.0373651 # DEPENDENCYPART_SIBL
(28,26),(28,32),0.0316009 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.134952 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.0543588 # DEPENDENCYPART_SIBL
(28,27),(28,31),-0.0356145 # DEPENDENCYPART_SIBL
(28,27),(28,32),0.0318148 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.00818752 # DEPENDENCYPART_SIBL
(28,29),(28,31),0.059169 # DEPENDENCYPART_SIBL
(28,29),(28,32),0.0331697 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.0811931 # DEPENDENCYPART_SIBL
(28,30),(28,32),0.0507354 # DEPENDENCYPART_SIBL
(28,31),(28,32),0.0530526 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.215743 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.000858256 # DEPENDENCYPART_SIBL
(31,25),(31,29),0.354536 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.194486 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.481864 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.200192 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.120059 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.209623 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),-0.411514 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.23586 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.374844 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),1.15037 # DEPENDENCYPART_GRANDPAR
