# _root_ De_fet , la noia presentava fractura de pelvis , turmell i cama i va ser atesa a un centre hospitalari .
#goldHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
#predictedHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
(5,15),(15,19),0.161763 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.698176 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.03335 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-1.09718 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.689049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.395161 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.114304 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.353766 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.228825 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.10258 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.167903 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.106169 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.270681 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.227085 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.210978 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.174524 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.193722 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.759039 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.63017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,15),0.309317 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),0.49088 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.170983 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.781904 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.213576 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.217476 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.401789 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.54544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.484023 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.1251 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.82582 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.695811 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.74123 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.373434 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.783456 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.23859 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.663201 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.387325 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.55965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.339066 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.16281 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.897982 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.846463 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.922847 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.882093 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.691629 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.69235 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.693754 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.252567 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.718724 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.042603 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.70338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.62897 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.03946 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.26936 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.04172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.93488 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.06658 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.97051 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.1254 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.82462 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.855625 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.13419 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.78498 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.192699 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.366068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.191501 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0787909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.114421 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0686 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.41568 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.4434 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.292268 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.144873 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.130718 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.171379 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.166349 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.083073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.110985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.897689 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.41568 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.17116 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.273474 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.142504 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.130731 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.171383 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.166361 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.461891 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0830768 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.110988 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.246496 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.897701 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.41568 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.17116 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.14248 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.132562 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0973135 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.168743 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0805755 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.108487 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-1.51916 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.10141 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-1.34073 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.730667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,9),-0.142749 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0687475 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0735996 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0937745 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.10923 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.139094 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0731615 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.143567 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.39535 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.83199 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.51615 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.09465 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.33516 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.722848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),-0.0586683 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.180177 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0609287 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.117585 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0859557 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.153215 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.143569 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.280504 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0932583 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.389047 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.150356 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.919872 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.604744 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-1.01165 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.07278 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.53567 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.154108 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.320675 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.176711 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.416727 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.151664 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.238118 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.13644 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.959995 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.07278 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.33996 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.357005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.309295 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.173501 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.41353 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.154874 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.534509 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.241315 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.139637 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.46766 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.963196 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.0848 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.34707 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.43735 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.29562 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.74416 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.479814 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.633873 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.255738 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.72947 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.072637 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.405735 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0826266 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.459842 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0777699 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.367135 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.885885 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.234198 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.301158 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.189153 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.310778 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.39986 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-1.00436 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.955596 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.922944 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.659393 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.289753 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.33384 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.95577 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.17718 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0239677 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.260449 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.334063 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.313568 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.814325 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.228626 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.337141 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.39952 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.889152 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.33384 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.95577 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.0239437 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.323266 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.227064 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.315949 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.226125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.334639 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.43732 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.18511 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.12534 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.574625 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),-0.031346 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.264341 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.208266 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.261644 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.261386 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.224723 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.160192 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.330905 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.733092 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.831614 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.43432 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.17836 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.11977 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.567982 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.902737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.0687742 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.256523 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.252252 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.253825 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.305371 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.220249 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.123571 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.280597 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.726789 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.309161 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.919496 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.233701 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.613037 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.461011 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.230563 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.454815 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.163294 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.843194 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.862422 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.626292 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.279705 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.814644 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.449382 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.134486 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.392426 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0356668 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.229277 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.88209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.952253 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-1.07034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-1.11211 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-1.13869 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-1.11083 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-1.02224 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-1.18136 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-1.69249 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.128456 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.10393 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.8302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.900867 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.06072 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.90116 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.34235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.22763 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.760461 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.972994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.114662 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.310284 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.36581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.274119 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.328363 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.245036 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0145719 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.44583 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.4969 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.3972 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.11588 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.87217 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.91407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0958642 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.10248 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.25572 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.115404 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0996715 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.200307 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.366537 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.749449 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.44282 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.49015 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.39163 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.10924 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.939333 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.867007 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.906251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.139849 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0946616 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.299705 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.119878 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0161132 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.149998 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.360234 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.406443 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.837331 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-1.01963 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.924739 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.591717 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.525595 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.396143 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.19952 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.241126 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.416018 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.225211 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-1.17375 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.811513 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.63209 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.92498 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.348724 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0958726 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.168641 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.215031 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.339942 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.263692 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.280272 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.01353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.90677 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-1.32362 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-1.23101 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-1.33356 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-1.40169 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-1.60322 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.916051 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.57986 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.249405 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.472427 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.267851 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.86954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.818092 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.15988 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.06582 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.16957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.34734 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.51058 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.63603 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.40954 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.33486 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.08492 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.45844 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.725604 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.10739 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.03802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0428098 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0518551 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.406154 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.414746 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.453571 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.648887 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.63302 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.40279 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.32928 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.07827 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.19768 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.45327 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.718961 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.10435 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.0302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.086795 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0473807 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.123665 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.364437 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.447268 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.517043 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.736769 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.33286 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.39418 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.61654 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.3718 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.55967 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.46567 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.75163 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.29964 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.4974 # DEPENDENCYPART_GRANDPAR
