# _root_ Boff va ser condemnat pel Vaticà , l' any_1985 , a un any de silenci i va tornar a ser amonestat posteriorment pel contingut dels seus escrits .
#goldHeads=4,4,4,0,4,5,9,9,4,9,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
#predictedHeads=4,4,4,0,4,5,9,9,4,11,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
(13,11),(11,18),-1.08465 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.0526 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.21102 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.34712 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.24388 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-1.13773 # DEPENDENCYPART_GRANDPAR
(13,11),(11,28),-1.74154 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.917755 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.69159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.774258 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.26651 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.999601 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.0752199 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.309421 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.384305 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.433555 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.498389 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.6314 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.01161 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.0615891 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.381293 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.60842 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.523384 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.380691 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0403605 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-2.16001 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-2.0039 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.67071 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.59416 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.32695 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-1.35434 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.34416 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.87345 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.812676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.170527 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.114587 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.291843 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0331567 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.214088 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.471295 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.548199 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.626975 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.453872 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.762679 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.41486 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.803087 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-0.965561 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.646648 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.680784 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.712196 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.672617 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.806138 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.455602 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-2.16659 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-2.00947 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.67719 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.59971 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.33439 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-1.88116 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.820793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,15),-0.123066 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0629558 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.056532 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0534342 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.581222 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.61134 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.472512 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.775258 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.43252 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.815661 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.870763 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-2.15995 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-2.00388 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-1.67069 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-1.59413 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-1.32687 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-1.42274 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-1.35432 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-1.34414 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-1.87336 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.808126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.156531 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.110039 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.306544 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.0614925 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0842772 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.128694 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.228305 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.626889 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.420944 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.761132 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.381925 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.80154 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.95265 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.459422 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.81938 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.237862 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.161438 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.180224 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.134613 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.79458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,12),-1.50392 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.591915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.267771 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.675242 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.544408 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.609726 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.520117 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.526786 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.566407 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.560287 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-1.02753 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.344126 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.972954 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-1.48401 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.38637 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.4398 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.36655 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.909484 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.941877 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.27616 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.882196 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.479991 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.35056 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.275722 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.652629 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.370207 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.795358 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.235416 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.886211 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.037043 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-1.17208 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.427607 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.0790898 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.283817 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.914761 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.563429 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.9159 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.64519 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.340457 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.583527 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.82286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.990056 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.11188 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.12093 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.33209 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-1.48177 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.315661 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.00475337 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.75539 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.70334 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.39656 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.35968 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.01589 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.10495 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.22302 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.52675 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.677869 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.11177 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.885174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.198925 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0293392 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.249842 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.568466 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.543595 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.516928 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.651934 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.717864 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.9729 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.562991 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-1.00292 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.22434 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.50369 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.83347 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.63326 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.39167 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.25373 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.72311 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.19094 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.43527 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.06405 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.40777 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.5181 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.191716 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.305695 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.386228 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.26184 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.387905 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.689331 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.538819 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.574357 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-1.02921 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0173063 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0498293 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0305651 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.100783 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.123716 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.201994 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.625013 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.602544 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.870261 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.608183 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.741979 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.808732 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.686434 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.995349 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.693431 # DEPENDENCYPART_GRANDPAR
(18,2),(2,28),-1.86059 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.719556 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-1.13909 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.602285 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.975834 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.902489 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.533049 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.678287 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.587788 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.543214 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.576122 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.55119 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.549339 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.77335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.705071 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-1.14528 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-1.13518 # DEPENDENCYPART_GRANDPAR
(18,3),(3,28),-1.86417 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.70718 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-1.06828 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-1.09686 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-1.00957 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.931495 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.484054 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.690485 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.538793 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.622975 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.602422 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.694267 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.645121 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.623797 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.5982 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.76548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.69827 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-1.13557 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-1.12731 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.988284 # DEPENDENCYPART_GRANDPAR
(18,4),(4,23),-0.937703 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-1.02609 # DEPENDENCYPART_GRANDPAR
(18,4),(4,25),-0.975228 # DEPENDENCYPART_GRANDPAR
(18,4),(4,27),-1.00388 # DEPENDENCYPART_GRANDPAR
(18,4),(4,28),-1.85929 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-1.07614 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.821311 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.886637 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.532333 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.544451 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.587072 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.594581 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.687498 # DEPENDENCYPART_GRANDPAR
(18,5),(5,23),-0.764579 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.950276 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.845727 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.279861 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.436596 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.362744 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.454656 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.352364 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.376791 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.41315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.427625 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.781389 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.776085 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.839366 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.900423 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.842518 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.409513 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.537792 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.897257 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-1.37078 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.595765 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.739647 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.644837 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.519629 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.679478 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.50642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.547888 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.874664 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.86935 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.785384 # DEPENDENCYPART_GRANDPAR
(18,11),(11,25),-0.807134 # DEPENDENCYPART_GRANDPAR
(18,11),(11,28),-1.73691 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.828935 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-1.15008 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.03201 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.181342 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-1.08675 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.869581 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-1.30746 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.529184 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.455935 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.276485 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.522883 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.38238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.292223 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.751158 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.745266 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.721086 # DEPENDENCYPART_GRANDPAR
(18,13),(13,28),-1.63783 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.856824 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-1.43505 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.78172 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.575177 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.73723 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.523627 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.867415 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.764066 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-1.38738 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.693631 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.308607 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.592471 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.37767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,18),-1.76792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.69966 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.357687 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.171532 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0718047 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.221934 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.354897 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.26401 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.78594 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.9353 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-2.03555 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.86187 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-1.73534 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.36719 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.66135 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.73223 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.89901 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.35428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.118904 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.201739 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0749451 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.313774 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.0248943 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.39277 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),0.055156 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.748328 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.77984 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-1.92739 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-2.02584 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.854 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-1.72858 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-1.90191 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-1.5706 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-1.95665 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-1.36039 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.65525 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.396 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.72612 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.58711 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.8911 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.420334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0317996 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.107953 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0431998 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.220211 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0501721 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.306568 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),0.0804244 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.793445 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.146519 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.125596 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.092007 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.201141 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0460397 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.207238 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.275997 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0762458 # DEPENDENCYPART_GRANDPAR
