# _root_ Tot_i_que ahir hi va haver una reunió de darrera hora , no es va aconseguir acostar posicions , de_manera_que els treballadors han decidit anar a la vaga .
#goldHeads=5,5,5,5,15,7,5,7,10,8,5,15,15,15,0,15,16,23,23,21,23,23,15,23,24,27,25,15,
#predictedHeads=5,5,5,5,0,7,5,7,10,8,5,15,15,15,5,15,16,23,23,21,23,23,16,23,24,27,25,5,
(15,23),(23,16),0.69979 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.343436 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.196978 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.221807 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.802924 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0249846 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.374111 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.105086 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),0.224524 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.371875 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.847361 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.491809 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-1.13813 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-1.15057 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.991524 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-1.23641 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-1.3607 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.532911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),0.698133 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.326372 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.122532 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.178714 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.828594 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.0420486 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.364092 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.0682407 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),0.283879 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.393829 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.862935 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.249906 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.608991 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.345229 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.4552 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.50171 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-0.608865 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.158128 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0429409 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.166143 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0672374 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.355925 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.122763 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.561075 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.28191 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.194669 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.460381 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.441194 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.31076 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0426772 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.328897 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.347508 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.0563941 # DEPENDENCYPART_GRANDPAR
(16,4),(4,28),-1.80817 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.461157 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.45831 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.226913 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.436508 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.871552 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.347153 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.3274 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.381413 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.0165403 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.387414 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.206087 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.71703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,18),-1.01609 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.857953 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.867169 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),-0.958556 # DEPENDENCYPART_GRANDPAR
(16,5),(5,24),-0.908164 # DEPENDENCYPART_GRANDPAR
(16,5),(5,25),-0.692209 # DEPENDENCYPART_GRANDPAR
(16,5),(5,28),-1.80714 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.121767 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.549252 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.344661 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.326134 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0689263 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.794281 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.157921 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.240232 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.140492 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.418626 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.353171 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.0552251 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.33052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.280103 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.778425 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.604824 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.659405 # DEPENDENCYPART_GRANDPAR
(16,7),(7,23),-0.572051 # DEPENDENCYPART_GRANDPAR
(16,7),(7,24),-0.520533 # DEPENDENCYPART_GRANDPAR
(16,7),(7,28),-1.57958 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.920081 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.566356 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.51843 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.230234 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.44897 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.551503 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.202112 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.45114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,1),0.156712 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.550812 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.342378 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.3214 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.0641898 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.769514 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.27692 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.272097 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.363675 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.323031 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.327514 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.0808536 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.3295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.279595 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.658897 # DEPENDENCYPART_GRANDPAR
(16,10),(10,28),-1.57882 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.329285 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.421147 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.256838 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.451759 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.763255 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.246087 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.584043 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.01712 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.909915 # DEPENDENCYPART_GRANDPAR
(16,14),(14,28),-1.80817 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),0.433585 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.464082 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.24419 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.37731 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.130676 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.400839 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.472557 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.262232 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.429122 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.282464 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.469695 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.698986 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.66043 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.71663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.581917 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.01596 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.85782 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.96121 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.86677 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.958157 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.907765 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.692044 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-1.80701 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.596697 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.26026 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.944816 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.301567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0503692 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0535595 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0528876 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.209435 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.186246 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.212249 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.387337 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0434311 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.14218 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.248183 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.18104 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.209035 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.164782 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.596698 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.303111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.748524 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.342922 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.487446 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.217753 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.194574 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.453584 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.356073 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.330421 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.803142 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.056879 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.0544487 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.05977 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0132913 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.786012 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.769635 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-1.39175 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.36167 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-1.17551 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.42185 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-1.64479 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-1.33157 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.533734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.507591 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.408349 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.399883 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.755756 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.110886 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.46803 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.141284 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.049651 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.0983304 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.711291 # DEPENDENCYPART_GRANDPAR
(16,24),(24,1),-0.769645 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-1.39176 # DEPENDENCYPART_GRANDPAR
(16,24),(24,4),-1.36226 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-1.1761 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-1.42168 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-1.64538 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-1.33216 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.535391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.490526 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.333903 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.35679 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.781426 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0938224 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.458011 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.196069 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.109006 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.120285 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.726865 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),0.161828 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.355311 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.991951 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.277102 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.240977 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.157778 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.285188 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.44212 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.139625 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.337858 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.73305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.726875 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.927515 # DEPENDENCYPART_GRANDPAR
(17,14),(14,28),-1.80337 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.213879 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.898403 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.288352 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.782285 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.371628 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.169405 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.2327 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.0552591 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.211502 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.292073 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.474157 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.129848 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.483166 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.118646 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.73257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.726873 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.16308 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.12765 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.871111 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.84702 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.927021 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.04331 # DEPENDENCYPART_GRANDPAR
(17,15),(15,28),-1.80337 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.205434 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.900046 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.301258 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.817438 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.407143 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.173906 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.234061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0528569 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.216005 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.295066 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.476159 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.142287 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.518318 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.292156 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.73258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.726893 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.1631 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.12766 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.871053 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.846962 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.926963 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-1.04333 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-1.80339 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.856902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.281228 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.206438 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0011149 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0330681 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0532485 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.104561 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.985788 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.993837 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.832908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,19),-0.369511 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.265793 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.178062 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.109737 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.792169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.31671 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.368196 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.537654 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.193257 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.112382 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.021599 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0115121 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.957679 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-1.17296 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-1.81908 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-1.6791 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-1.36706 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-1.22853 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-1.37998 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-1.25906 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-1.15801 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.722057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.398391 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.294176 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.474756 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.123145 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.285947 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.0943294 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.0472167 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.372531 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.886236 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-1.17279 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-1.8189 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-1.67951 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-1.36747 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-1.22802 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-1.38039 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-1.25947 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-1.15842 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.712564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.371656 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.29452 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.474842 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.113651 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.301298 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.208331 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.100189 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.396813 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.92168 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.670121 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.573061 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.520416 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.545867 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.80631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.518522 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.834779 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.702387 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.823653 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.820457 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0937821 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.672806 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.715451 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.762886 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.62069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.369249 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.189056 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.253521 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.803423 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.558993 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.571324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.291573 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0288406 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.285475 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.324779 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.276603 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.573614 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.857017 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.872317 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.893667 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-0.897148 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.923695 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.818979 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.872134 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.795085 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.803025 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.558983 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.556305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.295588 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.0401364 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.132918 # DEPENDENCYPART_GRANDPAR
