# _root_ Per intentar el rècord , l' embarcació catalana participarà en el rànquing ' World_Sailing_Record ' , l' entitat que estableix la legalitat de les marques .
#goldHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
#predictedHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
(22,9),(22,17),0.124847 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.169731 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0654042 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.169431 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.24057 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0390664 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0332855 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.0254467 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.00572648 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.145884 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0154369 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.764637 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.334353 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.173461 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.057357 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.15724 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.16661 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0123443 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.036475 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.00426517 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0387889 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.268628 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0996348 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0944487 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0558232 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.289979 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.239895 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0401906 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0338725 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0135931 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.15165 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.073245 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0158727 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00892264 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0186848 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.0203585 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.151769 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.78634 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.852217 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.190098 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.16395 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.206657 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.677598 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.0738691 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.00162626 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.14578 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.065965 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),2.45367 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.24896 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.437868 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.187008 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.451678 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0557117 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.938505 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.320863 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.182607 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.127282 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.476596 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.0201236 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.089023 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.0637044 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.339413 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.153805 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),2.67741 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.44887 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.939022 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.250692 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0478539 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.435164 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0158849 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.246818 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.612333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.225716 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0362008 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.0890161 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.256378 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.236422 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.009123 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.26473 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.654786 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.063211 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),2.63756 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.18846 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.723534 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.538516 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.315956 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.626531 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.292795 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.332228 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.36672 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.259632 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.154876 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.165345 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.448865 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0179387 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.134463 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.0914357 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.471781 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.126074 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),2.63361 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),1.19812 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.710979 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.305498 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.620721 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.32177 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.666289 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.172511 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.310837 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.349361 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.163431 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.522737 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.0932758 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.159965 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-2.3564 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.136505 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.366775 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),0.00531388 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),2.63052 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.867142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0137857 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.37306 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.014441 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.243846 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.197115 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0572449 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.28903 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.026808 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.392737 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.342595 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.526302 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.230881 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.340687 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.594888 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-1.83049 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.915419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.870818 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.128225 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.424505 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.233268 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.308978 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.1192 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.0668127 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.508418 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.0743143 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.612108 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.390101 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.577747 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.443895 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.407963 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.810089 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-1.1312 # DEPENDENCYPART_GRANDPAR
(1,4),(4,26),-1.88156 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.250459 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.91284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.874727 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.124385 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0730008 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.661676 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-1.09529 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.340769 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0991452 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.0201987 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.583128 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.115486 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.686819 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.431273 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.629393 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.518605 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.428018 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.884799 # DEPENDENCYPART_GRANDPAR
(1,7),(7,26),-1.92274 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.887039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.715802 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.174715 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.247552 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.416951 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-1.23796 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.28044 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.427864 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.0123288 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.308412 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.0684381 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.41212 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.384225 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.574009 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.250264 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.505798 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.614271 # DEPENDENCYPART_GRANDPAR
(1,9),(9,26),-1.87493 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0609307 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.779979 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.588092 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.151367 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.691482 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.467154 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.747832 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.531089 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.637933 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.4581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.454842 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.953739 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.533254 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.894298 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.444086 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.779731 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.936183 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.20041 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-2.1358 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.03259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.347433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),1.39414 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.140665 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.353513 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.252918 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0530193 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0231892 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.00455571 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.194652 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.15787 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),0.0381998 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.38734 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.0582502 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.238485 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),0.0649102 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.0991362 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-1.3315 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.390415 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.03258 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.346158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),1.39071 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.721182 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0622736 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.185825 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.251692 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0389404 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0333903 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0162458 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.187739 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.178672 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.0312876 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.404668 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.0790517 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.224406 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),0.0441087 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-1.33842 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.13271 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.188169 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.355126 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.48916 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.135896 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0503947 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.169441 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.0764679 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.43783 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.691385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),1.14446 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.472817 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.268296 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.465266 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.399404 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.380773 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.25803 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.124776 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.259858 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.0376824 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.103406 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.0999581 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),0.0532435 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.25112 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),0.18218 # DEPENDENCYPART_GRANDPAR
(2,9),(9,26),-1.16131 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.141537 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.760369 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.201879 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.337197 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.0510351 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.180745 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.186273 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),0.143771 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.172755 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.03258 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.0625091 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.510914 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.179947 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.175837 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.0234955 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.408157 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.0762172 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.248203 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),0.0469432 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.225814 # DEPENDENCYPART_GRANDPAR
(2,12),(12,25),-0.117103 # DEPENDENCYPART_GRANDPAR
(2,12),(12,26),-1.34621 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.643654 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.30461 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.510584 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.134602 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.0257364 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.405913 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0715232 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.24597 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),0.0516372 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.229703 # DEPENDENCYPART_GRANDPAR
(2,14),(14,26),-1.34397 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-1.03261 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.0264482 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),0.642604 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),0.217138 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.290002 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.00647114 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.273124 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.543784 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-2.39158 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.242423 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),0.050458 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.243394 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.113588 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-1.34342 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-1.43784 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.701121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,4),0.46725 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.276978 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),0.393837 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.0449579 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.0487071 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),0.211573 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.126197 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.0551211 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),0.0303024 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.818464 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.039676 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-1.3148 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),0.162298 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.249563 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),0.00125265 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-1.18798 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-1.03258 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),0.221425 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.534569 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),0.217318 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-1.95673 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),0.0394216 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),0.088442 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.23271 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.115199 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-1.34465 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.41382 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.32112 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.4052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.67747 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-1.3601 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.964944 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.602459 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.697115 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-1.62014 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.772811 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-1.21767 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.770449 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.846649 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-1.65477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.710507 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-1.72541 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-1.78672 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.892239 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.774321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-1.35008 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.36956 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.58337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.826065 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.926246 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.82933 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.775951 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.15594 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.906371 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.32858 # DEPENDENCYPART_GRANDPAR
(4,1),(1,26),-2.32112 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.707695 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.65267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.917176 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.995531 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.04084 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.964676 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.874196 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.12646 # DEPENDENCYPART_GRANDPAR
