# _root_ Quan ens movem al_voltant_del 3% , ¿ qui es recorda de l' època dels Pactes_de_la_Moncloa , amb un IPC que gairebé arribava al 30% ?
#goldHeads=3,3,10,3,4,3,10,10,10,0,10,13,11,13,14,17,13,19,17,22,22,19,22,23,10,
#predictedHeads=3,3,10,3,4,3,10,10,10,0,10,13,11,13,14,17,10,19,17,22,22,19,22,23,10,
(4,3),(3,19),-1.22053 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.20834 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.985655 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.981611 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.854143 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-1.52531 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.657695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.419186 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.338567 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.278811 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.126543 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.524325 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),0.0229763 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.0515033 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.22965 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.85002 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.599498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.753439 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.235721 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.233425 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.125617 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0894569 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.3676 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.424141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0633771 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.524725 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.518254 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.439656 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.266899 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.382724 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.0289064 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.0897734 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.00620973 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.671924 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.70826 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.433321 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.374744 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.665797 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.478605 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.000147365 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.580464 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.734865 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.696566 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-1.70165 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.410152 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.389331 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.240012 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.151477 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.588647 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-1.01004 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.366556 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.567525 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.145888 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.305608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.480946 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.355093 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.56893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.517437 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.812098 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.667605 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.788277 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.788843 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.13379 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.10599 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.858322 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.787478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.471815 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.11208 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0656626 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.150835 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.124616 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.413448 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.13906 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.338133 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.290663 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.0212392 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.366725 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.00590077 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.118214 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),0.016562 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.299341 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.243569 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.03378 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.123781 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0635022 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.322227 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.275635 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0733819 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.210993 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.372553 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.13217 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.02702 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0552321 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.249432 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.230123 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.392779 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0765292 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.252517 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.108096 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-1.13379 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-1.10597 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.858317 # DEPENDENCYPART_GRANDPAR
(5,22),(22,6),0.465108 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.0965429 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.0947981 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.329098 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.153706 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.254185 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.003118 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.0511659 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.283172 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),0.698837 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.0113266 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),0.0303944 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.299341 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.252114 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.0805259 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.0948392 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.0579636 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.322688 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.347774 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.418712 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.299902 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0416396 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.293221 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.377924 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.00782189 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.23869 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.0933571 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.7677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.298623 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.609067 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.486424 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-1.13124 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.450279 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-1.06112 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-1.26461 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-1.08874 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.873948 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.921253 # DEPENDENCYPART_GRANDPAR
(10,3),(3,25),-1.54011 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.101949 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.209791 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.456191 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0821368 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.371016 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.49238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.129361 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.274995 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.24258 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.245057 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.35293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.167584 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.0494026 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.809811 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.673974 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.649394 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.11613 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.28636 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.621664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.147664 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.399474 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.175629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0204365 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0415882 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.157314 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.995129 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.612038 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.16136 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.376634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.589968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0119663 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.339083 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.00835653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.188991 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.221152 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0768543 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.406279 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.0399961 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.36032 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.0365322 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.10689 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.27953 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.25099 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0674067 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.12176 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.189008 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.151514 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.0178085 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0148887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.188054 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.231476 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0755475 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.405404 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.034881 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.11432 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.2887 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.549428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.308438 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.109264 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.255725 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.519974 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.0652458 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.41122 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),0.0464193 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.133974 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.995123 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.375855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.5904 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.34597 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.0891038 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.519443 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.157638 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.404989 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.0352839 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.352951 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.0352429 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),0.0251902 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.106014 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.0496869 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-1.04341 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-1.38138 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-1.02065 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-1.39936 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.601912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.416328 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.44775 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),0.102995 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),0.0882808 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),0.25834 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),0.26586 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.00612544 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.801999 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.363807 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.0588976 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),0.0147379 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.408437 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.447966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,21),-0.331124 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),0.0370606 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.513648 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),0.353346 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),0.362573 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.00915183 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.344011 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.528711 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0643775 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.621511 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.154814 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.163728 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0397467 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.637408 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.62952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.594651 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.990494 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-1.35765 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.908717 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.889953 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-1.11049 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.900341 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-1.04904 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-1.13812 # DEPENDENCYPART_GRANDPAR
(11,3),(3,25),-1.46393 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.338846 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.662486 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.018174 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.502265 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0819255 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.405874 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.442553 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.585115 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.62953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.59466 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.990502 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.991716 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.35765 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.908725 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.889961 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.1105 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.900361 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.04906 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.13812 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-1.46393 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.564154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.347358 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.56479 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.753999 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.097 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.43777 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.391232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.897461 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.256947 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.352231 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.437556 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.293485 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.24954 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.475281 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),0.0681611 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.51668 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.37983 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.50152 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.2314 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.997844 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.114236 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.49974 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.198066 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.00789717 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.0369647 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.897135 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.436704 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.27473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.248065 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.47447 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.0552328 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.50179 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.2326 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-1.37477 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.621538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,14),-0.0638927 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.432039 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.352654 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.155814 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.514545 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.0924276 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.524834 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.703418 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.730572 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.65121 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.88366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-1.33499 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.756301 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.52714 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.27658 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.901882 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.41039 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.34146 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.14259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.831588 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.696668 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.25922 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.9546 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.385303 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.447281 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0312442 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.109853 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.602211 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.182923 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.389398 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.539492 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.281318 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.114698 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.73523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.724552 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.924371 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.89671 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-1.08554 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.728422 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.69633 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-1.09083 # DEPENDENCYPART_GRANDPAR
(13,3),(3,24),-1.19477 # DEPENDENCYPART_GRANDPAR
(13,3),(3,25),-1.31834 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.684057 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.817611 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.668963 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.298966 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.560627 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.354732 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0810885 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.805577 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.448872 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.571402 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0155315 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.523228 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.271185 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.497321 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.477641 # DEPENDENCYPART_GRANDPAR
