# _root_ Escolti , jo no vull anar a rentar -me les mans , vull anar a orinar .
#goldHeads=0,5,5,5,1,5,6,7,8,11,8,5,5,13,14,15,1,
#predictedHeads=5,1,5,5,0,5,6,7,8,11,8,5,5,13,14,15,5,
(1,8),(8,5),0.0413126 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.151105 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.131093 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.248458 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.185387 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.145247 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.513787 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.289621 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),0.000806421 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.329944 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.801023 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.27134 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.396017 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.503132 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.267446 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.0605724 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.949109 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.46133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.11429 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.38135 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.328698 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.404204 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.328554 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.217239 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0752654 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.364545 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.394822 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.426818 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.194914 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.147993 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.250662 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.91772 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.273098 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.700498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.235841 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.386403 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.0814693 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.191262 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.169348 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0219302 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0658441 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.59162 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.150548 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.110371 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.252382 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.0233689 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.292705 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.773698 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.71248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.122298 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),0.344153 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),0.0694878 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),0.17928 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.124279 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.0339117 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.106374 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.634073 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.177757 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.382321 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.061031 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.338522 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.798804 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.683287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,16),-0.16221 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.854154 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.740655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.182078 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),0.341862 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),0.0413126 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.151105 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),0.131093 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.0620868 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.108664 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.621798 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.180211 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),0.0566077 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.410496 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.122582 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.0216661 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.801023 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.52214 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.07255 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.599406 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.726244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0672284 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0227445 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.121812 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0615962 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.866165 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.314025 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0614516 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.914688 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.366096 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.0398373 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.333913 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.532681 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.07313 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.599406 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.727532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.060913 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.603327 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.167014 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0886229 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.868334 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.31993 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0622193 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.941715 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.393123 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.00536527 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.36094 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.5393 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.988457 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.566717 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0278917 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0501509 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-1.07562 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.490271 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.200024 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.90555 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.367107 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.254048 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.322468 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.07255 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.599406 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.735121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.0551555 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.630542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0124588 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0273804 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.86274 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.311888 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0569161 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.923413 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.374821 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.040197 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.342638 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.536177 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.221776 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0325128 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0450982 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.310854 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.9112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.772245 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.487555 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.14906 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.04578 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.08156 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.54968 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-1.41449 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.41089 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.75077 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.58151 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.92526 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.503046 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.394872 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.45072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.310529 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.0946681 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.688578 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.21483 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.346258 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.32702 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.45567 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.964594 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.39369 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.755775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.323543 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.110644 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.206856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0499222 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.323216 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.385061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.40277 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0603275 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.543093 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.840553 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.06848 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.706868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.441581 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0675369 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.284891 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.248348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.441003 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.203628 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.243451 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.181508 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.364912 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.32643 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.45566 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.964318 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.39368 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.78395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.397441 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.229685 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.198269 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0294746 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.337246 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.376483 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.394192 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.000102921 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.534515 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.842772 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.121973 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.595085 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.370105 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.376295 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0789032 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.99993 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.940073 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.2177 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.545355 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.489858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.657246 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.431804 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.277829 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0287069 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.462937 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.591626 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.291527 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.301499 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.158155 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.457247 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.966277 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.117995 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.32643 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.45566 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.964318 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.743793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.437597 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.26794 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0319532 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0262851 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.692605 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.000841136 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0727619 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.356953 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.0226654 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.497276 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.815446 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.32702 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.45567 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.964594 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.755775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.425616 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.222871 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.0199717 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.066815 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.735058 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0263675 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.259067 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.0603275 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.543093 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.840553 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.06848 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.364912 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.904405 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.32643 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-1.45566 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.964318 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.78395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.397441 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.229685 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.00820342 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.0691054 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.722783 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0288221 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.126525 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.287242 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.241203 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0335304 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.842772 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0433741 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.566344 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.392072 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.589911 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.85643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.840506 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.942051 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.02581 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.10919 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-1.51682 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.40651 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-1.14285 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.779564 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.23614 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-1.95262 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.498888 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.471164 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.372108 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.39471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.447619 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.481572 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.18197 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.338446 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.4233 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.220192 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.769431 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.592481 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.85643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.840506 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.942051 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.02581 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.10919 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.51682 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.40651 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.14285 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.779564 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.23614 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.95262 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.23021 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.46146 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.646104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.321239 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.241712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.256425 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.39168 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.148952 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0712889 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.159944 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0271518 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.48816 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.45264 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.57914 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.46895 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.71941 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.684496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.146122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.191666 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0939708 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.31443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.387877 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.145522 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.043028 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.208521 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.890931 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.152793 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.561092 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.3548 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.100926 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.103757 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.02909 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.1018 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.21468 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.16017 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.33305 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.418179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0816622 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.493597 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.000519971 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0784767 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.576617 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.290077 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0399849 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.204439 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.118409 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-1.0133 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.149636 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.48816 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.45264 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.57914 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.71941 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.644339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.107867 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.241209 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.00293895 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.319336 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0377952 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0537881 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.108283 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0204655 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.171282 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.863606 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.48875 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.45265 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.57941 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.72 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.656321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
