# _root_ Aquesta primera edició de la Fira tindrà com_a escenari el municipi de l' Estany , però com en el cas de la Festa serà itinerant pels 10 municipis del Moianès , i se celebrarà sempre el primer cap de setmana de juny .
#goldHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,11,7,24,17,20,18,20,23,21,7,24,24,28,26,28,29,26,24,34,24,34,38,38,34,38,39,38,41,7,
#predictedHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,7,7,24,24,20,18,20,23,21,7,24,25,28,26,28,29,24,24,34,24,34,38,38,34,38,39,38,41,7,
(21,22),(22,23),0.148222 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-1.39848 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),1.1305 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.00955213 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.109731 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.172148 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-1.30266 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-1.28656 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-1.2327 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-1.03657 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-1.18482 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-1.19181 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-1.01214 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-1.26343 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.25644 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.899885 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.30909 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.16233 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.64988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),1.10654 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.391476 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0184505 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.2193 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.23059 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.220959 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.0253415 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),0.0244271 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.381452 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.265668 # DEPENDENCYPART_GRANDPAR
(21,24),(24,34),-0.0300761 # DEPENDENCYPART_GRANDPAR
(21,24),(24,35),-0.304275 # DEPENDENCYPART_GRANDPAR
(21,24),(24,38),0.0137238 # DEPENDENCYPART_GRANDPAR
(21,24),(24,42),-0.0149561 # DEPENDENCYPART_GRANDPAR
(21,24),(24,43),-1.35371 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.778478 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.667319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),1.3194 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.0473588 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.276413 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.275004 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.191394 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.102342 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),0.0535349 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.447271 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.204605 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),0.00830435 # DEPENDENCYPART_GRANDPAR
(21,25),(25,35),-0.33603 # DEPENDENCYPART_GRANDPAR
(21,25),(25,38),0.0210643 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.211091 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.248675 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.0879782 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.309752 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),0.0543512 # DEPENDENCYPART_GRANDPAR
(21,27),(27,38),-0.0345902 # DEPENDENCYPART_GRANDPAR
(21,28),(28,7),-1.13526 # DEPENDENCYPART_GRANDPAR
(21,28),(28,12),-0.652213 # DEPENDENCYPART_GRANDPAR
(21,28),(28,18),-0.745067 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.404443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),1.14343 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),0.0510106 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.0376158 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.357048 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.264862 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.288265 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.496551 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.379589 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-0.031969 # DEPENDENCYPART_GRANDPAR
(21,28),(28,35),-0.554562 # DEPENDENCYPART_GRANDPAR
(21,28),(28,38),-0.313201 # DEPENDENCYPART_GRANDPAR
(21,28),(28,39),-0.400777 # DEPENDENCYPART_GRANDPAR
(21,28),(28,41),-0.468772 # DEPENDENCYPART_GRANDPAR
(21,28),(28,42),-0.195651 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-1.125 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.03355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-1.12832 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-1.02654 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.4714 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-1.27062 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-2.23139 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.7227 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.28184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.279566 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.717068 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.664459 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.24103 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.947747 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.550324 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.413186 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.6064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,3),-1.53683 # DEPENDENCYPART_GRANDPAR
(23,24),(24,6),-1.60464 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-0.803461 # DEPENDENCYPART_GRANDPAR
(23,24),(24,8),-0.626401 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-1.27403 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-1.27423 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-1.34706 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-1.12025 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.09234 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.815492 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.19095 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.05731 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.416061 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.769591 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.707334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.0432401 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.138895 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.315866 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.109014 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.114757 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.152936 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),0.219313 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),0.215753 # DEPENDENCYPART_GRANDPAR
(23,24),(24,34),-0.155875 # DEPENDENCYPART_GRANDPAR
(23,24),(24,35),-0.0930411 # DEPENDENCYPART_GRANDPAR
(23,24),(24,38),-0.140784 # DEPENDENCYPART_GRANDPAR
(23,24),(24,42),-0.275698 # DEPENDENCYPART_GRANDPAR
(23,24),(24,43),-1.0159 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.724926 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.332455 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.723245 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.0614132 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.133471 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.437899 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.18797 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.236618 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.227345 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),0.0972726 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),0.22761 # DEPENDENCYPART_GRANDPAR
(23,25),(25,34),-0.328362 # DEPENDENCYPART_GRANDPAR
(23,25),(25,35),-0.0941407 # DEPENDENCYPART_GRANDPAR
(23,25),(25,38),-0.228624 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.427241 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.0167778 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),0.0110219 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),0.205068 # DEPENDENCYPART_GRANDPAR
(23,29),(29,34),-0.315192 # DEPENDENCYPART_GRANDPAR
(23,29),(29,41),-0.0905161 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),0.445575 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),0.137026 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.410767 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.0412024 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),-0.386154 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.0647845 # DEPENDENCYPART_GRANDPAR
(24,3),(3,11),-0.0555148 # DEPENDENCYPART_GRANDPAR
(24,3),(3,12),-0.148579 # DEPENDENCYPART_GRANDPAR
(24,3),(3,14),-0.0390889 # DEPENDENCYPART_GRANDPAR
(24,3),(3,15),-0.416768 # DEPENDENCYPART_GRANDPAR
(24,3),(3,16),-0.319408 # DEPENDENCYPART_GRANDPAR
(24,3),(3,28),-0.202932 # DEPENDENCYPART_GRANDPAR
(24,3),(3,38),-0.641996 # DEPENDENCYPART_GRANDPAR
(24,3),(3,43),-1.70628 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),-0.508211 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.144294 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.391423 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.0565671 # DEPENDENCYPART_GRANDPAR
(24,6),(6,11),-0.0321004 # DEPENDENCYPART_GRANDPAR
(24,6),(6,12),-0.121454 # DEPENDENCYPART_GRANDPAR
(24,7),(7,2),0.194587 # DEPENDENCYPART_GRANDPAR
(24,7),(7,3),-0.112776 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.605667 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.423585 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.218264 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-0.215358 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.0952289 # DEPENDENCYPART_GRANDPAR
(24,7),(7,11),-0.205836 # DEPENDENCYPART_GRANDPAR
(24,7),(7,12),-0.259103 # DEPENDENCYPART_GRANDPAR
(24,7),(7,14),-0.191094 # DEPENDENCYPART_GRANDPAR
(24,7),(7,15),0.06921 # DEPENDENCYPART_GRANDPAR
(24,7),(7,16),-0.391481 # DEPENDENCYPART_GRANDPAR
(24,7),(7,17),0.511931 # DEPENDENCYPART_GRANDPAR
(24,7),(7,18),0.221171 # DEPENDENCYPART_GRANDPAR
(24,7),(7,24),-1.50066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,7),(7,25),-0.333303 # DEPENDENCYPART_GRANDPAR
(24,7),(7,26),-0.411781 # DEPENDENCYPART_GRANDPAR
(24,7),(7,27),-1.12443 # DEPENDENCYPART_GRANDPAR
(24,7),(7,28),-0.514801 # DEPENDENCYPART_GRANDPAR
(24,7),(7,31),-1.04727 # DEPENDENCYPART_GRANDPAR
(24,7),(7,32),-0.976335 # DEPENDENCYPART_GRANDPAR
(24,7),(7,34),-0.9749 # DEPENDENCYPART_GRANDPAR
(24,7),(7,42),-1.14292 # DEPENDENCYPART_GRANDPAR
(24,7),(7,43),-1.93834 # DEPENDENCYPART_GRANDPAR
(24,8),(8,5),-0.404783 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),-0.0426107 # DEPENDENCYPART_GRANDPAR
(24,8),(8,11),-0.158796 # DEPENDENCYPART_GRANDPAR
(24,8),(8,12),-0.309347 # DEPENDENCYPART_GRANDPAR
(24,8),(8,15),0.0105354 # DEPENDENCYPART_GRANDPAR
(24,8),(8,16),-0.335313 # DEPENDENCYPART_GRANDPAR
(24,8),(8,17),0.26069 # DEPENDENCYPART_GRANDPAR
(24,8),(8,18),0.28015 # DEPENDENCYPART_GRANDPAR
(24,11),(11,3),-0.263286 # DEPENDENCYPART_GRANDPAR
(24,11),(11,4),-0.546414 # DEPENDENCYPART_GRANDPAR
(24,11),(11,5),-0.136926 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),-0.674406 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.368084 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.265679 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.115423 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-0.156565 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.0305038 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.401368 # DEPENDENCYPART_GRANDPAR
(24,11),(11,16),-0.318182 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),0.489442 # DEPENDENCYPART_GRANDPAR
(24,11),(11,18),0.382682 # DEPENDENCYPART_GRANDPAR
(24,11),(11,20),0.248724 # DEPENDENCYPART_GRANDPAR
(24,11),(11,21),0.445364 # DEPENDENCYPART_GRANDPAR
(24,11),(11,23),0.317269 # DEPENDENCYPART_GRANDPAR
(24,11),(11,24),-1.10678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,11),(11,25),-0.0767056 # DEPENDENCYPART_GRANDPAR
(24,11),(11,27),-0.854905 # DEPENDENCYPART_GRANDPAR
(24,11),(11,28),-0.201777 # DEPENDENCYPART_GRANDPAR
(24,11),(11,29),-0.0723065 # DEPENDENCYPART_GRANDPAR
(24,11),(11,34),-0.580901 # DEPENDENCYPART_GRANDPAR
(24,11),(11,38),-0.640842 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.254154 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.339981 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.10722 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.753459 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.411949 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.315157 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),0.492468 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.105108 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.17744 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),0.15201 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.138254 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),0.21288 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-1.15126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,26),-0.158626 # DEPENDENCYPART_GRANDPAR
(24,17),(17,31),-0.780058 # DEPENDENCYPART_GRANDPAR
(24,17),(17,32),-0.726316 # DEPENDENCYPART_GRANDPAR
(24,17),(17,43),-1.69523 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),-0.656387 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.385796 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.478206 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),0.140505 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.101028 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),0.213335 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.297544 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.151926 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.23304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.201368 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.254541 # DEPENDENCYPART_GRANDPAR
(24,18),(18,31),-0.919833 # DEPENDENCYPART_GRANDPAR
(24,18),(18,32),-0.848074 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.109753 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.449563 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),0.0355063 # DEPENDENCYPART_GRANDPAR
(24,20),(20,7),-0.682499 # DEPENDENCYPART_GRANDPAR
(24,20),(20,12),-0.219498 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),0.27285 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.254844 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.438719 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.322148 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.10763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.078723 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.00135991 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.855752 # DEPENDENCYPART_GRANDPAR
(24,20),(20,28),-0.202627 # DEPENDENCYPART_GRANDPAR
(24,20),(20,29),-0.0733637 # DEPENDENCYPART_GRANDPAR
(24,20),(20,34),-0.581749 # DEPENDENCYPART_GRANDPAR
(24,20),(20,35),-0.383748 # DEPENDENCYPART_GRANDPAR
(24,20),(20,38),-0.641692 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.0707255 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.0329585 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.0604972 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.23326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.197555 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.996258 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.387595 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.279648 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.263299 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),0.225902 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.268243 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.10679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.0767326 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.072322 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.220571 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.0940192 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.790289 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.196058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.399948 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.236599 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),0.555507 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),0.245084 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.0584255 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),0.0489846 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),0.076849 # DEPENDENCYPART_GRANDPAR
(24,25),(25,34),0.101134 # DEPENDENCYPART_GRANDPAR
(24,25),(25,35),0.275587 # DEPENDENCYPART_GRANDPAR
(24,25),(25,38),0.0939383 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.873655 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.495096 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.204899 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.60958 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.211802 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.0236443 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),0.0123793 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),0.126201 # DEPENDENCYPART_GRANDPAR
(24,26),(26,34),0.184551 # DEPENDENCYPART_GRANDPAR
(24,26),(26,41),-0.279831 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.463297 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.581557 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.335009 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),0.16319 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),0.188805 # DEPENDENCYPART_GRANDPAR
(24,27),(27,38),0.126161 # DEPENDENCYPART_GRANDPAR
(24,28),(28,7),-1.39453 # DEPENDENCYPART_GRANDPAR
(24,28),(28,12),-0.516915 # DEPENDENCYPART_GRANDPAR
(24,28),(28,18),-0.0662337 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),0.0850137 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-0.826408 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.658039 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.483643 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.181995 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.230229 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.182046 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.194321 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),0.0853081 # DEPENDENCYPART_GRANDPAR
(24,28),(28,34),0.127028 # DEPENDENCYPART_GRANDPAR
(24,28),(28,35),0.1546 # DEPENDENCYPART_GRANDPAR
(24,28),(28,38),-0.0223881 # DEPENDENCYPART_GRANDPAR
(24,28),(28,39),-0.193922 # DEPENDENCYPART_GRANDPAR
(24,28),(28,41),-0.242378 # DEPENDENCYPART_GRANDPAR
(24,28),(28,42),-0.346098 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),-0.418698 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.134843 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.0543949 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.00666559 # DEPENDENCYPART_GRANDPAR
(24,29),(29,34),0.0946403 # DEPENDENCYPART_GRANDPAR
(24,29),(29,41),-0.327622 # DEPENDENCYPART_GRANDPAR
(24,30),(30,34),0.115832 # DEPENDENCYPART_GRANDPAR
(24,30),(30,38),-0.00811317 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),-0.222952 # DEPENDENCYPART_GRANDPAR
(24,34),(34,3),-1.20165 # DEPENDENCYPART_GRANDPAR
(24,34),(34,7),-1.79634 # DEPENDENCYPART_GRANDPAR
(24,34),(34,8),-0.924287 # DEPENDENCYPART_GRANDPAR
(24,34),(34,11),-1.30654 # DEPENDENCYPART_GRANDPAR
(24,34),(34,15),-1.40397 # DEPENDENCYPART_GRANDPAR
(24,34),(34,16),-1.34154 # DEPENDENCYPART_GRANDPAR
(24,34),(34,17),-0.7142 # DEPENDENCYPART_GRANDPAR
(24,34),(34,18),-0.545463 # DEPENDENCYPART_GRANDPAR
(24,34),(34,20),-1.02131 # DEPENDENCYPART_GRANDPAR
(24,34),(34,23),-0.952608 # DEPENDENCYPART_GRANDPAR
(24,34),(34,24),-0.334403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,34),(34,25),0.571452 # DEPENDENCYPART_GRANDPAR
(24,34),(34,26),0.320267 # DEPENDENCYPART_GRANDPAR
(24,34),(34,27),-0.267401 # DEPENDENCYPART_GRANDPAR
(24,34),(34,28),0.564662 # DEPENDENCYPART_GRANDPAR
(24,34),(34,29),0.0760142 # DEPENDENCYPART_GRANDPAR
(24,34),(34,30),-0.0238249 # DEPENDENCYPART_GRANDPAR
(24,34),(34,31),0.392319 # DEPENDENCYPART_GRANDPAR
(24,34),(34,32),-0.0443835 # DEPENDENCYPART_GRANDPAR
(24,34),(34,33),0.668281 # DEPENDENCYPART_GRANDPAR
(24,34),(34,35),0.26435 # DEPENDENCYPART_GRANDPAR
(24,34),(34,37),-0.145166 # DEPENDENCYPART_GRANDPAR
(24,34),(34,38),0.129943 # DEPENDENCYPART_GRANDPAR
(24,34),(34,39),-0.281344 # DEPENDENCYPART_GRANDPAR
(24,34),(34,40),-0.21662 # DEPENDENCYPART_GRANDPAR
(24,34),(34,41),-0.3298 # DEPENDENCYPART_GRANDPAR
(24,34),(34,42),-0.197677 # DEPENDENCYPART_GRANDPAR
(24,34),(34,43),-0.863994 # DEPENDENCYPART_GRANDPAR
(24,35),(35,38),0.142061 # DEPENDENCYPART_GRANDPAR
(24,35),(35,39),-0.0517413 # DEPENDENCYPART_GRANDPAR
(24,35),(35,41),-0.100198 # DEPENDENCYPART_GRANDPAR
(24,38),(38,26),0.544654 # DEPENDENCYPART_GRANDPAR
(24,38),(38,29),0.381936 # DEPENDENCYPART_GRANDPAR
(24,38),(38,35),0.22624 # DEPENDENCYPART_GRANDPAR
(24,38),(38,36),0.846242 # DEPENDENCYPART_GRANDPAR
(24,38),(38,37),-0.190214 # DEPENDENCYPART_GRANDPAR
(24,38),(38,39),-0.156093 # DEPENDENCYPART_GRANDPAR
(24,38),(38,40),-0.335636 # DEPENDENCYPART_GRANDPAR
(24,38),(38,41),-0.204549 # DEPENDENCYPART_GRANDPAR
(24,38),(38,42),-0.348651 # DEPENDENCYPART_GRANDPAR
(24,42),(42,39),0.136422 # DEPENDENCYPART_GRANDPAR
(24,42),(42,41),0.0879658 # DEPENDENCYPART_GRANDPAR
(25,18),(18,7),-0.466647 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.351652 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.358924 # DEPENDENCYPART_GRANDPAR
