# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,24,22,29,27,9,
(22,2),(22,17),-0.0997823 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0383737 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.354985 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.424287 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0183009 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.180645 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.121127 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.100487 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0655437 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.0664899 # DEPENDENCYPART_SIBL
(22,2),(22,29),-0.136465 # DEPENDENCYPART_SIBL
(22,2),(22,30),-0.0492807 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.701231 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0625038 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.706586 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0180887 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.706585 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.145963 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.461647 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.114209 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.706585 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.461647 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.659138 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0567075 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0151046 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0656651 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.0260526 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.0975793 # DEPENDENCYPART_SIBL
(22,4),(22,27),0.0692071 # DEPENDENCYPART_SIBL
(22,4),(22,29),0.0415639 # DEPENDENCYPART_SIBL
(22,4),(22,30),0.118506 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.00664371 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.729717 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.00616074 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.729716 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.170693 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.486377 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.136877 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.729716 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.486377 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.686946 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0263024 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0595547 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.00954075 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.0197002 # DEPENDENCYPART_SIBL
(22,6),(22,26),0.0414247 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.00970979 # DEPENDENCYPART_SIBL
(22,6),(22,29),-0.0163129 # DEPENDENCYPART_SIBL
(22,6),(22,30),0.047117 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0162598 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.130563 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0162593 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0467476 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.144829 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0466822 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0162593 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.144829 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.251731 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0794062 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.162634 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.00451511 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0418328 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.0501349 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0413505 # DEPENDENCYPART_SIBL
(22,9),(22,29),-0.042449 # DEPENDENCYPART_SIBL
(22,9),(22,30),0.0231566 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.00792002 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.730704 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.171681 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.487365 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.137865 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.730704 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.487365 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.687935 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0253134 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0761075 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.00342197 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0354988 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.0353059 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.000413001 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.0281031 # DEPENDENCYPART_SIBL
(22,11),(22,30),0.0295013 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0317823 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0904931 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.394009 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.143596 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0317823 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.394009 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.515181 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0528028 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.188108 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0425204 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.105861 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.00642734 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.140782 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.0576 # DEPENDENCYPART_SIBL
(22,12),(22,30),-0.0434109 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.170693 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.486376 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.136877 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.729716 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.486376 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.686945 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0263027 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0590989 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.00765827 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0192444 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0395422 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0101656 # DEPENDENCYPART_SIBL
(22,14),(22,29),-0.017843 # DEPENDENCYPART_SIBL
(22,14),(22,30),0.0385859 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.188316 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.175127 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0276697 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.188316 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.244434 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.107058 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.114927 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0438499 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.084663 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0121122 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0745949 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.045907 # DEPENDENCYPART_SIBL
(22,15),(22,30),-0.00465665 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0483204 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.038703 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.358484 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.172034 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.00401944 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0720574 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.000451198 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0548631 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0388884 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0632821 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.0255533 # DEPENDENCYPART_SIBL
(22,16),(22,30),-0.482512 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.068702 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.18095 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.253055 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.175356 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0243843 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0102029 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0476511 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.017519 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.00775943 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.0932728 # DEPENDENCYPART_SIBL
(22,17),(22,30),-0.0871087 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.486376 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.686945 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0263027 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0590989 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.00765827 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0192444 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.0395422 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0101656 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.017843 # DEPENDENCYPART_SIBL
(22,18),(22,30),0.0385859 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.172034 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00401944 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0720574 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.000451198 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0548631 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0388884 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0632821 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.0255533 # DEPENDENCYPART_SIBL
(22,19),(22,30),-0.482512 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0858024 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.149169 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.106105 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.070906 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.169337 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.033501 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.0107508 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.454369 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.145953 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0725637 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0656022 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.130821 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0419487 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.109472 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.145476 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.114418 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0982642 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.124957 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.193098 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.14108 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.0546285 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0138971 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0465938 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.00974431 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.02211 # DEPENDENCYPART_SIBL
(22,24),(22,30),0.0455316 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0101028 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.132572 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.087439 # DEPENDENCYPART_SIBL
(22,25),(22,30),-0.00806293 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0274668 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.011978 # DEPENDENCYPART_SIBL
(22,26),(22,30),0.0536415 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0220946 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.0418236 # DEPENDENCYPART_SIBL
(22,29),(22,30),0.0153399 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.154014 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.264486 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.162107 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.459359 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0693795 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.104113 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.19366 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.145731 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.456459 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.139372 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.66385 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.546451 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.325608 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.133321 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.348776 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.121544 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.285597 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.00231243 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.0630584 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.136519 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0602475 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.167536 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0830308 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0524416 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0125161 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.020834 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.043225 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.00162215 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.457576 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.15308 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0169072 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.368332 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.151424 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.059833 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.01194 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.159987 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0521653 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.073441 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0526486 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.0223872 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0657539 # DEPENDENCYPART_SIBL
(27,23),(27,30),0.0447902 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.189071 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0999378 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.00759632 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0645189 # DEPENDENCYPART_SIBL
(27,24),(27,30),0.052819 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0460511 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0289603 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0397677 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.0515088 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0108143 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.0514228 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.0624965 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0553973 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.021439 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0509059 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.0348547 # DEPENDENCYPART_SIBL
(29,23),(29,28),-0.0268568 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.0501086 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.252154 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.273085 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.279092 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0982353 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.148663 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.763014 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.407889 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.54183 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.861431 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.272085 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.368901 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0104374 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0190733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0608651 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.414168 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.548109 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.967257 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.27955 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.227612 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0463417 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0967694 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.673703 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.19536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.963002 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.513308 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.13215 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.205186 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0419612 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.154758 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0920132 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.739664 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.265655 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0401071 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.194588 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.183423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.00974336 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.317365 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.230618 # DEPENDENCYPART_GRANDPAR
(0,4),(4,30),3.03685 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.733428 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.352412 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.271289 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.621287 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.00202317 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.144876 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0484045 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.00477494 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.469035 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0164249 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.241537 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.375729 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.307894 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.214252 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.441835 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.0196043 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),0.052566 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),0.0444839 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),-0.0670338 # DEPENDENCYPART_GRANDPAR
(0,9),(9,27),0.142745 # DEPENDENCYPART_GRANDPAR
(0,9),(9,29),0.261224 # DEPENDENCYPART_GRANDPAR
(0,9),(9,30),3.06007 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.722511 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.309742 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.616563 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.140152 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.809487 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.348606 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.294932 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),0.132204 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.0860093 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.718399 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.303274 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),0.104919 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.852341 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-1.83813 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.185456 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.125551 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),0.123128 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.0525251 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),0.00352833 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),0.169432 # DEPENDENCYPART_GRANDPAR
(0,22),(22,29),0.295969 # DEPENDENCYPART_GRANDPAR
(0,22),(22,30),3.09808 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.23148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.323576 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.343362 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.589373 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.492581 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.608866 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.819989 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.841865 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.01772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.366054 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.500455 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.576603 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.596096 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.354128 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-1.27275 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.948287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.130563 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.21914 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.553021 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.70208 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.572513 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.962874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.366033 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-1.1665 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.503413 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.829779 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.763838 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-1.32184 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.785714 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.564087 # DEPENDENCYPART_GRANDPAR
(1,4),(4,30),-1.09414 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.23148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.333353 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.492581 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.608866 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.755592 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.210096 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.601875 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.755592 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.210096 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.20111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.372543 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.416246 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.418154 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.70189 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.587777 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.721383 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.857977 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-1.05886 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.59446 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-1.27572 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.791071 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.757829 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-1.21313 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.779705 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.571321 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.588344 # DEPENDENCYPART_GRANDPAR
