# _root_ ' Carpe_Diem ' és un homenatge a la vida : ' aprofita el temps al màxim , que la vida sigui extraordinària , que cada moment sigui únic ' .
#goldHeads=2,4,2,0,6,4,6,9,7,12,12,6,14,12,12,15,12,21,20,21,12,21,12,27,26,27,12,27,12,4,
#predictedHeads=2,4,2,0,6,4,6,9,7,12,12,4,14,12,12,15,21,21,20,21,12,21,27,27,26,27,21,27,12,4,
(14,24),(24,23),-0.338431 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.642029 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.76466 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.483476 # DEPENDENCYPART_GRANDPAR
(14,24),(24,29),-0.356347 # DEPENDENCYPART_GRANDPAR
(14,26),(26,10),-1.53318 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),-0.144504 # DEPENDENCYPART_GRANDPAR
(14,26),(26,22),-0.353318 # DEPENDENCYPART_GRANDPAR
(14,26),(26,23),-0.222783 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.780185 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.34144 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.370994 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),-0.474313 # DEPENDENCYPART_GRANDPAR
(14,26),(26,29),-0.236771 # DEPENDENCYPART_GRANDPAR
(14,27),(27,2),-2.24278 # DEPENDENCYPART_GRANDPAR
(14,27),(27,6),-1.68558 # DEPENDENCYPART_GRANDPAR
(14,27),(27,7),-2.07944 # DEPENDENCYPART_GRANDPAR
(14,27),(27,11),-1.42087 # DEPENDENCYPART_GRANDPAR
(14,27),(27,12),-1.60808 # DEPENDENCYPART_GRANDPAR
(14,27),(27,14),-0.7076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,27),(27,15),0.0698374 # DEPENDENCYPART_GRANDPAR
(14,27),(27,17),0.0361351 # DEPENDENCYPART_GRANDPAR
(14,27),(27,18),0.780162 # DEPENDENCYPART_GRANDPAR
(14,27),(27,20),0.0671977 # DEPENDENCYPART_GRANDPAR
(14,27),(27,21),-0.0511442 # DEPENDENCYPART_GRANDPAR
(14,27),(27,22),-0.289514 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.256295 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),0.0694244 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.528682 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.599752 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.350575 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),-0.295822 # DEPENDENCYPART_GRANDPAR
(14,27),(27,30),-1.13732 # DEPENDENCYPART_GRANDPAR
(14,28),(28,23),-0.210171 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),-0.587324 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.130581 # DEPENDENCYPART_GRANDPAR
(14,28),(28,29),-0.350777 # DEPENDENCYPART_GRANDPAR
(14,28),(28,30),-1.25604 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.528865 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.45503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,4),-0.410276 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.395341 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0853077 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.462423 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.383751 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.412513 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.187598 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.38413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.109273 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.15782 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.05329 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.17737 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.899847 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-1.5851 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-1.53395 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.27248 # DEPENDENCYPART_GRANDPAR
(15,14),(14,26),-1.77871 # DEPENDENCYPART_GRANDPAR
(15,14),(14,27),-1.39863 # DEPENDENCYPART_GRANDPAR
(15,14),(14,28),-1.20263 # DEPENDENCYPART_GRANDPAR
(15,14),(14,29),-1.56358 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.50919 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.2737 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.27572 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.47528 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.199004 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.620082 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.28651 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0768056 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.654946 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.267043 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.34293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.461902 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.612 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.755662 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.277777 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.894269 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.487751 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.508864 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.980975 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.651847 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.0375348 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.336796 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.676799 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.0871863 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.165705 # DEPENDENCYPART_GRANDPAR
(16,4),(4,17),-1.03181 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-1.33385 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-1.45318 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.981895 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-1.43833 # DEPENDENCYPART_GRANDPAR
(16,4),(4,23),-1.32319 # DEPENDENCYPART_GRANDPAR
(16,4),(4,26),-1.94875 # DEPENDENCYPART_GRANDPAR
(16,4),(4,27),-1.11303 # DEPENDENCYPART_GRANDPAR
(16,4),(4,28),-1.46582 # DEPENDENCYPART_GRANDPAR
(16,4),(4,29),-1.38829 # DEPENDENCYPART_GRANDPAR
(16,4),(4,30),-2.14582 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.102283 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.392918 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.421321 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.925833 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.969657 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.782508 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.83401 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.294 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.844547 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.732381 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.125836 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.88971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.916932 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.21096 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.30284 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.812549 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-1.34799 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.20832 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-1.88706 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-1.79864 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-0.94368 # DEPENDENCYPART_GRANDPAR
(16,14),(14,28),-1.37549 # DEPENDENCYPART_GRANDPAR
(16,14),(14,29),-1.30162 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.0645772 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.618323 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.221515 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.535762 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.6141 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.51519 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.47386 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.54935 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.299751 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.3452 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.227679 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.614986 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.35881 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.643091 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-1.16793 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.92641 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-1.37791 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.79255 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.49049 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.88703 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-1.62794 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.60869 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.27543 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.63811 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.88878 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.769664 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.996925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.0260259 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.556186 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.566281 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.454825 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.511618 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.338894 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-1.18731 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.925133 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.125307 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.549987 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.4923 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),-1.2819 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.694346 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.324999 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.445429 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.0516906 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.429565 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-1.29077 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-1.00589 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.305269 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.64772 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.517789 # DEPENDENCYPART_GRANDPAR
(16,28),(28,23),-0.221034 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.943943 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.0651776 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.523974 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),-1.3734 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.883658 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.908765 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.783328 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.629609 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.770429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.107197 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.219525 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.201699 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.425143 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.401049 # DEPENDENCYPART_GRANDPAR
(18,27),(27,2),-0.923521 # DEPENDENCYPART_GRANDPAR
(18,27),(27,6),-1.00607 # DEPENDENCYPART_GRANDPAR
(18,27),(27,7),-0.915122 # DEPENDENCYPART_GRANDPAR
(18,27),(27,11),-0.915211 # DEPENDENCYPART_GRANDPAR
(18,27),(27,12),-0.863161 # DEPENDENCYPART_GRANDPAR
(18,27),(27,14),-0.943989 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-0.732218 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.577077 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.166216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,20),-0.00987711 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.156862 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.197159 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.493271 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.27895 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.674877 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.275402 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.398938 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.509215 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.575119 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.49138 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.48236 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.41151 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.1402 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.19395 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.25607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.326153 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.58528 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.5419 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.841512 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.0149309 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.803382 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.068622 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.389331 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.276641 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.45393 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.207433 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.158679 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.209583 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.165179 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),0.604642 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),0.178399 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),0.897035 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.87897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,21),-1.0402 # DEPENDENCYPART_GRANDPAR
(20,4),(4,22),-1.04948 # DEPENDENCYPART_GRANDPAR
(20,4),(4,23),-0.922625 # DEPENDENCYPART_GRANDPAR
(20,4),(4,26),-1.43996 # DEPENDENCYPART_GRANDPAR
(20,4),(4,27),-1.30789 # DEPENDENCYPART_GRANDPAR
(20,4),(4,28),-1.33019 # DEPENDENCYPART_GRANDPAR
(20,4),(4,29),-1.14075 # DEPENDENCYPART_GRANDPAR
(20,4),(4,30),-1.58556 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.535349 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.0169467 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.809421 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.0706378 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.226411 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.337014 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.137953 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.589264 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.372971 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.650987 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.189065 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.163528 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.667464 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.129642 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0789145 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.738589 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.87286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-1.03492 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-1.04636 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.914295 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-1.3011 # DEPENDENCYPART_GRANDPAR
(20,12),(12,26),-1.43386 # DEPENDENCYPART_GRANDPAR
(20,12),(12,27),-1.3026 # DEPENDENCYPART_GRANDPAR
(20,12),(12,28),-1.32707 # DEPENDENCYPART_GRANDPAR
(20,12),(12,29),-1.13262 # DEPENDENCYPART_GRANDPAR
(20,12),(12,30),-1.57743 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.255764 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.805114 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.285355 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.223744 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0305052 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.022981 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.136726 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.71868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,27),-1.12825 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.997922 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.76113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,1),-0.926905 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.84309 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.980596 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.2476 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.37253 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.18754 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.4315 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.36476 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.09902 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-1.17529 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.14273 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.339333 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.892305 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.02057 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.13338 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.676677 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.878152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.113204 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0954136 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.47028 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.408206 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.298818 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.404786 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.222807 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.69969 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.264014 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.630285 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.865826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-5.52035e-05 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0237679 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.585025 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.493368 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.48951 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.507674 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.24193 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-1.84309 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-1.37253 # DEPENDENCYPART_GRANDPAR
(20,27),(27,7),-1.18754 # DEPENDENCYPART_GRANDPAR
(20,27),(27,11),-1.09902 # DEPENDENCYPART_GRANDPAR
(20,27),(27,12),-1.17529 # DEPENDENCYPART_GRANDPAR
(20,27),(27,14),-1.14273 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-0.339333 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-1.02057 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-1.13338 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.878152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),-0.0149789 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),-0.213602 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.141519 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.583355 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.546626 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.441785 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.404786 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.222807 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.69969 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),0.195914 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.429704 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.253475 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.248115 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.784828 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.104575 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.0571539 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),0.21857 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),0.415884 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),0.221433 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),0.394158 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),0.496951 # DEPENDENCYPART_GRANDPAR
(21,2),(2,17),-0.00502567 # DEPENDENCYPART_GRANDPAR
(21,2),(2,23),-0.895517 # DEPENDENCYPART_GRANDPAR
(21,2),(2,30),-1.47936 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.0827101 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.179989 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.0528289 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),0.176191 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.0127448 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),0.177398 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),0.178756 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),0.0352059 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),0.143262 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),0.25584 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.196048 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),0.379988 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),0.659822 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.32835 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.76102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),-0.639213 # DEPENDENCYPART_GRANDPAR
(21,4),(4,23),-1.15188 # DEPENDENCYPART_GRANDPAR
(21,4),(4,26),-1.039 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),-0.960137 # DEPENDENCYPART_GRANDPAR
(21,4),(4,28),-1.06011 # DEPENDENCYPART_GRANDPAR
(21,4),(4,29),-1.04876 # DEPENDENCYPART_GRANDPAR
(21,4),(4,30),-1.72493 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.0260356 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.0734802 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.895846 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),0.225897 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),0.444423 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.356081 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.132482 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),0.39886 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),0.501537 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.0511662 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),0.000123813 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),-0.211421 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),0.595375 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.35675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.37341 # DEPENDENCYPART_GRANDPAR
(21,6),(6,24),-1.03897 # DEPENDENCYPART_GRANDPAR
