# _root_ ' Si fa falta un estudi , que no vingui a_canvi_de vendre l' aigua ' perquè ' aquest estudi arribarà tard ' , ha dit Castellà .
#goldHeads=10,3,10,3,6,3,3,10,10,25,10,11,14,12,10,20,20,19,20,10,20,20,10,25,0,25,25,
#predictedHeads=3,3,25,3,6,4,10,10,10,3,10,11,14,12,20,20,20,19,20,25,20,20,20,25,0,25,25,
(12,26),(26,21),-0.0713156 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.951143 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.605672 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.133843 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.67882 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.560166 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.52906 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.0793206 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.579981 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.367602 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.28551 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.330695 # DEPENDENCYPART_GRANDPAR
(14,3),(3,15),-0.981357 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-1.07963 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-1.04222 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-1.25224 # DEPENDENCYPART_GRANDPAR
(14,3),(3,23),-1.14736 # DEPENDENCYPART_GRANDPAR
(14,3),(3,25),-1.21513 # DEPENDENCYPART_GRANDPAR
(14,3),(3,27),-2.08856 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.412658 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.503708 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.678335 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.397083 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.540477 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.391637 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.549124 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.320291 # DEPENDENCYPART_GRANDPAR
(14,4),(4,15),-0.900946 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.509237 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.665195 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.737148 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.892586 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.375145 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.531277 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.306706 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.272973 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.74533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.900946 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-1.17617 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-1.08622 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.959184 # DEPENDENCYPART_GRANDPAR
(14,6),(6,27),-1.99406 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.538411 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0827406 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.487922 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.551214 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.388235 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.506838 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.75706 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.58273 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.149969 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.197352 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.88931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.9795 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-1.07471 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-1.25473 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-1.2302 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.04003 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-1.05966 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-1.25038 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-1.14551 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-1.21294 # DEPENDENCYPART_GRANDPAR
(14,10),(10,27),-2.0867 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.575964 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.413939 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.679829 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.502673 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.260086 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.81042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.89428 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.999117 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.16951 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.999164 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.05253 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-1.07623 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.526876 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0669568 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.474456 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.539737 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.376758 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.49198 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.741939 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.57352 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.2622 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.151107 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.88931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.9795 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.07471 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.25473 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.2302 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.04003 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-1.05966 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-1.25038 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-1.14551 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-1.81214 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-1.21294 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-1.56646 # DEPENDENCYPART_GRANDPAR
(14,12),(12,27),-2.0867 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.394335 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.346263 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.160959 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.389986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.269978 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-1.28765 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.27998 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.43176 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.922058 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-1.04185 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.993388 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.0292278 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.294953 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.246001 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.699559 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.276258 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.33715 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.270588 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.463105 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-1.42968 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.20203 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.4422 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.5758 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-1.44187 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.48968 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-1.55997 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.24239 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-1.1435 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-1.20585 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.909249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.144916 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.12091 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.420145 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.91093 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.251336 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.24263 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.344633 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.140726 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.944001 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.242609 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.522157 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-1.20599 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-1.00578 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.469126 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.324075 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0757979 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.5262 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.34091 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-1.04203 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.423894 # DEPENDENCYPART_GRANDPAR
(14,25),(25,1),-1.42968 # DEPENDENCYPART_GRANDPAR
(14,25),(25,2),-1.20201 # DEPENDENCYPART_GRANDPAR
(14,25),(25,3),-1.44226 # DEPENDENCYPART_GRANDPAR
(14,25),(25,4),-1.5758 # DEPENDENCYPART_GRANDPAR
(14,25),(25,6),-1.44186 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-1.48968 # DEPENDENCYPART_GRANDPAR
(14,25),(25,8),-1.55996 # DEPENDENCYPART_GRANDPAR
(14,25),(25,10),-1.24245 # DEPENDENCYPART_GRANDPAR
(14,25),(25,11),-1.1435 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-1.20591 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-0.920375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),-0.155486 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),-0.139849 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),-0.430716 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.262461 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.0742403 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.274655 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.426367 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.060424 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.645831 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.547099 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-1.2011 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.931834 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.967477 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.783686 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.860958 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.972716 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.704544 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.631619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.388932 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.133946 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.00460139 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.169008 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0527897 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.342117 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.930168 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.885128 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.00968 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.00747 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.01058 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.921741 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.892973 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.953179 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.888075 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.940594 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.888464 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.686317 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.438335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.416755 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0832599 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0087786 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.16707 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.107972 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.178474 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.34224 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.309505 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.134489 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.325379 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.218914 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.233497 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.653825 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.581275 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.168659 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),0.359965 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.425664 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.232138 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.527276 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.183547 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.285174 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.125851 # DEPENDENCYPART_GRANDPAR
(19,3),(3,20),-1.07346 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),-1.058 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),-0.986006 # DEPENDENCYPART_GRANDPAR
(19,3),(3,25),-1.21018 # DEPENDENCYPART_GRANDPAR
(19,3),(3,27),-1.5915 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.0615174 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.16273 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.414451 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.125081 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.600258 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.100487 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.315054 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.221981 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.0700264 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.205027 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.0588013 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.553065 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.396685 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.145962 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0728491 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.341767 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.157736 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.120025 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.964768 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.891166 # DEPENDENCYPART_GRANDPAR
(19,11),(11,25),-1.07128 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.139423 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.301079 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.186043 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.483425 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.36655 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.143715 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.511815 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.437006 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.148763 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.41701 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.110244 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.157202 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.0301567 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.30459 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.7183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-1.07128 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-1.02526 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-1.05614 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.984148 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-1.47512 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),-1.20799 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-1.22743 # DEPENDENCYPART_GRANDPAR
(19,12),(12,27),-1.58965 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.27832 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.56231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.901603 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.921137 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.828264 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-1.45812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.05709 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.831327 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.16157 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.58256 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.49473 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.16085 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.32634 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.13673 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.4091 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.08851 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.12212 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.02731 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.01491 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.565519 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.681589 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.70664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.200916 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.135524 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.0400645 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.597251 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.22988 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.120055 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.694675 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.27138 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.437906 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.81013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.105397 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.33584 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.183938 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.70803 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.422936 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-1.05709 # DEPENDENCYPART_GRANDPAR
(19,25),(25,2),-0.831309 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-1.16163 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-1.58256 # DEPENDENCYPART_GRANDPAR
(19,25),(25,6),-1.49473 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-1.16085 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-1.32633 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-1.13679 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-1.40909 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-1.08857 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-1.12212 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-1.02731 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-1.0149 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.565518 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.717765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),-0.0739987 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.214965 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.204875 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.133538 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.272088 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.144996 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.689793 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.0378865 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.557328 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.816492 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.83795 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.83117 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.326405 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.499221 # DEPENDENCYPART_GRANDPAR
(20,2),(2,23),-0.99505 # DEPENDENCYPART_GRANDPAR
(20,2),(2,27),-1.29005 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.390391 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),0.727485 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.264818 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.542768 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.334665 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.0505044 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.0928839 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),0.23284 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.242629 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.184745 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.339522 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),0.0992368 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.69891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,22),-0.879063 # DEPENDENCYPART_GRANDPAR
(20,3),(3,23),-1.26282 # DEPENDENCYPART_GRANDPAR
(20,3),(3,25),-1.21636 # DEPENDENCYPART_GRANDPAR
(20,3),(3,27),-1.53369 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.346436 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),0.124338 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),0.242278 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.216402 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.346346 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.757944 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.682486 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.454961 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-0.494414 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),0.13841 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),0.284763 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.349922 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.417366 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.781685 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.682442 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),0.44559 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.024711 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.021649 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.493507 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),0.208138 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.262197 # DEPENDENCYPART_GRANDPAR
(20,6),(6,21),-0.406471 # DEPENDENCYPART_GRANDPAR
(20,6),(6,27),-1.30648 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.695464 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.781061 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.00407006 # DEPENDENCYPART_GRANDPAR
