# _root_ ' El moviment denuncia l' especulació , els desallotjaments , les polítiques de criminalització i la violència policial exercida contra el moviment okupa .
#goldHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
#predictedHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
(4,3),(3,9),-0.502819 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.09985 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.571168 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.40893 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.750038 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.653258 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.998869 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.185688 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.569029 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.33375 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.319245 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.215426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.374287 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.129818 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.072035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.166405 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.158493 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.0633266 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.255444 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),0.00489435 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),0.195649 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.0711191 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.278313 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-1.26314 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.293632 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.569027 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),1.36445 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.652513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.208741 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.380447 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.374197 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.126032 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0775901 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.170192 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.150743 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.0595399 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.255501 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.00483669 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),0.190094 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.0749058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.2821 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.26305 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.105643 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.163318 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.220973 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.411465 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.511647 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.276016 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.406959 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0801319 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.171829 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.150007 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.0579029 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.257263 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.00307492 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),0.185564 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.0765429 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.283737 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-1.26503 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.10145 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.596121 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0492476 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.164646 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.069631 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.0608109 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.0528318 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.219064 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.411404 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.511879 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.274106 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.405231 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.435475 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0141554 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.150723 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.0595198 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.255511 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.00482676 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),0.1978 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.0749259 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.28212 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-1.26307 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.223225 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.509365 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.278267 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.408366 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.432962 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.0132421 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.275825 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.447798 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.253245 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),0.00709293 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),0.194754 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.0717886 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.278983 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-1.25194 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.0415479 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.0738905 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.680895 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.180941 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.0416108 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.0776105 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.0415425 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.073885 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.114143 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.680865 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.180948 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.2744 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.0888269 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.108515 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.317923 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-1.31884 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.429076 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.181699 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.725687 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),0.0600341 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.148523 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),-0.224417 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),0.440706 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.432625 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.196024 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.0430611 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.474333 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.265395 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-1.25454 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),-0.218027 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),0.434801 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),0.0331314 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),0.323657 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.486327 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),0.225977 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-1.26221 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.612789 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.728649 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.531219 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-1.21901 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.19026 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.80317 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.25465 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.89804 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.633029 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.20463 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.84107 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.92455 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.392019 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-1.10412 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.512143 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0997328 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.262504 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.200389 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.731772 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.44439 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.5266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.733743 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.642916 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.950434 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.759424 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.535776 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.929474 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.04696 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-1.03786 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.470243 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.00911 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.794963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,3),-1.23099 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.0013 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.761441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.284357 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0860415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0771334 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.00860531 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0486453 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.259265 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.209856 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.280355 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.145416 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.0987113 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.328341 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.250839 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.27816 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-1.18938 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.162367 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0887267 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.280986 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0770074 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.122552 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0642946 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.314767 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0251551 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.269916 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.219439 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.291006 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.135555 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.08885 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.304711 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.26149 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.288812 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-1.20007 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0862752 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.283519 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.163427 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0889665 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.15129 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.0840876 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),0.298488 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.284355 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.075725 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.122249 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.067664 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.312567 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.00296066 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0768999 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.209866 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.280368 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.145412 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.098707 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.336054 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.250852 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.278174 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-1.18939 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.283026 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.121756 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0663353 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.31141 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.00246751 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.0771604 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.182762 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.850812 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.141197 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.0944917 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),0.327025 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.253899 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.28122 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-1.18815 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.0545125 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.143966 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.87201 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.183972 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0837791 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),0.291109 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.0545156 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.14397 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.00149846 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.872033 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.183967 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.301835 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.32391 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.168745 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.196936 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-1.29821 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.0112036 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.0406115 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),0.0856345 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.0438737 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.071533 # DEPENDENCYPART_GRANDPAR
(6,22),(22,7),0.278756 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.00292665 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.855181 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.106018 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),0.0500601 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.473076 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.27423 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-1.19328 # DEPENDENCYPART_GRANDPAR
(6,23),(23,7),0.288084 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),0.00391278 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.0490672 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),0.380256 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),0.471214 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.247776 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-1.2011 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-1.03549 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.704314 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.818393 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.91646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.780807 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.02456 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.971105 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.62624 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.996027 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.980979 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.914233 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.938179 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.936246 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.516794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.892464 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.878701 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.833755 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.746533 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.590295 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.684986 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.250895 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-1.30128 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.25733 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.69749 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.984803 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.76505 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.24473 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.69565 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.50083 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.53311 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.08682 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.9181 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.80817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.24989 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.26751 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.49783 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.16368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.08334 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.4113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.507219 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.02295 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.338046 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-1.09134 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.512983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.02201 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.778542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.807001 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.436786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-1.24477 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-1.13397 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.470086 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.484494 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-1.00188 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.447449 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.106817 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.110522 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.375081 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0825448 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.578428 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.58582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.807673 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.755127 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.5616 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.969541 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.918407 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.923019 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0443442 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.828783 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.114969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0444331 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.124417 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.58903 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.58582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.807673 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.755127 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.561602 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.913778 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.969528 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.918407 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.886864 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.989722 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.521261 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.990196 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.923019 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.81119 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0463432 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.103078 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.61853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-1.15415 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.383907 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.843824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,7),-0.434104 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.54005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.809991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.207088 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0366696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.01346 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.174048 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.26357 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.171844 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.166791 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.264526 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.0662825 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.25123 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.183358 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-1.029 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.0575313 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0669215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.1791 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.177604 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.196998 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.19602 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.0584386 # DEPENDENCYPART_GRANDPAR
