# _root_ El Congrés s' havia plantejat de consens a l' entorn_de Preses , que ha iniciat el tercer mandat al_capdavant_de Comissions , si_bé una hora abans d' acabar -se el termini Àngel_González ha presentat la_seva candidatura .
#goldHeads=2,5,5,5,0,5,6,7,10,8,10,15,15,15,11,18,18,15,15,19,15,33,24,25,33,25,26,27,30,27,33,33,5,35,33,5,
#predictedHeads=2,5,5,5,0,5,6,5,10,8,10,15,15,15,11,18,18,15,15,19,33,33,24,25,15,25,26,27,30,33,30,33,15,35,33,5,
(18,14),(14,33),-1.17636 # DEPENDENCYPART_GRANDPAR
(18,14),(14,36),-2.16287 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.949545 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.831615 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.621987 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-1.02926 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.68084 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-1.10827 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.918428 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-1.08525 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.886787 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.537387 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.325474 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.955998 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.164101 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.71294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.723471 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-1.01061 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.921822 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-1.21297 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-1.10462 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.99487 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-1.04668 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.89682 # DEPENDENCYPART_GRANDPAR
(18,15),(15,30),-1.35995 # DEPENDENCYPART_GRANDPAR
(18,15),(15,31),-1.39139 # DEPENDENCYPART_GRANDPAR
(18,15),(15,32),-1.35522 # DEPENDENCYPART_GRANDPAR
(18,15),(15,33),-1.17032 # DEPENDENCYPART_GRANDPAR
(18,15),(15,35),-1.42355 # DEPENDENCYPART_GRANDPAR
(18,15),(15,36),-2.16135 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.493471 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.510067 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.648647 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.835966 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-0.765249 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.659993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0683788 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.134214 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.471292 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.28264 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.804061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,22),-0.505524 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.224926 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0908501 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.401801 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.195758 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.160623 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.000218913 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.19188 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.121317 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.165625 # DEPENDENCYPART_GRANDPAR
(18,24),(24,5),-1.43728 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-1.6206 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.805783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.197322 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.205478 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.414508 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.00091911 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.289642 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.208441 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.122797 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.478026 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.513844 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.667748 # DEPENDENCYPART_GRANDPAR
(18,24),(24,33),-0.402925 # DEPENDENCYPART_GRANDPAR
(18,24),(24,35),-0.542601 # DEPENDENCYPART_GRANDPAR
(18,25),(25,19),0.135363 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.124735 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.142597 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.0511064 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0790868 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.37624 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.417778 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),-0.353222 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.227282 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),0.00532324 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.221303 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.0248886 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.0977322 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.150604 # DEPENDENCYPART_GRANDPAR
(18,26),(26,33),-0.301784 # DEPENDENCYPART_GRANDPAR
(18,27),(27,2),-1.96617 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-1.79558 # DEPENDENCYPART_GRANDPAR
(18,27),(27,5),-1.60061 # DEPENDENCYPART_GRANDPAR
(18,27),(27,13),-1.09323 # DEPENDENCYPART_GRANDPAR
(18,27),(27,14),-1.82388 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-1.53539 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.765071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.222892 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),0.138808 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.437046 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.148989 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.243708 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.098444 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.271659 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.31826 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.359534 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.486897 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.190127 # DEPENDENCYPART_GRANDPAR
(18,27),(27,35),-0.390186 # DEPENDENCYPART_GRANDPAR
(18,27),(27,36),-1.31279 # DEPENDENCYPART_GRANDPAR
(18,30),(30,23),-0.00271152 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),-0.124343 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.0707216 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),0.0225075 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.500636 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.517525 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.67782 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.412998 # DEPENDENCYPART_GRANDPAR
(18,30),(30,35),-0.544561 # DEPENDENCYPART_GRANDPAR
(18,31),(31,29),-0.492366 # DEPENDENCYPART_GRANDPAR
(18,31),(31,30),-0.455177 # DEPENDENCYPART_GRANDPAR
(18,33),(33,2),-1.96727 # DEPENDENCYPART_GRANDPAR
(18,33),(33,4),-1.79596 # DEPENDENCYPART_GRANDPAR
(18,33),(33,5),-1.60099 # DEPENDENCYPART_GRANDPAR
(18,33),(33,8),-2.13733 # DEPENDENCYPART_GRANDPAR
(18,33),(33,10),-2.02408 # DEPENDENCYPART_GRANDPAR
(18,33),(33,12),-1.52426 # DEPENDENCYPART_GRANDPAR
(18,33),(33,13),-1.09361 # DEPENDENCYPART_GRANDPAR
(18,33),(33,14),-1.82426 # DEPENDENCYPART_GRANDPAR
(18,33),(33,15),-1.53577 # DEPENDENCYPART_GRANDPAR
(18,33),(33,17),-0.627111 # DEPENDENCYPART_GRANDPAR
(18,33),(33,18),-0.743341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,33),(33,19),0.262931 # DEPENDENCYPART_GRANDPAR
(18,33),(33,21),0.179265 # DEPENDENCYPART_GRANDPAR
(18,33),(33,22),-0.417037 # DEPENDENCYPART_GRANDPAR
(18,33),(33,24),-0.127451 # DEPENDENCYPART_GRANDPAR
(18,33),(33,25),-0.210792 # DEPENDENCYPART_GRANDPAR
(18,33),(33,26),-0.0541615 # DEPENDENCYPART_GRANDPAR
(18,33),(33,27),0.110197 # DEPENDENCYPART_GRANDPAR
(18,33),(33,28),-0.373576 # DEPENDENCYPART_GRANDPAR
(18,33),(33,29),-0.858123 # DEPENDENCYPART_GRANDPAR
(18,33),(33,30),-0.397647 # DEPENDENCYPART_GRANDPAR
(18,33),(33,31),-0.415292 # DEPENDENCYPART_GRANDPAR
(18,33),(33,32),-0.138256 # DEPENDENCYPART_GRANDPAR
(18,33),(33,35),-0.406097 # DEPENDENCYPART_GRANDPAR
(18,33),(33,36),-1.33461 # DEPENDENCYPART_GRANDPAR
(18,35),(35,34),-0.41767 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.225909 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.0697859 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.266179 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.205341 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.457557 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.375423 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.247093 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.403009 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.267442 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.61001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.000490985 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.03498 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.903608 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.64142 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.868361 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.905542 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-1.21948 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.78402 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-1.08139 # DEPENDENCYPART_GRANDPAR
(19,18),(18,31),-1.37919 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-0.931807 # DEPENDENCYPART_GRANDPAR
(19,18),(18,35),-0.996363 # DEPENDENCYPART_GRANDPAR
(19,18),(18,36),-1.96923 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.47763 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.22137 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.154987 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0562793 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.159608 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.786224 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.141883 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.574071 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.00741243 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.220634 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.513176 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.42599 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.507168 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.640327 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.509684 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.737554 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.53552 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.87985 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.532068 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.194701 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.6346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.648678 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.11 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.778099 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.10064 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.716195 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.710692 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.906479 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-1.20848 # DEPENDENCYPART_GRANDPAR
(20,18),(18,31),-1.26896 # DEPENDENCYPART_GRANDPAR
(20,18),(18,33),-0.999092 # DEPENDENCYPART_GRANDPAR
(20,18),(18,35),-1.29012 # DEPENDENCYPART_GRANDPAR
(20,18),(18,36),-1.81149 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.257923 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0535556 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.326562 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.0719612 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.181798 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-1.09901 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.995275 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.803214 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.495614 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.372565 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.405011 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.347441 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.111316 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.119676 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.304298 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.461322 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.526175 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.53637 # DEPENDENCYPART_GRANDPAR
(20,24),(24,33),-0.403547 # DEPENDENCYPART_GRANDPAR
(20,24),(24,35),-0.543947 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.00250106 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.116505 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.201685 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.779545 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-0.633667 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.845355 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.570986 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.51269 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.581389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.622004 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.101247 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.0973449 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0948723 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.341895 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.478369 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.324552 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.130862 # DEPENDENCYPART_GRANDPAR
(22,24),(24,35),-0.347682 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.646301 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.243673 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0204285 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.129395 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.438199 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.582028 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.161824 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-0.923306 # DEPENDENCYPART_GRANDPAR
(22,27),(27,4),-0.903652 # DEPENDENCYPART_GRANDPAR
(22,27),(27,5),-0.859179 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-0.724745 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-0.843273 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-0.830694 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.885323 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.675254 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.517558 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.551662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,24),0.106397 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.0895549 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.200922 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.387651 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.383059 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.525544 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.368446 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),-0.144183 # DEPENDENCYPART_GRANDPAR
(22,27),(27,35),-0.398638 # DEPENDENCYPART_GRANDPAR
(22,27),(27,36),-0.57665 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-1.48974 # DEPENDENCYPART_GRANDPAR
(23,24),(24,6),-1.24706 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.53909 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.20092 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.33437 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.25995 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.09582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.380545 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.249028 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.207619 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-1.39763 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-1.01023 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.519323 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),-0.453266 # DEPENDENCYPART_GRANDPAR
(23,24),(24,35),-1.45412 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-1.25095 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-1.28179 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),-0.367457 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.186735 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.211678 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-1.34792 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.965925 # DEPENDENCYPART_GRANDPAR
(23,25),(25,33),-0.452382 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.17015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.326713 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.305311 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.242033 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-1.36242 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.981783 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.484119 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-0.703068 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.763039 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.0280524 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.290271 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.256877 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.368226 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.337404 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),-0.302145 # DEPENDENCYPART_GRANDPAR
(24,5),(5,11),-0.732431 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),-0.289561 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.183637 # DEPENDENCYPART_GRANDPAR
(24,5),(5,15),-0.186423 # DEPENDENCYPART_GRANDPAR
(24,5),(5,18),-0.0225061 # DEPENDENCYPART_GRANDPAR
(24,5),(5,19),0.103211 # DEPENDENCYPART_GRANDPAR
(24,5),(5,21),-0.043146 # DEPENDENCYPART_GRANDPAR
(24,5),(5,22),-0.178149 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-1.84322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,5),(5,25),-0.648411 # DEPENDENCYPART_GRANDPAR
(24,5),(5,27),-0.8223 # DEPENDENCYPART_GRANDPAR
(24,5),(5,30),-1.11289 # DEPENDENCYPART_GRANDPAR
(24,5),(5,31),-1.03742 # DEPENDENCYPART_GRANDPAR
(24,5),(5,32),-1.24389 # DEPENDENCYPART_GRANDPAR
(24,5),(5,33),-1.16505 # DEPENDENCYPART_GRANDPAR
(24,5),(5,35),-1.32267 # DEPENDENCYPART_GRANDPAR
(24,5),(5,36),-1.76821 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.260193 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.41082 # DEPENDENCYPART_GRANDPAR
(24,6),(6,10),-0.352072 # DEPENDENCYPART_GRANDPAR
(24,6),(6,11),-0.634753 # DEPENDENCYPART_GRANDPAR
(24,6),(6,12),-0.389738 # DEPENDENCYPART_GRANDPAR
(24,18),(18,5),-0.365822 # DEPENDENCYPART_GRANDPAR
(24,18),(18,6),-0.293349 # DEPENDENCYPART_GRANDPAR
(24,18),(18,8),-0.368276 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.475795 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.373465 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.695233 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.426863 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.717515 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.624857 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.0247856 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.390399 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.000373481 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.187837 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.568582 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.69994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.548584 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.868733 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.65877 # DEPENDENCYPART_GRANDPAR
(24,18),(18,30),-0.969543 # DEPENDENCYPART_GRANDPAR
(24,18),(18,31),-0.894075 # DEPENDENCYPART_GRANDPAR
(24,18),(18,33),-1.00151 # DEPENDENCYPART_GRANDPAR
(24,18),(18,35),-1.17932 # DEPENDENCYPART_GRANDPAR
(24,18),(18,36),-1.67622 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.00614602 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.234391 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.164211 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.101504 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.209027 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.362267 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.68722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,26),-0.988278 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.652434 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.72769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.608297 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-1.07868 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.732837 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.955248 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.877139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.102275 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.0189884 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.123214 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.0577046 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),-0.362369 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.531407 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.733748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.128662 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.079639 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.199262 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),0.253438 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.266502 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-1.80995 # DEPENDENCYPART_GRANDPAR
(24,27),(27,4),-1.256 # DEPENDENCYPART_GRANDPAR
(24,27),(27,5),-1.12234 # DEPENDENCYPART_GRANDPAR
(24,27),(27,13),-0.568379 # DEPENDENCYPART_GRANDPAR
(24,27),(27,14),-1.37495 # DEPENDENCYPART_GRANDPAR
(24,27),(27,15),-1.18085 # DEPENDENCYPART_GRANDPAR
