# _root_ No els en deixa passar ni una i , si hi ha dubtes sobre la sonoritat d' una nota , fa que la repeteixin tots .
#goldHeads=5,5,5,5,0,7,5,5,12,12,12,21,12,13,16,14,16,19,17,12,5,24,24,21,24,5,
#predictedHeads=5,5,5,5,0,5,5,7,12,12,12,5,12,13,16,14,16,19,17,12,12,24,24,21,24,5,
(21,8),(21,11),0.390616 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.0780504 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0776767 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.0659428 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0785227 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0433445 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0747098 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.266162 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.107788 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0692137 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.0641382 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0274549 # DEPENDENCYPART_SIBL
(21,8),(21,26),0.0925959 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.360713 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.00585986 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.231377 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.097883 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.041343 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0982091 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0198597 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.102649 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.319745 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0868322 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0182071 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0461861 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.0522487 # DEPENDENCYPART_SIBL
(21,9),(21,26),-0.437778 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.577181 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.160059 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.343209 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0600971 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.344055 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0396346 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.340242 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.270209 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0716112 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0533106 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.170926 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0943423 # DEPENDENCYPART_SIBL
(21,10),(21,26),-0.0533328 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.00368883 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0733456 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0514474 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.073011 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.290574 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0730097 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.355234 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.140688 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.18853 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.254131 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.217374 # DEPENDENCYPART_SIBL
(21,11),(21,26),0.382011 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0149643 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0326802 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0153015 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.362527 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0148144 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.095106 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.200686 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0290802 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0891714 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.0165549 # DEPENDENCYPART_SIBL
(21,12),(21,26),0.260073 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0650514 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.67227 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0212353 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.672264 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.436962 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0085194 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0340931 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.178962 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.060529 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.153815 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0647654 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0412852 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.064115 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.262517 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0830027 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0105206 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.139013 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0413378 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.0738601 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0213847 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.672115 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.43555 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00807853 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0349477 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.179469 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0613836 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.154291 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0300765 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.351929 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0714564 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0679634 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.142866 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.10119 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.110591 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.439671 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0196753 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0257474 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.167624 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0521832 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.142243 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0868322 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0182071 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0461861 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0522487 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.437778 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0302707 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.012412 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0262951 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0972466 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00335035 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0260446 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.00594684 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.022371 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0888174 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0561779 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00487452 # DEPENDENCYPART_SIBL
(24,4),(24,5),-0.0386614 # DEPENDENCYPART_SIBL
(24,4),(24,6),0.049478 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.0100967 # DEPENDENCYPART_SIBL
(24,4),(24,8),0.0616716 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.13919 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.123269 # DEPENDENCYPART_SIBL
(24,4),(24,11),0.12183 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.288264 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.0111886 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.0668643 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.0108514 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.164084 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0113384 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.13919 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.110594 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.295437 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.0387641 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.0267301 # DEPENDENCYPART_SIBL
(24,4),(24,26),0.0276655 # DEPENDENCYPART_SIBL
(24,5),(24,6),0.0358222 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.0321784 # DEPENDENCYPART_SIBL
(24,5),(24,8),0.0470273 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.156693 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.137769 # DEPENDENCYPART_SIBL
(24,5),(24,11),0.0984462 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.313881 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0292428 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.0834561 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.0289056 # DEPENDENCYPART_SIBL
(24,5),(24,17),0.139973 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0293927 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.156693 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.136061 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.309919 # DEPENDENCYPART_SIBL
(24,5),(24,23),0.0167924 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0158795 # DEPENDENCYPART_SIBL
(24,5),(24,26),0.0333924 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.045668 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0312946 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.351054 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.136396 # DEPENDENCYPART_SIBL
(24,6),(24,11),0.202277 # DEPENDENCYPART_SIBL
(24,6),(24,12),0.0508184 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.058968 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0629965 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0580126 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.00700751 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0552423 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.351054 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0376081 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.371894 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.0742127 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.024053 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0201481 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.126526 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.371251 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.222312 # DEPENDENCYPART_SIBL
(24,7),(24,11),0.150188 # DEPENDENCYPART_SIBL
(24,7),(24,12),0.117329 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.104467 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.0631819 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.104133 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.255892 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.104131 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.371251 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0602136 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.552565 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.00568589 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.00710955 # DEPENDENCYPART_SIBL
(24,7),(24,26),-0.00906359 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.318737 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.17946 # DEPENDENCYPART_SIBL
(24,8),(24,11),0.261812 # DEPENDENCYPART_SIBL
(24,8),(24,12),0.0789496 # DEPENDENCYPART_SIBL
(24,8),(24,13),0.0098075 # DEPENDENCYPART_SIBL
(24,8),(24,14),0.0493077 # DEPENDENCYPART_SIBL
(24,8),(24,16),0.0106535 # DEPENDENCYPART_SIBL
(24,8),(24,17),0.0280558 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.00684066 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.318737 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0883763 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.205972 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.148529 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.0499109 # DEPENDENCYPART_SIBL
(24,8),(24,26),0.0063262 # DEPENDENCYPART_SIBL
(24,9),(24,10),0.328127 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.0827735 # DEPENDENCYPART_SIBL
(24,9),(24,12),0.251171 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.0388834 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.0451877 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.0392095 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.0248724 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.0436497 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.361022 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.0955414 # DEPENDENCYPART_SIBL
(24,9),(24,22),0.515495 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0945733 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.0664557 # DEPENDENCYPART_SIBL
(24,9),(24,26),-0.47206 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.395282 # DEPENDENCYPART_SIBL
(24,10),(24,12),0.125971 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.230619 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.00350439 # DEPENDENCYPART_SIBL
(24,10),(24,16),0.231465 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0156117 # DEPENDENCYPART_SIBL
(24,10),(24,19),0.227652 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.357807 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.0889079 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.655956 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.240501 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0203865 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.201893 # DEPENDENCYPART_SIBL
(24,11),(24,12),0.0876073 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.0789436 # DEPENDENCYPART_SIBL
(24,11),(24,14),0.108193 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.078609 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.348535 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0786078 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.34739 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.0372047 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.559282 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.0469673 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0725822 # DEPENDENCYPART_SIBL
(24,11),(24,26),0.125543 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0249118 # DEPENDENCYPART_SIBL
(24,12),(24,14),0.0470063 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0245746 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.378184 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0250616 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.141419 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.061296 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.289748 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0319473 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.0578083 # DEPENDENCYPART_SIBL
(24,12),(24,26),0.272596 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.0869097 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.730921 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.000405393 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.730915 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.489853 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0176344 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.668927 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0147045 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.00568186 # DEPENDENCYPART_SIBL
(24,13),(24,26),0.0265679 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.0211611 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0281297 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0205107 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.288618 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0596795 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.416345 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.0967804 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.0109404 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0201884 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.000554733 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.730766 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.488442 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0174735 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.668778 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0144146 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.00482731 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.0270438 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0134793 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.378002 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.120657 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.463618 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0238598 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0667902 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.0114874 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.492562 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0199932 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.678293 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0245424 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0140277 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0149966 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0955414 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.515495 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0945733 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0664557 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.47206 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.339002 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0183029 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0227194 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.00142838 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.110347 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0154192 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.517092 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.006844 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0239281 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0250216 # DEPENDENCYPART_SIBL
(25,14),(25,17),0.00119989 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.0402409 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0300591 # DEPENDENCYPART_SIBL
(0,2),(2,1),1.23606 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.238435 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.342663 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.156183 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.19715 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.238984 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.37043 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.02142 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.11798 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.183533 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.506871 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.33269 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.339183 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.423627 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.198393 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.273716 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.269635 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.344476 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.207712 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.069782 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.566114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.257749 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.117558 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),0.50173 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),2.91483 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.12244 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.16315 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.126802 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.315606 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.343848 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.342483 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.387451 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.20948 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.289799 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.266335 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.360469 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.217447 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0546307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.5772 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.244148 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.131158 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),0.50503 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),2.96179 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.352059 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.142403 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.173466 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.406773 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.124661 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.431146 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.209549 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.347422 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.473451 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.170412 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.103276 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.518085 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-1.43348 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0222938 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.176633 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0612941 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.203662 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.216292 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.470248 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.595019 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.221584 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.169958 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),2.8677 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),1.1183 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.183793 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.20641 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.333706 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.0605433 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.141532 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.108736 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.632116 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-1.37855 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.178477 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.0386757 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.306786 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.356364 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.332263 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.441488 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.600598 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.999836 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.493673 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.893702 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.129102 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),0.449983 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),2.73355 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.737246 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.07883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.929074 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0421115 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.223801 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.228179 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.200896 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.215729 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0121229 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.23182 # DEPENDENCYPART_GRANDPAR
