# _root_ El senador per CiU i alcalde d' Amposta , Joan_Maria_Roig , s' havia interessat per aquesta qüestió en una pregunta oral a la cambra alta .
#goldHeads=2,14,2,3,2,2,6,7,10,2,10,14,14,0,14,17,15,14,20,18,20,20,24,22,24,14,
#predictedHeads=2,14,2,3,4,4,6,7,10,8,10,14,14,0,14,17,15,14,20,18,20,21,24,22,24,14,
(2,6),(6,26),-1.63019 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0292805 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.17134 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.163794 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.112976 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.256456 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0430587 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.00725725 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.124295 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.00819859 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.122385 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0781162 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.24057 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.225118 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.6913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.244704 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.00738663 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.124529 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.219113 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.147315 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.098191 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.241827 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.226376 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.286668 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.304317 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-1.61552 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0218328 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.648605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.343792 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.0628942 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.130915 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.139856 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0826161 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.209774 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.292597 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.00655146 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.105751 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.281113 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.125975 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.218253 # DEPENDENCYPART_GRANDPAR
(2,13),(13,26),-1.65565 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-1.12436 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.622998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.340417 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.158263 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.0226157 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.0889569 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.130469 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.150755 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.105093 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.0570085 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.17501 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.282439 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.133085 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0674107 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.294333 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0768778 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.4046 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.0900087 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.177638 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.394009 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-0.284662 # DEPENDENCYPART_GRANDPAR
(2,14),(14,26),-1.6565 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.027628 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.427005 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.271551 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.546779 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.256627 # DEPENDENCYPART_GRANDPAR
(2,15),(15,26),-1.71193 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.68982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,7),0.123526 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.163666 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.68799 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.278236 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.560183 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.199509 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.295875 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.552251 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.413464 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-1.60466 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.210914 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.439589 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.274301 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.462698 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.432191 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.694096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,7),0.12246 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.163702 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.69268 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.0461961 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),0.244844 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.173005 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.298035 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.554807 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.386961 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-1.62154 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.059006 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),0.0782016 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.262199 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.476234 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.400267 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.228358 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.390464 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.495038 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),-0.0502148 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),0.0420828 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.0182211 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.227627 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.71289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.335655 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.64687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.14087 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.542275 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.439297 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.781283 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.613676 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.97499 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.775923 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.28852 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.4715 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.10848 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.854426 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.14312 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.967955 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.05985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.29308 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.937894 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.3279 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-2.45436 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.335486 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.369155 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.135024 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.222299 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0553768 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0579625 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.258151 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.431333 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.0231791 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.167246 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-1.53226 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.47212 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.18306 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.913911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.323272 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.119411 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.237587 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0120661 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0729209 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.301462 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.448075 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0399187 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-1.56488 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.417222 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.779411 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.255462 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.137665 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0924304 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.451193 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.107259 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.36938 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.212973 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.293325 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.141157 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.199198 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-1.55835 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.80895 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.06183 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.821632 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.0428983 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.301485 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.10917 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.166252 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.188845 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0308047 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.477352 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.419694 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-1.59427 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.0614831 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.043039 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.232384 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.236447 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.154165 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0393912 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.227746 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.12957 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.146994 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.214816 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0500625 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.482287 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.424632 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.06138 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.821421 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.227616 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.129336 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.138141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0516555 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0701373 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.483545 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.42589 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.79063 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.559184 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-1.57959 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.13827 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.20535 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.04335 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.14971 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0964365 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0121626 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.150115 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.184894 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.253889 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.192595 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.226391 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.369243 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.618383 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.462532 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-1.60542 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.82936 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.20532 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-1.04334 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.778422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.0673453 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.123647 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.0968826 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.0473846 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0469259 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.124508 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.15013 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.243731 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0898449 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.188051 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.382464 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.569286 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.325974 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.366691 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.421917 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.343948 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.552008 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-1.60627 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.279451 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.371424 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.548765 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.694018 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.392591 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.344216 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.204478 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.710315 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.48011 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0244815 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.185477 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.73337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.62201 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.931996 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.05669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.00313 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.912184 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.11472 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.0585 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.09723 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.23388 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.18661 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.39203 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.35458 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-1.12438 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-1.54974 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-2.8388 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.883681 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0662948 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.101938 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.236965 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.80812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.775122 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.07215 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.927651 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.22211 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.979673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.824756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.180198 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.249921 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.10742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.105419 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.939807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.169769 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.00342852 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.193213 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.147931 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.524865 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.447802 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.785449 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.15969 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.938735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.170947 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.139624 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.129128 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.180108 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.521344 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.444282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.667518 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.390356 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.93545 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.128192 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.929471 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.38167 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.937252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.126591 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0513588 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.221941 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0931432 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.865621 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.256476 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.409742 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.323758 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.537426 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.345367 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-2.0412 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.49271 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.929443 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.38166 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.95038 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.04631 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.911187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.126147 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.124951 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0861201 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.196331 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0583819 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.855461 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.18539 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.371401 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.336977 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.488327 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.46917 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.523752 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.30475 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.458594 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.709367 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-2.04205 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.402854 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.577706 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0594108 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.537331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.73657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.288914 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.951089 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.951561 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.24409 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.44779 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.1061 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-2.11005 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.24989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.02549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0205837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.224839 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.272422 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.544926 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.140945 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.21604 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.738138 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.24989 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.02538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.757161 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0275611 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.280561 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.564307 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.160327 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.744687 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.792966 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-1.22418 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.017488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.770273 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.121117 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.112602 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.407723 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.424872 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.65514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.936697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.857153 # DEPENDENCYPART_GRANDPAR
