# _root_ El president , que ha fet el_seu discurs en castellà i català , ha recordat un discurs que va fer a Cadaqués l' any_1980 i on exaltava la figura de Salvador_Dalí .
#goldHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
#predictedHeads=2,15,6,6,6,2,8,6,8,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
(20,2),(20,8),-0.717137 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.0448693 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.717459 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0173956 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.727772 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.11432 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.00692338 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.717137 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.679714 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.115229 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0622636 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0455031 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0150283 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0395442 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.0532464 # DEPENDENCYPART_SIBL
(20,2),(20,29),-0.0692214 # DEPENDENCYPART_SIBL
(20,2),(20,30),-0.0342747 # DEPENDENCYPART_SIBL
(20,2),(20,32),0.10299 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0905169 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.223041 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.0656923 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0426473 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.139644 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0467665 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.148961 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0294039 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.223041 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.083042 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0426473 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0905169 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.133463 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.0143383 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.00259827 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.0103987 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0448043 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0255009 # DEPENDENCYPART_SIBL
(20,3),(20,29),-0.03233 # DEPENDENCYPART_SIBL
(20,3),(20,30),0.00176427 # DEPENDENCYPART_SIBL
(20,3),(20,32),-0.451436 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.417924 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.28969 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0554917 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.37572 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.049071 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.358547 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0356695 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.417924 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.299777 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0554917 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.698562 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.645013 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0902828 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.00254151 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.124156 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0271547 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.000458972 # DEPENDENCYPART_SIBL
(20,4),(20,29),-0.0575679 # DEPENDENCYPART_SIBL
(20,4),(20,30),-0.0335858 # DEPENDENCYPART_SIBL
(20,4),(20,32),-0.446842 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0363575 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.0201938 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.101339 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0206163 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0824642 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.00764304 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.269661 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.00316126 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0201938 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.277252 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.023114 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0216413 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.04583 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0289436 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.0414866 # DEPENDENCYPART_SIBL
(20,5),(20,27),0.03296 # DEPENDENCYPART_SIBL
(20,5),(20,29),0.0193058 # DEPENDENCYPART_SIBL
(20,5),(20,30),-0.0389937 # DEPENDENCYPART_SIBL
(20,5),(20,32),0.287661 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.0306258 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.025558 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0310483 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0814101 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0180771 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.288117 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0478057 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0306258 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.253151 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.00118309 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.036449 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.028572 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0485752 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.0353319 # DEPENDENCYPART_SIBL
(20,6),(20,27),0.0262569 # DEPENDENCYPART_SIBL
(20,6),(20,29),0.00236388 # DEPENDENCYPART_SIBL
(20,6),(20,30),-0.0443311 # DEPENDENCYPART_SIBL
(20,6),(20,32),0.12298 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0501022 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.679494 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.00209502 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.689806 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.128235 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.00804374 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.679172 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.68174 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.123698 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0200782 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0381348 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0104521 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0103903 # DEPENDENCYPART_SIBL
(20,8),(20,27),0.0516957 # DEPENDENCYPART_SIBL
(20,8),(20,29),-0.0618472 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.0153166 # DEPENDENCYPART_SIBL
(20,8),(20,32),0.0715311 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0153536 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.057254 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.00589379 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0770526 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0202685 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0150182 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.544776 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0243709 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.00532403 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0269427 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0748096 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.035277 # DEPENDENCYPART_SIBL
(20,9),(20,27),0.0107017 # DEPENDENCYPART_SIBL
(20,9),(20,29),-0.0148863 # DEPENDENCYPART_SIBL
(20,9),(20,30),-0.0225778 # DEPENDENCYPART_SIBL
(20,9),(20,32),0.0671245 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.000654191 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.688005 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.132703 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0175679 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.677371 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.67387 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.132232 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0249759 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0344875 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.00954231 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.0145445 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.0426234 # DEPENDENCYPART_SIBL
(20,10),(20,29),-0.0581999 # DEPENDENCYPART_SIBL
(20,10),(20,30),-0.00612544 # DEPENDENCYPART_SIBL
(20,10),(20,32),0.0695802 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.035414 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0223526 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0715652 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0149216 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.142693 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.10977 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0542959 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.178391 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.112775 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0955681 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.0417013 # DEPENDENCYPART_SIBL
(20,11),(20,29),-0.201269 # DEPENDENCYPART_SIBL
(20,11),(20,30),-0.00122946 # DEPENDENCYPART_SIBL
(20,11),(20,32),0.0679004 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.126875 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0127432 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.679504 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.677934 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.125798 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.024118 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0379215 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.00377614 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0127489 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.0282674 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.0616339 # DEPENDENCYPART_SIBL
(20,12),(20,30),-0.00598716 # DEPENDENCYPART_SIBL
(20,12),(20,32),0.0536329 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.00316126 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0201938 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.277252 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.023114 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0216413 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.04583 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0289436 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0414866 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.03296 # DEPENDENCYPART_SIBL
(20,14),(20,29),0.0193058 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.0389937 # DEPENDENCYPART_SIBL
(20,14),(20,32),0.287661 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0426749 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.211409 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00141126 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00226948 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0360232 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0128069 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0546422 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0426477 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0622313 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0503402 # DEPENDENCYPART_SIBL
(20,15),(20,32),0.0453209 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.68174 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.123698 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0200782 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0381348 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0104521 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0103903 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0516957 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.0618472 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.0153166 # DEPENDENCYPART_SIBL
(20,17),(20,32),0.0715311 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.645013 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0902828 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00254151 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.124156 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0271547 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.000458972 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0575679 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.0335858 # DEPENDENCYPART_SIBL
(20,18),(20,32),-0.446842 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00772982 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.039232 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.216042 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0743461 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.00309217 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.0654367 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0634915 # DEPENDENCYPART_SIBL
(20,19),(20,32),0.300816 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.00442774 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0189812 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0280871 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0489317 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0102832 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.0829055 # DEPENDENCYPART_SIBL
(20,21),(20,32),0.0693895 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.011154 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.000341386 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0350099 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.202317 # DEPENDENCYPART_SIBL
(20,22),(20,30),0.0353709 # DEPENDENCYPART_SIBL
(20,22),(20,32),0.000244847 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.00251192 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.00509436 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.0139202 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.00460298 # DEPENDENCYPART_SIBL
(20,24),(20,32),0.00756943 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.651623 # DEPENDENCYPART_SIBL
(20,25),(20,29),0.169062 # DEPENDENCYPART_SIBL
(20,25),(20,30),0.112021 # DEPENDENCYPART_SIBL
(20,25),(20,32),0.00334225 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.00667564 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.00866841 # DEPENDENCYPART_SIBL
(20,27),(20,32),0.0274706 # DEPENDENCYPART_SIBL
(20,29),(20,30),0.0574724 # DEPENDENCYPART_SIBL
(20,29),(20,32),0.00710851 # DEPENDENCYPART_SIBL
(20,30),(20,32),0.0296763 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.484688 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0119995 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.54711 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0126892 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.272158 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.255425 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0229257 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.023654 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.00833768 # DEPENDENCYPART_SIBL
(22,24),(22,30),0.052709 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.100111 # DEPENDENCYPART_SIBL
(22,25),(22,29),0.64045 # DEPENDENCYPART_SIBL
(22,25),(22,30),0.246855 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0437191 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.0502972 # DEPENDENCYPART_SIBL
(22,29),(22,30),0.0578768 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.101619 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0161088 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0263465 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0235231 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.00910296 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0908977 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0881414 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0201346 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.132046 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.263342 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.35258 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.469248 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.0406931 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0796668 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.0850256 # DEPENDENCYPART_SIBL
(26,29),(26,30),0.0492446 # DEPENDENCYPART_SIBL
(27,2),(27,3),-0.518325 # DEPENDENCYPART_SIBL
(27,2),(27,6),0.0105876 # DEPENDENCYPART_SIBL
(27,2),(27,8),-0.771307 # DEPENDENCYPART_SIBL
(27,2),(27,9),-0.089291 # DEPENDENCYPART_SIBL
(27,2),(27,17),-0.771307 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.706115 # DEPENDENCYPART_SIBL
(27,2),(27,19),0.122081 # DEPENDENCYPART_SIBL
(27,2),(27,20),0.0423109 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.01069 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.158136 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.206835 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.0492561 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.198903 # DEPENDENCYPART_SIBL
(27,2),(27,29),-0.0577864 # DEPENDENCYPART_SIBL
(27,2),(27,30),-0.0326732 # DEPENDENCYPART_SIBL
(27,2),(27,31),-0.034744 # DEPENDENCYPART_SIBL
(27,2),(27,32),0.0593159 # DEPENDENCYPART_SIBL
(27,3),(27,6),0.0906061 # DEPENDENCYPART_SIBL
(27,3),(27,8),0.0362496 # DEPENDENCYPART_SIBL
(27,3),(27,9),0.124438 # DEPENDENCYPART_SIBL
(27,3),(27,17),0.0362496 # DEPENDENCYPART_SIBL
(27,3),(27,18),0.15412 # DEPENDENCYPART_SIBL
(27,3),(27,19),0.151114 # DEPENDENCYPART_SIBL
(27,3),(27,20),0.123591 # DEPENDENCYPART_SIBL
(27,3),(27,21),0.0673494 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.0516063 # DEPENDENCYPART_SIBL
(27,3),(27,24),0.0303457 # DEPENDENCYPART_SIBL
(27,3),(27,25),0.130517 # DEPENDENCYPART_SIBL
(27,3),(27,26),0.452182 # DEPENDENCYPART_SIBL
(27,3),(27,29),-0.037563 # DEPENDENCYPART_SIBL
(27,3),(27,30),-0.00852754 # DEPENDENCYPART_SIBL
(27,3),(27,31),-0.00777584 # DEPENDENCYPART_SIBL
(27,3),(27,32),-0.472047 # DEPENDENCYPART_SIBL
(27,6),(27,8),-0.0279283 # DEPENDENCYPART_SIBL
(27,6),(27,9),-0.18958 # DEPENDENCYPART_SIBL
(27,6),(27,17),-0.0279283 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.300271 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.034733 # DEPENDENCYPART_SIBL
(27,6),(27,20),0.0786703 # DEPENDENCYPART_SIBL
(27,6),(27,21),0.0832947 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.0617877 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.0466513 # DEPENDENCYPART_SIBL
(27,6),(27,25),0.0371742 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.120733 # DEPENDENCYPART_SIBL
(27,6),(27,29),-0.00704044 # DEPENDENCYPART_SIBL
(27,6),(27,30),-0.0596749 # DEPENDENCYPART_SIBL
(27,6),(27,31),0.0188433 # DEPENDENCYPART_SIBL
(27,6),(27,32),0.0890126 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.0810132 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.730595 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.704257 # DEPENDENCYPART_SIBL
(27,8),(27,19),0.134612 # DEPENDENCYPART_SIBL
(27,8),(27,20),0.0628406 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.00899104 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.13554 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.190226 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.0312079 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.197759 # DEPENDENCYPART_SIBL
(27,8),(27,29),-0.0502221 # DEPENDENCYPART_SIBL
(27,8),(27,30),-0.0140674 # DEPENDENCYPART_SIBL
(27,8),(27,31),-0.0271856 # DEPENDENCYPART_SIBL
(27,8),(27,32),0.0284061 # DEPENDENCYPART_SIBL
(27,9),(27,17),0.0103005 # DEPENDENCYPART_SIBL
(27,9),(27,18),-0.518958 # DEPENDENCYPART_SIBL
(27,9),(27,19),0.0306092 # DEPENDENCYPART_SIBL
(27,9),(27,20),0.065096 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.0458311 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.0766971 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.0473307 # DEPENDENCYPART_SIBL
(27,9),(27,25),0.0650723 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.165327 # DEPENDENCYPART_SIBL
(27,9),(27,29),-0.0459686 # DEPENDENCYPART_SIBL
(27,9),(27,30),-0.0445649 # DEPENDENCYPART_SIBL
(27,9),(27,31),-0.00578108 # DEPENDENCYPART_SIBL
(27,9),(27,32),0.00767796 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.704257 # DEPENDENCYPART_SIBL
(27,17),(27,19),0.134612 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.0628406 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.00899104 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.13554 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.190226 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.0312079 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.197759 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.0502221 # DEPENDENCYPART_SIBL
(27,17),(27,30),-0.0140674 # DEPENDENCYPART_SIBL
(27,17),(27,31),-0.0271856 # DEPENDENCYPART_SIBL
(27,17),(27,32),0.0284061 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.587811 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.404856 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.147705 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0495978 # DEPENDENCYPART_SIBL
(27,18),(27,24),0.111021 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.377484 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0988833 # DEPENDENCYPART_SIBL
(27,18),(27,29),-0.0622549 # DEPENDENCYPART_SIBL
(27,18),(27,30),-0.00739235 # DEPENDENCYPART_SIBL
(27,18),(27,31),-0.00252482 # DEPENDENCYPART_SIBL
(27,18),(27,32),-0.465378 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.281292 # DEPENDENCYPART_SIBL
(27,19),(27,21),0.281193 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.0112249 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.000489316 # DEPENDENCYPART_SIBL
(27,19),(27,25),0.0769685 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.0356242 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.0552339 # DEPENDENCYPART_SIBL
(27,19),(27,30),-0.0679373 # DEPENDENCYPART_SIBL
(27,19),(27,31),-0.0293531 # DEPENDENCYPART_SIBL
(27,19),(27,32),0.301449 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.072033 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0583377 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0454105 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0731529 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0471259 # DEPENDENCYPART_SIBL
(27,20),(27,29),0.0298572 # DEPENDENCYPART_SIBL
(27,20),(27,30),0.0139006 # DEPENDENCYPART_SIBL
(27,20),(27,31),0.0574061 # DEPENDENCYPART_SIBL
(27,20),(27,32),0.024237 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.0836591 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.006931 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.130579 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.154838 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.0710038 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.00512746 # DEPENDENCYPART_SIBL
(27,21),(27,31),-0.0300536 # DEPENDENCYPART_SIBL
(27,21),(27,32),0.00202139 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0523778 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.106109 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0871443 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.104877 # DEPENDENCYPART_SIBL
(27,23),(27,30),0.0729071 # DEPENDENCYPART_SIBL
(27,23),(27,31),-0.0833199 # DEPENDENCYPART_SIBL
(27,23),(27,32),-0.0765681 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.061222 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0402376 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0039138 # DEPENDENCYPART_SIBL
