# _root_ L' empresa Formigons_Montcau desmantellarà la_seva fàbrica de Sabadell , situada al barri d' Hostafrancs i envoltada de vivendes , en un termini de tres anys .
#goldHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,4,22,20,22,25,23,4,
#predictedHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,10,22,20,22,25,23,4,
(2,22),(22,10),-0.617943 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.258637 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.126649 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.302065 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.69171 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.646857 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-1.98404 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.391052 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.249212 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.79906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.862998 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.19439 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.948487 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.38631 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.04165 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.11566 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.00589 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.07448 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.966536 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.70492 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-2.62313 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.07085 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.904918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.963878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.286665 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.343083 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.482871 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.156718 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.283992 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.223933 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.487875 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.487836 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.571503 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.303618 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.133521 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.305675 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.3551 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.783876 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-1.85147 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.294364 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.237089 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.306083 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.432231 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.301407 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.430786 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.400853 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.386045 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.268904 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0353661 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.271784 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.532131 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.430071 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.621349 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.23443 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.19162 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.460726 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.833347 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.349856 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.400785 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.835053 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.647429 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-1.90096 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.312984 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),1.03634 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.243797 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.27882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.326287 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.330994 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.752562 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.12174 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.695974 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.343103 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.393839 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.798966 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.495016 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-2.1431 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),1.04857 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.15627 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.27736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-0.329837 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.695156 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.00830035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.528612 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.61032 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0197303 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.028491 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.396178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0460392 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.195546 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.140263 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.0974357 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.269008 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0426282 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0560388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.181802 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.283518 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.0618641 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.21292 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.316944 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-1.40907 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.00581014 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.247375 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.104816 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0574467 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.105731 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.224136 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.300018 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.363529 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.386174 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0345079 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.216414 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.13997 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.118754 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.268715 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0590898 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0675701 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.198222 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.283226 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-1.41103 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.00243065 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0665025 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.079236 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.184577 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.248948 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.312799 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.235056 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.103843 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.2603 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.325392 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.410737 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.0575112 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),0.176827 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.395441 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-1.47218 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0525217 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.147067 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0756679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0690248 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.300285 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0807202 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.137608 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.4091 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.361717 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.0905634 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.291887 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0596327 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.120316 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.294358 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0837871 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0711129 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.194299 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.308868 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.103263 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),0.18757 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.32944 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.236885 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-1.42784 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.00662344 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.281477 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.22553 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0602291 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.335165 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.303682 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.35851 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.0891539 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0641026 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0682831 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0646609 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.191893 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.29587 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.0955134 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),0.200568 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.327034 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.00403731 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.0629197 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.158404 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0673745 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.0910465 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.228146 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.312707 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.403113 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.0140034 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),0.189512 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.363288 # DEPENDENCYPART_GRANDPAR
(4,16),(16,26),-1.4624 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.00855149 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.267626 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),0.4304 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.54467 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),0.0453532 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-1.33046 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.0507921 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.0858713 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.421938 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.112039 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.308792 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.210639 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-1.40593 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.163188 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.820747 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.786672 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.421973 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.33052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.15149 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.609681 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.475739 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.706648 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.424743 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.447552 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.494201 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.757064 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-2.0551 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.507671 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.354466 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.11386 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.171725 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.541581 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.219163 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.147555 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.300443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.36714 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.00934861 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.110408 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.17929 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0962794 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.136785 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.159662 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.210076 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.0167343 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.107901 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-1.29264 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.530251 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.555509 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.295402 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.288828 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.183113 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.246724 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.305092 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.270037 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0521333 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.00308885 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.298547 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.267884 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.116176 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.0354638 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.34518 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.492621 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.4911 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0617623 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.247798 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0822793 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.213606 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.245842 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0103641 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.229142 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),0.0332493 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.57586 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0118518 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.108543 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.124107 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.145328 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.215664 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.0363801 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.120579 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.108536 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.0122627 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.0512171 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),0.101612 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-1.29746 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.400842 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.563133 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.272784 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.318728 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.175229 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.292861 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.266685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),0.131236 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0170484 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.155496 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.21745 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.0275417 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.114364 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.106974 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.00604728 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.0600555 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.53058 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.554754 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.309381 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.265683 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.392753 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.0306388 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0195146 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.254394 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.250568 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),0.0935725 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.0569584 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-1.37893 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.25599 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.144754 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.21284 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.300443 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),0.0419055 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.289243 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.202172 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.298052 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),0.105083 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.302118 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.0139086 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.0548208 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),0.0999646 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-1.29767 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.413658 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.27585 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),0.183858 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.0597217 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),0.281503 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-1.31241 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.0373562 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),0.0747926 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),0.486871 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.210725 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.0763038 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),0.101846 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-1.30055 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),0.111634 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),0.520976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.028111 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0552748 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.350266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0180994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0317767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.312387 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0381162 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0460599 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0873903 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.32846 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-1.18426 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.610673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.00656385 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.17622 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.178061 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0330035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.511733 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.00716908 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0330859 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.157685 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.529034 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.371172 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.29258 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),0.0687791 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.0496626 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-1.25016 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.586843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),-0.0293555 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0607692 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0709258 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.204934 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.254064 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.162567 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.202081 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.533085 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.0136726 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0777822 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.136798 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0427454 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.224992 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.106254 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0746623 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.114487 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.241066 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.155362 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.224145 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),0.00646436 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),0.0565112 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-1.24875 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0469937 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.459165 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0846596 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.042587 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.028127 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.464336 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.447927 # DEPENDENCYPART_GRANDPAR
