# _root_ La manca d' aigua potable i d' electricitat que han provocat aquestes inundacions , accentuen la possibilitat d' aparició d' epidèmies , sobretot de còlera i de malària .
#goldHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,2,0,17,15,17,18,19,20,24,24,21,24,24,24,27,15,
#predictedHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,11,0,17,15,17,18,19,20,24,24,19,24,24,24,27,15,
(17,15),(17,16),0.244512 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0876255 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0431432 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0876255 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0448963 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0372711 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0542803 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0343493 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.044679 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0384913 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.0343493 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.044679 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.0262858 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.129288 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0242302 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.129288 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0253046 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0650118 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0881184 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.151822 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0256319 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0522179 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.151822 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.0256319 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0333145 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0184732 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.125797 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0313694 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0216513 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.051901 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0487117 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0308127 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0638789 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.0487117 # DEPENDENCYPART_SIBL
(17,18),(17,28),-0.0308127 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.00946472 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0100021 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00471921 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0099268 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.00645936 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.021644 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.00438122 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.0250767 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.021644 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.00438122 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.0171707 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0313694 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0216513 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.051901 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0487117 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0308127 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0638789 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.0487117 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.0308127 # DEPENDENCYPART_SIBL
(17,20),(17,29),-0.00946472 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0240767 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.000492573 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0282028 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.00514594 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.0353001 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0282028 # DEPENDENCYPART_SIBL
(17,21),(17,28),0.00514594 # DEPENDENCYPART_SIBL
(17,21),(17,29),-0.0103387 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.000851347 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0551081 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.371415 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.268101 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.0551081 # DEPENDENCYPART_SIBL
(17,22),(17,28),0.371415 # DEPENDENCYPART_SIBL
(17,22),(17,29),0.00603508 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.022367 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0111216 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.0389251 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.022367 # DEPENDENCYPART_SIBL
(17,23),(17,28),0.0111216 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.0966037 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0408211 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0389432 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.0586279 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.0408211 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.0442114 # DEPENDENCYPART_SIBL
(17,25),(17,26),0.0353183 # DEPENDENCYPART_SIBL
(17,25),(17,27),0.0283096 # DEPENDENCYPART_SIBL
(17,25),(17,28),0.0051641 # DEPENDENCYPART_SIBL
(17,25),(17,29),-0.00960531 # DEPENDENCYPART_SIBL
(17,26),(17,27),0.228693 # DEPENDENCYPART_SIBL
(17,26),(17,28),0.599977 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.00768119 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.0408211 # DEPENDENCYPART_SIBL
(17,27),(17,29),-0.0442114 # DEPENDENCYPART_SIBL
(17,28),(17,29),-0.00960531 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.273541 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.105414 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0240995 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.106021 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.648645 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0293496 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0375079 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0690643 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0375079 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.13502 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.225387 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.135555 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.182115 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0152044 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.103266 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0610721 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.103266 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0637733 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.846241 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0771481 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.293791 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0716274 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0325778 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0716274 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0174264 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0595988 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0523369 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0278825 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.198427 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0278825 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0806204 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.293408 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0726367 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.035598 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0726367 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.053041 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.592981 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.230019 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.592981 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0498845 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0315892 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.0498845 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.157098 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0048355 # DEPENDENCYPART_SIBL
(18,26),(18,27),1.08171 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0133003 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0459065 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0227637 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.00273311 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.00338442 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.00701102 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0163105 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.00205092 # DEPENDENCYPART_SIBL
(19,2),(19,27),-0.0163105 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.00205092 # DEPENDENCYPART_SIBL
(19,2),(19,29),-0.0536497 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.113527 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.218922 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0995854 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0337644 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0414749 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.218825 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0999127 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.218825 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.0999127 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.00117132 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0330893 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0209901 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0088039 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0679254 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.018711 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0227711 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.018711 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.0227711 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0623146 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00833965 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0107218 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0140713 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0108412 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.00889633 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0108412 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.00889633 # DEPENDENCYPART_SIBL
(19,20),(19,29),0.0220927 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0258698 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00827823 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0430077 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.014443 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0430077 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.014443 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.00776149 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.000759731 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0458587 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.370222 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0458587 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.370222 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.00135954 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.00660018 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0183979 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.00660018 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.0183979 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.0971766 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.00864736 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0233 # DEPENDENCYPART_SIBL
(19,24),(19,28),0.00864736 # DEPENDENCYPART_SIBL
(19,24),(19,29),-2.75436e-05 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0431145 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.0144612 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.00702806 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.00864736 # DEPENDENCYPART_SIBL
(19,27),(19,29),-2.75436e-05 # DEPENDENCYPART_SIBL
(19,28),(19,29),-0.00702806 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00238599 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.11066 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.000406168 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0388024 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.00351237 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0256244 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0388024 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0806204 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.293408 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0726367 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.843181 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.035598 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0726367 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.053041 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.592981 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0399353 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.230019 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.592981 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0498845 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.358685 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0315892 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0498845 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0428532 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.157098 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0048355 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.035598 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0726889 # DEPENDENCYPART_SIBL
(20,26),(20,27),1.08171 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.113522 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0556832 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0749789 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.152759 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0710305 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.025682 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.152759 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.0710305 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00623734 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0642641 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0385008 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.021151 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0235294 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0385008 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.021151 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00140346 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0372633 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.375398 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.272056 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0372633 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.375398 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00516109 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0146714 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0353684 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.00516109 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0146714 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0132718 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0188246 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0364166 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.0132718 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0441625 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0508092 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0140056 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.246913 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.604636 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0132718 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.156461 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0466684 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0739219 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0272861 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0291793 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0739219 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.0272861 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.00501849 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0195594 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0378194 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0223486 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0354403 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0378194 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0223486 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0164076 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.25456 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0797356 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0882374 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.25456 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0797356 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.174817 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0322295 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.148243 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.12483 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0322295 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0869388 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0672181 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.00199656 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.208128 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.00155219 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.53796 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.340856 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.134101 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0322295 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.0869388 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.00155219 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.273021 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.142745 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.375148 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0940346 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0103323 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.0205673 # DEPENDENCYPART_SIBL
(24,11),(24,28),0.0940346 # DEPENDENCYPART_SIBL
(24,11),(24,29),0.155308 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.147646 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0897667 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0237883 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0266122 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0609633 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0237883 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0370318 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.641765 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0664663 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0687177 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0476881 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0664663 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.153666 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0761022 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.000483834 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0866911 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0761022 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.2201 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0267665 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0416087 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.935131 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0113596 # DEPENDENCYPART_SIBL
(24,26),(24,27),1.23827 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.241105 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.0293292 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0384527 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.165943 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0113596 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.124015 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0256744 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.101348 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0236962 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.0381461 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0213346 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.415491 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.299212 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0297329 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0265777 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0500098 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0186544 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0238677 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.00587739 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0632954 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0219261 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0356901 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.00302136 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.246932 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.604707 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0134217 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.404756 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.0761022 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0640204 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.385243 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0165208 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.107836 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0229274 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.122847 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.234435 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.376817 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0593222 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0700193 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.430291 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.310246 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.317671 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.666738 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.15408 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.124942 # DEPENDENCYPART_GRANDPAR
(0,2),(2,29),2.8099 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),1.04047 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.337299 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.536736 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.46512 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.20466 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.279324 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.506005 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.454713 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.505883 # DEPENDENCYPART_GRANDPAR
(0,10),(10,29),2.74265 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.265928 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),1.08576 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.300984 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0118449 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.124321 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.30455 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.518898 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.275849 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-1.33789 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.24466 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.228796 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.428577 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.516582 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.455356 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.146228 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.117091 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.355072 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.147102 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),-0.529403 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),-0.177871 # DEPENDENCYPART_GRANDPAR
(0,11),(11,29),2.84501 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.257882 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),1.07576 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0218422 # DEPENDENCYPART_GRANDPAR
