# _root_ En l' obra s' hi pot veure un cert paral·lelisme amb la vida de l' autor , s' hi veu reflectida la_seva sensibilitat , les_seves inquietuds i els_seus dubtes .
#goldHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,7,20,20,7,20,23,20,23,26,23,23,29,23,7,
#predictedHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,20,20,20,13,20,23,20,23,26,23,23,29,23,7,
(20,15),(20,27),-0.177388 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0774165 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0808778 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.504303 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0781282 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0150561 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00326318 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0206418 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0294662 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.014436 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0157958 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0157443 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.0255515 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.110813 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0641696 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0261201 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00670743 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.213168 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.00819639 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0260907 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.0198011 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.463685 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.360241 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00362274 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.124447 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0807427 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.117183 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.119273 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.11309 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0925936 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0361772 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0102005 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0773614 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0174635 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0168596 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.022947 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.109655 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0783104 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0218331 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0784221 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0360734 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0685805 # DEPENDENCYPART_SIBL
(20,21),(20,30),0.00318625 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0266163 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.289773 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0352434 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.277684 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.0254256 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0437531 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.230569 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.0278161 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.0303619 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.00833048 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.266889 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.0118085 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.135512 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.0116269 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.00982614 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.001569 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0213864 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0014632 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0314781 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.000901418 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.080257 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.132142 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.106505 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.131051 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0716526 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.331727 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0766775 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.122298 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.131136 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.345537 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0634276 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.188621 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0613965 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0367533 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0661184 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0558879 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0430604 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.00550688 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.0212203 # DEPENDENCYPART_SIBL
(23,1),(23,29),0.00199647 # DEPENDENCYPART_SIBL
(23,1),(23,30),0.0834883 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0984448 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0146495 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0746884 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0291921 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0204263 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0596089 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.00238936 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0271481 # DEPENDENCYPART_SIBL
(23,14),(23,29),-0.00501748 # DEPENDENCYPART_SIBL
(23,14),(23,30),-0.00274625 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0707913 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0278531 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.111727 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0351684 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0942883 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0530126 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0525445 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.0508989 # DEPENDENCYPART_SIBL
(23,19),(23,30),0.000851427 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0868636 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.221653 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0227968 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0275532 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0365181 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0389956 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0368249 # DEPENDENCYPART_SIBL
(23,20),(23,30),0.0262518 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.33698 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0465249 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0197722 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0114656 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.000376245 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0112444 # DEPENDENCYPART_SIBL
(23,21),(23,30),0.0395999 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00570211 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0693885 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.00785187 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.023595 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.00709807 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.0196049 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.072319 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.368862 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.266334 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.383756 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.0170705 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0151447 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0657934 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0199878 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.041161 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0531839 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.0124933 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.00324399 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.612996 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.00240258 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.0167567 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.337096 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0481213 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0135319 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.336247 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.00328216 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.0258529 # DEPENDENCYPART_SIBL
(26,21),(26,29),0.00809126 # DEPENDENCYPART_SIBL
(26,21),(26,30),0.0170224 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0164884 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0136509 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.640123 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.00991905 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0711705 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.000689414 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.00569214 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0622903 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0345569 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.00946717 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0379879 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.00236637 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0521093 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.207644 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0297791 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0917343 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.050091 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.316271 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0341521 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.058974 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0294787 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0909826 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.205841 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.627551 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.00403318 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.0199144 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0531889 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0244566 # DEPENDENCYPART_SIBL
(29,24),(29,25),0.207062 # DEPENDENCYPART_SIBL
(29,24),(29,26),0.23503 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.578772 # DEPENDENCYPART_SIBL
(29,24),(29,28),0.153507 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0299139 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.0830147 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.641978 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.401418 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.0488266 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.00133977 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.186905 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.248271 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.215481 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.06483 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.382624 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.464908 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.989281 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0935916 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.271397 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.717636 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0659917 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.00753612 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0835271 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.375275 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.207111 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.374507 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.179161 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.587394 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.385138 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.128615 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.315807 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),-0.466468 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),-0.238873 # DEPENDENCYPART_GRANDPAR
(0,6),(6,29),-0.605114 # DEPENDENCYPART_GRANDPAR
(0,6),(6,30),2.72201 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.12609 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0435135 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.448469 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.93987 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.159007 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.455909 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0602994 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.215709 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.0632844 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.220062 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0353342 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.360521 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.139503 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.0349947 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.17198 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),-0.442804 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),-0.322641 # DEPENDENCYPART_GRANDPAR
(0,7),(7,27),-0.105945 # DEPENDENCYPART_GRANDPAR
(0,7),(7,29),-0.461287 # DEPENDENCYPART_GRANDPAR
(0,7),(7,30),2.94243 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),1.08896 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.369075 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.0937933 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.363244 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.114164 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.107104 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.682318 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.934217 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.267973 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.435042 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.704018 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.164724 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.798454 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),1.13232 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.148213 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.000795765 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.229466 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.477462 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.380127 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),-0.154119 # DEPENDENCYPART_GRANDPAR
(0,20),(20,29),-0.518773 # DEPENDENCYPART_GRANDPAR
(0,20),(20,30),2.94781 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.857197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.96472 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0262557 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.153591 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0353957 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.545657 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.449682 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.158637 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.697481 # DEPENDENCYPART_GRANDPAR
(1,3),(3,26),-0.676149 # DEPENDENCYPART_GRANDPAR
(1,3),(3,29),-0.513465 # DEPENDENCYPART_GRANDPAR
(1,3),(3,30),-1.80003 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.9129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.700625 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0663328 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.191225 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.124496 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0900328 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.185608 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0888033 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.272574 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.353398 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.195664 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.625067 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.796215 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.477025 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.272511 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-0.410495 # DEPENDENCYPART_GRANDPAR
(1,6),(6,27),-0.133607 # DEPENDENCYPART_GRANDPAR
(1,6),(6,29),-0.241065 # DEPENDENCYPART_GRANDPAR
(1,6),(6,30),-1.79353 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.916211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.679866 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0575951 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.163491 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.15288 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.346075 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.259534 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.137121 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.3465 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.415878 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.26959 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.649077 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.766337 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.51164 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.346437 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.5426 # DEPENDENCYPART_GRANDPAR
(1,7),(7,26),-0.484421 # DEPENDENCYPART_GRANDPAR
(1,7),(7,27),-0.219732 # DEPENDENCYPART_GRANDPAR
(1,7),(7,29),-0.314992 # DEPENDENCYPART_GRANDPAR
(1,7),(7,30),-1.82076 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-0.428027 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.000349522 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.04483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.695702 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.959328 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.42846 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.8285 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0444928 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.53328 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.562015 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.927816 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.821508 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.16434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.353574 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0404174 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.171961 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.39688 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.398368 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.307237 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.730296 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.287892 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.548854 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.261099 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.368285 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.628573 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.492009 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-0.411632 # DEPENDENCYPART_GRANDPAR
(3,6),(6,29),-0.539428 # DEPENDENCYPART_GRANDPAR
(3,6),(6,30),-2.25939 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.927829 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.821517 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.14007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.233347 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0801997 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.331149 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.4371 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.401586 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.347457 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.746692 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.328112 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.541807 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.204246 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.356372 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.668793 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.941842 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.532229 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.451635 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-0.579648 # DEPENDENCYPART_GRANDPAR
(3,7),(7,30),-2.25545 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-1.0435 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.537964 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.436358 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.678651 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.295558 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.116219 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.977696 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.90997 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.567622 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.478189 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.734234 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.428728 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.504173 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.415942 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.451125 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.783742 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.904208 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-0.655322 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.483365 # DEPENDENCYPART_GRANDPAR
(3,10),(10,29),-0.706321 # DEPENDENCYPART_GRANDPAR
(3,10),(10,30),-2.16242 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-1.21805 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-1.01741 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.378913 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.850802 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.317073 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.856983 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.269868 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.611929 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.471932 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.927816 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-1.15543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,5),0.0459397 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.283636 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.0857091 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.455095 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.253107 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.633986 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.390433 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.664014 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.627582 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.314275 # DEPENDENCYPART_GRANDPAR
