# _root_ La resolució , en_atenció_a aquestes falsedats i mala fe , imposa les costes del procediment als defensors per ' temeritat ' .
#goldHeads=2,11,4,11,6,4,6,9,6,4,0,13,11,13,14,11,16,11,20,18,20,11,
#predictedHeads=2,11,4,2,6,4,2,9,2,4,0,13,11,13,14,15,16,11,20,18,20,11,
(0,9),(9,11),0.89547 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.150094 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.444188 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.192826 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.0538851 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.242727 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.387902 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.0103429 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),2.79655 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.252046 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.997641 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.570666 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0994384 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.00441722 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.602073 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.358874 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.119575 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.674287 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.0367383 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.455785 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.316776 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0276056 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.190056 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.00106208 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.489862 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.201243 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.236792 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.79655 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.2886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.594522 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.351755 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.28283 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.581992 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.552767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.24655 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.571573 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.442348 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-1.44008 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.636868 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.743036 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.382087 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.657862 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-1.63133 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.677268 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.734824 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.54268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,2),-0.779559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.601888 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.598609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.337697 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0823684 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.191163 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.217414 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.031926 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0788931 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.193848 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.322151 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.290625 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.702426 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.434458 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-1.75414 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.638921 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.75037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.477724 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.00386 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.249519 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.164453 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.296764 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.112954 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.248224 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.19297 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.419402 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.259748 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.293145 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.249141 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.537004 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-1.63687 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.469642 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0531124 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0485998 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.374187 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0185551 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.194169 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.122956 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.750582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.472565 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.00407489 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.249853 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.143894 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.190355 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.267019 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.246176 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.195634 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.42018 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.250655 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.293129 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.247473 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.585065 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.537783 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.317097 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-1.63892 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.127926 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.658365 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.662621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.475641 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.100666 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0598758 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.183504 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.298225 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.00213064 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.408081 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.224604 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.188019 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.417637 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.0271049 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.372318 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.113692 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.627998 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.342386 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.360029 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-1.61857 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.75037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.477723 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.00386094 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.190449 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.268244 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.0981048 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.410163 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0609849 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.246889 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.610132 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.287711 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.567822 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.243707 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.581168 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.537106 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.3132 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.63696 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.2988 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.233502 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.167643 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.310783 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.274772 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.268457 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.352497 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.38449 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.319014 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.535905 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.413074 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.742683 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.505993 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),0.00656183 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.203239 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.378395 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.682459 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.560128 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.414491 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-1.72157 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.75037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),0.477724 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),-0.00386 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),0.19045 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),0.268251 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.0981043 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.410164 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.403272 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.33063 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.207905 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.550851 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.22828 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.541392 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.313101 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-1.63687 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.820249 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.78762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.379003 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.848436 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.917733 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.845477 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.810031 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.787348 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.657432 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.908849 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.560435 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.529894 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.456146 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.861881 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.866017 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.912819 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.900327 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0199664 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.083055 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0688794 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.03625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.572887 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.07722 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.960797 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.682829 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.54797 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.29062 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.08092 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.11697 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.10622 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.17813 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.40307 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.14442 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.74181 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-2.38158 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.236301 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.23437 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.979836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.821023 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.29457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.362755 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.1983 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0754918 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.115426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.618562 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.304062 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.284637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.20524 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.380711 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.444209 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.347953 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-1.50298 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.718564 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.29301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.344174 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.246865 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.183824 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.686928 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.441796 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.979837 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.821024 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.29692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.35921 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.451495 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.246396 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0697677 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.626535 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.310836 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.28943 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.203502 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.388049 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.449897 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.430049 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.352747 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.768792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-1.51097 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.149956 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.15633 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.01887 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.814465 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.27705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.295393 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.217657 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.143074 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.198031 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.436648 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.155502 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.357149 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.34873 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.258614 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.299714 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.476774 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.483944 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.218991 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.822687 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-1.5303 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.195615 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.672941 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-1.07471 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.412261 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.521775 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.364568 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.697097 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.855241 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.389443 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.356737 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.64591 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.508033 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.276133 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.444446 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.365511 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0140022 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.264636 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.56518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.617838 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.737854 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.670412 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.945468 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.25031 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.11869 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.1049 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.10605 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.12859 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.38584 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.17418 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.28466 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-2.17633 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.144912 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.538681 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0553388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.341209 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.63028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.638402 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.764771 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.735508 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.959031 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.2776 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.24946 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.23889 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.37917 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.27799 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-2.18609 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.05127 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.558528 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.70561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.314684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.177913 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.133131 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.590218 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.881993 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.03058 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.405315 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.594436 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.800183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.130999 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0253776 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0782777 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.667436 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.373947 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.407021 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.537399 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.504061 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.487987 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.429427 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.386809 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-1.38551 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0608008 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.13967 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.02608 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.13712 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.633344 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.726489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.114535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.00651372 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.179934 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0481409 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.209501 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.369401 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.377028 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.296392 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.474068 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.394934 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.560478 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.265161 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.4593 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-1.39488 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.881987 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.03057 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.411354 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.131094 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.0241525 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0942843 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0726651 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.373638 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.403255 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.538394 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.531981 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.638442 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.500294 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.48409 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.428751 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.382912 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-1.38355 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.236488 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.116259 # DEPENDENCYPART_GRANDPAR
