# _root_ He de reconèixer que és difícil , amb un nacionalisme espanyol tan excloent com el que està fent el PP , mantenir aquesta política de pactes perquè de_vegades fan trontollar .
#goldHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,8,5,24,22,24,25,29,29,5,29,3,
#predictedHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,18,18,24,22,24,25,30,30,30,22,3,
(18,2),(2,5),-0.156144 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.37314 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.322073 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.490526 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.458311 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.555261 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.106826 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.181358 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.25622 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.164638 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.475597 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.493114 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.153076 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.200114 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.120517 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.43327 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.69111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,21),-1.40628 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-1.01261 # DEPENDENCYPART_GRANDPAR
(18,3),(3,29),-1.52683 # DEPENDENCYPART_GRANDPAR
(18,3),(3,30),-1.29742 # DEPENDENCYPART_GRANDPAR
(18,3),(3,31),-2.07395 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.466453 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.508713 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.614166 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.759876 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.125059 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.167396 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.52922 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.49526 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.0254115 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.207159 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.0706737 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.0198803 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),0.440375 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.424641 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.7088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,20),-0.860824 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-1.42426 # DEPENDENCYPART_GRANDPAR
(18,5),(5,22),-1.03029 # DEPENDENCYPART_GRANDPAR
(18,5),(5,24),-1.01136 # DEPENDENCYPART_GRANDPAR
(18,5),(5,29),-1.54452 # DEPENDENCYPART_GRANDPAR
(18,5),(5,30),-1.31511 # DEPENDENCYPART_GRANDPAR
(18,5),(5,31),-2.09152 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.406477 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-1.01275 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.320313 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.275256 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.2199 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.390278 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.0258023 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.077447 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.15133 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.475782 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0404452 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.339717 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-1.26616 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.445532 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.203416 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.227544 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.248925 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.301102 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.4239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,21),-1.26887 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.440282 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.552654 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.103335 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-1.20745 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0241075 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.187537 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.01172 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.0424678 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.204653 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.30419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.541202 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.691809 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-0.367934 # DEPENDENCYPART_GRANDPAR
(18,10),(10,31),-1.84603 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.449218 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-1.18178 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0751319 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0845263 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.209863 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.430706 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.42372 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0897041 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.155492 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.269593 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.395755 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.485064 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.353955 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.548226 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0313215 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.22883 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.204416 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.306498 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.32572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.549948 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-1.16566 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.647548 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.700543 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.526895 # DEPENDENCYPART_GRANDPAR
(18,13),(13,30),-0.93236 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.536507 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.34372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,21),-1.14051 # DEPENDENCYPART_GRANDPAR
(18,14),(14,27),-0.605365 # DEPENDENCYPART_GRANDPAR
(18,14),(14,31),-1.83221 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.34211 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.102512 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.39929 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.861815 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.361689 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.400738 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.323234 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.53482 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.254415 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0667273 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.341055 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.634011 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.69168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.843397 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.4067 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.01318 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.993937 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-0.879006 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-1.5274 # DEPENDENCYPART_GRANDPAR
(18,17),(17,30),-1.29799 # DEPENDENCYPART_GRANDPAR
(18,17),(17,31),-2.0744 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.299676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.25412 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.468264 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0989376 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.018567 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.149427 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0875434 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.0463422 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-1.5057 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-1.65515 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-1.80141 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-1.28586 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.07201 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-1.11814 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-1.53271 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.975724 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-1.10123 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-1.04141 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-1.28407 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.691042 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-1.14554 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.59343 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.601227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.996659 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.214002 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0219152 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.0384003 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.259193 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.0645513 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.142314 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),0.0337067 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.537201 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.281295 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-1.06175 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-0.701078 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),1.26944 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.39587 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.328423 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.132928 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.121916 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.0965139 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0322422 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.427501 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.193976 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.543588 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.0426329 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0135782 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),0.120515 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.362556 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.120326 # DEPENDENCYPART_GRANDPAR
(18,26),(26,2),-0.700127 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.328358 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.0578565 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.0768033 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.0222547 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.405485 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.171959 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),0.0240313 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.0425821 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.0367627 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),0.314238 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.415773 # DEPENDENCYPART_GRANDPAR
(18,29),(29,3),-1.65523 # DEPENDENCYPART_GRANDPAR
(18,29),(29,4),-1.80171 # DEPENDENCYPART_GRANDPAR
(18,29),(29,5),-1.28595 # DEPENDENCYPART_GRANDPAR
(18,29),(29,15),-0.691152 # DEPENDENCYPART_GRANDPAR
(18,29),(29,16),-1.14565 # DEPENDENCYPART_GRANDPAR
(18,29),(29,20),0.239106 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),0.137445 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),0.0763214 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),-0.156457 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.0145999 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),0.676183 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),0.0473504 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.262341 # DEPENDENCYPART_GRANDPAR
(18,29),(29,31),-0.997318 # DEPENDENCYPART_GRANDPAR
(18,30),(30,1),-1.50564 # DEPENDENCYPART_GRANDPAR
(18,30),(30,3),-1.65509 # DEPENDENCYPART_GRANDPAR
(18,30),(30,4),-1.80141 # DEPENDENCYPART_GRANDPAR
(18,30),(30,5),-1.28581 # DEPENDENCYPART_GRANDPAR
(18,30),(30,6),-1.07201 # DEPENDENCYPART_GRANDPAR
(18,30),(30,8),-1.11813 # DEPENDENCYPART_GRANDPAR
(18,30),(30,11),-0.975723 # DEPENDENCYPART_GRANDPAR
(18,30),(30,12),-1.10123 # DEPENDENCYPART_GRANDPAR
(18,30),(30,13),-1.04141 # DEPENDENCYPART_GRANDPAR
(18,30),(30,15),-0.691041 # DEPENDENCYPART_GRANDPAR
(18,30),(30,16),-1.14554 # DEPENDENCYPART_GRANDPAR
(18,30),(30,17),-1.59337 # DEPENDENCYPART_GRANDPAR
(18,30),(30,20),0.216866 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),0.121762 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),0.0540816 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),-0.16763 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.0368397 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),0.669936 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),0.0162282 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.370026 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-1.00048 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.514288 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.803662 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.485791 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-1.00863 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.489518 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-1.00239 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.534181 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.662884 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.870455 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.744807 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.889226 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.671739 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.492458 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.668967 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.453987 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.411335 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.7563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.405595 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.17606 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.25955 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.21264 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.51249 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-1.11057 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.08437 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-1.16297 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-1.33311 # DEPENDENCYPART_GRANDPAR
(20,18),(18,31),-1.79188 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.49524 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-1.46361 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-1.81069 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-1.50316 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-1.95255 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-1.6389 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.90683 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-1.65879 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.68696 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.58409 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-1.41344 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.50066 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-1.24296 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.42851 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.31306 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.16258 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.77718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.708321 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.176535 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.307727 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.430122 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.203235 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.223712 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.16527 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.336305 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-0.878786 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-1.38709 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.14162 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.239823 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.54465 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.387588 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.635509 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.431745 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.357825 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.392231 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.584333 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-1.45229 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.318364 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.340834 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.191557 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.273373 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.447712 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.360458 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.34389 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.633882 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.285908 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.369179 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-1.35969 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.658803 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.510758 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.344039 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.703466 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.301463 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-1.05897 # DEPENDENCYPART_GRANDPAR
(22,1),(1,18),-0.271419 # DEPENDENCYPART_GRANDPAR
(22,1),(1,21),-0.0413261 # DEPENDENCYPART_GRANDPAR
(22,1),(1,31),-1.8393 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.715961 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-1.36048 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.523869 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.365773 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.714076 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.291874 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-1.07757 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.651663 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.73205 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.622572 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.195874 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),-0.62566 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),-0.290128 # DEPENDENCYPART_GRANDPAR
(22,3),(3,21),-0.0317378 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.8181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,29),-1.30704 # DEPENDENCYPART_GRANDPAR
(22,3),(3,30),-1.21306 # DEPENDENCYPART_GRANDPAR
(22,3),(3,31),-1.8393 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.710693 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-1.30175 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.74313 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-1.13173 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.588631 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.303021 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-1.13674 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.658665 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.610102 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.570491 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.498848 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.101623 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),0.148873 # DEPENDENCYPART_GRANDPAR
(22,5),(5,17),-0.622597 # DEPENDENCYPART_GRANDPAR
(22,5),(5,18),-0.275914 # DEPENDENCYPART_GRANDPAR
(22,5),(5,20),-0.579125 # DEPENDENCYPART_GRANDPAR
(22,5),(5,21),-0.0428839 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-1.83578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,24),-0.738285 # DEPENDENCYPART_GRANDPAR
(22,5),(5,29),-1.32473 # DEPENDENCYPART_GRANDPAR
(22,5),(5,30),-1.23075 # DEPENDENCYPART_GRANDPAR
(22,5),(5,31),-1.85687 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-1.22224 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-1.3981 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.527183 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.381924 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.814924 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.538846 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.605736 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.500864 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.63327 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.507879 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.465453 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-1.57895 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.598293 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.774434 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.558952 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.663427 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.357018 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.147666 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),-0.00714266 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-1.28622 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.70773 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.563973 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-1.5517 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.570416 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.552494 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.449727 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.129393 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.419198 # DEPENDENCYPART_GRANDPAR
