# _root_ Segons va explicar , les peces intervingudes tenen imatges d' inspiració mironiana , però " no reprodueixen dibuixos del pintor " .
#goldHeads=3,3,8,3,6,8,6,0,8,9,10,11,9,8,17,17,8,17,18,19,17,8,
#predictedHeads=3,3,8,3,6,8,6,0,8,9,10,11,8,8,17,17,8,17,18,19,17,8,
(0,6),(6,17),0.292702 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.16729 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.331419 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.178462 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),2.81689 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.42671 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),1.71888 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.76109 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.60085 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.48013 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.246565 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.140831 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.39078 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0584328 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.100182 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.364051 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0304837 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.981747 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0654019 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.444866 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.614571 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.125616 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.215289 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.0492723 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),2.92449 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.3679 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),1.7739 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.81565 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.569332 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.266869 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.11808 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.441285 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.179647 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.32383 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.102567 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.0146625 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.512985 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.134822 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.50444 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.170777 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0274628 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.33502 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.112797 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.0368521 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),2.82718 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.708742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.231826 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.355568 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.328121 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.493583 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.444077 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.445909 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.809059 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.714495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.269153 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.308581 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.317284 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.343077 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.407754 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.453431 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.701438 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.316358 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.53608 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.455735 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.537715 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.360082 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.34218 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.590869 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.730586 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.732022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.254443 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.189709 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.34575 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.543772 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.304139 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.384569 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.438462 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.670251 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.448703 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.314433 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.579473 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.457686 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.578255 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.654813 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.382365 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.327211 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.686683 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.631408 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.766572 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.2127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.729765 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.59487 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.42217 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.42258 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.34351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.649348 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.641679 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.86363 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.75079 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.853002 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.926374 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.894779 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.480304 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.73963 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.804063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.908612 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.7928 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.83786 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-1.65601 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.16737 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.337299 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.784616 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.750097 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.803222 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.627162 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.807474 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.684322 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.834833 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.732524 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.818981 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.811853 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.775067 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.746421 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-1.03829 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.84565 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-1.76757 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.42389 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.33967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0514355 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.38763 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.958069 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.519174 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.928546 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.868717 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.92761 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-1.00219 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.929393 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.597549 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.793343 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.91055 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.794418 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.9796 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.808515 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-1.28347 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.944348 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-1.74709 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.686935 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-1.42251 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-1.34061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.0501943 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.400649 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.538857 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.950887 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.615104 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.732605 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.864158 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.875963 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.982498 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.231606 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.844816 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.754384 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.429519 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.808751 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-1.25605 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-1.26226 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.911374 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-1.72135 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.585606 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.3991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.659706 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.609003 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0313805 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.7517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.928691 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.893263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.962186 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.831985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.13919 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-2.09069 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.929348 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.326941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.124823 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.553597 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.144511 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.230089 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0459748 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.154132 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.12666 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.166349 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.156569 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.0660833 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.0402368 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.0441808 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.101457 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),0.227474 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-1.11946 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.365647 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.349956 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.258446 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0783908 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0176301 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.00715208 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.233336 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0739721 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.121361 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.101937 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.18487 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.61842 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.552221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.617965 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.396096 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.281032 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0442138 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0685004 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.035881 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.296324 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.158843 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.0552448 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.231027 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0680682 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.0586513 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.073337 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.0225059 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.291102 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),0.225489 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-1.01752 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.352947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.11375 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.532005 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.410407 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.0957519 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.473849 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.181426 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.329644 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.140665 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.174508 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.130451 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0723838 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),0.034586 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.0542735 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0738849 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),0.221173 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-1.12576 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.611017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,11),-0.421092 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.23708 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0833245 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.0269157 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.207548 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.0827132 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.386191 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.365647 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.144122 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.073631 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.122166 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.197793 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0763443 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.101133 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.265414 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),0.0957644 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.392112 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.140303 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-1.18348 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-1.61552 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.553463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.604945 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.261348 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.0218725 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.268043 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.175723 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.0126019 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.198982 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.249298 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.416035 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.194005 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.075909 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.260841 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.0227418 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.263689 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.596437 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),0.258463 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.991781 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.345299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,8),0.481497 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.197255 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0516202 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.114194 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.643284 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),0.198328 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-1.1486 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.22565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.12035 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.13996 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.53052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.43517 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.4493 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-1.07741 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.52834 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.755402 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.740701 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.733271 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.607646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.558742 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-1.37626 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.830819 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.642167 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.646802 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.476227 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.259861 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.221312 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.854349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.289454 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.553841 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.446027 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.98692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.720118 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-1.02548 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.20872 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.961853 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.1907 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.26924 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.20023 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.42291 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.19663 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.45863 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.56427 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-2.26535 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.86832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,4),-0.516967 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.744961 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.984948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.212148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.20653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0573978 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.364205 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.371798 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.247018 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.383732 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.19441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.42526 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.15111 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.602423 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.78893 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.978578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.120892 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.133552 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.122907 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.281735 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.294869 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.323185 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.321444 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.598248 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.448794 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.256937 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.388419 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.0077687 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.739608 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-1.4282 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.985229 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.494679 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.764709 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.08619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0671257 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0868736 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0847101 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.443163 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.362791 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.311803 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.439901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.487141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.441203 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.546527 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.0228512 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.628501 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-1.38582 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.01431 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0733321 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.331677 # DEPENDENCYPART_GRANDPAR
