# _root_ L' aparició del Teneighty , un esquí que disposa de la cua aixecada igual que l' espàtula , és la confirmació del fet que la firma francesa continua buscant noves fórmules dins de l' esquí .
#goldHeads=2,19,2,3,7,7,4,9,7,9,12,10,12,12,17,17,12,7,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
#predictedHeads=2,19,2,3,7,7,2,9,7,9,12,10,12,12,17,17,14,9,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
(17,9),(9,29),-0.906879 # DEPENDENCYPART_GRANDPAR
(17,9),(9,32),-1.06108 # DEPENDENCYPART_GRANDPAR
(17,9),(9,36),-2.19256 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.445187 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.112368 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.354426 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.391919 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.74451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.419461 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.333685 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.287069 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.513982 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.111292 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.175726 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.411261 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.485193 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.263123 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.502753 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.2269 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.168326 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.67419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.412189 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.01052 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.09174 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.13842 # DEPENDENCYPART_GRANDPAR
(17,14),(14,26),-1.40731 # DEPENDENCYPART_GRANDPAR
(17,14),(14,28),-1.11691 # DEPENDENCYPART_GRANDPAR
(17,14),(14,29),-0.777919 # DEPENDENCYPART_GRANDPAR
(17,14),(14,31),-1.52729 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.64248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,2),-1.54863 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.43326 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.41741 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.833545 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.38054 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.15409 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.18572 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.06962 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.10476 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.29356 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.00507 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.816322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.694939 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.149261 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.293177 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.354389 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.672229 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.466624 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.17028 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.316331 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),0.0487718 # DEPENDENCYPART_GRANDPAR
(17,19),(19,30),-0.260591 # DEPENDENCYPART_GRANDPAR
(17,19),(19,31),-0.584992 # DEPENDENCYPART_GRANDPAR
(17,19),(19,32),-0.238499 # DEPENDENCYPART_GRANDPAR
(17,19),(19,35),-0.555389 # DEPENDENCYPART_GRANDPAR
(17,19),(19,36),-1.25549 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.972618 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.62752 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.205693 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.646084 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.294736 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.556203 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.988453 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.641042 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.303751 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.498585 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.149198 # DEPENDENCYPART_GRANDPAR
(17,21),(21,30),-0.390641 # DEPENDENCYPART_GRANDPAR
(17,21),(21,31),-0.754727 # DEPENDENCYPART_GRANDPAR
(17,21),(21,33),-0.365381 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.755081 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.20623 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.962973 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.328179 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.695702 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.636634 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.377208 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.465619 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),0.144451 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.299951 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.496559 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.147173 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.386841 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.739251 # DEPENDENCYPART_GRANDPAR
(17,26),(26,32),-0.355064 # DEPENDENCYPART_GRANDPAR
(17,26),(26,33),-0.378244 # DEPENDENCYPART_GRANDPAR
(17,26),(26,35),-0.708816 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.130686 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.438938 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.382409 # DEPENDENCYPART_GRANDPAR
(17,29),(29,2),-1.54253 # DEPENDENCYPART_GRANDPAR
(17,29),(29,5),-1.42493 # DEPENDENCYPART_GRANDPAR
(17,29),(29,7),-1.4113 # DEPENDENCYPART_GRANDPAR
(17,29),(29,8),-0.825107 # DEPENDENCYPART_GRANDPAR
(17,29),(29,9),-1.37525 # DEPENDENCYPART_GRANDPAR
(17,29),(29,12),-1.17961 # DEPENDENCYPART_GRANDPAR
(17,29),(29,13),-1.06651 # DEPENDENCYPART_GRANDPAR
(17,29),(29,14),-1.10165 # DEPENDENCYPART_GRANDPAR
(17,29),(29,15),-1.28399 # DEPENDENCYPART_GRANDPAR
(17,29),(29,17),-0.81455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,29),(29,19),-0.121185 # DEPENDENCYPART_GRANDPAR
(17,29),(29,21),-0.23295 # DEPENDENCYPART_GRANDPAR
(17,29),(29,22),-0.356011 # DEPENDENCYPART_GRANDPAR
(17,29),(29,23),-0.507731 # DEPENDENCYPART_GRANDPAR
(17,29),(29,24),0.367264 # DEPENDENCYPART_GRANDPAR
(17,29),(29,25),-0.0877942 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-0.546167 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.313294 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.214361 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.29238 # DEPENDENCYPART_GRANDPAR
(17,29),(29,31),-0.588219 # DEPENDENCYPART_GRANDPAR
(17,29),(29,32),-0.202395 # DEPENDENCYPART_GRANDPAR
(17,29),(29,33),-0.322391 # DEPENDENCYPART_GRANDPAR
(17,29),(29,35),-0.558616 # DEPENDENCYPART_GRANDPAR
(17,29),(29,36),-1.33799 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),1.37246 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.539761 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.445048 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.468121 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.499895 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.0166797 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),0.407751 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.0552068 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.0391431 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),0.131492 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),0.191815 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.677211 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),0.192173 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),0.216856 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.57074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,21),-0.333958 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),0.0105103 # DEPENDENCYPART_GRANDPAR
(19,2),(2,36),-1.63914 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),1.36223 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.349909 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.571833 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.541103 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.321332 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.145108 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),0.407086 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.05453 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.0398183 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),0.130864 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),0.191186 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.677879 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.191497 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),0.220836 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.57074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,21),-0.333958 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),0.0105103 # DEPENDENCYPART_GRANDPAR
(19,7),(7,24),-1.11322 # DEPENDENCYPART_GRANDPAR
(19,7),(7,26),-0.541321 # DEPENDENCYPART_GRANDPAR
(19,7),(7,27),-0.751696 # DEPENDENCYPART_GRANDPAR
(19,7),(7,28),-0.707322 # DEPENDENCYPART_GRANDPAR
(19,7),(7,29),-0.603479 # DEPENDENCYPART_GRANDPAR
(19,7),(7,36),-1.63914 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.282404 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.0548056 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),1.18206 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.135753 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.661198 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.565325 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.135727 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.133977 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.193196 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.0407653 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.066715 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.043897 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.123984 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.0662122 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.164572 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.617946 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-2.02529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,21),-0.676808 # DEPENDENCYPART_GRANDPAR
(19,9),(9,28),-1.13401 # DEPENDENCYPART_GRANDPAR
(19,9),(9,29),-1.03017 # DEPENDENCYPART_GRANDPAR
(19,9),(9,32),-1.02686 # DEPENDENCYPART_GRANDPAR
(19,9),(9,36),-1.89589 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.168172 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.192491 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.089228 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.0413223 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.039145 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.55958 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.347961 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.31947 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.0787377 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.00267285 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.131519 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.191841 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.677233 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.19214 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.217653 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.57074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,21),-0.333958 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),0.0105103 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-1.11322 # DEPENDENCYPART_GRANDPAR
(19,12),(12,27),-0.751696 # DEPENDENCYPART_GRANDPAR
(19,12),(12,36),-1.63914 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0942492 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.175278 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.613645 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.453392 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.26917 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.159431 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0512119 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.310334 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.556236 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.255515 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.644693 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.62412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.362136 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.130829 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-0.569484 # DEPENDENCYPART_GRANDPAR
(19,14),(14,28),-0.741595 # DEPENDENCYPART_GRANDPAR
(19,14),(14,29),-0.637752 # DEPENDENCYPART_GRANDPAR
(19,14),(14,31),-0.79152 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.294253 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.344728 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.539691 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.341144 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.152309 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.0867115 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.000503069 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.289181 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.306641 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.900801 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),1.233 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.21767 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.57074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.333958 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),0.0105103 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.11322 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.541321 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.751696 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-0.603479 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),0.0721485 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.583836 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.645486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.33415 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.295187 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.186178 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.673277 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.00320968 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.0763274 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),0.0378094 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),0.142969 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.124204 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),-0.228611 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),0.372091 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),1.20906 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.021074 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.730375 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.0985518 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),1.36185 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.652706 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.00715776 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.114443 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),0.134908 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),0.238405 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.0867973 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.232559 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),0.339882 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.0204415 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),1.3491 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.331702 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.441893 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.693853 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.0799682 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),0.0343337 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),0.139493 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.120564 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.205519 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),-0.175632 # DEPENDENCYPART_GRANDPAR
(19,26),(26,33),0.354777 # DEPENDENCYPART_GRANDPAR
(19,26),(26,35),-0.292 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.853517 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.0464763 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.128438 # DEPENDENCYPART_GRANDPAR
(19,28),(28,2),-1.22429 # DEPENDENCYPART_GRANDPAR
(19,28),(28,5),-1.53605 # DEPENDENCYPART_GRANDPAR
(19,28),(28,7),-1.23092 # DEPENDENCYPART_GRANDPAR
(19,28),(28,8),-0.988261 # DEPENDENCYPART_GRANDPAR
(19,28),(28,9),-1.01676 # DEPENDENCYPART_GRANDPAR
(19,28),(28,15),-1.6502 # DEPENDENCYPART_GRANDPAR
(19,28),(28,17),-1.02208 # DEPENDENCYPART_GRANDPAR
(19,28),(28,19),-0.773632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,28),(28,21),0.461105 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),0.0734427 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),0.236893 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.887832 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.261689 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.19472 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),0.122644 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.0697015 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.0159868 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),0.0783158 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),0.203572 # DEPENDENCYPART_GRANDPAR
(19,28),(28,35),-0.103824 # DEPENDENCYPART_GRANDPAR
(19,28),(28,36),-0.731035 # DEPENDENCYPART_GRANDPAR
(19,29),(29,2),-1.22393 # DEPENDENCYPART_GRANDPAR
(19,29),(29,5),-1.53569 # DEPENDENCYPART_GRANDPAR
(19,29),(29,7),-1.23056 # DEPENDENCYPART_GRANDPAR
(19,29),(29,8),-0.9879 # DEPENDENCYPART_GRANDPAR
(19,29),(29,9),-1.0164 # DEPENDENCYPART_GRANDPAR
(19,29),(29,12),-1.25299 # DEPENDENCYPART_GRANDPAR
(19,29),(29,13),-0.822709 # DEPENDENCYPART_GRANDPAR
(19,29),(29,14),-0.78947 # DEPENDENCYPART_GRANDPAR
(19,29),(29,15),-1.64984 # DEPENDENCYPART_GRANDPAR
(19,29),(29,17),-1.02172 # DEPENDENCYPART_GRANDPAR
(19,29),(29,19),-0.740829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,29),(29,21),0.524384 # DEPENDENCYPART_GRANDPAR
(19,29),(29,22),0.125894 # DEPENDENCYPART_GRANDPAR
(19,29),(29,23),0.136182 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),0.298129 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.858431 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),0.324968 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.158627 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),0.162033 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.0379526 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),0.0404176 # DEPENDENCYPART_GRANDPAR
(19,29),(29,32),0.113813 # DEPENDENCYPART_GRANDPAR
(19,29),(29,33),0.264273 # DEPENDENCYPART_GRANDPAR
(19,29),(29,35),-0.0474195 # DEPENDENCYPART_GRANDPAR
(19,29),(29,36),-0.7018 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.132484 # DEPENDENCYPART_GRANDPAR
(19,30),(30,32),-0.118801 # DEPENDENCYPART_GRANDPAR
(19,30),(30,33),0.36552 # DEPENDENCYPART_GRANDPAR
(19,31),(31,25),-0.710808 # DEPENDENCYPART_GRANDPAR
(19,31),(31,27),-0.0684639 # DEPENDENCYPART_GRANDPAR
(19,31),(31,30),-0.197651 # DEPENDENCYPART_GRANDPAR
(19,31),(31,32),-0.18253 # DEPENDENCYPART_GRANDPAR
(19,31),(31,33),0.370484 # DEPENDENCYPART_GRANDPAR
(19,31),(31,35),-0.326277 # DEPENDENCYPART_GRANDPAR
(19,31),(31,36),-0.896857 # DEPENDENCYPART_GRANDPAR
(19,32),(32,30),-0.302444 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),-0.0480896 # DEPENDENCYPART_GRANDPAR
(19,32),(32,33),0.391152 # DEPENDENCYPART_GRANDPAR
(19,32),(32,35),-0.15635 # DEPENDENCYPART_GRANDPAR
(19,32),(32,36),-0.951636 # DEPENDENCYPART_GRANDPAR
(19,35),(35,30),-0.202134 # DEPENDENCYPART_GRANDPAR
(19,35),(35,32),-0.164668 # DEPENDENCYPART_GRANDPAR
(19,35),(35,33),0.337052 # DEPENDENCYPART_GRANDPAR
(19,35),(35,34),-1.23004 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.86595 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.5224 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.56928 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.24842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.488701 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-1.34578 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.751399 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-1.30281 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.623048 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.461867 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.402747 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.940704 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-1.48763 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.479644 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.22398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,23),-1.33888 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.83801 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-1.33044 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.514435 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.281852 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.4534 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),0.0264535 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.505495 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.431924 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.394998 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.333273 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.452497 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.811725 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.691145 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.22338 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0846188 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.72241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.755411 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.933685 # DEPENDENCYPART_GRANDPAR
