# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,26,31,4,
(25,17),(17,23),-0.224604 # DEPENDENCYPART_GRANDPAR
(25,17),(17,25),-1.88871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,17),(17,26),-0.478748 # DEPENDENCYPART_GRANDPAR
(25,17),(17,29),-0.75249 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.309002 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.257982 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.90302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,27),-1.60811 # DEPENDENCYPART_GRANDPAR
(25,22),(22,30),-0.349654 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),-0.0878751 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.686384 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.682786 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.793508 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.147106 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.99415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.584734 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-1.74315 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-0.858476 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-0.494154 # DEPENDENCYPART_GRANDPAR
(25,23),(23,31),-1.0237 # DEPENDENCYPART_GRANDPAR
(25,23),(23,32),-1.13819 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.419447 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.76051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,1),-1.57188 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-2.34317 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-2.37518 # DEPENDENCYPART_GRANDPAR
(25,26),(26,5),-2.76051 # DEPENDENCYPART_GRANDPAR
(25,26),(26,7),-2.2827 # DEPENDENCYPART_GRANDPAR
(25,26),(26,12),-2.10336 # DEPENDENCYPART_GRANDPAR
(25,26),(26,13),-2.21992 # DEPENDENCYPART_GRANDPAR
(25,26),(26,14),-2.11993 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-2.23463 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.980123 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-1.9615 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-1.25868 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-1.59147 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-2.02468 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-1.72784 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-1.6892 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-1.10124 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.26716 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.07331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.694168 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.274708 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.187366 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.0845589 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.249557 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.395255 # DEPENDENCYPART_GRANDPAR
(25,26),(26,33),-0.895189 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.662861 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),0.123456 # DEPENDENCYPART_GRANDPAR
(25,29),(29,5),-2.76051 # DEPENDENCYPART_GRANDPAR
(25,29),(29,15),-2.23463 # DEPENDENCYPART_GRANDPAR
(25,29),(29,17),-1.9615 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),-1.68921 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),-1.10125 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-1.26717 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-1.09256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.299516 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),-0.529191 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.0715111 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.104112 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.273573 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.41927 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),-0.923781 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.141259 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.327096 # DEPENDENCYPART_GRANDPAR
(25,31),(31,1),-1.57373 # DEPENDENCYPART_GRANDPAR
(25,31),(31,4),-2.37639 # DEPENDENCYPART_GRANDPAR
(25,31),(31,5),-2.76234 # DEPENDENCYPART_GRANDPAR
(25,31),(31,7),-2.28325 # DEPENDENCYPART_GRANDPAR
(25,31),(31,12),-2.10457 # DEPENDENCYPART_GRANDPAR
(25,31),(31,15),-2.23646 # DEPENDENCYPART_GRANDPAR
(25,31),(31,17),-1.96205 # DEPENDENCYPART_GRANDPAR
(25,31),(31,21),-1.72905 # DEPENDENCYPART_GRANDPAR
(25,31),(31,22),-1.68976 # DEPENDENCYPART_GRANDPAR
(25,31),(31,23),-1.1018 # DEPENDENCYPART_GRANDPAR
(25,31),(31,24),-1.26813 # DEPENDENCYPART_GRANDPAR
(25,31),(31,25),-1.07427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,31),(31,26),0.317805 # DEPENDENCYPART_GRANDPAR
(25,31),(31,27),-0.507776 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),-0.0515918 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),0.155344 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),0.0424051 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.318921 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.894742 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-0.919004 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-0.855227 # DEPENDENCYPART_GRANDPAR
(26,1),(1,8),-0.679595 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.14471 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),-1.09782 # DEPENDENCYPART_GRANDPAR
(26,3),(3,7),-0.412221 # DEPENDENCYPART_GRANDPAR
(26,3),(3,8),-0.376342 # DEPENDENCYPART_GRANDPAR
(26,4),(4,1),0.503645 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-1.39891 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.710262 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.518702 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.678227 # DEPENDENCYPART_GRANDPAR
(26,4),(4,8),-0.647862 # DEPENDENCYPART_GRANDPAR
(26,4),(4,10),-0.463839 # DEPENDENCYPART_GRANDPAR
(26,4),(4,12),-0.657361 # DEPENDENCYPART_GRANDPAR
(26,4),(4,13),-0.6011 # DEPENDENCYPART_GRANDPAR
(26,4),(4,14),-0.254242 # DEPENDENCYPART_GRANDPAR
(26,4),(4,21),-0.296911 # DEPENDENCYPART_GRANDPAR
(26,4),(4,25),-0.506897 # DEPENDENCYPART_GRANDPAR
(26,4),(4,26),-1.89222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,4),(4,27),-1.47341 # DEPENDENCYPART_GRANDPAR
(26,4),(4,29),-1.10833 # DEPENDENCYPART_GRANDPAR
(26,4),(4,31),-1.28577 # DEPENDENCYPART_GRANDPAR
(26,4),(4,32),-1.39438 # DEPENDENCYPART_GRANDPAR
(26,4),(4,33),-1.78024 # DEPENDENCYPART_GRANDPAR
(26,5),(5,7),-0.972737 # DEPENDENCYPART_GRANDPAR
(26,5),(5,8),-0.87405 # DEPENDENCYPART_GRANDPAR
(26,7),(7,1),-0.213084 # DEPENDENCYPART_GRANDPAR
(26,7),(7,2),-1.21147 # DEPENDENCYPART_GRANDPAR
(26,7),(7,3),-0.865257 # DEPENDENCYPART_GRANDPAR
(26,7),(7,4),-0.847976 # DEPENDENCYPART_GRANDPAR
(26,7),(7,5),-1.80962 # DEPENDENCYPART_GRANDPAR
(26,7),(7,6),-0.550797 # DEPENDENCYPART_GRANDPAR
(26,7),(7,8),-0.379038 # DEPENDENCYPART_GRANDPAR
(26,7),(7,10),-0.159475 # DEPENDENCYPART_GRANDPAR
(26,7),(7,12),-0.44254 # DEPENDENCYPART_GRANDPAR
(26,7),(7,13),-0.316147 # DEPENDENCYPART_GRANDPAR
(26,7),(7,14),-0.521536 # DEPENDENCYPART_GRANDPAR
(26,7),(7,15),-0.740481 # DEPENDENCYPART_GRANDPAR
(26,7),(7,17),-0.12335 # DEPENDENCYPART_GRANDPAR
(26,7),(7,18),-0.0124114 # DEPENDENCYPART_GRANDPAR
(26,7),(7,33),-1.53462 # DEPENDENCYPART_GRANDPAR
(26,12),(12,1),0.422171 # DEPENDENCYPART_GRANDPAR
(26,12),(12,3),-0.779609 # DEPENDENCYPART_GRANDPAR
(26,12),(12,4),-0.92485 # DEPENDENCYPART_GRANDPAR
(26,12),(12,5),-1.51463 # DEPENDENCYPART_GRANDPAR
(26,12),(12,7),-0.704647 # DEPENDENCYPART_GRANDPAR
(26,12),(12,8),-0.64965 # DEPENDENCYPART_GRANDPAR
(26,12),(12,10),-0.431908 # DEPENDENCYPART_GRANDPAR
(26,12),(12,11),-0.5311 # DEPENDENCYPART_GRANDPAR
(26,12),(12,13),-0.669635 # DEPENDENCYPART_GRANDPAR
(26,12),(12,14),-0.315247 # DEPENDENCYPART_GRANDPAR
(26,12),(12,15),-0.218384 # DEPENDENCYPART_GRANDPAR
(26,12),(12,17),-0.480498 # DEPENDENCYPART_GRANDPAR
(26,12),(12,18),-0.260967 # DEPENDENCYPART_GRANDPAR
(26,12),(12,21),-0.359418 # DEPENDENCYPART_GRANDPAR
(26,12),(12,22),-0.471305 # DEPENDENCYPART_GRANDPAR
(26,12),(12,26),-1.87453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,12),(12,29),-1.09064 # DEPENDENCYPART_GRANDPAR
(26,12),(12,31),-1.26809 # DEPENDENCYPART_GRANDPAR
(26,12),(12,32),-1.37669 # DEPENDENCYPART_GRANDPAR
(26,12),(12,33),-1.76267 # DEPENDENCYPART_GRANDPAR
(26,13),(13,1),0.417181 # DEPENDENCYPART_GRANDPAR
(26,13),(13,3),-0.769138 # DEPENDENCYPART_GRANDPAR
(26,13),(13,4),-0.840927 # DEPENDENCYPART_GRANDPAR
(26,13),(13,5),-1.52071 # DEPENDENCYPART_GRANDPAR
(26,13),(13,7),-0.690217 # DEPENDENCYPART_GRANDPAR
(26,13),(13,8),-0.654258 # DEPENDENCYPART_GRANDPAR
(26,13),(13,10),-0.41796 # DEPENDENCYPART_GRANDPAR
(26,13),(13,11),-0.512985 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),-0.838852 # DEPENDENCYPART_GRANDPAR
(26,13),(13,14),-0.317028 # DEPENDENCYPART_GRANDPAR
(26,13),(13,15),-0.114053 # DEPENDENCYPART_GRANDPAR
(26,13),(13,17),-0.420914 # DEPENDENCYPART_GRANDPAR
(26,13),(13,18),-0.253637 # DEPENDENCYPART_GRANDPAR
(26,13),(13,20),-0.374715 # DEPENDENCYPART_GRANDPAR
(26,13),(13,21),-0.307434 # DEPENDENCYPART_GRANDPAR
(26,13),(13,22),-0.4282 # DEPENDENCYPART_GRANDPAR
(26,13),(13,26),-1.87482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,13),(13,29),-1.09093 # DEPENDENCYPART_GRANDPAR
(26,13),(13,31),-1.26838 # DEPENDENCYPART_GRANDPAR
(26,13),(13,32),-1.37698 # DEPENDENCYPART_GRANDPAR
(26,13),(13,33),-1.7628 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),-0.616267 # DEPENDENCYPART_GRANDPAR
(26,15),(15,17),-0.723911 # DEPENDENCYPART_GRANDPAR
(26,15),(15,18),-0.507424 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),-0.0469152 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.78745 # DEPENDENCYPART_GRANDPAR
(26,17),(17,8),-0.498666 # DEPENDENCYPART_GRANDPAR
(26,17),(17,13),-0.602508 # DEPENDENCYPART_GRANDPAR
(26,17),(17,14),-0.708424 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-1.11491 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),0.338743 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),0.00169549 # DEPENDENCYPART_GRANDPAR
(26,17),(17,20),-0.15774 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.057859 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),-0.394315 # DEPENDENCYPART_GRANDPAR
(26,17),(17,23),0.226262 # DEPENDENCYPART_GRANDPAR
(26,17),(17,25),-0.317232 # DEPENDENCYPART_GRANDPAR
(26,17),(17,26),-1.48788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,17),(17,29),-0.703798 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),0.00763611 # DEPENDENCYPART_GRANDPAR
(26,18),(18,19),-0.902431 # DEPENDENCYPART_GRANDPAR
(26,18),(18,20),-0.471255 # DEPENDENCYPART_GRANDPAR
(26,18),(18,23),-0.0581642 # DEPENDENCYPART_GRANDPAR
(26,18),(18,30),-0.383091 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.2526 # DEPENDENCYPART_GRANDPAR
(26,20),(20,16),0.300232 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.602917 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.0769179 # DEPENDENCYPART_GRANDPAR
(26,21),(21,1),0.45085 # DEPENDENCYPART_GRANDPAR
(26,21),(21,3),-0.744272 # DEPENDENCYPART_GRANDPAR
(26,21),(21,4),-0.869926 # DEPENDENCYPART_GRANDPAR
(26,21),(21,5),-1.48456 # DEPENDENCYPART_GRANDPAR
(26,21),(21,7),-0.66931 # DEPENDENCYPART_GRANDPAR
(26,21),(21,10),-0.396744 # DEPENDENCYPART_GRANDPAR
(26,21),(21,12),-0.868302 # DEPENDENCYPART_GRANDPAR
(26,21),(21,13),-0.685995 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.424567 # DEPENDENCYPART_GRANDPAR
(26,21),(21,15),-0.846489 # DEPENDENCYPART_GRANDPAR
(26,21),(21,16),0.155626 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.422629 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.25238 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.81219 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.354778 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.404694 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.0790863 # DEPENDENCYPART_GRANDPAR
(26,21),(21,25),-0.498337 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.87453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-1.45543 # DEPENDENCYPART_GRANDPAR
(26,21),(21,28),-0.952469 # DEPENDENCYPART_GRANDPAR
(26,21),(21,29),-1.09064 # DEPENDENCYPART_GRANDPAR
(26,21),(21,30),-0.543462 # DEPENDENCYPART_GRANDPAR
(26,21),(21,31),-1.26809 # DEPENDENCYPART_GRANDPAR
(26,21),(21,32),-1.37669 # DEPENDENCYPART_GRANDPAR
(26,21),(21,33),-1.76267 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),0.0156885 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),0.164686 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.458749 # DEPENDENCYPART_GRANDPAR
(26,22),(22,27),-1.17358 # DEPENDENCYPART_GRANDPAR
(26,22),(22,30),-0.231857 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.021621 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.869903 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.388137 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.413027 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.581359 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.506085 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.60032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-1.30812 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.816231 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-0.375379 # DEPENDENCYPART_GRANDPAR
(26,23),(23,31),-0.99387 # DEPENDENCYPART_GRANDPAR
(26,23),(23,32),-1.10248 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),0.0196954 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.507973 # DEPENDENCYPART_GRANDPAR
(26,25),(25,5),-1.52383 # DEPENDENCYPART_GRANDPAR
(26,25),(25,7),-0.738622 # DEPENDENCYPART_GRANDPAR
(26,25),(25,14),-0.504449 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.885762 # DEPENDENCYPART_GRANDPAR
(26,25),(25,17),-0.491618 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.450272 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.0540546 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-1.16318 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.8751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-1.45584 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.952732 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-1.09121 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.543728 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-1.26866 # DEPENDENCYPART_GRANDPAR
(26,25),(25,33),-1.76312 # DEPENDENCYPART_GRANDPAR
(26,28),(28,27),-0.262899 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),0.228049 # DEPENDENCYPART_GRANDPAR
(26,29),(29,5),-2.4587 # DEPENDENCYPART_GRANDPAR
(26,29),(29,15),-1.82063 # DEPENDENCYPART_GRANDPAR
(26,29),(29,17),-1.46928 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-1.3112 # DEPENDENCYPART_GRANDPAR
(26,29),(29,23),-0.647936 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-1.66634 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-1.70067 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.719967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),-0.0752817 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.039652 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),0.0643268 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.216172 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.355986 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),-0.721052 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.0727722 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.252725 # DEPENDENCYPART_GRANDPAR
(26,31),(31,1),-1.11375 # DEPENDENCYPART_GRANDPAR
(26,31),(31,4),-1.9093 # DEPENDENCYPART_GRANDPAR
(26,31),(31,5),-2.46053 # DEPENDENCYPART_GRANDPAR
(26,31),(31,7),-1.718 # DEPENDENCYPART_GRANDPAR
(26,31),(31,12),-1.86175 # DEPENDENCYPART_GRANDPAR
(26,31),(31,15),-1.82245 # DEPENDENCYPART_GRANDPAR
(26,31),(31,17),-1.46983 # DEPENDENCYPART_GRANDPAR
(26,31),(31,21),-1.46621 # DEPENDENCYPART_GRANDPAR
(26,31),(31,22),-1.31175 # DEPENDENCYPART_GRANDPAR
(26,31),(31,23),-0.648488 # DEPENDENCYPART_GRANDPAR
(26,31),(31,24),-1.66731 # DEPENDENCYPART_GRANDPAR
(26,31),(31,25),-1.70188 # DEPENDENCYPART_GRANDPAR
(26,31),(31,26),-0.701554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,31),(31,27),-0.0537434 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),0.0596952 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),0.193811 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),0.14823 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.255511 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.691887 # DEPENDENCYPART_GRANDPAR
(26,32),(32,1),-1.11195 # DEPENDENCYPART_GRANDPAR
(26,32),(32,4),-1.90908 # DEPENDENCYPART_GRANDPAR
(26,32),(32,5),-2.45874 # DEPENDENCYPART_GRANDPAR
(26,32),(32,7),-1.7175 # DEPENDENCYPART_GRANDPAR
(26,32),(32,12),-1.86152 # DEPENDENCYPART_GRANDPAR
(26,32),(32,13),-1.71871 # DEPENDENCYPART_GRANDPAR
(26,32),(32,14),-1.66296 # DEPENDENCYPART_GRANDPAR
(26,32),(32,15),-1.82067 # DEPENDENCYPART_GRANDPAR
(26,32),(32,17),-1.46933 # DEPENDENCYPART_GRANDPAR
(26,32),(32,20),-1.41372 # DEPENDENCYPART_GRANDPAR
(26,32),(32,21),-1.46599 # DEPENDENCYPART_GRANDPAR
(26,32),(32,22),-1.31124 # DEPENDENCYPART_GRANDPAR
(26,32),(32,23),-0.647978 # DEPENDENCYPART_GRANDPAR
(26,32),(32,24),-1.66638 # DEPENDENCYPART_GRANDPAR
(26,32),(32,25),-1.70166 # DEPENDENCYPART_GRANDPAR
(26,32),(32,26),-0.702467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,32),(32,27),-0.0223045 # DEPENDENCYPART_GRANDPAR
(26,32),(32,28),0.0511646 # DEPENDENCYPART_GRANDPAR
(26,32),(32,29),0.183686 # DEPENDENCYPART_GRANDPAR
(26,32),(32,30),0.148375 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),-0.182546 # DEPENDENCYPART_GRANDPAR
(26,32),(32,33),-0.619988 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),0.0283897 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.0501804 # DEPENDENCYPART_GRANDPAR
(29,5),(5,7),-0.664491 # DEPENDENCYPART_GRANDPAR
(29,5),(5,8),-0.492749 # DEPENDENCYPART_GRANDPAR
(29,15),(15,14),-0.450161 # DEPENDENCYPART_GRANDPAR
(29,15),(15,17),-0.416212 # DEPENDENCYPART_GRANDPAR
(29,15),(15,18),-0.259492 # DEPENDENCYPART_GRANDPAR
(29,17),(17,8),-0.115101 # DEPENDENCYPART_GRANDPAR
(29,17),(17,13),-0.243251 # DEPENDENCYPART_GRANDPAR
(29,17),(17,14),-0.540161 # DEPENDENCYPART_GRANDPAR
(29,17),(17,15),-0.635805 # DEPENDENCYPART_GRANDPAR
(29,17),(17,16),0.421947 # DEPENDENCYPART_GRANDPAR
(29,17),(17,18),0.253014 # DEPENDENCYPART_GRANDPAR
(29,17),(17,20),-0.00939865 # DEPENDENCYPART_GRANDPAR
(29,17),(17,21),0.388731 # DEPENDENCYPART_GRANDPAR
(29,17),(17,22),-0.208508 # DEPENDENCYPART_GRANDPAR
(29,17),(17,23),0.279388 # DEPENDENCYPART_GRANDPAR
(29,17),(17,25),0.0722771 # DEPENDENCYPART_GRANDPAR
(29,17),(17,26),0.289597 # DEPENDENCYPART_GRANDPAR
(29,17),(17,29),-1.59394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,22),(22,18),0.26373 # DEPENDENCYPART_GRANDPAR
(29,22),(22,23),0.214415 # DEPENDENCYPART_GRANDPAR
(29,22),(22,25),-0.0726323 # DEPENDENCYPART_GRANDPAR
(29,22),(22,27),0.630201 # DEPENDENCYPART_GRANDPAR
(29,22),(22,30),-0.30018 # DEPENDENCYPART_GRANDPAR
(29,23),(23,16),0.0620094 # DEPENDENCYPART_GRANDPAR
(29,23),(23,19),-0.917578 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),0.0632526 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.22827 # DEPENDENCYPART_GRANDPAR
(29,23),(23,24),-0.0751319 # DEPENDENCYPART_GRANDPAR
(29,23),(23,25),-0.119408 # DEPENDENCYPART_GRANDPAR
(29,23),(23,26),0.102345 # DEPENDENCYPART_GRANDPAR
(29,23),(23,27),0.473689 # DEPENDENCYPART_GRANDPAR
(29,23),(23,29),-1.70638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,23),(23,30),-0.443702 # DEPENDENCYPART_GRANDPAR
(29,23),(23,31),-1.0248 # DEPENDENCYPART_GRANDPAR
(29,23),(23,32),-1.07991 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),0.0689688 # DEPENDENCYPART_GRANDPAR
(29,24),(24,25),-0.121854 # DEPENDENCYPART_GRANDPAR
(29,25),(25,5),-1.18068 # DEPENDENCYPART_GRANDPAR
(29,25),(25,7),-0.438055 # DEPENDENCYPART_GRANDPAR
(29,25),(25,14),-0.342218 # DEPENDENCYPART_GRANDPAR
(29,25),(25,15),-0.412519 # DEPENDENCYPART_GRANDPAR
(29,25),(25,17),-0.191598 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),-0.271521 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.00963731 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),-0.659781 # DEPENDENCYPART_GRANDPAR
(29,25),(25,26),0.00787916 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),0.558968 # DEPENDENCYPART_GRANDPAR
(29,25),(25,28),0.212292 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-1.98136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,30),-0.612051 # DEPENDENCYPART_GRANDPAR
(29,25),(25,31),-1.29958 # DEPENDENCYPART_GRANDPAR
(29,25),(25,33),-1.85088 # DEPENDENCYPART_GRANDPAR
(29,26),(26,1),1.15024 # DEPENDENCYPART_GRANDPAR
(29,26),(26,3),-0.533118 # DEPENDENCYPART_GRANDPAR
(29,26),(26,4),-0.636986 # DEPENDENCYPART_GRANDPAR
(29,26),(26,5),-1.15099 # DEPENDENCYPART_GRANDPAR
(29,26),(26,7),-0.388021 # DEPENDENCYPART_GRANDPAR
(29,26),(26,12),-0.433746 # DEPENDENCYPART_GRANDPAR
(29,26),(26,13),-0.338449 # DEPENDENCYPART_GRANDPAR
