# _root_ Per_tant , els que se sentin posseïts per aquesta tendència es mereixen tota la comprensió i el respecte , però l' han de dominar i no exercir -la en actes concrets .
#goldHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
#predictedHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
(24,1),(24,17),0.00654783 # DEPENDENCYPART_SIBL
(24,1),(24,18),0.0498051 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.209917 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.0301195 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.0991872 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.172483 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.0915544 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.0448973 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.0442335 # DEPENDENCYPART_SIBL
(24,1),(24,27),0.0556025 # DEPENDENCYPART_SIBL
(24,1),(24,28),0.0748987 # DEPENDENCYPART_SIBL
(24,1),(24,29),0.06835 # DEPENDENCYPART_SIBL
(24,1),(24,31),0.0382148 # DEPENDENCYPART_SIBL
(24,1),(24,32),0.0544021 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.164115 # DEPENDENCYPART_SIBL
(24,2),(24,6),0.117372 # DEPENDENCYPART_SIBL
(24,2),(24,7),0.0224836 # DEPENDENCYPART_SIBL
(24,2),(24,8),0.184391 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.0281849 # DEPENDENCYPART_SIBL
(24,2),(24,12),0.113901 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.106103 # DEPENDENCYPART_SIBL
(24,2),(24,15),0.0442963 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.135586 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.0785925 # DEPENDENCYPART_SIBL
(24,2),(24,18),0.0476873 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.355943 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.110433 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0269464 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.157003 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.0115608 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.00945438 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0189785 # DEPENDENCYPART_SIBL
(24,2),(24,27),0.0167827 # DEPENDENCYPART_SIBL
(24,2),(24,28),0.094421 # DEPENDENCYPART_SIBL
(24,2),(24,29),-0.000381103 # DEPENDENCYPART_SIBL
(24,2),(24,31),-0.0125218 # DEPENDENCYPART_SIBL
(24,2),(24,32),-0.457406 # DEPENDENCYPART_SIBL
(24,4),(24,6),0.247444 # DEPENDENCYPART_SIBL
(24,4),(24,7),0.0937008 # DEPENDENCYPART_SIBL
(24,4),(24,8),0.144779 # DEPENDENCYPART_SIBL
(24,4),(24,10),0.0470213 # DEPENDENCYPART_SIBL
(24,4),(24,12),0.24422 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.00761725 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.0466216 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.37658 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.0140327 # DEPENDENCYPART_SIBL
(24,4),(24,18),0.0573596 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.482434 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.421963 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.0312159 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.454062 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.487285 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.0119009 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0588191 # DEPENDENCYPART_SIBL
(24,4),(24,27),0.0365468 # DEPENDENCYPART_SIBL
(24,4),(24,28),0.0423007 # DEPENDENCYPART_SIBL
(24,4),(24,29),0.160079 # DEPENDENCYPART_SIBL
(24,4),(24,31),-0.00265825 # DEPENDENCYPART_SIBL
(24,4),(24,32),-0.451465 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.0465666 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.137105 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.0193092 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.0780549 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0284595 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.0136396 # DEPENDENCYPART_SIBL
(24,6),(24,16),0.0569334 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0735494 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.01011 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.143932 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.0543221 # DEPENDENCYPART_SIBL
(24,6),(24,21),0.0170442 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.173712 # DEPENDENCYPART_SIBL
(24,6),(24,23),0.223009 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0055785 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0733464 # DEPENDENCYPART_SIBL
(24,6),(24,27),0.00758065 # DEPENDENCYPART_SIBL
(24,6),(24,28),0.0821085 # DEPENDENCYPART_SIBL
(24,6),(24,29),0.0390348 # DEPENDENCYPART_SIBL
(24,6),(24,31),-0.0101072 # DEPENDENCYPART_SIBL
(24,6),(24,32),0.0428131 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.0654977 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0300933 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.0108289 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.200001 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.0250673 # DEPENDENCYPART_SIBL
(24,7),(24,16),0.113794 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.195941 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0215395 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.187463 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0254556 # DEPENDENCYPART_SIBL
(24,7),(24,21),0.0461469 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0023373 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0126494 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.00247077 # DEPENDENCYPART_SIBL
(24,7),(24,26),-0.0551846 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.00930918 # DEPENDENCYPART_SIBL
(24,7),(24,28),-0.00010783 # DEPENDENCYPART_SIBL
(24,7),(24,29),-0.00856767 # DEPENDENCYPART_SIBL
(24,7),(24,31),-0.0484319 # DEPENDENCYPART_SIBL
(24,7),(24,32),0.00604761 # DEPENDENCYPART_SIBL
(24,8),(24,10),0.00975836 # DEPENDENCYPART_SIBL
(24,8),(24,12),0.0198306 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.0911594 # DEPENDENCYPART_SIBL
(24,8),(24,15),0.0151114 # DEPENDENCYPART_SIBL
(24,8),(24,16),0.297195 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.100304 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.0185816 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.264919 # DEPENDENCYPART_SIBL
(24,8),(24,20),0.0565808 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0488817 # DEPENDENCYPART_SIBL
(24,8),(24,22),0.0964193 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.0656088 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.00138627 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.0810236 # DEPENDENCYPART_SIBL
(24,8),(24,27),0.0109409 # DEPENDENCYPART_SIBL
(24,8),(24,28),0.034851 # DEPENDENCYPART_SIBL
(24,8),(24,29),-0.0563481 # DEPENDENCYPART_SIBL
(24,8),(24,31),-0.00507476 # DEPENDENCYPART_SIBL
(24,8),(24,32),0.0113425 # DEPENDENCYPART_SIBL
(24,10),(24,12),0.00144668 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.161079 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.730111 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0299175 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.17328 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.726583 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.48778 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.0700136 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.00870112 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.0462124 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.00792946 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0171849 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.0115333 # DEPENDENCYPART_SIBL
(24,10),(24,27),0.015626 # DEPENDENCYPART_SIBL
(24,10),(24,28),0.0289585 # DEPENDENCYPART_SIBL
(24,10),(24,29),0.0469859 # DEPENDENCYPART_SIBL
(24,10),(24,31),-0.0111905 # DEPENDENCYPART_SIBL
(24,10),(24,32),0.0225476 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0329703 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.0181454 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.0524229 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.0780601 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0146158 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.148441 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0588326 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.0125338 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.186758 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.218494 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.014068 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0817879 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.00158526 # DEPENDENCYPART_SIBL
(24,12),(24,28),0.073667 # DEPENDENCYPART_SIBL
(24,12),(24,29),0.0178564 # DEPENDENCYPART_SIBL
(24,12),(24,31),-0.0185487 # DEPENDENCYPART_SIBL
(24,12),(24,32),0.0266434 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.0334205 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.114893 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.382483 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0298926 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.18898 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.139522 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.156273 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0465998 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0124552 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.00489109 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0801554 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.00153618 # DEPENDENCYPART_SIBL
(24,14),(24,28),0.0296045 # DEPENDENCYPART_SIBL
(24,14),(24,29),0.038627 # DEPENDENCYPART_SIBL
(24,14),(24,31),-0.0204554 # DEPENDENCYPART_SIBL
(24,14),(24,32),-0.0388983 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0310569 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.174423 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.727727 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.488919 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.071155 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.00737997 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.0443959 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.00749239 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.0384277 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.006329 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0314515 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.0352684 # DEPENDENCYPART_SIBL
(24,15),(24,29),0.0422346 # DEPENDENCYPART_SIBL
(24,15),(24,31),-0.0048765 # DEPENDENCYPART_SIBL
(24,15),(24,32),0.0340583 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.194841 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.0141291 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.318731 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0167818 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.149756 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.00300875 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.035435 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0789778 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.0288897 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.0350855 # DEPENDENCYPART_SIBL
(24,16),(24,28),-0.0247987 # DEPENDENCYPART_SIBL
(24,16),(24,29),0.0187704 # DEPENDENCYPART_SIBL
(24,16),(24,31),-0.0726132 # DEPENDENCYPART_SIBL
(24,16),(24,32),0.0106252 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.00406981 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0834317 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.100778 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.328717 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0683968 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0675497 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.00133467 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.153229 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0335882 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0603136 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.0235324 # DEPENDENCYPART_SIBL
(24,17),(24,31),0.0258046 # DEPENDENCYPART_SIBL
(24,17),(24,32),-0.10063 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.478242 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0608223 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0162981 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0676794 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.01593 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0407286 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.00414039 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0320573 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0384204 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0392813 # DEPENDENCYPART_SIBL
(24,18),(24,31),0.0038979 # DEPENDENCYPART_SIBL
(24,18),(24,32),0.0431644 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.110433 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0269464 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.157003 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0115608 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.00945438 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0189785 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0167827 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.094421 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.000381103 # DEPENDENCYPART_SIBL
(24,19),(24,31),-0.0125218 # DEPENDENCYPART_SIBL
(24,19),(24,32),-0.457406 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0101032 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.015652 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0117933 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0305723 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0615077 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.00785142 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0080558 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0740682 # DEPENDENCYPART_SIBL
(24,20),(24,31),-0.0926249 # DEPENDENCYPART_SIBL
(24,20),(24,32),0.0597153 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.183524 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.28454 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0512469 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0842609 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.00777242 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0248473 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.019971 # DEPENDENCYPART_SIBL
(24,21),(24,31),-0.111993 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.000373353 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.417239 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0535384 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0251037 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0857965 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.15637 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.075407 # DEPENDENCYPART_SIBL
(24,22),(24,31),0.0954809 # DEPENDENCYPART_SIBL
(24,22),(24,32),0.117714 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.00300027 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.082923 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00242219 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.108372 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0232604 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.0827691 # DEPENDENCYPART_SIBL
(24,23),(24,32),0.00991258 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0808392 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.681066 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.24172 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0162325 # DEPENDENCYPART_SIBL
(24,25),(24,31),0.13656 # DEPENDENCYPART_SIBL
(24,25),(24,32),0.0346599 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0213605 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0243423 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.00393927 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.0453564 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.0217347 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0010745 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.0377088 # DEPENDENCYPART_SIBL
(24,27),(24,31),0.000790626 # DEPENDENCYPART_SIBL
(24,27),(24,32),0.0441029 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.038715 # DEPENDENCYPART_SIBL
(24,28),(24,31),0.107998 # DEPENDENCYPART_SIBL
(24,28),(24,32),0.0231027 # DEPENDENCYPART_SIBL
(24,29),(24,31),-0.0273898 # DEPENDENCYPART_SIBL
(24,29),(24,32),0.0348267 # DEPENDENCYPART_SIBL
(24,31),(24,32),0.0320518 # DEPENDENCYPART_SIBL
(27,1),(27,2),-0.211188 # DEPENDENCYPART_SIBL
(27,1),(27,6),0.11303 # DEPENDENCYPART_SIBL
(27,1),(27,7),-0.00659388 # DEPENDENCYPART_SIBL
(27,1),(27,8),0.0163983 # DEPENDENCYPART_SIBL
(27,1),(27,12),0.109552 # DEPENDENCYPART_SIBL
(27,1),(27,14),-0.0518686 # DEPENDENCYPART_SIBL
(27,1),(27,15),0.0474864 # DEPENDENCYPART_SIBL
(27,1),(27,18),0.0509609 # DEPENDENCYPART_SIBL
(27,1),(27,19),-0.211188 # DEPENDENCYPART_SIBL
(27,1),(27,20),-0.0301375 # DEPENDENCYPART_SIBL
(27,1),(27,21),0.0979244 # DEPENDENCYPART_SIBL
(27,1),(27,22),0.193094 # DEPENDENCYPART_SIBL
(27,1),(27,23),0.114837 # DEPENDENCYPART_SIBL
(27,1),(27,24),0.11333 # DEPENDENCYPART_SIBL
(27,1),(27,25),0.033531 # DEPENDENCYPART_SIBL
(27,1),(27,26),0.0902457 # DEPENDENCYPART_SIBL
(27,1),(27,28),0.0724109 # DEPENDENCYPART_SIBL
(27,1),(27,29),0.0911995 # DEPENDENCYPART_SIBL
(27,1),(27,30),0.00339542 # DEPENDENCYPART_SIBL
(27,1),(27,31),0.0357276 # DEPENDENCYPART_SIBL
(27,1),(27,32),0.0386314 # DEPENDENCYPART_SIBL
(27,2),(27,6),0.130922 # DEPENDENCYPART_SIBL
(27,2),(27,7),0.0173864 # DEPENDENCYPART_SIBL
(27,2),(27,8),0.190945 # DEPENDENCYPART_SIBL
(27,2),(27,12),0.127451 # DEPENDENCYPART_SIBL
(27,2),(27,14),-0.1112 # DEPENDENCYPART_SIBL
(27,2),(27,15),0.0403596 # DEPENDENCYPART_SIBL
(27,2),(27,18),0.0437506 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.362294 # DEPENDENCYPART_SIBL
(27,2),(27,20),0.105335 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.035274 # DEPENDENCYPART_SIBL
(27,2),(27,22),0.170553 # DEPENDENCYPART_SIBL
(27,2),(27,23),0.0297627 # DEPENDENCYPART_SIBL
(27,2),(27,24),0.131239 # DEPENDENCYPART_SIBL
(27,2),(27,25),0.130488 # DEPENDENCYPART_SIBL
(27,2),(27,26),0.0137132 # DEPENDENCYPART_SIBL
(27,2),(27,28),0.0933189 # DEPENDENCYPART_SIBL
(27,2),(27,29),0.0268655 # DEPENDENCYPART_SIBL
(27,2),(27,30),0.00424639 # DEPENDENCYPART_SIBL
(27,2),(27,31),-0.0136235 # DEPENDENCYPART_SIBL
(27,2),(27,32),-0.470903 # DEPENDENCYPART_SIBL
(27,6),(27,7),-0.0422283 # DEPENDENCYPART_SIBL
(27,6),(27,8),-0.117473 # DEPENDENCYPART_SIBL
(27,6),(27,12),-0.0509357 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.0241212 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.00825034 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.00472077 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.142088 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.0499845 # DEPENDENCYPART_SIBL
(27,6),(27,21),0.0200536 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.146593 # DEPENDENCYPART_SIBL
(27,6),(27,23),0.257927 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.0451574 # DEPENDENCYPART_SIBL
(27,6),(27,25),0.0612704 # DEPENDENCYPART_SIBL
(27,6),(27,26),0.0100909 # DEPENDENCYPART_SIBL
(27,6),(27,28),0.083156 # DEPENDENCYPART_SIBL
(27,6),(27,29),0.0681927 # DEPENDENCYPART_SIBL
(27,6),(27,30),-0.016102 # DEPENDENCYPART_SIBL
(27,6),(27,31),-0.00905902 # DEPENDENCYPART_SIBL
(27,6),(27,32),0.021913 # DEPENDENCYPART_SIBL
(27,7),(27,8),-0.0538453 # DEPENDENCYPART_SIBL
(27,7),(27,12),0.00981644 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.200001 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.0238935 # DEPENDENCYPART_SIBL
(27,7),(27,18),-0.0203657 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.188717 # DEPENDENCYPART_SIBL
(27,7),(27,20),-0.0254561 # DEPENDENCYPART_SIBL
(27,7),(27,21),0.0449017 # DEPENDENCYPART_SIBL
(27,7),(27,22),0.0183081 # DEPENDENCYPART_SIBL
(27,7),(27,23),0.0359505 # DEPENDENCYPART_SIBL
(27,7),(27,24),0.0135921 # DEPENDENCYPART_SIBL
(27,7),(27,25),0.113793 # DEPENDENCYPART_SIBL
(27,7),(27,26),0.118506 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.00010799 # DEPENDENCYPART_SIBL
(27,7),(27,29),0.0167694 # DEPENDENCYPART_SIBL
(27,7),(27,30),-0.0356349 # DEPENDENCYPART_SIBL
(27,7),(27,31),-0.0484315 # DEPENDENCYPART_SIBL
(27,7),(27,32),-0.00618438 # DEPENDENCYPART_SIBL
(27,8),(27,12),0.0574833 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.0840076 # DEPENDENCYPART_SIBL
(27,8),(27,15),0.0207467 # DEPENDENCYPART_SIBL
(27,8),(27,18),0.0242168 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.259034 # DEPENDENCYPART_SIBL
(27,8),(27,20),0.063732 # DEPENDENCYPART_SIBL
(27,8),(27,21),0.0547883 # DEPENDENCYPART_SIBL
(27,8),(27,22),0.134072 # DEPENDENCYPART_SIBL
(27,8),(27,23),0.0960608 # DEPENDENCYPART_SIBL
(27,8),(27,24),0.0687172 # DEPENDENCYPART_SIBL
(27,8),(27,25),0.304346 # DEPENDENCYPART_SIBL
(27,8),(27,26),0.0838105 # DEPENDENCYPART_SIBL
(27,8),(27,28),0.0579152 # DEPENDENCYPART_SIBL
(27,8),(27,29),0.00617293 # DEPENDENCYPART_SIBL
(27,8),(27,30),0.053122 # DEPENDENCYPART_SIBL
(27,8),(27,31),0.01799 # DEPENDENCYPART_SIBL
(27,8),(27,32),0.0214627 # DEPENDENCYPART_SIBL
(27,12),(27,14),-0.028632 # DEPENDENCYPART_SIBL
(27,12),(27,15),-0.0127561 # DEPENDENCYPART_SIBL
(27,12),(27,18),-0.00922657 # DEPENDENCYPART_SIBL
(27,12),(27,19),-0.146598 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.054495 # DEPENDENCYPART_SIBL
(27,12),(27,21),0.0155432 # DEPENDENCYPART_SIBL
(27,12),(27,22),-0.159639 # DEPENDENCYPART_SIBL
(27,12),(27,23),0.253412 # DEPENDENCYPART_SIBL
(27,12),(27,24),-0.0582041 # DEPENDENCYPART_SIBL
(27,12),(27,25),0.0567599 # DEPENDENCYPART_SIBL
(27,12),(27,26),0.00509924 # DEPENDENCYPART_SIBL
(27,12),(27,28),0.0747145 # DEPENDENCYPART_SIBL
(27,12),(27,29),0.0470143 # DEPENDENCYPART_SIBL
(27,12),(27,30),-0.0243758 # DEPENDENCYPART_SIBL
(27,12),(27,31),-0.0175005 # DEPENDENCYPART_SIBL
(27,12),(27,32),0.00574335 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.0322424 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.0287145 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.190229 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.139518 # DEPENDENCYPART_SIBL
(27,14),(27,21),0.155034 # DEPENDENCYPART_SIBL
(27,14),(27,22),0.0672516 # DEPENDENCYPART_SIBL
(27,14),(27,23),0.0108502 # DEPENDENCYPART_SIBL
(27,14),(27,24),0.0308929 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.11489 # DEPENDENCYPART_SIBL
(27,14),(27,26),0.0214938 # DEPENDENCYPART_SIBL
(27,14),(27,28),0.0296171 # DEPENDENCYPART_SIBL
(27,14),(27,29),0.0639812 # DEPENDENCYPART_SIBL
(27,14),(27,30),0.0155601 # DEPENDENCYPART_SIBL
(27,14),(27,31),-0.0204423 # DEPENDENCYPART_SIBL
(27,14),(27,32),-0.0511173 # DEPENDENCYPART_SIBL
