# _root_ Aquesta iniciativa , que analitzarà el directori de l' FMI , neix de l' experiència i dels resultats de les liberalitzacions totals .
#goldHeads=2,12,5,5,2,7,5,7,10,8,5,0,12,15,13,13,13,17,18,21,19,21,12,
#predictedHeads=2,12,5,5,2,7,5,7,10,8,5,0,12,15,13,13,13,17,18,21,19,21,12,
(7,12),(12,17),-0.157315 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.26351 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.219929 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.430997 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.0395228 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-1.06754 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.32943 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.160206 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0588705 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.823059 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.136368 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.134425 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.137412 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0744073 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.188141 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-1.07888 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.41124 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.28666 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.479825 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.435192 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.314143 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0268387 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.714018 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.174048 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.155673 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.414774 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.268259 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.581876 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.154241 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-1.05266 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-1.3167 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.102356 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.143281 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.11774 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-1.10311 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.175536 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.245629 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.0782152 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-1.28651 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.313134 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.219037 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.284612 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.154074 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-1.05578 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),0.0486445 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.122074 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.270585 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-1.16025 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.270537 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.72643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.270397 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.35387 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.26585 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.52415 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.51564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.966095 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.525876 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.266757 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.438786 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.418017 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.39555 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.24764 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.58651 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.36324 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.43475 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.31395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.732497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.783428 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.494673 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.19657 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.3763 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.00192474 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.511292 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.503017 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.126017 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.355531 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.120406 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.0496276 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-1.1274 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.21038 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.527106 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.116066 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.31297 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.00155126 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.508387 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.672438 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.119821 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.525813 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-1.25684 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-1.20258 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.518393 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.187977 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.426326 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-1.18988 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.370167 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.127712 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.0462923 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.950404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.952914 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.1787 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.952726 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.88979 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.28003 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.855987 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.87735 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.870891 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.270059 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.336748 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.451452 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0841084 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.61841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.350899 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.956484 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.666113 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.913272 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-1.62696 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.80077 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.750513 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.440701 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.673271 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.386244 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.10286 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.76239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.457446 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-1.11927 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.956008 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-1.37741 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-1.00195 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-1.23842 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-1.7196 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0851066 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.531386 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.373901 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.729205 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.71049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.379792 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.998192 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.884023 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.950564 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.12787 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.16644 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.145657 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.78833 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.42696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.4428 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.29045 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.49078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.37097 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.832793 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.91918 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.77844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.633479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0514054 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.327437 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.114084 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.336835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.368656 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.333822 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.519618 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.000863171 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.846581 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.16937 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.513717 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.172449 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.634617 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.147237 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.14288 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.321403 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.188721 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.306506 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.862282 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.35483 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.343417 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.0423008 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.942612 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.354608 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.585831 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.33096 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.40023 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.262827 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.104241 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.33395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),0.139055 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.672988 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-1.26245 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.172994 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.377407 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.0214894 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.124648 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.801821 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0961928 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.173427 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.507965 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.084571 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.178179 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.0222102 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.445859 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.71768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.331242 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.790686 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.917248 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.718335 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-1.48982 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.164406 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.342787 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0815689 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.124012 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.445888 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.654946 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.302471 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.241471 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.391748 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.262613 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0871278 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.33012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.140576 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.487684 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.671488 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),0.0809254 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.246516 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.305897 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.535694 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-1.26095 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0830918 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.102279 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.287123 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.45144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.169825 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.788819 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.183547 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.556917 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.123993 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.123678 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.303714 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.245067 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.24969 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.160804 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0860614 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.33018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.140517 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.246576 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.561126 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.81587 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.565062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0912231 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.25309 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.162912 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.308179 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.109608 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0643924 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.512917 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.849467 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.439816 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.0332563 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.885432 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.716553 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.572219 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0835884 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.22281 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.454855 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0785916 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0123016 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.399004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.185052 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.540035 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.551884 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0556441 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.015304 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0673898 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.544901 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.716543 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.552778 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0771113 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.34232 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.460754 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0300036 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.39146 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.197038 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.540978 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.185942 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.424782 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.268977 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.439805 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.716542 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.462157 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.254598 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.19585 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.530629 # DEPENDENCYPART_GRANDPAR
(12,22),(22,13),0.489284 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.470115 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.428401 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.559989 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.620371 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.466098 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.303356 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.864901 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.509811 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0749214 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.48925 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0538936 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.628485 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.56519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,15),-0.5296 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-1.19343 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.667129 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-1.65478 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.475327 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.309091 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.864967 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.435973 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.521451 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.5338 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.354378 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.65282 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.512902 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.206445 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.5652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.529609 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.19344 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.03191 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.917185 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.667138 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.711474 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.620145 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-1.65483 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.499823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.423773 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.36136 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.32414 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.925071 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.63595 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.19965 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.326595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.965334 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.304718 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.235808 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.229855 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0681688 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0150392 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.2069 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.802097 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.26087 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.318786 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0542478 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0069998 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.828674 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.19965 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.331161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.968516 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.302718 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0500284 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.00716529 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0823632 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.161556 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.856133 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.109533 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.226723 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.278532 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.687578 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.722716 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.646115 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.83907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.28363 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.04031 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.691485 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.82195 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.725539 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.1273 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.817794 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.315833 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.533132 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.581654 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.33663 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.807268 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.210181 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.431067 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.108767 # DEPENDENCYPART_GRANDPAR
(15,2),(2,16),-0.600134 # DEPENDENCYPART_GRANDPAR
(15,2),(2,23),-1.357 # DEPENDENCYPART_GRANDPAR
