# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,12,10,0,14,12,14,17,15,19,12,21,19,21,22,19,19,25,12,
(26,20),(26,24),-0.0664366 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.688988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.166283 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.083802 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.123203 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.343937 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.048874 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.436352 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.180957 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.298582 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),1.10726 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.240707 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.400083 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.10183 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-0.547016 # DEPENDENCYPART_GRANDPAR
(0,2),(2,27),2.41448 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.106286 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.063206 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.120657 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.690253 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.197569 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),1.063 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.245271 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.243176 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.612842 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.274676 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),-0.695303 # DEPENDENCYPART_GRANDPAR
(0,10),(10,27),2.71729 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.344701 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.256808 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.164471 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.213728 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.246783 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.145014 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.867939 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.090346 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.730168 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0383073 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.187486 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.432284 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0659393 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.969836 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.00855875 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.305555 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.13097 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.351958 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.377985 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.576254 # DEPENDENCYPART_GRANDPAR
(0,12),(12,27),2.72701 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.11319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.316976 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-1.06736 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.392838 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.32612 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.933525 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.710412 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.01047 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.741697 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.356332 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-1.59103 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.627986 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-1.68574 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-1.90851 # DEPENDENCYPART_GRANDPAR
(1,2),(2,27),-0.660957 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.27952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0268154 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-1.00521 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-1.02209 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.509062 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.2831 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.879089 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.831503 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.96648 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.862788 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.32731 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.391237 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.859172 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-1.2831 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.879089 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.831503 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.96648 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.862788 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.32731 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.391237 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.26987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.513301 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.540912 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.868246 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.278986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0674176 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.33468 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.181161 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.273332 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.330401 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.26026 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.129301 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.234074 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.106207 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.106162 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.909904 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.268117 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0463772 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.348638 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.196273 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.196285 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0657059 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.0510316 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0395197 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0327625 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.167945 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.174038 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.223748 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.242886 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.0745675 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.20837 # DEPENDENCYPART_GRANDPAR
(2,5),(5,27),-0.965636 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0619058 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.273332 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.330401 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.26026 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.129301 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.234074 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.106207 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.106162 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.909904 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0358569 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.247407 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.20078 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0622477 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0469122 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0360616 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0367238 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.172064 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.223749 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.242887 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0150643 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.182695 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.135225 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0350772 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.109039 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0165674 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.178815 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.277626 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.247096 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.276267 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.248656 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.193944 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.264596 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0393096 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0327791 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.168118 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.186817 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.223748 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.242886 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.171041 # DEPENDENCYPART_GRANDPAR
(2,10),(10,27),-0.96553 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.238145 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.413592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.135876 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.246276 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.108265 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.1927 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.117674 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.177453 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0462448 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.20364 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.185196 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.136392 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.260118 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.249248 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.1707 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.256422 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.296276 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.166351 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.370528 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-0.105823 # DEPENDENCYPART_GRANDPAR
(2,12),(12,25),-0.291024 # DEPENDENCYPART_GRANDPAR
(2,12),(12,27),-1.07535 # DEPENDENCYPART_GRANDPAR
(2,14),(14,3),0.280364 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.193904 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.263023 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.289209 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.0919183 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.11457 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.207769 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.227056 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.249454 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0745822 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.327799 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.263957 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.24174 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.167684 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-0.371967 # DEPENDENCYPART_GRANDPAR
(2,14),(14,27),-0.948724 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.00591912 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.265184 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.205006 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.14987 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.415316 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.388985 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.288874 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.48215 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.143577 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.180339 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.0512816 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.263607 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.00626937 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.220457 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.3464 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.17269 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.351962 # DEPENDENCYPART_GRANDPAR
(2,21),(21,27),-0.964666 # DEPENDENCYPART_GRANDPAR
(2,23),(23,19),-0.263605 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.00626859 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.173386 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),-0.352654 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.19355 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.58273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.818928 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.512367 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.46232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.350536 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.698514 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.576287 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.700338 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.963911 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.725314 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.16184 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.993612 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.741209 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.02422 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.802122 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-0.730385 # DEPENDENCYPART_GRANDPAR
(3,2),(2,27),-2.29371 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.55099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.208903 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.33276 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.43196 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.387047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.14668 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.117334 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0777953 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0189319 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.191574 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.248159 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.389507 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.246226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.273597 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.519163 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.367091 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.243701 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.732385 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.551893 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-1.60818 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),1.38355 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.210763 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.136148 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.302116 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.052207 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.50005 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.20029 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.0766377 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.43186 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),1.1339 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.382745 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0190117 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.204719 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.279121 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.402652 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.251103 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.304559 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.38394 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.260551 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),1.20505 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.121786 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.162903 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0698496 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.360836 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.177824 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.0533116 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.0420719 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0242786 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.379802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,6),0.384004 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.178744 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0337429 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.38695 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.244076 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.270467 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.537956 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.364987 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.241598 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.478885 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-1.60581 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.141221 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.812197 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.59416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),0.438316 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.169645 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.218067 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0566304 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.134293 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0676142 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0636402 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.0365221 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.185429 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.227349 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.0470737 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.506313 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),0.0942417 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.0268988 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.237719 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),0.0454853 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.215565 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),0.00445893 # DEPENDENCYPART_GRANDPAR
(3,12),(12,27),-1.5283 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.807637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,6),-0.0438318 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.391398 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.217275 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.684961 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.208427 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.0747041 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.564342 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.0023603 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.959801 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.529356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.28077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.22418 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.05174 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.837 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.58441 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.38864 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.70609 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.37377 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.26502 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.30288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.5844 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.925515 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.51155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.251208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-1.11967 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.864601 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.657395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.988987 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.642524 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.548948 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-1.35595 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.677181 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.530679 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.584298 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.727766 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.709781 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.788859 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.48683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-1.13255 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.870818 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.806353 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-1.00067 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.791482 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.554114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.525552 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.547263 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.956209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.585423 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.303251 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.102168 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.237181 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.58461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.549543 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.822172 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.873025 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.05039 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.856204 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.968699 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.27484 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.19587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0390183 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.51931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
