# _root_ S' esperen precipitacions al litoral i al Prelitoral nord , així_com al Pirineu i Prepirineu_Oriental a_partir_de la tarda , i seran en forma de neu o calabruix a qualsevol cota i localment d' intensitat moderada .
#goldHeads=2,0,2,2,4,4,4,7,8,4,4,4,12,13,13,12,18,16,12,2,2,21,22,23,24,25,25,22,30,28,22,33,22,33,34,2,
#predictedHeads=2,0,2,2,4,4,4,7,8,2,12,4,12,13,13,2,18,16,2,2,2,21,22,23,24,25,25,21,30,28,28,33,28,33,34,2,
(21,6),(21,26),0.00131721 # DEPENDENCYPART_SIBL
(21,6),(21,27),-0.182888 # DEPENDENCYPART_SIBL
(21,6),(21,28),-0.106518 # DEPENDENCYPART_SIBL
(21,6),(21,30),-0.183205 # DEPENDENCYPART_SIBL
(21,6),(21,31),-0.0961427 # DEPENDENCYPART_SIBL
(21,6),(21,32),-0.0395544 # DEPENDENCYPART_SIBL
(21,6),(21,35),-0.0654735 # DEPENDENCYPART_SIBL
(21,6),(21,36),-0.0199755 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.34382 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0554865 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.120304 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.00320038 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.116964 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0215186 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.34382 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0897414 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0932144 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0399843 # DEPENDENCYPART_SIBL
(21,7),(21,24),0.0316989 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0343469 # DEPENDENCYPART_SIBL
(21,7),(21,26),-0.00474816 # DEPENDENCYPART_SIBL
(21,7),(21,27),-0.0346324 # DEPENDENCYPART_SIBL
(21,7),(21,28),-0.00732422 # DEPENDENCYPART_SIBL
(21,7),(21,30),-0.0348201 # DEPENDENCYPART_SIBL
(21,7),(21,31),-0.00139524 # DEPENDENCYPART_SIBL
(21,7),(21,32),0.0265773 # DEPENDENCYPART_SIBL
(21,7),(21,35),0.0563204 # DEPENDENCYPART_SIBL
(21,7),(21,36),-0.0147303 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.013683 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0744664 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0586315 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0753559 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0371012 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.361614 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.13415 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0164222 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0152026 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0308903 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.00224982 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.00957723 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.00194555 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.0234804 # DEPENDENCYPART_SIBL
(21,10),(21,30),0.00162925 # DEPENDENCYPART_SIBL
(21,10),(21,31),-0.00320472 # DEPENDENCYPART_SIBL
(21,10),(21,32),0.0217663 # DEPENDENCYPART_SIBL
(21,10),(21,35),0.0180551 # DEPENDENCYPART_SIBL
(21,10),(21,36),-0.444009 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0882079 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0550957 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0852574 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0649786 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.354275 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0379218 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.134237 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.171886 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0907025 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.173159 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.100338 # DEPENDENCYPART_SIBL
(21,11),(21,27),-0.173468 # DEPENDENCYPART_SIBL
(21,11),(21,28),-0.142913 # DEPENDENCYPART_SIBL
(21,11),(21,30),-0.173639 # DEPENDENCYPART_SIBL
(21,11),(21,31),-0.0773141 # DEPENDENCYPART_SIBL
(21,11),(21,32),-0.106706 # DEPENDENCYPART_SIBL
(21,11),(21,35),-0.0412264 # DEPENDENCYPART_SIBL
(21,11),(21,36),-0.0971702 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.00320038 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.116964 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0215186 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.34382 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0897414 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0932144 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0399843 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0316989 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0343469 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.00474816 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0346324 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.00732422 # DEPENDENCYPART_SIBL
(21,12),(21,30),-0.0348201 # DEPENDENCYPART_SIBL
(21,12),(21,31),-0.00139524 # DEPENDENCYPART_SIBL
(21,12),(21,32),0.0265773 # DEPENDENCYPART_SIBL
(21,12),(21,35),0.0563204 # DEPENDENCYPART_SIBL
(21,12),(21,36),-0.0147303 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.102756 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.750756 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.508693 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0459681 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.00386502 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0428831 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.00580206 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0231146 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.00557242 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0233805 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0128263 # DEPENDENCYPART_SIBL
(21,15),(21,30),-0.0235671 # DEPENDENCYPART_SIBL
(21,15),(21,31),0.0265019 # DEPENDENCYPART_SIBL
(21,15),(21,32),0.001878 # DEPENDENCYPART_SIBL
(21,15),(21,35),0.00279697 # DEPENDENCYPART_SIBL
(21,15),(21,36),0.0113089 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.00775859 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.302176 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.154862 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0801252 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0459842 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.00224339 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0406233 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0418513 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0409136 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.014431 # DEPENDENCYPART_SIBL
(21,16),(21,30),-0.0411012 # DEPENDENCYPART_SIBL
(21,16),(21,31),0.0032294 # DEPENDENCYPART_SIBL
(21,16),(21,32),-0.00503902 # DEPENDENCYPART_SIBL
(21,16),(21,35),-0.0325554 # DEPENDENCYPART_SIBL
(21,16),(21,36),-0.0484325 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.504979 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0420228 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0194419 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0539309 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00898286 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0341624 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0271251 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0344284 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.00624749 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.034615 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.00304466 # DEPENDENCYPART_SIBL
(21,18),(21,32),-0.0136727 # DEPENDENCYPART_SIBL
(21,18),(21,35),-0.0207251 # DEPENDENCYPART_SIBL
(21,18),(21,36),-0.0226408 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.13415 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0164222 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0152026 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0308903 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00224982 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00957723 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.00194555 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0234804 # DEPENDENCYPART_SIBL
(21,19),(21,30),0.00162925 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.00320472 # DEPENDENCYPART_SIBL
(21,19),(21,32),0.0217663 # DEPENDENCYPART_SIBL
(21,19),(21,35),0.0180551 # DEPENDENCYPART_SIBL
(21,19),(21,36),-0.444009 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.016785 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.188236 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0284904 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.181903 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.00131721 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.182888 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.106518 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.183205 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.0961427 # DEPENDENCYPART_SIBL
(21,20),(21,32),-0.0395544 # DEPENDENCYPART_SIBL
(21,20),(21,35),-0.0654735 # DEPENDENCYPART_SIBL
(21,20),(21,36),-0.0199755 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0452466 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0846781 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0521003 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.00419622 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0531984 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0762567 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0527878 # DEPENDENCYPART_SIBL
(21,22),(21,31),0.0498996 # DEPENDENCYPART_SIBL
(21,22),(21,32),-0.037217 # DEPENDENCYPART_SIBL
(21,22),(21,35),-0.046129 # DEPENDENCYPART_SIBL
(21,22),(21,36),0.00350441 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0376787 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.233282 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0400518 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.233158 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0100588 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.233246 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.0179374 # DEPENDENCYPART_SIBL
(21,23),(21,32),-0.0208428 # DEPENDENCYPART_SIBL
(21,23),(21,35),-0.0585356 # DEPENDENCYPART_SIBL
(21,23),(21,36),-0.00104514 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0117568 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0449745 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0132867 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.0462569 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.013022 # DEPENDENCYPART_SIBL
(21,24),(21,31),0.0842249 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.0731942 # DEPENDENCYPART_SIBL
(21,24),(21,35),-0.0752384 # DEPENDENCYPART_SIBL
(21,24),(21,36),0.0523569 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0672924 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.227915 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0569419 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.228003 # DEPENDENCYPART_SIBL
(21,25),(21,31),0.0407612 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.00656646 # DEPENDENCYPART_SIBL
(21,25),(21,35),-0.0424869 # DEPENDENCYPART_SIBL
(21,25),(21,36),0.0229861 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.262035 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.161396 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.261947 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.224429 # DEPENDENCYPART_SIBL
(21,26),(21,32),0.101957 # DEPENDENCYPART_SIBL
(21,26),(21,35),0.0603571 # DEPENDENCYPART_SIBL
(21,26),(21,36),-0.0276525 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0310209 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.234347 # DEPENDENCYPART_SIBL
(21,27),(21,31),0.0169506 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.0139714 # DEPENDENCYPART_SIBL
(21,27),(21,35),-0.049937 # DEPENDENCYPART_SIBL
(21,27),(21,36),0.0113023 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.0254644 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.0375769 # DEPENDENCYPART_SIBL
(21,28),(21,32),0.0209237 # DEPENDENCYPART_SIBL
(21,28),(21,35),0.0532705 # DEPENDENCYPART_SIBL
(21,28),(21,36),0.0178629 # DEPENDENCYPART_SIBL
(21,30),(21,31),0.0168683 # DEPENDENCYPART_SIBL
(21,30),(21,32),-0.0140122 # DEPENDENCYPART_SIBL
(21,30),(21,35),-0.0499782 # DEPENDENCYPART_SIBL
(21,30),(21,36),0.0111909 # DEPENDENCYPART_SIBL
(21,31),(21,32),0.0128379 # DEPENDENCYPART_SIBL
(21,31),(21,35),0.109554 # DEPENDENCYPART_SIBL
(21,31),(21,36),0.0294059 # DEPENDENCYPART_SIBL
(21,32),(21,35),-0.0439993 # DEPENDENCYPART_SIBL
(21,32),(21,36),0.00328716 # DEPENDENCYPART_SIBL
(21,35),(21,36),0.0532362 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.144596 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.983051 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.155118 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.983033 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.110319 # DEPENDENCYPART_SIBL
(22,23),(22,31),0.0859577 # DEPENDENCYPART_SIBL
(22,23),(22,33),-0.0973952 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.161997 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.232589 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.160628 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.156948 # DEPENDENCYPART_SIBL
(22,24),(22,31),0.11038 # DEPENDENCYPART_SIBL
(22,24),(22,33),-0.127615 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.179187 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.969452 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0627464 # DEPENDENCYPART_SIBL
(22,25),(22,31),0.121597 # DEPENDENCYPART_SIBL
(22,25),(22,33),-0.0524445 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.121783 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.760744 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.147295 # DEPENDENCYPART_SIBL
(22,26),(22,33),0.784652 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.104112 # DEPENDENCYPART_SIBL
(22,27),(22,31),0.0809749 # DEPENDENCYPART_SIBL
(22,27),(22,33),-0.0914847 # DEPENDENCYPART_SIBL
(22,28),(22,31),0.10011 # DEPENDENCYPART_SIBL
(22,28),(22,33),-0.0669067 # DEPENDENCYPART_SIBL
(22,31),(22,33),0.955432 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00531326 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0970782 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.00901196 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0233655 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0392311 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.00892196 # DEPENDENCYPART_SIBL
(23,24),(23,31),0.0360188 # DEPENDENCYPART_SIBL
(23,24),(23,32),-0.0318268 # DEPENDENCYPART_SIBL
(23,24),(23,33),-0.150354 # DEPENDENCYPART_SIBL
(23,24),(23,34),-0.000197928 # DEPENDENCYPART_SIBL
(23,24),(23,35),0.0351897 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0805356 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0179642 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0485372 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0859197 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.0179635 # DEPENDENCYPART_SIBL
(23,25),(23,31),0.0730045 # DEPENDENCYPART_SIBL
(23,25),(23,32),0.0288763 # DEPENDENCYPART_SIBL
(23,25),(23,33),0.0156384 # DEPENDENCYPART_SIBL
(23,25),(23,34),0.0114558 # DEPENDENCYPART_SIBL
(23,25),(23,35),0.0221158 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.55147 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.107264 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.132447 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.551469 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.205097 # DEPENDENCYPART_SIBL
(23,26),(23,32),0.175371 # DEPENDENCYPART_SIBL
(23,26),(23,33),0.136109 # DEPENDENCYPART_SIBL
(23,26),(23,34),0.534709 # DEPENDENCYPART_SIBL
(23,26),(23,35),0.150037 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0618463 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.0863424 # DEPENDENCYPART_SIBL
(23,27),(23,30),0.0192145 # DEPENDENCYPART_SIBL
(23,27),(23,31),0.0605292 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.0294274 # DEPENDENCYPART_SIBL
(23,27),(23,33),0.00465497 # DEPENDENCYPART_SIBL
(23,27),(23,34),0.0127069 # DEPENDENCYPART_SIBL
(23,27),(23,35),0.022547 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.0177418 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.0623867 # DEPENDENCYPART_SIBL
(23,28),(23,31),0.0416145 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.0632314 # DEPENDENCYPART_SIBL
(23,28),(23,33),-0.0507741 # DEPENDENCYPART_SIBL
(23,28),(23,34),0.0532762 # DEPENDENCYPART_SIBL
(23,28),(23,35),0.0188523 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.00443865 # DEPENDENCYPART_SIBL
(23,29),(23,31),-0.0771207 # DEPENDENCYPART_SIBL
(23,29),(23,32),-0.0526612 # DEPENDENCYPART_SIBL
(23,29),(23,33),-0.0884058 # DEPENDENCYPART_SIBL
(23,29),(23,34),-0.00206933 # DEPENDENCYPART_SIBL
(23,29),(23,35),-0.0722159 # DEPENDENCYPART_SIBL
(23,30),(23,31),0.0605002 # DEPENDENCYPART_SIBL
(23,30),(23,32),0.0294223 # DEPENDENCYPART_SIBL
(23,30),(23,33),0.00463523 # DEPENDENCYPART_SIBL
(23,30),(23,34),0.0119867 # DEPENDENCYPART_SIBL
(23,30),(23,35),0.0225407 # DEPENDENCYPART_SIBL
(23,31),(23,32),0.130832 # DEPENDENCYPART_SIBL
(23,31),(23,33),0.212885 # DEPENDENCYPART_SIBL
(23,31),(23,34),0.607431 # DEPENDENCYPART_SIBL
(23,31),(23,35),0.246616 # DEPENDENCYPART_SIBL
(23,32),(23,33),0.0306071 # DEPENDENCYPART_SIBL
(23,32),(23,34),0.00631041 # DEPENDENCYPART_SIBL
(23,32),(23,35),-0.0575982 # DEPENDENCYPART_SIBL
(23,33),(23,34),-0.0186188 # DEPENDENCYPART_SIBL
(23,33),(23,35),-0.00806328 # DEPENDENCYPART_SIBL
(23,34),(23,35),0.0218499 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.112199 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.899822 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.212877 # DEPENDENCYPART_SIBL
(24,25),(24,33),0.0405099 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.18965 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.582786 # DEPENDENCYPART_SIBL
(24,26),(24,33),0.833878 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.281782 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.0260696 # DEPENDENCYPART_SIBL
(24,28),(24,33),0.0116993 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0638596 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.00404389 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.113424 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0716561 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.00405441 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.0229536 # DEPENDENCYPART_SIBL
(25,24),(25,32),0.0288272 # DEPENDENCYPART_SIBL
(25,24),(25,33),0.0628487 # DEPENDENCYPART_SIBL
(25,24),(25,34),-0.00895714 # DEPENDENCYPART_SIBL
(25,24),(25,35),-0.0835862 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.547753 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.13629 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.130578 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.547752 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.212367 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.176947 # DEPENDENCYPART_SIBL
(25,26),(25,33),0.161898 # DEPENDENCYPART_SIBL
(25,26),(25,34),0.530992 # DEPENDENCYPART_SIBL
(25,26),(25,35),0.159598 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0371077 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0798429 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0158308 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.0441405 # DEPENDENCYPART_SIBL
(25,27),(25,32),0.0251161 # DEPENDENCYPART_SIBL
(25,27),(25,33),0.0261506 # DEPENDENCYPART_SIBL
(25,27),(25,34),0.00932314 # DEPENDENCYPART_SIBL
(25,27),(25,35),0.0275224 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.0317169 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.0770232 # DEPENDENCYPART_SIBL
(25,28),(25,31),0.036129 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.0793884 # DEPENDENCYPART_SIBL
(25,28),(25,33),0.00955311 # DEPENDENCYPART_SIBL
(25,28),(25,34),0.0679126 # DEPENDENCYPART_SIBL
(25,28),(25,35),0.0545171 # DEPENDENCYPART_SIBL
(25,29),(25,30),0.00707673 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.0820501 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.0499959 # DEPENDENCYPART_SIBL
(25,29),(25,33),-0.0606422 # DEPENDENCYPART_SIBL
(25,29),(25,34),0.000568752 # DEPENDENCYPART_SIBL
(25,29),(25,35),-0.060339 # DEPENDENCYPART_SIBL
(25,30),(25,31),0.0441115 # DEPENDENCYPART_SIBL
(25,30),(25,32),0.025111 # DEPENDENCYPART_SIBL
(25,30),(25,33),0.0261309 # DEPENDENCYPART_SIBL
(25,30),(25,34),0.00860296 # DEPENDENCYPART_SIBL
(25,30),(25,35),0.0275161 # DEPENDENCYPART_SIBL
(25,31),(25,32),0.130439 # DEPENDENCYPART_SIBL
(25,31),(25,33),0.235818 # DEPENDENCYPART_SIBL
(25,31),(25,34),0.595593 # DEPENDENCYPART_SIBL
(25,31),(25,35),0.252982 # DEPENDENCYPART_SIBL
(25,32),(25,33),0.0576151 # DEPENDENCYPART_SIBL
(25,32),(25,34),0.0103729 # DEPENDENCYPART_SIBL
(25,32),(25,35),-0.0442032 # DEPENDENCYPART_SIBL
(25,33),(25,34),0.00372863 # DEPENDENCYPART_SIBL
(25,33),(25,35),0.0424743 # DEPENDENCYPART_SIBL
(25,34),(25,35),0.0268253 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.428478 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.11973 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0706715 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.00303189 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.0219261 # DEPENDENCYPART_SIBL
(27,24),(27,32),0.0298126 # DEPENDENCYPART_SIBL
(27,24),(27,33),0.0668496 # DEPENDENCYPART_SIBL
(27,24),(27,34),-0.00793461 # DEPENDENCYPART_SIBL
(27,24),(27,35),-0.0826014 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.122615 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.0606923 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0906839 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.00929953 # DEPENDENCYPART_SIBL
(27,26),(27,32),0.0139799 # DEPENDENCYPART_SIBL
(27,26),(27,33),-0.0837834 # DEPENDENCYPART_SIBL
(27,26),(27,34),-0.092823 # DEPENDENCYPART_SIBL
(27,26),(27,35),-0.0565343 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0317937 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0753038 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.0362574 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.0794653 # DEPENDENCYPART_SIBL
(27,28),(27,33),0.00989701 # DEPENDENCYPART_SIBL
(27,28),(27,34),0.0661932 # DEPENDENCYPART_SIBL
(27,28),(27,35),0.0545939 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.00526972 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.0820211 # DEPENDENCYPART_SIBL
(27,29),(27,32),-0.0499959 # DEPENDENCYPART_SIBL
(27,29),(27,33),-0.0603858 # DEPENDENCYPART_SIBL
(27,29),(27,34),-0.00123826 # DEPENDENCYPART_SIBL
(27,29),(27,35),-0.060339 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.0441529 # DEPENDENCYPART_SIBL
(27,30),(27,32),0.0251212 # DEPENDENCYPART_SIBL
(27,30),(27,33),0.0263976 # DEPENDENCYPART_SIBL
(27,30),(27,34),0.0068106 # DEPENDENCYPART_SIBL
(27,30),(27,35),0.0275263 # DEPENDENCYPART_SIBL
(27,31),(27,32),0.126817 # DEPENDENCYPART_SIBL
(27,31),(27,33),0.232466 # DEPENDENCYPART_SIBL
