# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(14,36),(36,35),-0.175986 # DEPENDENCYPART_GRANDPAR
(14,36),(36,37),-0.255073 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.817972 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.73014 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-1.12233 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.366749 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.141144 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.195098 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.6757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.914824 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.933257 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.05961 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.891469 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.987097 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-1.1933 # DEPENDENCYPART_GRANDPAR
(15,14),(14,33),-1.19042 # DEPENDENCYPART_GRANDPAR
(15,14),(14,36),-1.08838 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.19826 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.918307 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.458953 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),-0.134379 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.441798 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.287515 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.134888 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0370987 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.333343 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.247438 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.421209 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.289254 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.281656 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.308169 # DEPENDENCYPART_GRANDPAR
(15,18),(18,30),-0.568522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,32),-0.431843 # DEPENDENCYPART_GRANDPAR
(15,18),(18,33),-0.35598 # DEPENDENCYPART_GRANDPAR
(15,18),(18,34),-0.587685 # DEPENDENCYPART_GRANDPAR
(15,18),(18,35),-0.220892 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.347282 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0828997 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.216161 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0433974 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.44041 # DEPENDENCYPART_GRANDPAR
(15,19),(19,36),-0.223754 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.453327 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0761945 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.330661 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.400865 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),-0.302955 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),-0.564723 # DEPENDENCYPART_GRANDPAR
(15,20),(20,32),-0.42663 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.21153 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.185926 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.350266 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.126349 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.482864 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.169141 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.40821 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.918307 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.224873 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.0577588 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.110081 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.417746 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.280181 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.301068 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.299096 # DEPENDENCYPART_GRANDPAR
(15,24),(24,30),-0.577942 # DEPENDENCYPART_GRANDPAR
(15,24),(24,32),-0.42277 # DEPENDENCYPART_GRANDPAR
(15,24),(24,33),-0.36162 # DEPENDENCYPART_GRANDPAR
(15,24),(24,34),-0.578612 # DEPENDENCYPART_GRANDPAR
(15,24),(24,35),-0.216644 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.000283004 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),0.0617951 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.343566 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),0.0472726 # DEPENDENCYPART_GRANDPAR
(15,25),(25,33),-0.263059 # DEPENDENCYPART_GRANDPAR
(15,25),(25,36),-0.223754 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.105762 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.278299 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-0.302955 # DEPENDENCYPART_GRANDPAR
(15,26),(26,30),-0.564723 # DEPENDENCYPART_GRANDPAR
(15,26),(26,32),-0.42663 # DEPENDENCYPART_GRANDPAR
(15,26),(26,33),-0.346031 # DEPENDENCYPART_GRANDPAR
(15,26),(26,34),-0.582472 # DEPENDENCYPART_GRANDPAR
(15,26),(26,35),-0.218255 # DEPENDENCYPART_GRANDPAR
(15,29),(29,13),-0.918307 # DEPENDENCYPART_GRANDPAR
(15,29),(29,22),-0.0898271 # DEPENDENCYPART_GRANDPAR
(15,29),(29,23),0.104571 # DEPENDENCYPART_GRANDPAR
(15,29),(29,25),-0.363155 # DEPENDENCYPART_GRANDPAR
(15,29),(29,27),-0.129734 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),0.564699 # DEPENDENCYPART_GRANDPAR
(15,29),(29,30),-0.584671 # DEPENDENCYPART_GRANDPAR
(15,29),(29,32),-0.447298 # DEPENDENCYPART_GRANDPAR
(15,29),(29,33),-0.374021 # DEPENDENCYPART_GRANDPAR
(15,29),(29,34),-0.60314 # DEPENDENCYPART_GRANDPAR
(15,29),(29,35),-0.232669 # DEPENDENCYPART_GRANDPAR
(15,29),(29,36),-0.334832 # DEPENDENCYPART_GRANDPAR
(15,32),(32,28),0.558449 # DEPENDENCYPART_GRANDPAR
(15,32),(32,30),-0.537111 # DEPENDENCYPART_GRANDPAR
(15,32),(32,31),1.05471 # DEPENDENCYPART_GRANDPAR
(15,32),(32,33),-0.35598 # DEPENDENCYPART_GRANDPAR
(15,32),(32,34),-0.587685 # DEPENDENCYPART_GRANDPAR
(15,32),(32,35),-0.220892 # DEPENDENCYPART_GRANDPAR
(15,32),(32,36),-0.316292 # DEPENDENCYPART_GRANDPAR
(15,34),(34,28),0.566216 # DEPENDENCYPART_GRANDPAR
(15,34),(34,31),1.06625 # DEPENDENCYPART_GRANDPAR
(15,34),(34,35),-0.218255 # DEPENDENCYPART_GRANDPAR
(15,34),(34,36),-0.29593 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.335835 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.486775 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-1.5955 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.09998 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.38048 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.22511 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-1.24015 # DEPENDENCYPART_GRANDPAR
(17,14),(14,33),-1.47344 # DEPENDENCYPART_GRANDPAR
(17,14),(14,36),-1.49542 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.34257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.717115 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.948333 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.758625 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.708946 # DEPENDENCYPART_GRANDPAR
(17,19),(19,36),-0.853081 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.798839 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.108146 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.498311 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.44278 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.88178 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.607154 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),-0.236675 # DEPENDENCYPART_GRANDPAR
(18,1),(1,21),-0.804592 # DEPENDENCYPART_GRANDPAR
(18,1),(1,22),-0.681742 # DEPENDENCYPART_GRANDPAR
(18,1),(1,27),-1.09506 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-1.09431 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.281978 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.450209 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.508741 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.897876 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.736704 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.526017 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.855859 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.3107 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.804379 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.448993 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.555672 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.391925 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.249175 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.62429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.621136 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.951988 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.885909 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.767086 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.892991 # DEPENDENCYPART_GRANDPAR
(18,13),(13,27),-1.18392 # DEPENDENCYPART_GRANDPAR
(18,13),(13,29),-0.985676 # DEPENDENCYPART_GRANDPAR
(18,13),(13,30),-1.00565 # DEPENDENCYPART_GRANDPAR
(18,13),(13,32),-1.12755 # DEPENDENCYPART_GRANDPAR
(18,13),(13,35),-1.20248 # DEPENDENCYPART_GRANDPAR
(18,13),(13,38),-2.44266 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.303699 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.292584 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.56629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.545285 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.811219 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.680508 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.968259 # DEPENDENCYPART_GRANDPAR
(18,14),(14,33),-1.04654 # DEPENDENCYPART_GRANDPAR
(18,14),(14,36),-1.11384 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.595958 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.571761 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.12869 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.550997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.297343 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0409576 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.14486 # DEPENDENCYPART_GRANDPAR
(18,19),(19,36),-0.253523 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.1561 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.711936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,22),-0.0441308 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.18852 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-0.0793756 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.196155 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.231608 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.11885 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.1057 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.94895 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.133567 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.256195 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.051906 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.319671 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-1.25125 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.285913 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.0206373 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.504263 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.205401 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.173179 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.224782 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.0755159 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.209374 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.227749 # DEPENDENCYPART_GRANDPAR
(18,24),(24,33),-0.230242 # DEPENDENCYPART_GRANDPAR
(18,24),(24,34),-0.113461 # DEPENDENCYPART_GRANDPAR
(18,24),(24,35),-0.467342 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.610969 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),0.173517 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.260966 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),0.275572 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),-0.123392 # DEPENDENCYPART_GRANDPAR
(18,25),(25,36),-0.253523 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.508582 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.202013 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.0793756 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.196155 # DEPENDENCYPART_GRANDPAR
(18,26),(26,32),-0.231608 # DEPENDENCYPART_GRANDPAR
(18,26),(26,33),-0.214654 # DEPENDENCYPART_GRANDPAR
(18,26),(26,34),-0.117321 # DEPENDENCYPART_GRANDPAR
(18,26),(26,35),-0.468952 # DEPENDENCYPART_GRANDPAR
(18,29),(29,13),-1.25125 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),0.214004 # DEPENDENCYPART_GRANDPAR
(18,29),(29,23),-0.509773 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),-0.141648 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.0531016 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),0.170259 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.216102 # DEPENDENCYPART_GRANDPAR
(18,29),(29,32),-0.252276 # DEPENDENCYPART_GRANDPAR
(18,29),(29,33),-0.242644 # DEPENDENCYPART_GRANDPAR
(18,29),(29,34),-0.137989 # DEPENDENCYPART_GRANDPAR
(18,29),(29,35),-0.483367 # DEPENDENCYPART_GRANDPAR
(18,29),(29,36),-0.37299 # DEPENDENCYPART_GRANDPAR
(18,32),(32,28),0.164009 # DEPENDENCYPART_GRANDPAR
(18,32),(32,30),-0.168159 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),1.02627 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.224602 # DEPENDENCYPART_GRANDPAR
(18,32),(32,34),-0.122534 # DEPENDENCYPART_GRANDPAR
(18,32),(32,35),-0.471589 # DEPENDENCYPART_GRANDPAR
(18,32),(32,36),-0.354449 # DEPENDENCYPART_GRANDPAR
(18,33),(33,31),0.825205 # DEPENDENCYPART_GRANDPAR
(18,33),(33,34),0.195997 # DEPENDENCYPART_GRANDPAR
(18,33),(33,35),-0.365907 # DEPENDENCYPART_GRANDPAR
(18,33),(33,36),-0.269307 # DEPENDENCYPART_GRANDPAR
(18,34),(34,28),0.171775 # DEPENDENCYPART_GRANDPAR
(18,34),(34,31),1.0378 # DEPENDENCYPART_GRANDPAR
(18,34),(34,35),-0.468952 # DEPENDENCYPART_GRANDPAR
(18,34),(34,36),-0.334087 # DEPENDENCYPART_GRANDPAR
(18,35),(35,3),-1.3915 # DEPENDENCYPART_GRANDPAR
(18,35),(35,5),-1.57133 # DEPENDENCYPART_GRANDPAR
(18,35),(35,8),-1.56541 # DEPENDENCYPART_GRANDPAR
(18,35),(35,10),-1.37899 # DEPENDENCYPART_GRANDPAR
(18,35),(35,13),-1.43007 # DEPENDENCYPART_GRANDPAR
(18,35),(35,16),-1.16277 # DEPENDENCYPART_GRANDPAR
(18,35),(35,18),-0.642842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,35),(35,20),0.0278022 # DEPENDENCYPART_GRANDPAR
(18,35),(35,22),0.397384 # DEPENDENCYPART_GRANDPAR
(18,35),(35,24),0.0866777 # DEPENDENCYPART_GRANDPAR
(18,35),(35,26),-0.0960239 # DEPENDENCYPART_GRANDPAR
(18,35),(35,27),-0.0251098 # DEPENDENCYPART_GRANDPAR
(18,35),(35,29),-0.00596329 # DEPENDENCYPART_GRANDPAR
(18,35),(35,30),-0.134502 # DEPENDENCYPART_GRANDPAR
(18,35),(35,31),0.675822 # DEPENDENCYPART_GRANDPAR
(18,35),(35,32),-0.146094 # DEPENDENCYPART_GRANDPAR
(18,35),(35,33),-0.28063 # DEPENDENCYPART_GRANDPAR
(18,35),(35,34),-0.0351612 # DEPENDENCYPART_GRANDPAR
(18,35),(35,36),-0.271373 # DEPENDENCYPART_GRANDPAR
(18,35),(35,37),-0.328984 # DEPENDENCYPART_GRANDPAR
(18,35),(35,38),-1.51457 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.284204 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.61977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,1),-0.729585 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.27003 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.207229 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.55106 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.540455 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.47329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.132554 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.07515 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.880043 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.83567 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.578539 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.700279 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-1.10249 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.435754 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-0.779372 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-0.849645 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-0.736442 # DEPENDENCYPART_GRANDPAR
(19,18),(18,34),-0.773844 # DEPENDENCYPART_GRANDPAR
(19,18),(18,35),-1.0372 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.57035 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.25391 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.3788 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.0466836 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),0.148849 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),0.0192266 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.248898 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.41674 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.154337 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.440781 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.171616 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.283254 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0428702 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.267675 # DEPENDENCYPART_GRANDPAR
(19,36),(36,35),-0.0450609 # DEPENDENCYPART_GRANDPAR
(19,36),(36,37),0.197639 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.037016 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.975206 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.402101 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.0483653 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.0726084 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.327079 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.519405 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.529272 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.73058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.666057 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.939995 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.964948 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.776269 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.02953 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-1.02987 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-1.17964 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-1.25047 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-1.25161 # DEPENDENCYPART_GRANDPAR
(20,18),(18,33),-0.889706 # DEPENDENCYPART_GRANDPAR
(20,18),(18,34),-1.46811 # DEPENDENCYPART_GRANDPAR
(20,18),(18,35),-0.763209 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.2171 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.0157184 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.767896 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.0944432 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.283585 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.161671 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.290541 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.417913 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.069265 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.225897 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.0689371 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.117783 # DEPENDENCYPART_GRANDPAR
(20,25),(25,36),-0.23157 # DEPENDENCYPART_GRANDPAR
(20,29),(29,13),-0.691893 # DEPENDENCYPART_GRANDPAR
(20,29),(29,22),-0.209128 # DEPENDENCYPART_GRANDPAR
(20,29),(29,23),-0.313059 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.163876 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),-0.012065 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),0.103384 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.554881 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),-0.52216 # DEPENDENCYPART_GRANDPAR
(20,29),(29,33),-0.228745 # DEPENDENCYPART_GRANDPAR
(20,29),(29,34),-0.736966 # DEPENDENCYPART_GRANDPAR
(20,29),(29,35),-0.21696 # DEPENDENCYPART_GRANDPAR
(20,29),(29,36),-0.342648 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),0.097134 # DEPENDENCYPART_GRANDPAR
(20,32),(32,30),-0.507322 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),0.842034 # DEPENDENCYPART_GRANDPAR
(20,32),(32,33),-0.210703 # DEPENDENCYPART_GRANDPAR
(20,32),(32,34),-0.721512 # DEPENDENCYPART_GRANDPAR
(20,32),(32,35),-0.205182 # DEPENDENCYPART_GRANDPAR
(20,32),(32,36),-0.324108 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.230179 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0246919 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.23481 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0967349 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-1.16365 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.803184 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.13969 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.964655 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.483027 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.202498 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.26298 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.0538142 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),0.107038 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),0.044103 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.0248171 # DEPENDENCYPART_GRANDPAR
(22,24),(24,34),-0.252765 # DEPENDENCYPART_GRANDPAR
(22,24),(24,35),-0.219197 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),1.23229 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.0883956 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.439742 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),0.0539083 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),-0.291804 # DEPENDENCYPART_GRANDPAR
(22,25),(25,36),-0.564392 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.965202 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.267867 # DEPENDENCYPART_GRANDPAR
