# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,25,7,16,4,10,16,13,16,10,16,16,4,18,16,18,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
(16,24),(24,10),-1.2259 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-1.40869 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.154545 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.202822 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.105104 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.30488 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.311437 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.475783 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.485279 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-0.450408 # DEPENDENCYPART_GRANDPAR
(16,24),(24,34),-1.44336 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-1.27601 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-1.27181 # DEPENDENCYPART_GRANDPAR
(16,25),(25,4),-1.46757 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-1.76964 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-1.12784 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-1.2242 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-1.19726 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-1.40782 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.848489 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-1.02936 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-1.45535 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.670789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,18),0.164326 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.144666 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.09532 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.295095 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.0296068 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.0298517 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.387372 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.462561 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.641497 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),-0.422626 # DEPENDENCYPART_GRANDPAR
(16,25),(25,31),-0.691305 # DEPENDENCYPART_GRANDPAR
(16,25),(25,32),-0.561174 # DEPENDENCYPART_GRANDPAR
(16,25),(25,33),-0.794968 # DEPENDENCYPART_GRANDPAR
(16,25),(25,34),-1.35933 # DEPENDENCYPART_GRANDPAR
(16,27),(27,4),-1.08062 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),0.0788176 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),0.143672 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.356455 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.728439 # DEPENDENCYPART_GRANDPAR
(16,27),(27,30),-0.758746 # DEPENDENCYPART_GRANDPAR
(16,27),(27,31),-0.778243 # DEPENDENCYPART_GRANDPAR
(16,27),(27,32),-0.455068 # DEPENDENCYPART_GRANDPAR
(16,27),(27,33),-0.881906 # DEPENDENCYPART_GRANDPAR
(16,27),(27,34),-1.51295 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.0730185 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.701737 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),-0.581009 # DEPENDENCYPART_GRANDPAR
(16,28),(28,31),-0.750082 # DEPENDENCYPART_GRANDPAR
(16,28),(28,32),-0.551718 # DEPENDENCYPART_GRANDPAR
(16,30),(30,28),-0.351925 # DEPENDENCYPART_GRANDPAR
(16,30),(30,31),-0.579101 # DEPENDENCYPART_GRANDPAR
(16,30),(30,32),-0.6608 # DEPENDENCYPART_GRANDPAR
(16,30),(30,33),-0.682763 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.482637 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.492836 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-1.19194 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.259722 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.545127 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.418609 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.637543 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.189499 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.455323 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.474272 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.347607 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.179682 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.421078 # DEPENDENCYPART_GRANDPAR
(18,4),(4,23),-0.799463 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-1.23532 # DEPENDENCYPART_GRANDPAR
(18,4),(4,25),-0.876341 # DEPENDENCYPART_GRANDPAR
(18,4),(4,30),-1.22233 # DEPENDENCYPART_GRANDPAR
(18,4),(4,34),-2.1306 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.6323 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-1.24907 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.578579 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.86381 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.597645 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.401444 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.69053 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.381674 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.152854 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.570655 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.48592 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.302913 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.63751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.422976 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.925575 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.80132 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-1.23748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.878505 # DEPENDENCYPART_GRANDPAR
(18,13),(13,30),-1.22422 # DEPENDENCYPART_GRANDPAR
(18,13),(13,34),-2.13246 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.481729 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.572185 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.599982 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.242182 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.784604 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.443627 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.53651 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.280191 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0570677 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.4783 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.384832 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.229117 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.63603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.42113 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.469793 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-1.175 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.533225 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.788459 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.674369 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.435138 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.344803 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.615906 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.528023 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.2669 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0175935 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.42133 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.403605 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.737968 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.63553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.421078 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.86002 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.9236 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.799463 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-1.2353 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.876321 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-1.21532 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-1.12703 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-1.22233 # DEPENDENCYPART_GRANDPAR
(18,16),(16,34),-2.1306 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.582139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.915927 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.260581 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.197 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.137716 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.523185 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.110338 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.14146 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.850719 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.490514 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.501454 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0251153 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.181778 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.537508 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.136463 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.325362 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.266796 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.437305 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.380022 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.501454 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.181778 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.537508 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.136463 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.325362 # DEPENDENCYPART_GRANDPAR
(18,24),(24,5),-1.59051 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-1.60389 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.800964 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.707432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.600942 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.0697054 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.00612445 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.207832 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.126682 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.1365 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.12324 # DEPENDENCYPART_GRANDPAR
(18,24),(24,34),-1.24449 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-1.53653 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-1.98812 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-1.51051 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-1.59029 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-1.51542 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-1.60298 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-1.28229 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.800735 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-1.38421 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-1.24216 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-1.59741 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-1.18346 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.703001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.610271 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.0741426 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.0105617 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.273802 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.152223 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.181314 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.290175 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.324776 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.262818 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.342863 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.403402 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),-0.40619 # DEPENDENCYPART_GRANDPAR
(18,25),(25,34),-1.27926 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-1.34637 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.289808 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.454846 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.287896 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.470962 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.470011 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.489047 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.401123 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.552374 # DEPENDENCYPART_GRANDPAR
(18,27),(27,34),-1.24659 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.446085 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.0903706 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.41608 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.109978 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),-0.291776 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.205441 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.422215 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.462162 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.485539 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.173299 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.0111048 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0357754 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.013099 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.165984 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0265644 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.228643 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.51473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.141429 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.582305 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.29488 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.02485 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.781449 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.943123 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-1.42254 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-1.22132 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-1.85039 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.01242 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.837482 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.32115 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.784174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.24351 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.214058 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.294526 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.00712541 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.243154 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.158777 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.427451 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.416213 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.8553 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),1.24351 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.294526 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.00712541 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.243154 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.158777 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.969407 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-1.21576 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-1.17039 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-1.09583 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.803228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,21),0.740748 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.299872 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.0342312 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.134607 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.796392 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.421064 # DEPENDENCYPART_GRANDPAR
(19,24),(24,34),-1.18386 # DEPENDENCYPART_GRANDPAR
(19,25),(25,2),-1.20799 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-0.65267 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-1.14184 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-0.969408 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-1.14194 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-1.21526 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-1.21999 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-1.17039 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-1.12928 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.844957 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-1.23024 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-1.18081 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-1.09533 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.780242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,21),0.750029 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.309152 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.148872 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.185273 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.107109 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.791118 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.16325 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.401371 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.20582 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),-1.21897 # DEPENDENCYPART_GRANDPAR
(19,25),(25,33),-0.0683675 # DEPENDENCYPART_GRANDPAR
(19,25),(25,34),-1.1181 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.883959 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.928674 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.804501 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-1.05142 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.730591 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.916812 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.688365 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-1.45704 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.2821 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.31404 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.34303 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.06087 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-2.1138 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.04578 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-1.31716 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-1.1679 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.665846 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.710716 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.856494 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.513032 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.122893 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.106233 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.416648 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.678671 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.922181 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.689721 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.322329 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.917049 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.207773 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.358351 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0833253 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.341904 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-1.79062 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-1.87962 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.05148 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-1.22752 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.52065 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.770851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.439504 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.259549 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.144614 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.0974357 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.110113 # DEPENDENCYPART_GRANDPAR
(21,24),(24,34),-1.02182 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-1.82662 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-2.19301 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-1.62648 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-1.79039 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-1.74717 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-1.87871 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-1.45932 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-1.05125 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-1.52275 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-1.52455 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-1.85395 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-1.45434 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-1.22662 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-1.51966 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.766414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.443941 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.299813 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.0256615 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.199246 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.251112 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.26744 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.24969 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.310012 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.345627 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-0.221247 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-1.05658 # DEPENDENCYPART_GRANDPAR
(21,27),(27,4),-1.46234 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.110427 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.513229 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.246107 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.412236 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.454828 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.454807 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.340622 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.366042 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),-1.02243 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.514383 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.052421 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.416292 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.0965141 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.247328 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.17139 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.399091 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.41108 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.310323 # DEPENDENCYPART_GRANDPAR
