# _root_ Aquell dia es va presentar un llibre d' un rigor científic lluny_de tot folklorisme , realitzat per l' historiador i arqueòleg Marc_Sureda_i_Jubany , també gran especialista en temes religiosos .
#goldHeads=2,5,5,5,0,7,5,7,10,8,10,10,14,12,16,7,16,19,17,19,19,19,26,26,26,19,26,27,28,5,
#predictedHeads=2,5,5,5,0,7,5,7,10,8,10,5,14,12,16,7,16,19,17,19,19,19,16,25,26,19,16,27,28,5,
(16,12),(16,30),0.00106318 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0186242 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0191326 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0336731 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0175279 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0336539 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0336775 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.076511 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.00509554 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0206844 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0336604 # DEPENDENCYPART_SIBL
(16,14),(16,27),0.0128075 # DEPENDENCYPART_SIBL
(16,14),(16,29),0.0120814 # DEPENDENCYPART_SIBL
(16,14),(16,30),0.00996687 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.159114 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.155587 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00590257 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.156276 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.156376 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.661569 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0654545 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.00637854 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.155874 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.155691 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.00718284 # DEPENDENCYPART_SIBL
(16,15),(16,30),-0.131131 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0380753 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.154238 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0341717 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0342789 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.24213 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0624005 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.249341 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.0323794 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0526917 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.242614 # DEPENDENCYPART_SIBL
(16,17),(16,30),0.132717 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.108101 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.125527 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.127818 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0879788 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0238128 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0914309 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.125223 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.153919 # DEPENDENCYPART_SIBL
(16,19),(16,29),0.104254 # DEPENDENCYPART_SIBL
(16,19),(16,30),0.0483838 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.334687 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.329819 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.00211665 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.110394 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.887939 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.32981 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.402204 # DEPENDENCYPART_SIBL
(16,20),(16,29),0.90468 # DEPENDENCYPART_SIBL
(16,20),(16,30),0.0291668 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.129133 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0879871 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0238128 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0914297 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.126538 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.154665 # DEPENDENCYPART_SIBL
(16,21),(16,29),0.104253 # DEPENDENCYPART_SIBL
(16,21),(16,30),0.0483929 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0879871 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0238128 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0914309 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.126251 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.154665 # DEPENDENCYPART_SIBL
(16,22),(16,29),0.104254 # DEPENDENCYPART_SIBL
(16,22),(16,30),0.0483929 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0665812 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.706146 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.0692678 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.00267195 # DEPENDENCYPART_SIBL
(16,23),(16,29),0.710345 # DEPENDENCYPART_SIBL
(16,23),(16,30),-0.00275834 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.100942 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.00110807 # DEPENDENCYPART_SIBL
(16,24),(16,27),0.155508 # DEPENDENCYPART_SIBL
(16,24),(16,29),0.101643 # DEPENDENCYPART_SIBL
(16,24),(16,30),0.020274 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.0232001 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.1327 # DEPENDENCYPART_SIBL
(16,25),(16,29),0.108333 # DEPENDENCYPART_SIBL
(16,25),(16,30),0.0304436 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.15283 # DEPENDENCYPART_SIBL
(16,26),(16,29),0.104254 # DEPENDENCYPART_SIBL
(16,26),(16,30),0.0455951 # DEPENDENCYPART_SIBL
(16,27),(16,29),0.153162 # DEPENDENCYPART_SIBL
(16,27),(16,30),0.0986194 # DEPENDENCYPART_SIBL
(16,29),(16,30),0.0660688 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.173185 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0191863 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.261245 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0311542 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.261935 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.262034 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.57557 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0890951 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0924199 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0910248 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0923609 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0924199 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0122296 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.186249 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0243363 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.186249 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.186249 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0574498 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.089247 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.861549 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.863841 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0237876 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.27738 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.272513 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00706028 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.865155 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0237959 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0237959 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.890621 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0892999 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0510446 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0506831 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0695766 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.108475 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.086335 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0570892 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.170625 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0391059 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.088724 # DEPENDENCYPART_SIBL
(19,13),(19,30),-0.0581618 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0346174 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.196295 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.196657 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00120735 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0510092 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0326635 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.190251 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0636925 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.208218 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0326508 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.0542807 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.615976 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.602728 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0452155 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0412017 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.219124 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.602648 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0760131 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.628048 # DEPENDENCYPART_SIBL
(19,20),(19,29),0.24624 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.00945761 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0129552 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0268667 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0177167 # DEPENDENCYPART_SIBL
(19,21),(19,25),-5.9842e-05 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0186242 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0108956 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.0224522 # DEPENDENCYPART_SIBL
(19,21),(19,29),0.0239229 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.00776808 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0271578 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0174256 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.000233641 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0194889 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0106045 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.0233169 # DEPENDENCYPART_SIBL
(19,22),(19,29),0.0242164 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.007477 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0506988 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.00482621 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.371764 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0235768 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.409703 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.0127084 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.0058896 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0787836 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0282052 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.00379849 # DEPENDENCYPART_SIBL
(19,24),(19,28),0.0414833 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.066557 # DEPENDENCYPART_SIBL
(19,24),(19,30),0.0447309 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0135494 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.028525 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.000907947 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.0610923 # DEPENDENCYPART_SIBL
(19,25),(19,30),-0.069697 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0178629 # DEPENDENCYPART_SIBL
(19,26),(19,28),0.0195085 # DEPENDENCYPART_SIBL
(19,26),(19,29),0.0206153 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.0149135 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.114915 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.0690228 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.172396 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.0193817 # DEPENDENCYPART_SIBL
(19,28),(19,30),-0.0292467 # DEPENDENCYPART_SIBL
(19,29),(19,30),-0.0141889 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.105489 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.18234 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.052634 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0312727 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.175933 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.061977 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.03126 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.0559821 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0837891 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00733163 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0707526 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0865034 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0258768 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0615412 # DEPENDENCYPART_SIBL
(21,20),(21,30),0.100868 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0158356 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.00182024 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0210612 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.00902383 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.025803 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.00419297 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0787858 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0281085 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0037917 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0665592 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.0455779 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0109154 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0271687 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.0597314 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.0674869 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0162822 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.0222019 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0116294 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.0672147 # DEPENDENCYPART_SIBL
(21,27),(21,30),0.171437 # DEPENDENCYPART_SIBL
(21,29),(21,30),-0.0119789 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00556197 # DEPENDENCYPART_SIBL
(22,18),(22,23),8.37452e-05 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0555451 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0281276 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.168972 # DEPENDENCYPART_SIBL
(22,18),(22,28),0.186939 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.0281149 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00308706 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0206972 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0417198 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.00676582 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.00362757 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.0380948 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0506914 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.00481881 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.370318 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.408256 # DEPENDENCYPART_SIBL
(22,23),(22,29),0.0127158 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0787836 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0267441 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.0400222 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.066557 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0150105 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.00236907 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0610923 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.0197278 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.0222152 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0209816 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0193291 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0183889 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0801936 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.023443 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0211531 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0127527 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.066305 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0352866 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0141184 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.0486765 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.0598398 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0168451 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.131405 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0205931 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0324102 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.175047 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.147887 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.111443 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0355985 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.184753 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.13339 # DEPENDENCYPART_SIBL
(26,12),(26,15),-0.0570356 # DEPENDENCYPART_SIBL
(26,12),(26,16),-0.0578318 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.0303083 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.0570356 # DEPENDENCYPART_SIBL
(26,12),(26,24),0.0470917 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.043486 # DEPENDENCYPART_SIBL
(26,12),(26,27),0.00383938 # DEPENDENCYPART_SIBL
(26,12),(26,28),0.063175 # DEPENDENCYPART_SIBL
(26,12),(26,29),0.00393055 # DEPENDENCYPART_SIBL
(26,12),(26,30),0.0530801 # DEPENDENCYPART_SIBL
(26,15),(26,16),0.162725 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.431894 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.00355708 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.332618 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.180616 # DEPENDENCYPART_SIBL
(26,15),(26,27),0.0505293 # DEPENDENCYPART_SIBL
(26,15),(26,28),-0.0249462 # DEPENDENCYPART_SIBL
(26,15),(26,29),0.0157764 # DEPENDENCYPART_SIBL
(26,15),(26,30),-0.3045 # DEPENDENCYPART_SIBL
(26,16),(26,17),-0.088963 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0135854 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.0254403 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.0508306 # DEPENDENCYPART_SIBL
(26,16),(26,27),0.000419058 # DEPENDENCYPART_SIBL
(26,16),(26,28),0.0196099 # DEPENDENCYPART_SIBL
(26,16),(26,29),0.00748319 # DEPENDENCYPART_SIBL
(26,16),(26,30),0.0133141 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.0526326 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.0536735 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.0607894 # DEPENDENCYPART_SIBL
(26,17),(26,27),0.000625033 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.0781616 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.000190825 # DEPENDENCYPART_SIBL
(26,17),(26,30),0.0511929 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.332618 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.180616 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0505293 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0249462 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.0157764 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.3045 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0620558 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.121071 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0525844 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0198686 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.0912561 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0349511 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0570581 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0156227 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.00634647 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.143542 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0755357 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.160822 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.0222332 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0332598 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0228551 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.250653 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.225261 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.237085 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.083409 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.00529647 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.374667 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.554586 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0016109 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0820526 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.169916 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.16244 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.541921 # DEPENDENCYPART_GRANDPAR
(0,2),(2,30),2.74138 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.872547 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.829717 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0381413 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0101096 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.21761 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0989837 # DEPENDENCYPART_GRANDPAR
(0,4),(4,30),2.5165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.320269 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.895064 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.957165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.821384 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.252391 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0829724 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0044116 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0358853 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0392154 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.0127575 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.409035 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.0595074 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.11764 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.220804 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.130806 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.753249 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.223434 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.334112 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),0.337628 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),-0.219785 # DEPENDENCYPART_GRANDPAR
(0,5),(5,27),-0.0231276 # DEPENDENCYPART_GRANDPAR
(0,5),(5,30),2.82719 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.32475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.763904 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.609768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.594571 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.587552 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.40676 # DEPENDENCYPART_GRANDPAR
(2,4),(4,30),-2.5788 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.541264 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.29587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.544451 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.138293 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.602856 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.739546 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.696564 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.494392 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.554322 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.710386 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.716942 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.568327 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.558804 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.887807 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.868551 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.87313 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.961233 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.983872 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.511984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-1.14394 # DEPENDENCYPART_GRANDPAR
(2,5),(5,27),-0.780294 # DEPENDENCYPART_GRANDPAR
(2,5),(5,30),-2.56551 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-1.34594 # DEPENDENCYPART_GRANDPAR
