# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,4,18,0,20,18,20,21,18,25,23,25,26,18,
(18,21),(18,26),-0.206547 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0642817 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0203249 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00282023 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.262354 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0728786 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.250023 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.025525 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.00730182 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.196321 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00066325 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.00103861 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.114387 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.266168 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.0400064 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0642817 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0203249 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.012842 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.674915 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.374237 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0392621 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.299208 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.368084 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.43328 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0263835 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0595853 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0374443 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.090614 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0445883 # DEPENDENCYPART_SIBL
(20,2),(20,26),0.0263835 # DEPENDENCYPART_SIBL
(20,2),(20,27),-0.0500119 # DEPENDENCYPART_SIBL
(20,2),(20,28),-0.316293 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0570793 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.057465 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0358915 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.00304381 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.00228687 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0577074 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.000856091 # DEPENDENCYPART_SIBL
(20,5),(20,26),-0.0358915 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.00302815 # DEPENDENCYPART_SIBL
(20,5),(20,28),-0.0147998 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0872508 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0778172 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0205163 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0676908 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0472428 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0244559 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0778172 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0205319 # DEPENDENCYPART_SIBL
(20,14),(20,28),0.0236881 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.121211 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00563887 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.143605 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0538563 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00120612 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.121211 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.00559192 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.143821 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0103574 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0447203 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0404634 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.00127978 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0328937 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0104453 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.00369331 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.00482917 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.0713404 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0149799 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0501997 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.013855 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.00940621 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0098402 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.010867 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.07313 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.027175 # DEPENDENCYPART_SIBL
(20,23),(20,28),0.14095 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.00372667 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0525129 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0184295 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0528557 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0236307 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.00376482 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0167293 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0104453 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.00369331 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.00421096 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.102739 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.34632 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0948296 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.168988 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.04119 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0641633 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.145866 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.144321 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0535215 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.000869832 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.121928 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.00525563 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.144199 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00248824 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0577014 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.000862882 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0356901 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00302136 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0147719 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.012815 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0138387 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0695392 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0301467 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.143971 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.00372279 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0520862 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0184257 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0528334 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.0240593 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.00376276 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0167045 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.013417 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.00671433 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0041861 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0131304 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0426891 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0836528 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0433622 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.201367 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.085364 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.201258 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.141163 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.928984 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.143578 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.481304 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.145885 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.631025 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.111389 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.0194869 # DEPENDENCYPART_SIBL
(25,19),(25,28),0.128548 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0450379 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0334874 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.00482588 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.0172707 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.00571457 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0679716 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0174938 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0344089 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0378295 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0105168 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0715953 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.171792 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.186245 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.00774569 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.017916 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.339727 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.102015 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.393923 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.00685825 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.0477232 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.32867 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.297876 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.0591213 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.325245 # DEPENDENCYPART_GRANDPAR
(0,1),(1,28),2.62764 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.168669 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0245829 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.017916 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.339727 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.102015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.393923 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.00685825 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0477232 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.32867 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.297876 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.704036 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.0591213 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.325245 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.0338688 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),2.62764 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.134961 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-1.98952 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0569056 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.105946 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0811933 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.641018 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.11733 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.475958 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.386032 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.31663 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.376645 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0520982 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.257693 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.485862 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0428153 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-1.66428 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.100163 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-1.90052 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.763089 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.136493 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.363896 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.477503 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.125108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.176272 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.00135724 # DEPENDENCYPART_GRANDPAR
(0,11),(11,28),2.57964 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.36213 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.346233 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.298744 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0975976 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.199497 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.440094 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.00268412 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-1.63604 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.15304 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-1.87227 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.00719227 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.856231 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.384947 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.196157 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.433015 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.839005 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.149969 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.13079 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.176428 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),0.0224079 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),-0.47262 # DEPENDENCYPART_GRANDPAR
(0,13),(13,28),2.6374 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),1.32885 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.24751 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0643177 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-1.59351 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-1.82975 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.108326 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.105737 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.731631 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.102506 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.0837276 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.00299076 # DEPENDENCYPART_GRANDPAR
(0,17),(17,28),2.60658 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.37203 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.336312 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.288835 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.107506 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.18959 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0125924 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-1.61987 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.166544 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-1.85611 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0171096 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.0353932 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0264378 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.290851 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.820434 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),1.21915 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.131637 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.180907 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.368921 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.017929 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.473467 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),-0.109094 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.285491 # DEPENDENCYPART_GRANDPAR
(0,18),(18,28),2.63655 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.687065 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.361394 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.17228 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.165152 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0229309 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0141484 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.0140954 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.0176882 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.00503181 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),0.484778 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.512812 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.208138 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.14042 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.292363 # DEPENDENCYPART_GRANDPAR
(1,4),(4,28),-1.64142 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.534137 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.285085 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.309134 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0421587 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.360159 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.209527 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.214827 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.168933 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.17804 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0854268 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0367508 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.00703546 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.718962 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.310406 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.139059 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.138684 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.119721 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.542348 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.041063 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.00698802 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.0387716 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.0544036 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),0.434665 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.53431 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.229221 # DEPENDENCYPART_GRANDPAR
(1,7),(7,28),-1.68302 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.17822 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0593325 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.077762 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.0249223 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.00589563 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),0.370522 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.165514 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.10982 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.223151 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.658013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.619558 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.182719 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.193679 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.214391 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.0357933 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.917747 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0177107 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.647255 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.479788 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.159302 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.0944961 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),0.439239 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.0311338 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.0803436 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.192835 # DEPENDENCYPART_GRANDPAR
(1,11),(11,28),-1.72404 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.620635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.650977 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.0995846 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.220097 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.238096 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.185946 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.073171 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.932383 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.0202411 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.66189 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.236566 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.435852 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.191139 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.123848 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),0.499882 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.328637 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),0.010324 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),0.0177982 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.145179 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.0961923 # DEPENDENCYPART_GRANDPAR
(1,13),(13,25),-0.0368816 # DEPENDENCYPART_GRANDPAR
(1,13),(13,28),-1.66295 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),0.0708255 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),0.180012 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.174481 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),0.425144 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.225217 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.620636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.65098 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),0.0995839 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),0.220096 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.238092 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.0731698 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),0.934465 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),0.021439 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),0.663973 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),0.236565 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),0.240689 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),0.282829 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),0.0449833 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),0.597589 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),0.0230126 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),0.0156042 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.152256 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.101643 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.103269 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.0390756 # DEPENDENCYPART_GRANDPAR
(1,18),(18,26),-0.300011 # DEPENDENCYPART_GRANDPAR
(1,18),(18,27),-0.217765 # DEPENDENCYPART_GRANDPAR
(1,18),(18,28),-1.66514 # DEPENDENCYPART_GRANDPAR
(1,20),(20,2),0.687065 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),0.21047 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),0.116467 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),0.156002 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.176054 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.252737 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.292556 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.546905 # DEPENDENCYPART_GRANDPAR
(1,20),(20,25),-0.191659 # DEPENDENCYPART_GRANDPAR
(1,20),(20,26),-0.323808 # DEPENDENCYPART_GRANDPAR
(1,20),(20,27),-0.373789 # DEPENDENCYPART_GRANDPAR
(1,20),(20,28),-1.64142 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.296534 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-1.26489 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.616952 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.01854 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.84631 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.08366 # DEPENDENCYPART_GRANDPAR
