# _root_ A_través_d' aquest programa , que pretén promoure els intercanvis i la cooperació entre França i l' estat espanyol , les dues cambres de comerç volen fomentar l' intercanvi entre empreses catalanes i franceses .
#goldHeads=26,3,1,6,6,3,6,9,7,9,12,9,9,13,14,17,14,17,6,22,20,26,22,23,26,0,28,26,28,29,30,31,31,26,
#predictedHeads=25,3,1,6,6,3,6,9,7,9,12,9,12,13,14,17,14,17,1,22,20,25,22,23,0,25,28,26,28,29,30,31,31,25,
(17,22),(22,29),-0.212565 # DEPENDENCYPART_GRANDPAR
(17,22),(22,31),-0.445249 # DEPENDENCYPART_GRANDPAR
(17,22),(22,33),-0.330169 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.0398909 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.310476 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.193301 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.233246 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.0440769 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.00149753 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.402645 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.491733 # DEPENDENCYPART_GRANDPAR
(17,25),(25,1),-1.15791 # DEPENDENCYPART_GRANDPAR
(17,25),(25,4),-1.15756 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-0.610281 # DEPENDENCYPART_GRANDPAR
(17,25),(25,6),-1.38638 # DEPENDENCYPART_GRANDPAR
(17,25),(25,7),-1.05863 # DEPENDENCYPART_GRANDPAR
(17,25),(25,9),-0.737831 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.996343 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.814643 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.908465 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-1.03422 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.703806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),0.269135 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.114018 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.187344 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.0440977 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.0731089 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.116907 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.0676115 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.381978 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),-0.181913 # DEPENDENCYPART_GRANDPAR
(17,25),(25,30),-0.671767 # DEPENDENCYPART_GRANDPAR
(17,25),(25,31),-0.405558 # DEPENDENCYPART_GRANDPAR
(17,25),(25,32),-0.047185 # DEPENDENCYPART_GRANDPAR
(17,25),(25,33),-0.299587 # DEPENDENCYPART_GRANDPAR
(17,25),(25,34),-1.03737 # DEPENDENCYPART_GRANDPAR
(17,26),(26,1),-1.15791 # DEPENDENCYPART_GRANDPAR
(17,26),(26,4),-1.15735 # DEPENDENCYPART_GRANDPAR
(17,26),(26,5),-0.610073 # DEPENDENCYPART_GRANDPAR
(17,26),(26,6),-1.38464 # DEPENDENCYPART_GRANDPAR
(17,26),(26,7),-1.05689 # DEPENDENCYPART_GRANDPAR
(17,26),(26,9),-0.737831 # DEPENDENCYPART_GRANDPAR
(17,26),(26,10),-0.996221 # DEPENDENCYPART_GRANDPAR
(17,26),(26,12),-0.814643 # DEPENDENCYPART_GRANDPAR
(17,26),(26,13),-0.908465 # DEPENDENCYPART_GRANDPAR
(17,26),(26,14),-1.03422 # DEPENDENCYPART_GRANDPAR
(17,26),(26,15),-0.868309 # DEPENDENCYPART_GRANDPAR
(17,26),(26,17),-0.706189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,26),(26,18),0.272017 # DEPENDENCYPART_GRANDPAR
(17,26),(26,19),-0.11004 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.18847 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.0464803 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.0551829 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.119289 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.283489 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.385937 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.167713 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.67517 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.400996 # DEPENDENCYPART_GRANDPAR
(17,26),(26,32),-0.0586827 # DEPENDENCYPART_GRANDPAR
(17,26),(26,33),-0.295025 # DEPENDENCYPART_GRANDPAR
(17,26),(26,34),-1.03872 # DEPENDENCYPART_GRANDPAR
(17,28),(28,6),-1.21059 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),0.0115676 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.483268 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.185954 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-0.750024 # DEPENDENCYPART_GRANDPAR
(17,28),(28,31),-0.449996 # DEPENDENCYPART_GRANDPAR
(17,28),(28,32),-0.0450803 # DEPENDENCYPART_GRANDPAR
(17,28),(28,33),-0.334916 # DEPENDENCYPART_GRANDPAR
(17,29),(29,20),-0.0154863 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.536942 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.25821 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.580323 # DEPENDENCYPART_GRANDPAR
(17,29),(29,31),-0.433765 # DEPENDENCYPART_GRANDPAR
(17,29),(29,32),0.16616 # DEPENDENCYPART_GRANDPAR
(17,29),(29,33),-0.336708 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.0520064 # DEPENDENCYPART_GRANDPAR
(17,31),(31,33),-0.393617 # DEPENDENCYPART_GRANDPAR
(17,33),(33,31),-0.243682 # DEPENDENCYPART_GRANDPAR
(17,33),(33,32),0.247197 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.534966 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.174245 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.117374 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.373041 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0127818 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.550267 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.273127 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.295311 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.620682 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.437298 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.25046 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.79868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-1.19442 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.10652 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.20086 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.19127 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.60619 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-1.39496 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-1.5537 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-1.25237 # DEPENDENCYPART_GRANDPAR
(18,17),(17,31),-1.80508 # DEPENDENCYPART_GRANDPAR
(18,17),(17,33),-1.71458 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.891535 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.1312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,1),-1.00768 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.29135 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.871633 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.994216 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.07555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),-0.388291 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.580627 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.624879 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.519727 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.973055 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.767408 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.883379 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.753376 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-1.08652 # DEPENDENCYPART_GRANDPAR
(18,22),(22,33),-0.990204 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.38978 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.547096 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.456767 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.799974 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.601124 # DEPENDENCYPART_GRANDPAR
(18,33),(33,31),-1.09705 # DEPENDENCYPART_GRANDPAR
(18,33),(33,32),-1.09529 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.541471 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.483829 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.927267 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.543878 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.65679 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.916182 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.401019 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.86495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,22),-0.921792 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.635094 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.957165 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.770135 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.879507 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-1.06761 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-0.704091 # DEPENDENCYPART_GRANDPAR
(19,17),(17,31),-1.08211 # DEPENDENCYPART_GRANDPAR
(19,17),(17,33),-1.03327 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.474019 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.843052 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.498131 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.83205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,22),-0.900027 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.737945 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-0.999927 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-1.02954 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.593189 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.322035 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.05899 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-1.38975 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.17323 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.72995 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.41075 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.42232 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.42277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.163094 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.988593 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.351513 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.378458 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-1.21957 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.359668 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.671957 # DEPENDENCYPART_GRANDPAR
(21,22),(22,33),-0.590704 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-1.3704 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.36148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.940778 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.318902 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.348604 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),0.126141 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.296673 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.11183 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.0405372 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),0.0383708 # DEPENDENCYPART_GRANDPAR
(22,1),(1,10),-0.17883 # DEPENDENCYPART_GRANDPAR
(22,1),(1,15),-0.272825 # DEPENDENCYPART_GRANDPAR
(22,1),(1,19),0.210372 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),0.346225 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),0.161143 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.236914 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),0.0999628 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),0.0498262 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),0.00588425 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.207227 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),0.179667 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),0.754806 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),-0.301222 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),0.525818 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),0.372794 # DEPENDENCYPART_GRANDPAR
(22,6),(6,25),-0.66083 # DEPENDENCYPART_GRANDPAR
(22,6),(6,26),-0.689786 # DEPENDENCYPART_GRANDPAR
(22,6),(6,32),-0.560368 # DEPENDENCYPART_GRANDPAR
(22,6),(6,34),-1.4426 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),0.378666 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),0.161695 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.218757 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),0.103058 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.0405659 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.0427441 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.236093 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),0.131039 # DEPENDENCYPART_GRANDPAR
(22,7),(7,13),0.711038 # DEPENDENCYPART_GRANDPAR
(22,7),(7,14),-0.419764 # DEPENDENCYPART_GRANDPAR
(22,7),(7,15),-0.330088 # DEPENDENCYPART_GRANDPAR
(22,7),(7,17),0.47719 # DEPENDENCYPART_GRANDPAR
(22,7),(7,18),0.00326588 # DEPENDENCYPART_GRANDPAR
(22,7),(7,19),0.341776 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-1.34729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,25),-0.660629 # DEPENDENCYPART_GRANDPAR
(22,7),(7,26),-0.689585 # DEPENDENCYPART_GRANDPAR
(22,7),(7,29),-0.809197 # DEPENDENCYPART_GRANDPAR
(22,7),(7,32),-0.560368 # DEPENDENCYPART_GRANDPAR
(22,7),(7,34),-1.4426 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),0.553761 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.395742 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.398561 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.385969 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.22417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.238786 # DEPENDENCYPART_GRANDPAR
(22,18),(18,32),-0.480666 # DEPENDENCYPART_GRANDPAR
(22,18),(18,33),-0.486475 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),1.48751 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.22624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.270046 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.554953 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.0905663 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.986229 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.310579 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.266345 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.575051 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.103783 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.0913222 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-0.650357 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-1.24274 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.692163 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-1.04429 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.981731 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-1.00757 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-1.04243 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.836162 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.290375 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-1.38977 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.586887 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.79563 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.735694 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.597535 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.372935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.626825 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.624421 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.315452 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.280888 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),0.10922 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.065727 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),0.261294 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),0.329192 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),0.383662 # DEPENDENCYPART_GRANDPAR
(22,25),(25,34),-0.581485 # DEPENDENCYPART_GRANDPAR
(22,26),(26,1),-0.650357 # DEPENDENCYPART_GRANDPAR
(22,26),(26,4),-1.24254 # DEPENDENCYPART_GRANDPAR
(22,26),(26,5),-0.691956 # DEPENDENCYPART_GRANDPAR
(22,26),(26,6),-1.04255 # DEPENDENCYPART_GRANDPAR
(22,26),(26,7),-0.979992 # DEPENDENCYPART_GRANDPAR
(22,26),(26,9),-1.00757 # DEPENDENCYPART_GRANDPAR
(22,26),(26,10),-1.0423 # DEPENDENCYPART_GRANDPAR
(22,26),(26,12),-0.836162 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-0.290375 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-1.38977 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-1.1363 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.586887 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.79563 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.735492 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.597535 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.375317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.608899 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.622039 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.324962 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),0.276929 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),0.123419 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.0691296 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),0.265856 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),0.317694 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),0.388224 # DEPENDENCYPART_GRANDPAR
(22,26),(26,34),-0.582829 # DEPENDENCYPART_GRANDPAR
(22,28),(28,6),-0.878554 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),0.577103 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.396449 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),0.0245009 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.223215 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),0.161115 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),0.254556 # DEPENDENCYPART_GRANDPAR
(22,28),(28,33),0.292591 # DEPENDENCYPART_GRANDPAR
(22,29),(29,20),-0.541754 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.526897 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.312813 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),0.0175927 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),0.208066 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),0.480349 # DEPENDENCYPART_GRANDPAR
(22,29),(29,33),0.321519 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),0.354147 # DEPENDENCYPART_GRANDPAR
(22,31),(31,33),0.305259 # DEPENDENCYPART_GRANDPAR
(22,33),(33,31),0.334587 # DEPENDENCYPART_GRANDPAR
(22,33),(33,32),0.454928 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.369227 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.272821 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.90062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,20),-1.58378 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.58918 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),-0.161344 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-1.17037 # DEPENDENCYPART_GRANDPAR
(23,25),(25,4),-1.40017 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-1.37476 # DEPENDENCYPART_GRANDPAR
(23,25),(25,6),-1.19518 # DEPENDENCYPART_GRANDPAR
(23,25),(25,7),-1.20956 # DEPENDENCYPART_GRANDPAR
(23,25),(25,9),-1.26306 # DEPENDENCYPART_GRANDPAR
(23,25),(25,10),-1.38877 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-1.2847 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-1.02713 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-1.36759 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-1.35509 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-1.22481 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-1.09597 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-1.50146 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-1.35641 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.901419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.298089 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.413266 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.299066 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.60927 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.017783 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.441201 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.562701 # DEPENDENCYPART_GRANDPAR
(23,25),(25,33),-0.429523 # DEPENDENCYPART_GRANDPAR
(23,25),(25,34),-1.07808 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-1.17037 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-1.39996 # DEPENDENCYPART_GRANDPAR
(23,26),(26,5),-1.37455 # DEPENDENCYPART_GRANDPAR
(23,26),(26,6),-1.19344 # DEPENDENCYPART_GRANDPAR
(23,26),(26,7),-1.20782 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-1.26306 # DEPENDENCYPART_GRANDPAR
(23,26),(26,10),-1.38865 # DEPENDENCYPART_GRANDPAR
(23,26),(26,12),-1.2847 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-1.02713 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-1.36759 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-1.36803 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-1.35509 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-1.22481 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-1.09577 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.50146 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.35641 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.905712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.297493 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.21383 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.251179 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.524188 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),0.0306599 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.384899 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.522775 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.373222 # DEPENDENCYPART_GRANDPAR
(23,26),(26,34),-0.998773 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.608244 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),1.16066 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.755615 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-1.17124 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-1.20763 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-0.767584 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-1.16908 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-0.865355 # DEPENDENCYPART_GRANDPAR
(24,25),(25,9),-0.88297 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-0.945176 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-0.973103 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-0.883425 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-1.20098 # DEPENDENCYPART_GRANDPAR
