# _root_ Empúries ha editat en català els tres números anteriors , que portaven per títol ' Harry_Potter_i_la_pedra_filosofal ' , ' Harry_Potter_i_la_cambra_secreta ' i ' Harry_Potter_i_el_presoner_d'_Azkaban ' .
#goldHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,16,24,16,24,3,
#predictedHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,20,24,20,24,3,
(0,1),(1,12),-0.297116 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0227993 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.218799 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.0163247 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.0425696 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),3.08501 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.23841 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.615654 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.527015 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.17263 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.47423 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.140148 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.477971 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.358568 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.358048 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.541759 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),3.06561 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.28707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.66398 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.514731 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.186894 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.124333 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0525395 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.458467 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.10936 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.150213 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.453325 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.163918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.333922 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.342286 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.339828 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.170393 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.0468714 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.576247 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),0.144148 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),-0.369749 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),3.09819 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.25506 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),1.64464 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.50659 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0638884 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.317587 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.901872 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.00363679 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.342954 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.87524 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.60374 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.156292 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.383943 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.484453 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.145663 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.36505 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.383023 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.370956 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.152138 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.0779993 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.548215 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),0.125893 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.400877 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),3.06067 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.740731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.115828 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.116756 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.149254 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.3261 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.105206 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.282465 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.127539 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.11527 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.00836325 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-1.75331 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.697437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.388064 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.111925 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.169091 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.141898 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.000177413 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.422175 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.0621556 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.0317199 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.204956 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.159081 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.0500295 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.211345 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.117499 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.188844 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.0785314 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),0.0335419 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.289932 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-0.0911709 # DEPENDENCYPART_GRANDPAR
(1,3),(3,26),-1.67842 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.122864 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.130369 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.447471 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.355031 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.115717 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.374532 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.306137 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.0810192 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.142708 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.341528 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),0.0122185 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),0.163702 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.0552507 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.371291 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.0162834 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.0787223 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.227721 # DEPENDENCYPART_GRANDPAR
(1,8),(8,24),-0.472378 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-1.6817 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.359462 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.205543 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.711503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.37278 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.0626549 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.348652 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.000573635 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.683067 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.253759 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.148042 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),0.458535 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),0.298049 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),0.0229584 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.0422343 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.249077 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.183536 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.0941504 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),0.147802 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.16162 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.213299 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.122652 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.00635831 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-0.314387 # DEPENDENCYPART_GRANDPAR
(1,12),(12,25),-0.135292 # DEPENDENCYPART_GRANDPAR
(1,12),(12,26),-1.72574 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),-0.122561 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.31908 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.120232 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.0748154 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.114836 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),0.00979302 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),0.158955 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.0576762 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.374505 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.080677 # DEPENDENCYPART_GRANDPAR
(1,16),(16,24),-0.475592 # DEPENDENCYPART_GRANDPAR
(1,16),(16,26),-1.68566 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),-0.122561 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),0.301975 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.0273418 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.0186758 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.0806764 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.230113 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.475553 # DEPENDENCYPART_GRANDPAR
(1,20),(20,26),-1.68564 # DEPENDENCYPART_GRANDPAR
(1,24),(24,3),-0.122561 # DEPENDENCYPART_GRANDPAR
(1,24),(24,22),-0.0570891 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-0.199812 # DEPENDENCYPART_GRANDPAR
(1,24),(24,25),-0.0313153 # DEPENDENCYPART_GRANDPAR
(1,24),(24,26),-1.68564 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.73309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.602303 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.843791 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.62418 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.06686 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.24856 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.28079 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-1.30379 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.31388 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-1.9341 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.40095 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.787545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.222022 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.638697 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.1748 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.70069 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.568794 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.467067 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.369337 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.25055 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.579008 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.216082 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.225407 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.121374 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.634244 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.150205 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.487844 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.644334 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.235606 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),-1.07088 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.297975 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.365319 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.153311 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.696078 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.383236 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.339 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.047365 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0725467 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.693601 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.640743 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.694797 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.257883 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.205314 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.152738 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.458358 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.118269 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.351411 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.0235615 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.513595 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.052393 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.250036 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.198494 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),-0.523684 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-1.0733 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.153458 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.880393 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.40095 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.778537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.142772 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.210665 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.481481 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.131338 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0368762 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.79662 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.415897 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.91148 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.35045 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.801645 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.25432 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.56647 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.219852 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.239164 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.125144 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.621707 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.153975 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.483006 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-0.631796 # DEPENDENCYPART_GRANDPAR
(2,12),(12,25),-0.239376 # DEPENDENCYPART_GRANDPAR
(2,12),(12,26),-1.07785 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0200939 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.03394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,8),-0.303065 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.28763 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.457346 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.838993 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.0541 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.883409 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.976662 # DEPENDENCYPART_GRANDPAR
(3,1),(1,26),-2.0834 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.105071 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.44442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.53415 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.625825 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.54085 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.867833 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.08978 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.10405 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.30732 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.83469 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-2.32627 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.106732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.327903 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.595223 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.380559 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.339452 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.407475 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0489602 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.553725 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.288433 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.0519185 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.128619 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.037642 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.320198 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.183771 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.173035 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),0.319106 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.266287 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-1.35381 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),0.0015669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.435869 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),1.35057 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.294861 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0474258 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.591828 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.289758 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0688228 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.0355715 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.138937 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.021295 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.358302 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.200118 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.183353 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.165978 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),0.329107 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.43512 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.276606 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-1.37013 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.415624 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),1.11885 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.122144 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.533018 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.462575 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.190829 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0518218 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.160732 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0420858 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.263499 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.356665 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.128177 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.958064 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.36432 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.266805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.175568 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.264414 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),1.0835 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.457731 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0557653 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0805585 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.349485 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0376891 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.098517 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.0565893 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0944315 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.0423128 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0968522 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.1791 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.138848 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.14496 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),0.274412 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.2321 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.306666 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-1.24681 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.153649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,6),1.13363 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.00397421 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.418285 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.21779 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),0.105796 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.214012 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.0915192 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.18096 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.129894 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),0.252323 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),0.00382653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,8),0.713058 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.566178 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.156468 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.0376142 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0289679 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.351003 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.192445 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.178073 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),0.334925 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.271326 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-1.36424 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),0.00386241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,18),-0.170824 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.197969 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.158221 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),0.334942 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.427363 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.27127 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-1.36419 # DEPENDENCYPART_GRANDPAR
(3,24),(24,3),0.00386241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,24),(24,22),0.475546 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.432971 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.319927 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-1.36419 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.325001 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.50891 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.98063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.520495 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.968064 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.05049 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.31368 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.21439 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.34326 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.1299 # DEPENDENCYPART_GRANDPAR
