# _root_ - La moció de censura , plantejada amb tant de temps , és un interrogant de com sortirà .
#goldHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
#predictedHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
(4,10),(10,16),-0.599868 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.403053 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.97149 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),1.00781 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.373559 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.474602 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.939826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.184104 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.166251 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.322877 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.179054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.322377 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.20111 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.313358 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.466643 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.398139 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.247605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-1.21856 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.15771 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.47244 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.147021 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.360133 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.36422 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.265687 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.223773 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.200998 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.360164 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.484772 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.334699 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-1.18006 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.0605344 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.218573 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.129501 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.161148 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.354237 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.318098 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.318841 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.380234 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.257073 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-1.3453 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.16939 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.485422 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.0453616 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.120234 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.124444 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.10789 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.213526 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.175841 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.33272 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.352702 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.225868 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.273662 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.117124 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.11645 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.112983 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.123198 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.267399 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-1.17508 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.548843 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.366386 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.251972 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-1.10921 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.17252 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.21566 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.502797 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.561273 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.962621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.265654 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.219857 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0253761 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.282511 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.189293 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.313089 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0867209 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.386285 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.342799 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.92258 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.122122 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-1.06385 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.160329 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0370566 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0472548 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.457409 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.32901 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.34129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.516235 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.790857 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.645129 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.550905 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-1.0865 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.893189 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.830823 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.940975 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-1.12834 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.45033 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.151894 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.175488 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.536351 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.321851 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.33455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.593611 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.794748 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.768416 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.06387 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.160321 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0356513 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.331477 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.34129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.516234 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.790857 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.645128 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.550905 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.893189 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.45033 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.733652 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.73773 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.529969 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.690178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.124589 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0568755 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.343785 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.3544 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.164042 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.352722 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.41979 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.706759 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.503434 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.540757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.254547 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0497249 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.178427 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.422526 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.166022 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.246121 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.38764 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.831718 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.734656 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.739782 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.531341 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.161662 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0397727 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.170483 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.429278 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0754397 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.361581 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.683713 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.553969 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.607536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.237945 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.00800054 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0229713 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.388948 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.215272 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.410095 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.156537 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.34511 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.459243 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.730178 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.864761 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.742924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.724889 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.768028 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.44549 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.562333 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.644971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.117583 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.166175 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.141399 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.186216 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0921099 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0630651 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.351055 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.455287 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.476671 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.628845 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.68371 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.609295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.235264 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.0113897 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0163282 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.201051 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.00572696 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.71468 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.356201 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.480217 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.726336 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.591459 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.676537 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.321421 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.785801 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.861608 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.722242 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.558972 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.684693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.161837 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.141671 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0800153 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.206415 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.144696 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.140782 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.0767508 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.375862 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.129036 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.697879 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.121185 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.106836 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.344621 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.502267 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0387619 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0392159 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.00708398 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.17204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.165222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.164845 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-1.01958 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.321141 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.00053493 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.255672 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0534464 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.15165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.151394 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.129355 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.643764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.00164 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.736007 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.549908 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.01489 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.749757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.2513 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.773766 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.821051 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.396607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.699864 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.108621 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.218709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.11273 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.18567 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.108661 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.616341 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.15911 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.809992 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.811442 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.390883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.75464 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0596161 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.381697 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0404312 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.34964 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.13258 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.904964 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.889861 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.390058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.723523 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.684592 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.14093 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.295384 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0792824 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.124964 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0227961 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.247643 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.471728 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.07686 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.20815 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.17154 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.879949 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.1072 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.894553 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.881681 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.399577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.589633 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.604866 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.203096 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.11637 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.251545 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.279128 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0347121 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.0170383 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.44661 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.293139 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.327371 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.0223059 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.658211 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.07337 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.16821 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.890857 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.881243 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.412979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.559565 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.609054 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.155749 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.00630322 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0103825 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.254491 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.27648 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.154733 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.552735 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.343748 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.363672 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.442519 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.470719 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.16376 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.65214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.880551 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.640826 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.991304 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.855772 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.24628 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.18439 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.962816 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.29555 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.691248 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.424299 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.500523 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.508483 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.65506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.900737 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.687461 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.996308 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.856879 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.20458 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.965045 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.29994 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.23537 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.04643 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.15674 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.956854 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.870846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.296374 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.293579 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0696105 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.440301 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.023 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.18071 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.16432 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.880054 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.871512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0773104 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.238444 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0532354 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.499057 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.578648 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.415827 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.17784 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.538158 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.40667 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.24386 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.0641 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.0724 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.16234 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.18802 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.16525 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.991392 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.99721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.227848 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.167283 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0632402 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.527303 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.514256 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.22194 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.261017 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.552208 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.539188 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.320182 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0499727 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.603948 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-1.40358 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.06152 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-1.18472 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-1.16523 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.990831 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.964767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.157382 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.202629 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.0993608 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.117928 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.398101 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.461221 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.230287 # DEPENDENCYPART_GRANDPAR
