# _root_ Els antecedents dels Pastorets de l' Ametlla_de_Merola es remunten a l' any_1878 , quan a iniciativa de les Germanes_Dominiques , van començar les representacions durant la Missa_del_Gall .
#goldHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
#predictedHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
(0,22),(22,13),-0.798741 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.803349 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.409464 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.192995 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.0691902 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-1.05004 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.0696866 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.875469 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),1.32295 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),0.201253 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.0464412 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),0.0130251 # DEPENDENCYPART_GRANDPAR
(0,22),(22,28),2.58454 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.454327 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.828248 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.328339 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.93549 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.465045 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.491804 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.65423 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.667535 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.539353 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.621063 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.739176 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.639007 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.493368 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-1.53897 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.77681 # DEPENDENCYPART_GRANDPAR
(1,2),(2,28),-0.831723 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.44946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-0.850636 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.417636 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.958126 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.644245 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.814758 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.633463 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.51972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.665928 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.82183 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.243022 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.199015 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.150233 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.0168797 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.150374 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.252645 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.848769 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0638364 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.148131 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.124334 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0383017 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.119919 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.190581 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.424194 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-1.9095 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.15675 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.513814 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.21432 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0702294 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.21456 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.092565 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0738237 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.113765 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0970497 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.400927 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.125744 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.120488 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.425605 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.876444 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.665502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.150628 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0192691 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.109282 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.674108 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0715317 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.367307 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0661772 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.0403541 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.00583401 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.0861022 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.301291 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.419231 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.206261 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.226386 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.431179 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.217872 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.299893 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.254729 # DEPENDENCYPART_GRANDPAR
(2,9),(9,27),-0.541732 # DEPENDENCYPART_GRANDPAR
(2,9),(9,28),-1.93173 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.820772 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.857555 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0845047 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.149331 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.320178 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.29964 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.544481 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.369883 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.125541 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.549004 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.138154 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.252212 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.412132 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.497827 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.358706 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.363146 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-0.415118 # DEPENDENCYPART_GRANDPAR
(2,12),(12,25),-0.405811 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),0.0990422 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.00921235 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),0.0715786 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.469492 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.29964 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.544481 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.200958 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.369883 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.985829 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.00167049 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.294376 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.408358 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.236157 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),0.0423022 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.0597651 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),0.0359451 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.696566 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.212045 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.437798 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.335171 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.184607 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.171342 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.263519 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.157546 # DEPENDENCYPART_GRANDPAR
(2,21),(21,28),-1.91763 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.699095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,5),0.0880391 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.105125 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),0.0277025 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.0176445 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.15535 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),0.0100825 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.658268 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.169924 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.395862 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.405064 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-1.01888 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.317096 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.210469 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.279233 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.282087 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.283622 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-0.523926 # DEPENDENCYPART_GRANDPAR
(2,22),(22,28),-1.90694 # DEPENDENCYPART_GRANDPAR
(2,24),(24,5),0.0967884 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.396314 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.740232 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.379066 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.835837 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.455746 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.696424 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),-1.91221 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.946795 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.300888 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.422909 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),-0.633013 # DEPENDENCYPART_GRANDPAR
(2,25),(25,28),-2.06887 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.423824 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.38179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-1.28599 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.43918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0896663 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.652188 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.288059 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.240495 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.566708 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.38481 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-1.28439 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.579614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.399822 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.277393 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.525963 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.597145 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.168048 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.693787 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.619067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.233505 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.351814 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.635796 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.25607 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.401202 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.354023 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.366307 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.681111 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.699313 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.142567 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.800095 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.782006 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.540674 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.0628079 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-1.06225 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.550123 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.100575 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.501381 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.311176 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.0831189 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.898908 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),0.103992 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.745076 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.814352 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.936996 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.321416 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.200376 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.527056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.314858 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0701374 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.158518 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.126898 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.152164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.215639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.100585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.106711 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0596424 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.218783 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.39886 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.62465 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.405158 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.497592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.249728 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.352302 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.215957 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.111688 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.216309 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.1159 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.191864 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.119752 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.04239 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.349845 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.0557126 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.141102 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),0.0371013 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),0.00519007 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.00459781 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.184806 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.171926 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),-1.51274 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.34318 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.645786 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0160416 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.0508898 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.121445 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.0478537 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.480719 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.282077 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.00446942 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.34312 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0530098 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0588001 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0774833 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.439385 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.279957 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.149675 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.128856 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.346814 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.343124 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.0812003 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.274193 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.293222 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0478537 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.480719 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),0.0648282 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.282077 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.624735 # DEPENDENCYPART_GRANDPAR
(4,22),(22,5),0.228486 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),0.182364 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),0.289068 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.129295 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.0696153 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),0.229473 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.462085 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),0.032738 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.0531336 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.338544 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.622605 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.0560743 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.103494 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.203475 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),0.0132082 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.213699 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.15412 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),-1.48795 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.862226 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.292276 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.72884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.650044 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.810556 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.45802 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.942564 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.91538 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.747294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,3),-0.796647 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.572604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.914664 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0861118 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.188302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.10493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.64476 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.49602 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.943513 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.4947 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.79133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.724612 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.24314 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.185264 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.266451 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0096603 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.558585 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.145073 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.505909 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.285417 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.214163 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.714159 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.390614 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.0690992 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.365006 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.38316 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.187455 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-1.55513 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.58733 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.302155 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.125022 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.73531 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.497884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.673844 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.575555 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.890884 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.308478 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.00396777 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.725806 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.224316 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.607657 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.296367 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.881381 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.0493951 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.47097 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.536243 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.14618 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.372966 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.47442 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.929978 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.15188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.29091 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.8811 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.586495 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.942949 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.04024 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.900212 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.15386 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.29552 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.823213 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0680884 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.372766 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.28941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,12),-1.30288 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.40233 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-1.39629 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.129197 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.176665 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.30921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-1.28835 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.40643 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.31119 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.41454 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0125087 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.134251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.53524 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.16358 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.761156 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.13318 # DEPENDENCYPART_GRANDPAR
