# _root_ L' Ajuntament_de_Girona està preparant la redacció d' un nou Pla_General que , segons ha explicat l' alcalde , podria estar llest a finals del 2001 .
#goldHeads=2,4,4,0,6,4,6,10,10,7,20,15,15,15,20,17,15,15,20,10,20,20,22,23,24,4,
#predictedHeads=2,4,4,0,6,4,6,10,10,7,15,15,15,15,10,17,15,15,20,15,20,20,22,23,24,4,
(19,10),(19,26),-0.0316856 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.245035 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.347697 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.246616 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0252899 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.49446 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0341983 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.03304 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.107248 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0704613 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.139689 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.498071 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.281539 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0268178 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0611285 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.320117 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0384087 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.030899 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0249244 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0600608 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0224683 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0884001 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0222012 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0240215 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.141986 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0647169 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0677479 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0298473 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.146157 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.00402254 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.244738 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0347165 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.133345 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00134317 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00196081 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0245638 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0964024 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0767007 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0869565 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.50346 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0547757 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.067515 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00388588 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0743093 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0171232 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0109699 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0628976 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0931062 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.000768727 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00293317 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0420577 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.507045 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0189581 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.015568 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0382765 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.00579251 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.000871431 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.148766 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0775533 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0682979 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0334947 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0639391 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0379729 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0172636 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0737795 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0463928 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.00655394 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.116356 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0215327 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.743198 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.177157 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.74199 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.699586 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.486843 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0381082 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.14823 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0288406 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.142976 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.753505 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.486843 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.108671 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0530614 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.00379087 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0326331 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.057069 # DEPENDENCYPART_SIBL
(20,2),(20,25),0.00635473 # DEPENDENCYPART_SIBL
(20,2),(20,26),0.0358075 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0414758 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.0402506 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.00394402 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0414801 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.212694 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.101472 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.0228846 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.269468 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.040439 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.00406497 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0471159 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.101472 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0274226 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.134712 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0133639 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0618917 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0885011 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.104376 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.15305 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0109183 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0122538 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0121478 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.205252 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.11369 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0246018 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.221005 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.00528331 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0116592 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0177836 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.11369 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0625857 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0949248 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0126593 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0390046 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.124617 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.0695807 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0627698 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.174308 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.736662 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.694807 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.478869 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.040957 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.149226 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0278516 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.140127 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.748177 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.478869 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.107682 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0527526 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.031422 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.044704 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.0761494 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.000811636 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0360549 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0305854 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.2582 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.188606 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0811014 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0936458 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.00876732 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.179509 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0304874 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.188606 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0757512 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0213385 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0691595 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0510445 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.109822 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.00970863 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.0377839 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.701591 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.487754 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0371929 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.140227 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0219535 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.143887 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.751937 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.487754 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.101784 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0364608 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0371139 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0545179 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0887681 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0073862 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.0227517 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.510447 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.261463 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.33791 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.233399 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.072175 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.018427 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.510447 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.358509 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0252702 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.00677419 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0684197 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.156988 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.104311 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.477851 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.931955 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.345959 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.201745 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.000359819 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0686056 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.310755 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.282241 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0349464 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0751765 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0789949 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0773962 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.011218 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.492055 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.365671 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.112874 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0621153 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.114756 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.276351 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.181363 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0465863 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0894257 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0298248 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.126686 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0357105 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0646007 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0564894 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00814903 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0100448 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.107609 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.125621 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0967991 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.041834 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0816017 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.128437 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0544151 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.345886 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0033619 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.06552 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.102553 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.07708 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.138536 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0132521 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0142487 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.10198 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.102488 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.151391 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.066889 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.182383 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0371183 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0202388 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0212217 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.10492 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.00771493 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0154381 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0652424 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.50047 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0971918 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0289364 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0234298 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0263129 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0897284 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.00345597 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0434578 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.282241 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0349464 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0751765 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0789949 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0773962 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.011218 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.492055 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.135085 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0492868 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0293841 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0556126 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.117733 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.138794 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.152333 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0607474 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0759579 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.05093 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0454198 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0680542 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.11059 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.00565337 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0106097 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0914902 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0456342 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0306403 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.10175 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0555571 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0163382 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0878347 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.130766 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.100591 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.112517 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0210895 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0275742 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0954537 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.020447 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.012803 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0228766 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0301199 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0876802 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.125999 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0930921 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.454485 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.121898 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.114505 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0568962 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0274421 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0159069 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0413841 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0420151 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0513253 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0440059 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0336868 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0780051 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0563969 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0480802 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.141992 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.429311 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.779765 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.203572 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.123024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.182411 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.170886 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.917308 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.398425 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0569371 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.214887 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0395635 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.0462773 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.344555 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.226932 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.604608 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.479539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.453347 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.18476 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),2.07355 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.187781 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.955515 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.1504 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0894589 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.180697 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.370073 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0720853 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.105397 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.29044 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.210859 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.620507 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.571707 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.538659 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.469246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.201284 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.000895443 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.370379 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.364785 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),2.0643 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.964638 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),1.05879 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.238727 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0182152 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.489621 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.608328 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.00248452 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-1.71727 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.489874 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.785297 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0787737 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.700226 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.600032 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.491608 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.224564 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.0449254 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.396349 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.770734 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.400128 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),2.01335 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.869223 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),1.06929 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.247661 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0771999 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.0978986 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-1.76346 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.700575 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.111347 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.532212 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.620677 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.99699 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.117195 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.0514366 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.415698 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.778047 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.416997 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),1.94442 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.919556 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),1.14087 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.319287 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.0268666 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.585366 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.0475653 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-1.70812 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.508998 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.63863 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.191709 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.603838 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.606395 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.570354 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.942259 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.441381 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0413116 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.388503 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.62317 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.744366 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.379381 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),2.0149 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.09245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.220938 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.207145 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.18852 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.120745 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.58412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
