# _root_ Les coses han canviat molt des_d' aleshores : en_vigílies dels comicis del 1977 , el PSUC podia mirar de_tu_a_tu un partit socialista constituït recentment ; avui , Iniciativa lluita per la_seva supervivència i el PSC ocupa una posició hegemònica .
#goldHeads=2,4,4,0,4,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,18,29,32,30,29,35,36,29,38,36,38,4,
#predictedHeads=2,4,4,29,6,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,0,29,32,30,32,35,36,29,38,36,38,29,
(17,18),(18,3),-1.46596 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.2793 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.46597 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.2254 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.38805 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.92583 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.36422 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.959507 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.15334 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.71985 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.22606 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.12722 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.289302 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.3887 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.830103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.138891 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0907197 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.465618 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.297915 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.433969 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.269457 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.255639 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.352558 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.399632 # DEPENDENCYPART_GRANDPAR
(17,18),(18,29),-0.24414 # DEPENDENCYPART_GRANDPAR
(17,18),(18,30),-0.60162 # DEPENDENCYPART_GRANDPAR
(17,18),(18,32),-0.614987 # DEPENDENCYPART_GRANDPAR
(17,18),(18,33),-0.528899 # DEPENDENCYPART_GRANDPAR
(17,18),(18,35),-0.623677 # DEPENDENCYPART_GRANDPAR
(17,18),(18,36),-0.232851 # DEPENDENCYPART_GRANDPAR
(17,18),(18,38),-0.488127 # DEPENDENCYPART_GRANDPAR
(17,18),(18,40),-1.33651 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.300554 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.402488 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.00272184 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.339853 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.70074 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.116817 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.506671 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.124548 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0354123 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.482882 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.304555 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.48847 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.289844 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.341623 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.565896 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.391894 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.142166 # DEPENDENCYPART_GRANDPAR
(17,21),(21,30),-0.609025 # DEPENDENCYPART_GRANDPAR
(17,21),(21,32),-0.628419 # DEPENDENCYPART_GRANDPAR
(17,21),(21,33),-0.483077 # DEPENDENCYPART_GRANDPAR
(17,21),(21,35),-0.624727 # DEPENDENCYPART_GRANDPAR
(17,21),(21,36),-0.131302 # DEPENDENCYPART_GRANDPAR
(17,21),(21,38),-0.504427 # DEPENDENCYPART_GRANDPAR
(17,21),(21,39),-0.593738 # DEPENDENCYPART_GRANDPAR
(17,21),(21,40),-1.42263 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.056892 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0224828 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.475612 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.445803 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.295013 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.459076 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.433518 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.239074 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.579753 # DEPENDENCYPART_GRANDPAR
(17,23),(23,33),-0.618265 # DEPENDENCYPART_GRANDPAR
(17,23),(23,36),-0.224796 # DEPENDENCYPART_GRANDPAR
(17,23),(23,38),-0.525312 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.025798 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.0555559 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.519716 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.365679 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.185274 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.382598 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.334663 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.484308 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.325835 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.191554 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.648904 # DEPENDENCYPART_GRANDPAR
(17,26),(26,33),-0.575498 # DEPENDENCYPART_GRANDPAR
(17,26),(26,35),-0.575599 # DEPENDENCYPART_GRANDPAR
(17,26),(26,36),-0.180812 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.321741 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.454966 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.141122 # DEPENDENCYPART_GRANDPAR
(17,29),(29,2),-1.16174 # DEPENDENCYPART_GRANDPAR
(17,29),(29,3),-1.46596 # DEPENDENCYPART_GRANDPAR
(17,29),(29,4),-1.27929 # DEPENDENCYPART_GRANDPAR
(17,29),(29,5),-1.46598 # DEPENDENCYPART_GRANDPAR
(17,29),(29,6),-1.2254 # DEPENDENCYPART_GRANDPAR
(17,29),(29,7),-1.38805 # DEPENDENCYPART_GRANDPAR
(17,29),(29,8),-1.92583 # DEPENDENCYPART_GRANDPAR
(17,29),(29,9),-1.36422 # DEPENDENCYPART_GRANDPAR
(17,29),(29,10),-0.959511 # DEPENDENCYPART_GRANDPAR
(17,29),(29,11),-1.15334 # DEPENDENCYPART_GRANDPAR
(17,29),(29,13),-1.22607 # DEPENDENCYPART_GRANDPAR
(17,29),(29,16),-1.3887 # DEPENDENCYPART_GRANDPAR
(17,29),(29,17),-0.823267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,29),(29,18),0.236812 # DEPENDENCYPART_GRANDPAR
(17,29),(29,19),-0.135587 # DEPENDENCYPART_GRANDPAR
(17,29),(29,21),-0.0675402 # DEPENDENCYPART_GRANDPAR
(17,29),(29,22),-0.575053 # DEPENDENCYPART_GRANDPAR
(17,29),(29,23),-0.42397 # DEPENDENCYPART_GRANDPAR
(17,29),(29,24),-0.42971 # DEPENDENCYPART_GRANDPAR
(17,29),(29,25),-0.229597 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-0.304001 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.12785 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.346671 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.523414 # DEPENDENCYPART_GRANDPAR
(17,29),(29,32),-0.60241 # DEPENDENCYPART_GRANDPAR
(17,29),(29,33),-0.498981 # DEPENDENCYPART_GRANDPAR
(17,29),(29,35),-0.6111 # DEPENDENCYPART_GRANDPAR
(17,29),(29,36),-0.199109 # DEPENDENCYPART_GRANDPAR
(17,29),(29,38),-0.47555 # DEPENDENCYPART_GRANDPAR
(17,29),(29,39),-0.569608 # DEPENDENCYPART_GRANDPAR
(17,29),(29,40),-1.29556 # DEPENDENCYPART_GRANDPAR
(17,30),(30,32),-0.688985 # DEPENDENCYPART_GRANDPAR
(17,30),(30,33),-0.508658 # DEPENDENCYPART_GRANDPAR
(17,30),(30,35),-0.728527 # DEPENDENCYPART_GRANDPAR
(17,36),(36,2),-1.16175 # DEPENDENCYPART_GRANDPAR
(17,36),(36,3),-1.46598 # DEPENDENCYPART_GRANDPAR
(17,36),(36,4),-1.27932 # DEPENDENCYPART_GRANDPAR
(17,36),(36,5),-1.46598 # DEPENDENCYPART_GRANDPAR
(17,36),(36,6),-1.22542 # DEPENDENCYPART_GRANDPAR
(17,36),(36,7),-1.38806 # DEPENDENCYPART_GRANDPAR
(17,36),(36,8),-1.92584 # DEPENDENCYPART_GRANDPAR
(17,36),(36,9),-1.36423 # DEPENDENCYPART_GRANDPAR
(17,36),(36,16),-1.38871 # DEPENDENCYPART_GRANDPAR
(17,36),(36,17),-0.822817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,36),(36,18),0.237262 # DEPENDENCYPART_GRANDPAR
(17,36),(36,19),-0.144108 # DEPENDENCYPART_GRANDPAR
(17,36),(36,21),-0.0816048 # DEPENDENCYPART_GRANDPAR
(17,36),(36,23),-0.429157 # DEPENDENCYPART_GRANDPAR
(17,36),(36,24),-0.438231 # DEPENDENCYPART_GRANDPAR
(17,36),(36,26),-0.312522 # DEPENDENCYPART_GRANDPAR
(17,36),(36,28),-0.360736 # DEPENDENCYPART_GRANDPAR
(17,36),(36,29),-0.115329 # DEPENDENCYPART_GRANDPAR
(17,36),(36,30),-0.517798 # DEPENDENCYPART_GRANDPAR
(17,36),(36,32),-0.57677 # DEPENDENCYPART_GRANDPAR
(17,36),(36,33),-0.65255 # DEPENDENCYPART_GRANDPAR
(17,36),(36,34),-0.966246 # DEPENDENCYPART_GRANDPAR
(17,36),(36,35),-0.660835 # DEPENDENCYPART_GRANDPAR
(17,36),(36,38),-0.467625 # DEPENDENCYPART_GRANDPAR
(17,36),(36,39),-0.583712 # DEPENDENCYPART_GRANDPAR
(17,36),(36,40),-1.34071 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.784259 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.210247 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),0.37142 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.363517 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.0383792 # DEPENDENCYPART_GRANDPAR
(18,2),(2,40),-2.03132 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.0933236 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.132383 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.424404 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.263697 # DEPENDENCYPART_GRANDPAR
(18,3),(3,40),-2.2618 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.62156 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.144948 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.167623 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.393726 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.229976 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.0909051 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.0146192 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.157181 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.30577 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.0415188 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.21501 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.121505 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.598025 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.00502289 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.0644488 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.86306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.971532 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.880591 # DEPENDENCYPART_GRANDPAR
(18,4),(4,23),-0.852668 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-1.10502 # DEPENDENCYPART_GRANDPAR
(18,4),(4,25),-1.16022 # DEPENDENCYPART_GRANDPAR
(18,4),(4,26),-0.982709 # DEPENDENCYPART_GRANDPAR
(18,4),(4,27),-1.44762 # DEPENDENCYPART_GRANDPAR
(18,4),(4,28),-1.10081 # DEPENDENCYPART_GRANDPAR
(18,4),(4,29),-1.03578 # DEPENDENCYPART_GRANDPAR
(18,4),(4,30),-1.00765 # DEPENDENCYPART_GRANDPAR
(18,4),(4,32),-1.26062 # DEPENDENCYPART_GRANDPAR
(18,4),(4,33),-1.35236 # DEPENDENCYPART_GRANDPAR
(18,4),(4,35),-1.34503 # DEPENDENCYPART_GRANDPAR
(18,4),(4,36),-1.19916 # DEPENDENCYPART_GRANDPAR
(18,4),(4,38),-1.15692 # DEPENDENCYPART_GRANDPAR
(18,4),(4,40),-2.25936 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.149918 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0638367 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.175247 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),0.0103465 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.0501185 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.143887 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.583368 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),0.155433 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.294599 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),0.0491588 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.0662206 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.149226 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),0.11254 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.0292258 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),0.0741289 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),0.737513 # DEPENDENCYPART_GRANDPAR
(18,6),(6,25),-1.01575 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.276401 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.216882 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.0657838 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.129672 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.00767283 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.152245 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.050855 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.354006 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0509977 # DEPENDENCYPART_GRANDPAR
(18,8),(8,28),-0.824376 # DEPENDENCYPART_GRANDPAR
(18,8),(8,35),-1.06868 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.271565 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.214704 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.0265689 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.437402 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.12488 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.053877 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.00288083 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.642603 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.00516693 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.0398482 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.49791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.741383 # DEPENDENCYPART_GRANDPAR
(18,9),(9,27),-1.16548 # DEPENDENCYPART_GRANDPAR
(18,9),(9,29),-0.67064 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.0400405 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.376091 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.180346 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.480671 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.217868 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.035595 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.156655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0424958 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.580889 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-1.01666 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.181893 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.562758 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.216075 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0875096 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.022969 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.258831 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.260331 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.136871 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.47625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,23),-0.600169 # DEPENDENCYPART_GRANDPAR
(18,11),(11,25),-0.934992 # DEPENDENCYPART_GRANDPAR
(18,11),(11,28),-0.798567 # DEPENDENCYPART_GRANDPAR
(18,11),(11,40),-2.03133 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0431468 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.505604 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0147048 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0422599 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0684489 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0248124 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.773879 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.108212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.51184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,21),-0.601244 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.91741 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0786405 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.98847 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.13666 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.600145 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.934969 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),0.137822 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.20755 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),0.00643535 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.392122 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.230407 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.0776339 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.427313 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.11412 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.178549 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.0557007 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.146597 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0384956 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.416164 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.804129 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.00310817 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.86306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.971533 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.880594 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.852669 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.10502 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.16022 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.98271 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-1.44763 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-1.10082 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-1.03579 # DEPENDENCYPART_GRANDPAR
(18,17),(17,30),-1.00765 # DEPENDENCYPART_GRANDPAR
(18,17),(17,33),-1.35236 # DEPENDENCYPART_GRANDPAR
(18,17),(17,36),-1.19916 # DEPENDENCYPART_GRANDPAR
(18,17),(17,40),-2.25936 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.62756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.618139 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.233248 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.111476 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.18792 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.1173 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.421068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.0530871 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),1.03494 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.143846 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.130651 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.252379 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.0723827 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.133792 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.46666 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.0733394 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),0.0699798 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.339156 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.260475 # DEPENDENCYPART_GRANDPAR
(18,21),(21,33),-0.240557 # DEPENDENCYPART_GRANDPAR
(18,21),(21,35),-0.307144 # DEPENDENCYPART_GRANDPAR
(18,21),(21,36),-0.0863107 # DEPENDENCYPART_GRANDPAR
(18,21),(21,38),-0.16217 # DEPENDENCYPART_GRANDPAR
(18,21),(21,39),-0.480714 # DEPENDENCYPART_GRANDPAR
(18,21),(21,40),-1.28422 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.675546 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0915596 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.214146 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.0916154 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.315394 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.0178537 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.256101 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.137648 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.213056 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.0905251 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.363442 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.118341 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.0306676 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.314937 # DEPENDENCYPART_GRANDPAR
(18,23),(23,33),-0.379088 # DEPENDENCYPART_GRANDPAR
(18,23),(23,36),-0.183544 # DEPENDENCYPART_GRANDPAR
(18,23),(23,38),-0.186433 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.0463248 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.174374 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.185437 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0647698 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.0148428 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.30043 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.109025 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.40214 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.0150253 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),0.0126757 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.388482 # DEPENDENCYPART_GRANDPAR
(18,26),(26,33),-0.34069 # DEPENDENCYPART_GRANDPAR
(18,26),(26,35),-0.265762 # DEPENDENCYPART_GRANDPAR
(18,26),(26,36),-0.143736 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.125024 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.366915 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),0.0710238 # DEPENDENCYPART_GRANDPAR
(18,29),(29,2),-0.894366 # DEPENDENCYPART_GRANDPAR
(18,29),(29,3),-1.15521 # DEPENDENCYPART_GRANDPAR
(18,29),(29,4),-1.00386 # DEPENDENCYPART_GRANDPAR
(18,29),(29,5),-1.26375 # DEPENDENCYPART_GRANDPAR
(18,29),(29,6),-0.98153 # DEPENDENCYPART_GRANDPAR
(18,29),(29,7),-1.01968 # DEPENDENCYPART_GRANDPAR
(18,29),(29,8),-1.41301 # DEPENDENCYPART_GRANDPAR
(18,29),(29,9),-1.06504 # DEPENDENCYPART_GRANDPAR
(18,29),(29,10),-0.879904 # DEPENDENCYPART_GRANDPAR
(18,29),(29,11),-1.10457 # DEPENDENCYPART_GRANDPAR
(18,29),(29,13),-0.984565 # DEPENDENCYPART_GRANDPAR
(18,29),(29,16),-1.05514 # DEPENDENCYPART_GRANDPAR
(18,29),(29,17),-1.28329 # DEPENDENCYPART_GRANDPAR
(18,29),(29,18),-0.677591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,29),(29,19),-0.0568419 # DEPENDENCYPART_GRANDPAR
(18,29),(29,21),0.170969 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),-0.232134 # DEPENDENCYPART_GRANDPAR
(18,29),(29,23),0.0151188 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),-0.19745 # DEPENDENCYPART_GRANDPAR
