# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,9,15,18,16,18,21,19,21,24,21,24,25,25,25,5,
(18,10),(18,29),-0.00864175 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0853886 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0578316 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0266111 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0201647 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0053832 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0297808 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0184372 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.0053832 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0115644 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.0183216 # DEPENDENCYPART_SIBL
(18,13),(18,29),0.0178076 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0284738 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0317954 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00117627 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.010006 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.00882367 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0345095 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.010006 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0274354 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.035249 # DEPENDENCYPART_SIBL
(18,15),(18,29),-0.013831 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.144697 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.128323 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00768002 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.13751 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0077814 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.00768002 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0046996 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0167477 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.144899 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0104709 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.124233 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0107127 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.185988 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.124233 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.195437 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.202808 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0952639 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.105788 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.131618 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.079938 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.105788 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0931107 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.103961 # DEPENDENCYPART_SIBL
(18,21),(18,29),0.0403006 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.331904 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.869694 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.242227 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.900768 # DEPENDENCYPART_SIBL
(18,22),(18,28),0.915668 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.0248872 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0818726 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.113432 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.0950388 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.105878 # DEPENDENCYPART_SIBL
(18,24),(18,29),0.0361954 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.153609 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.119241 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.137299 # DEPENDENCYPART_SIBL
(18,25),(18,29),0.0762074 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.900768 # DEPENDENCYPART_SIBL
(18,26),(18,28),0.915668 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.0248872 # DEPENDENCYPART_SIBL
(18,27),(18,28),0.122622 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.0578552 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.0574364 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.176578 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0803527 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.103804 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00572783 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.117441 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.00572783 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0650648 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.068774 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0620982 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0178335 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.055761 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0138348 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.055761 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0372485 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.0368939 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.178521 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00931527 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.180051 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.00931527 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0830276 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.0830302 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.086968 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.933093 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.086968 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.370351 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.364685 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.211435 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.318418 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.314318 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.322554 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0990516 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.363953 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.358298 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.314318 # DEPENDENCYPART_SIBL
(19,26),(19,28),0.322554 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.24722 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.426542 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0569994 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0578451 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0143176 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0691489 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.0599481 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.000243879 # DEPENDENCYPART_SIBL
(21,1),(21,26),0.0691489 # DEPENDENCYPART_SIBL
(21,1),(21,27),0.0141681 # DEPENDENCYPART_SIBL
(21,1),(21,28),0.00868286 # DEPENDENCYPART_SIBL
(21,1),(21,29),0.0514169 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.162749 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0448308 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0235398 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0499367 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00952152 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0235398 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0117519 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.00764981 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.325379 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.400768 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0138763 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00879527 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00346937 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0138763 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.00905101 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0128295 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.0122688 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0153594 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0525822 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0812744 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0153594 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0667591 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0344375 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0556544 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.636529 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.198565 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.299372 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.252327 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.289274 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.00584588 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0196999 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0393834 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.006051 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.0393098 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0393093 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0235285 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0759971 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0396954 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.0320499 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.252327 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.289274 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.00584588 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0317771 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.0303923 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.0197253 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.039306 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.888631 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0523168 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0179818 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0377328 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.00537253 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.00692102 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.079313 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0712779 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0476766 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0661163 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0625152 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0995696 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0222721 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.109056 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.00435298 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0233376 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.108488 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0270725 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.110106 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0709973 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0616221 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.247125 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.285478 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.00906877 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0590386 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0574579 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0472838 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.108622 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0922485 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.110106 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.900024 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.913527 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.120154 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.674397 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0158614 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.00525552 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.00562106 # DEPENDENCYPART_SIBL
(28,19),(28,26),0.710115 # DEPENDENCYPART_SIBL
(28,19),(28,27),-0.0056097 # DEPENDENCYPART_SIBL
(28,19),(28,29),0.0153149 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.67232 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0837492 # DEPENDENCYPART_SIBL
(28,25),(28,29),0.0308893 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.0211086 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0825831 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0310544 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.276043 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.611422 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.14919 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.291493 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0533907 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.362675 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.370761 # DEPENDENCYPART_GRANDPAR
(0,1),(1,29),2.47708 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.988878 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.144466 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.440346 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.954796 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.122258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.302683 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.228778 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.154222 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.12902 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.257819 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.472385 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.00529842 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.228245 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.381951 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.147342 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.0539193 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.0245077 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),0.0445259 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.299727 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),-0.367204 # DEPENDENCYPART_GRANDPAR
(0,5),(5,27),-0.216068 # DEPENDENCYPART_GRANDPAR
(0,5),(5,28),-0.223437 # DEPENDENCYPART_GRANDPAR
(0,5),(5,29),2.74648 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.980041 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.432922 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.582566 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0101798 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.709978 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0561612 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.703322 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.226544 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.528994 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.625202 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.3166 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.369544 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.13628 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0770094 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.014172 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0378981 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.310063 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.312855 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),-0.373832 # DEPENDENCYPART_GRANDPAR
(0,16),(16,27),-0.22713 # DEPENDENCYPART_GRANDPAR
(0,16),(16,28),-0.234499 # DEPENDENCYPART_GRANDPAR
(0,16),(16,29),2.74562 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.942442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.659234 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.161976 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.354853 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.0293272 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.924202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.591354 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0644571 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.120773 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.290328 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.555987 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.377081 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.374254 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.282174 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.766198 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.372418 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.571175 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.16552 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.680766 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.372099 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.431549 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.310604 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.350319 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.258691 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),-0.572878 # DEPENDENCYPART_GRANDPAR
(1,5),(5,27),-0.866572 # DEPENDENCYPART_GRANDPAR
(1,5),(5,28),-0.480484 # DEPENDENCYPART_GRANDPAR
(1,5),(5,29),-1.69788 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.942437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,6),-0.982974 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.552023 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.356665 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.329725 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.403868 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.513626 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.518843 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.503887 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.0282589 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.351684 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.483095 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.305302 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.387744 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.940338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,6),-0.901154 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.550391 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.385267 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.334301 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.720041 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.444191 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.594991 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.159824 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.741645 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.455912 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.539668 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.341686 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.311051 # DEPENDENCYPART_GRANDPAR
(1,9),(9,26),-0.564246 # DEPENDENCYPART_GRANDPAR
(1,9),(9,29),-1.78131 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.8853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,6),-0.780652 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.549672 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.357824 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.719314 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.432046 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.778323 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.526707 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.634177 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.271198 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.803355 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.4835 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.629411 # DEPENDENCYPART_GRANDPAR
(1,10),(10,29),-1.75875 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.98161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-1.02101 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.1631 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.20432 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.2098 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.14064 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.46075 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-2.70092 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.532697 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.535283 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.08137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.176817 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.193529 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.308245 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.35129 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.300504 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.617484 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.42405 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.676894 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.289987 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.332921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.56468 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.46379 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.388166 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.664417 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.60046 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.753869 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.615399 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-0.464224 # DEPENDENCYPART_GRANDPAR
(3,5),(5,28),-0.77646 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-1.92092 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.457876 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.565064 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.186921 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.233716 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.670721 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.384344 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.760246 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.346943 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.492369 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.652271 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.556954 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.492142 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.579133 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.823144 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-0.594072 # DEPENDENCYPART_GRANDPAR
(3,9),(9,29),-2.00359 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.532697 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-1.08361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),-0.155636 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.265614 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.217377 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.463716 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.282256 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.659681 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.254959 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.750633 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.354054 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.556901 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.466374 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.38778 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.664254 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.598552 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.753706 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.480572 # DEPENDENCYPART_GRANDPAR
